label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95
0.03	north1_all	80	19904	6391	4123	2444	2688	1018	873	1089	648	769	576	601	328	224	170	273	218	200	151	73	63	69	54	50	27	56	58	50	31	51	23	27	18	22	21	27	25	9	11	8	13	3	9	7	3	3	6	3	4	2	2	0	0	2	3	3	3	1	2	1	4	1	0	1	0	0	0	1	1	0	0	2	0	0	1	3	0	0	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	12761	3792	2491	1427	1728	547	452	690	360	486	334	372	173	116	70	155	134	129	100	40	23	30	27	21	13	31	40	30	20	43	13	16	7	15	11	19	14	5	4	5	6	1	3	1	2	2	3	3	3	1	1	0	0	1	3	1	2	0	2	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	19866	6460	4193	2412	2811	1032	844	1065	661	759	545	544	346	221	185	287	218	220	141	82	70	63	53	49	39	61	61	43	37	42	19	28	15	29	25	23	22	6	11	8	18	5	10	6	4	2	5	3	4	1	1	0	0	2	3	3	1	1	2	1	4	2	2	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	12814	3848	2564	1391	1783	521	448	679	350	479	296	347	194	117	72	160	132	139	88	42	32	29	31	23	19	37	43	28	24	36	11	16	8	19	17	14	13	3	5	5	8	2	4	1	3	1	2	2	3	0	0	0	0	1	3	1	1	0	2	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	19972	6465	4193	2367	2869	1035	853	1055	639	784	542	568	359	216	183	253	196	238	126	92	78	65	55	45	44	71	54	40	42	47	17	30	23	30	22	24	20	6	16	8	17	5	9	3	5	3	3	3	4	1	1	0	0	4	5	4	1	1	1	0	1	2	2	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	2	0
0.03	north3_active	80	12884	3904	2579	1318	1809	528	449	667	351	509	301	357	215	117	80	146	111	151	77	51	34	34	29	20	19	50	38	24	26	38	6	15	10	19	15	15	11	2	11	5	7	3	5	2	2	1	1	2	3	0	0	0	0	3	5	1	1	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0
0.03	north4_all	80	19671	6484	4229	2394	2881	1063	856	994	594	786	587	548	340	223	185	273	193	234	137	99	78	77	52	43	53	74	53	45	58	41	17	30	24	30	14	17	20	7	15	7	13	5	10	3	7	3	4	3	5	1	4	1	4	4	5	3	0	1	1	0	2	1	2	0	1	1	1	1	0	1	0	0	0	0	0	0	2	0	2	0	0	2	0	0	1	0	2	1	0	0	1	0	0	0	2	0
0.03	north4_active	80	12608	3834	2574	1302	1810	542	459	620	314	473	347	341	204	112	85	164	101	156	85	54	34	38	28	18	23	49	32	26	35	27	6	18	12	21	10	11	12	4	10	4	6	3	7	3	4	1	1	2	4	0	3	0	3	4	4	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	2	0	0	1	0	2	0	0	0	1	0	0	0	2	0
0.03	north5_all	80	19691	6405	4253	2394	2824	1072	890	1074	583	800	606	550	311	237	180	264	201	230	144	106	72	79	47	45	51	69	49	40	63	38	22	28	21	28	15	16	16	7	16	4	10	3	8	5	9	3	3	4	3	2	3	1	4	4	6	2	0	1	1	0	1	0	1	0	1	0	2	1	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0
0.03	north5_active	80	12667	3760	2565	1298	1815	552	480	689	332	495	360	338	177	120	81	160	98	151	81	48	37	37	22	19	21	45	32	22	44	21	8	16	7	19	12	12	12	4	9	2	6	2	7	4	4	1	0	4	2	1	3	0	3	4	4	0	0	0	1	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0
