label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93
0.03	north6_all	80	8038	3670	2428	2326	1112	996	1933	881	610	303	419	573	308	209	321	122	94	131	77	101	132	93	83	52	110	47	30	25	99	48	22	33	11	22	20	11	10	20	13	13	10	8	7	19	5	8	8	4	2	3	9	2	1	1	2	2	2	1	0	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north6_active	80	3371	1501	1112	1468	461	505	1580	572	373	114	250	425	202	101	214	40	35	67	26	36	96	47	36	21	89	24	13	10	85	38	10	27	2	9	10	6	7	11	8	10	8	6	2	12	3	5	3	0	1	2	6	0	0	1	1	2	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	8220	3696	2434	2404	1118	986	2088	840	676	284	405	558	323	213	294	118	105	143	75	99	120	88	75	59	125	60	31	24	92	57	18	45	14	16	35	18	11	19	15	12	5	7	6	15	6	7	8	5	1	2	9	1	4	1	1	2	9	1	0	1	1	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north7_active	80	3504	1541	1101	1552	498	502	1728	519	411	107	219	416	204	108	209	40	40	65	21	33	89	51	40	29	104	31	13	7	81	44	7	39	5	6	21	8	9	13	8	8	4	6	2	12	5	5	2	1	1	2	6	0	3	1	1	2	9	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	7961	3598	2391	2356	1072	975	1865	805	646	311	387	496	300	203	266	116	103	144	73	88	124	89	63	63	125	67	26	26	50	52	18	42	15	11	37	16	14	17	11	7	8	7	6	11	6	9	6	6	0	4	9	2	5	2	1	1	12	2	0	1	1	0	2	1	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	3397	1510	1031	1484	457	468	1481	467	390	112	206	343	175	116	196	39	39	59	17	28	83	52	37	25	104	40	9	11	38	40	9	37	4	4	24	9	9	12	7	5	4	5	3	10	5	7	2	1	0	2	7	1	4	2	1	1	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	7812	3525	2284	2278	1058	936	1549	750	680	323	350	459	271	210	251	116	111	151	83	79	118	84	61	58	110	61	21	26	33	44	18	40	14	10	34	14	22	16	12	1	7	6	6	3	5	13	4	6	1	3	3	2	7	2	1	1	10	3	0	2	1	0	1	0	1	0	2	2	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3287	1434	945	1345	460	444	1144	440	378	114	181	321	133	113	180	44	38	62	29	27	72	46	39	22	88	37	6	10	23	31	8	33	4	4	26	6	12	11	7	0	3	3	4	1	5	13	1	1	0	1	2	1	5	1	1	1	9	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	7679	3388	2218	2094	1066	889	1358	704	596	342	362	384	262	205	250	118	105	133	86	78	120	77	65	51	90	51	28	25	56	35	20	33	15	11	29	13	23	15	9	1	8	5	5	4	7	9	2	5	1	4	3	1	8	3	2	1	5	3	1	1	0	0	1	0	1	0	2	2	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	3208	1345	874	1153	442	393	948	408	313	124	187	257	124	104	176	43	36	58	31	28	71	43	40	17	71	30	11	9	44	23	11	24	5	4	19	5	11	11	5	0	1	2	3	2	4	8	0	1	0	2	2	1	6	1	1	1	2	1	0	1	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	8337	3712	2450	2664	1174	1013	1851	904	664	299	447	575	326	199	289	115	111	133	88	97	118	127	103	54	140	57	47	29	104	43	18	33	12	20	42	8	16	17	21	12	20	7	2	8	4	11	2	5	8	6	6	5	0	2	2	0	3	3	2	0	1	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	north11_active	80	3690	1592	1117	1768	513	481	1552	562	402	118	270	427	204	94	221	43	46	71	38	50	84	70	75	24	122	37	24	6	92	27	7	28	2	12	34	3	12	10	14	8	8	4	1	7	2	10	2	2	6	2	5	0	0	1	0	0	3	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	8260	3751	2431	2611	1151	984	1846	888	658	302	449	593	334	203	269	128	120	120	81	85	116	119	97	49	147	57	48	27	121	40	17	33	17	13	28	8	9	21	16	7	19	6	3	8	3	10	2	4	9	7	6	4	1	4	2	0	7	2	2	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	north12_active	80	3661	1609	1131	1720	504	457	1536	560	406	114	265	430	197	106	197	46	48	68	32	45	85	75	77	22	129	35	29	7	109	23	7	22	6	7	20	4	6	14	10	5	10	5	1	7	1	8	1	2	8	3	6	1	0	2	0	0	6	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	8239	3703	2400	2547	1214	983	1919	916	685	317	465	577	346	224	270	130	108	133	73	83	126	106	98	43	162	63	40	27	100	39	22	47	21	10	19	9	15	21	14	7	14	7	2	8	6	9	3	2	5	11	2	4	2	5	1	0	6	3	2	1	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	3672	1591	1099	1645	518	487	1603	583	444	103	276	430	199	118	190	51	44	81	24	45	94	77	71	21	146	33	27	9	90	25	11	34	10	4	13	5	9	14	8	5	8	4	1	5	3	6	2	2	5	7	2	2	0	2	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	8231	3612	2323	2527	1235	1010	1922	909	695	303	460	602	326	213	292	122	113	136	71	84	134	100	80	34	157	54	35	25	92	44	19	51	24	8	15	9	22	22	12	7	12	6	2	6	8	11	3	0	6	11	2	2	3	3	1	2	5	3	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	3619	1584	1057	1633	537	512	1592	583	461	100	261	457	186	98	203	48	46	83	20	43	93	71	52	14	143	25	21	9	82	32	11	36	12	2	10	2	11	16	5	3	6	4	1	3	5	7	1	0	6	9	2	2	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8178	3618	2341	2462	1200	983	1920	901	715	332	471	585	346	210	314	111	105	131	80	91	132	112	75	43	185	49	27	22	77	40	21	48	22	10	16	9	22	17	10	9	11	7	3	7	12	10	3	1	6	10	2	1	2	7	2	2	2	2	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north15_active	80	3612	1589	1051	1559	516	498	1595	571	465	102	248	455	212	97	229	41	39	75	29	45	85	79	42	19	164	29	14	8	68	30	10	38	12	3	10	2	11	13	4	4	8	5	1	4	8	5	2	0	6	9	2	1	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8279	3624	2360	2467	1142	1013	1984	862	655	341	443	555	339	206	342	114	110	135	88	97	125	129	91	43	157	43	28	29	59	35	18	33	18	12	17	10	17	12	12	16	8	6	3	12	8	14	2	2	7	10	1	1	1	6	2	3	3	2	0	2	0	0	0	0	0	2	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north16_active	80	3631	1622	1093	1573	491	506	1674	551	422	117	240	429	210	93	250	44	40	74	40	45	77	85	54	19	133	28	9	10	51	22	9	23	9	5	11	3	8	7	3	8	6	2	2	10	6	9	1	1	6	9	1	1	0	5	0	1	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	8149	3627	2433	2426	1118	1029	2022	841	659	355	447	545	338	212	340	119	117	118	84	90	112	115	96	44	171	62	23	24	59	35	21	41	18	10	18	14	19	16	5	19	8	7	4	13	6	12	1	3	8	5	1	1	2	6	1	2	3	1	0	2	0	1	1	0	0	1	1	1	1	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north17_active	80	3617	1591	1145	1533	497	480	1718	529	403	125	243	400	202	105	245	44	41	59	41	43	73	77	54	19	148	44	7	7	51	21	12	25	8	4	10	6	11	10	1	10	6	3	2	12	5	8	1	1	5	5	1	1	1	5	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	8077	3664	2357	2408	1105	1017	1950	813	631	305	408	557	317	236	314	128	115	134	76	94	108	100	105	52	130	63	21	23	63	36	16	37	15	12	23	18	14	22	9	20	7	10	5	13	3	11	2	2	8	4	2	2	2	5	2	1	2	2	0	1	1	3	2	0	0	2	1	1	1	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	3530	1641	1075	1513	470	472	1621	528	375	117	224	402	181	116	213	48	40	58	39	51	68	62	61	18	108	43	5	7	53	20	11	24	7	6	12	9	7	13	4	9	6	6	2	12	1	9	2	1	5	4	1	1	1	5	0	1	1	2	0	1	0	2	2	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	7829	3572	2338	2287	1099	930	1671	780	624	341	411	496	296	249	278	139	114	131	75	100	100	83	95	43	132	57	22	22	58	38	16	41	13	9	15	21	13	23	9	17	6	7	4	14	4	12	4	2	3	3	3	1	2	1	2	1	1	2	0	2	1	3	2	0	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	3345	1539	1025	1400	463	429	1307	489	352	125	217	337	161	131	184	53	40	58	31	50	57	44	48	13	113	36	5	3	48	22	9	28	6	3	9	12	7	15	5	6	5	6	1	12	1	9	4	1	1	3	2	0	1	1	0	1	0	2	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	7649	3551	2248	2237	1079	894	1544	755	618	336	392	447	255	253	239	133	115	125	64	96	98	72	76	49	124	35	27	30	57	32	16	35	10	14	17	19	10	22	10	14	9	8	6	6	8	10	4	0	0	6	3	1	2	2	2	2	4	1	0	1	1	6	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3205	1494	952	1326	447	420	1119	450	340	121	215	290	141	133	150	47	38	52	24	51	51	43	37	18	100	20	7	12	44	17	5	26	3	6	10	11	7	11	5	6	8	6	1	4	2	7	4	0	0	6	2	0	1	2	0	2	3	1	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	12172	3886	2334	1965	2184	1731	774	1452	454	954	555	277	460	207	155	127	272	181	106	74	56	108	101	63	79	44	47	23	17	40	18	33	23	17	33	30	6	5	14	5	19	6	14	2	5	3	3	2	2	2	1	2	1	1	2	2	2	3	5	0	0	0	0	4	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	7674	1753	1100	1073	1567	1196	371	1190	192	788	354	120	342	77	53	42	216	111	42	25	28	69	60	41	44	21	32	10	6	34	4	27	10	7	26	12	3	3	5	2	14	2	11	1	3	1	3	1	0	1	1	0	0	0	2	2	1	0	5	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	12907	3934	2427	1984	2328	1727	754	1522	461	1011	531	273	492	210	142	127	291	188	119	74	64	115	115	68	74	49	45	34	19	51	19	33	17	18	30	26	4	7	15	3	24	5	12	3	12	5	6	4	2	2	1	3	1	2	2	5	1	3	5	0	1	0	0	5	1	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	8376	1780	1137	1073	1689	1216	355	1235	200	853	340	111	383	80	44	48	233	117	50	28	31	71	62	46	43	26	26	16	7	36	5	23	10	7	23	12	2	4	7	1	19	1	9	2	9	1	4	3	0	1	1	0	0	1	2	4	0	0	5	0	1	0	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	13043	3943	2368	2026	2243	1698	713	1475	491	930	534	256	473	206	145	119	296	190	116	64	68	121	130	71	65	44	45	31	20	71	20	36	13	16	19	23	12	6	16	3	20	5	6	3	12	3	5	5	3	2	2	2	2	3	2	4	1	1	2	1	1	0	0	5	0	0	10	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	8478	1824	1107	1121	1621	1202	337	1199	207	750	345	96	352	87	53	38	230	95	47	25	24	75	80	44	36	24	28	13	7	51	7	23	5	6	11	13	5	5	7	1	17	1	3	2	9	0	3	4	1	0	2	0	0	1	2	3	0	0	2	1	1	0	0	5	0	0	9	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	13172	3907	2458	2056	2263	1664	719	1475	489	862	487	241	512	208	146	127	311	180	110	73	71	106	124	68	54	43	42	32	22	67	16	32	15	13	16	16	15	7	12	2	22	4	3	2	14	2	5	4	2	3	3	4	1	2	3	4	4	3	3	1	1	1	0	5	0	0	10	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	8559	1783	1177	1155	1596	1212	351	1199	221	689	317	79	388	94	54	43	246	90	48	30	25	73	79	41	34	23	24	11	8	47	5	18	5	7	12	7	4	5	5	1	16	0	2	2	11	0	3	4	1	1	1	1	0	1	3	2	3	1	2	1	1	1	0	5	0	0	9	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	13126	3907	2464	2050	2246	1606	728	1525	507	844	484	260	549	207	146	131	308	184	106	64	75	117	115	61	58	43	34	32	18	56	20	32	15	13	30	16	18	6	12	4	13	4	1	3	16	1	2	2	2	3	4	4	2	1	2	2	3	3	3	2	0	1	1	0	0	1	12	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	8461	1819	1162	1193	1586	1175	343	1260	234	656	307	94	415	95	55	45	234	94	44	24	27	77	77	33	31	27	24	8	6	43	6	21	5	7	26	10	5	5	7	2	7	0	1	2	14	0	2	2	1	1	1	2	1	0	2	1	3	1	2	2	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	13003	3950	2571	2016	2346	1646	775	1581	469	927	494	261	530	191	154	143	263	191	95	68	69	134	107	66	70	37	33	36	24	52	26	26	17	11	37	19	12	7	6	4	13	3	3	5	13	2	1	5	0	3	3	4	2	1	2	4	4	2	3	2	1	1	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8369	1832	1229	1130	1672	1188	362	1315	221	707	337	93	413	78	58	52	208	111	40	29	28	95	69	35	47	19	21	13	9	43	11	18	7	6	31	14	3	5	4	2	5	1	3	2	11	0	1	4	0	1	0	2	1	0	2	2	3	1	2	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	13070	3928	2608	2002	2291	1691	745	1576	494	888	514	293	486	193	156	133	272	208	98	73	79	157	99	65	79	38	34	34	19	40	26	28	16	16	38	19	6	7	6	4	5	2	7	4	10	3	1	5	1	1	5	3	1	3	2	5	2	1	0	2	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	8418	1813	1217	1131	1634	1185	350	1298	217	680	358	103	380	74	66	53	210	133	46	30	35	110	64	38	55	18	18	13	10	35	9	16	8	9	29	14	1	5	3	1	1	1	6	1	8	0	1	3	0	1	1	1	1	1	2	2	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	12957	3860	2607	2017	2267	1760	727	1565	495	928	552	273	467	177	168	133	280	214	98	76	75	149	101	70	76	31	33	36	24	55	27	29	15	12	31	17	5	9	6	4	6	1	6	3	13	2	1	4	5	1	3	1	0	3	0	4	2	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	8265	1796	1239	1128	1641	1237	330	1295	216	710	396	89	354	60	68	48	218	134	42	31	32	102	67	41	50	11	13	15	12	43	11	19	8	6	23	12	0	7	3	2	2	1	5	0	10	0	1	2	0	1	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	12932	3844	2551	2005	2224	1716	705	1561	496	928	547	267	529	185	142	130	293	217	95	92	72	138	117	78	77	33	37	30	19	58	23	35	12	15	43	14	7	9	8	5	4	3	8	3	13	2	1	2	6	2	3	1	3	3	1	3	3	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	8202	1765	1215	1157	1635	1233	335	1294	230	740	374	93	410	75	52	41	228	144	42	35	34	101	90	48	43	11	8	14	10	48	9	21	6	10	38	9	1	7	4	3	2	0	6	1	10	0	1	0	1	1	1	0	1	1	0	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	12592	3803	2383	2056	2181	1685	685	1484	487	912	523	250	567	190	133	120	304	210	92	87	71	112	118	81	65	42	35	38	21	63	24	34	11	16	52	15	7	14	11	7	4	4	3	3	21	3	1	2	8	1	1	1	4	0	3	0	2	3	2	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	7961	1734	1125	1180	1566	1189	319	1233	236	723	337	89	432	79	42	36	241	131	45	37	32	87	89	57	29	14	10	16	10	51	11	22	5	10	47	7	1	11	6	4	2	1	2	1	17	2	1	1	1	0	1	0	1	0	1	0	2	0	2	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	12900	3877	2431	2068	2089	1637	768	1572	465	1083	509	254	545	203	153	116	305	170	114	79	72	143	106	73	86	48	41	29	27	48	12	27	9	18	30	27	19	17	13	7	8	2	5	2	1	5	5	2	3	4	1	1	0	1	2	2	2	1	6	1	0	3	1	1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south31_active	80	8415	1793	1176	1208	1473	1179	381	1293	188	913	333	102	407	88	55	49	233	108	54	37	27	104	69	39	61	27	22	13	11	37	6	23	4	9	24	18	7	9	6	1	5	2	1	0	0	1	1	0	3	3	1	0	0	0	1	2	1	1	6	1	0	2	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	12895	3906	2406	2070	2125	1638	807	1460	485	1090	488	248	558	203	159	132	315	164	104	76	69	143	100	72	91	40	40	34	26	60	14	26	9	16	36	21	17	17	6	10	13	2	10	1	4	5	6	1	2	0	2	2	0	1	1	2	1	0	6	1	0	3	0	2	0	0	2	0	1	2	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
