label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68
0.03	north1_all	80	31856	28189	7155	4530	8112	2293	3705	1742	1344	1447	1361	493	710	441	337	369	243	176	170	120	129	165	81	70	82	44	66	40	20	20	37	23	13	8	15	8	4	5	5	0	1	4	1	1	2	2	3	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	16187	17929	3420	2107	5073	1094	2261	944	749	808	877	225	422	203	179	231	132	89	87	56	72	124	52	35	58	19	43	26	11	8	26	14	8	6	13	6	1	3	2	0	0	1	0	1	1	1	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31912	28054	7136	4512	7987	2187	3638	1715	1312	1515	1457	479	738	463	345	390	241	158	158	120	132	153	81	64	84	49	62	66	24	15	48	20	8	11	12	8	5	4	3	2	0	4	8	2	11	4	3	2	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	16200	17777	3354	2107	4979	1021	2251	946	717	853	899	236	459	216	193	252	127	77	85	58	61	112	50	28	56	21	37	45	10	7	24	14	3	6	6	6	2	3	2	1	0	1	7	1	9	3	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31880	28218	7155	4600	8202	2166	3715	1769	1367	1529	1467	487	734	448	329	375	230	171	194	111	119	160	79	63	67	41	59	91	24	22	57	33	9	10	12	8	3	5	1	2	0	4	8	2	10	4	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16291	17830	3350	2134	5137	999	2347	939	730	917	907	241	451	211	178	231	118	92	119	64	47	113	51	30	39	20	27	58	10	8	26	14	2	4	7	6	1	2	1	1	0	2	8	1	9	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31764	28517	7247	4579	8093	2142	3756	1789	1348	1520	1548	476	716	470	340	370	220	169	224	110	129	180	74	57	80	40	46	87	22	24	59	28	9	10	16	8	5	4	1	2	0	7	8	2	14	7	3	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	16250	17822	3422	2162	5068	1004	2375	953	712	921	960	224	445	220	178	218	117	89	142	68	56	113	42	30	47	21	16	60	11	12	32	9	1	3	9	5	2	1	1	1	0	3	8	0	8	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	31697	28657	7204	4553	8095	2228	3807	1790	1318	1506	1520	490	721	443	353	359	201	166	245	114	127	184	79	68	73	50	38	81	17	28	57	21	12	9	11	6	7	3	2	0	1	7	1	1	5	5	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	16092	17746	3418	2086	5091	1037	2421	904	669	938	989	230	455	209	192	214	107	86	152	67	57	121	40	43	38	31	16	56	9	13	43	2	3	2	6	2	3	1	1	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	31904	28689	7224	4555	8125	2230	3765	1803	1300	1483	1634	474	769	416	376	354	202	161	233	120	120	177	86	64	71	54	41	39	26	24	77	17	16	12	9	6	9	2	2	1	2	9	0	1	5	5	1	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	16052	17913	3411	2095	5191	1047	2310	940	672	895	1042	219	491	202	194	221	115	79	132	73	59	116	41	42	37	33	23	24	9	12	42	10	8	2	7	1	4	1	1	0	1	3	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	31905	28273	7056	4502	7938	2202	3815	1825	1274	1467	1560	497	751	433	366	409	232	165	244	113	128	172	90	78	61	56	46	43	34	26	63	24	16	12	5	4	8	0	4	1	4	6	2	2	2	3	10	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	16100	17740	3299	2055	5036	1031	2367	967	664	871	963	236	479	226	203	261	141	85	141	61	64	111	45	47	32	35	25	27	16	7	38	15	11	2	4	1	4	0	2	0	3	1	1	2	0	2	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	31951	27886	7156	4549	8093	2220	3915	1806	1299	1455	1574	481	718	425	362	441	244	175	252	115	131	161	88	62	80	47	47	49	31	25	58	31	18	12	7	2	7	1	2	1	4	3	5	4	2	3	10	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	16347	17457	3332	2065	5168	1035	2507	998	696	848	946	215	445	231	197	288	144	97	151	57	70	109	46	38	47	27	25	23	16	5	30	21	13	3	3	0	2	1	1	0	2	0	1	3	0	2	9	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	31926	27755	7147	4563	8087	2228	3932	1801	1310	1485	1469	521	671	438	341	484	249	199	228	101	140	183	77	62	87	46	32	63	23	33	37	43	19	6	8	2	5	1	3	2	6	1	6	5	4	2	9	2	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	16327	17434	3338	2102	5272	1039	2469	1006	704	897	885	227	392	246	180	308	135	110	133	49	72	135	43	33	59	24	16	32	15	10	29	32	12	1	4	1	2	1	1	1	4	0	1	3	2	2	9	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	31698	27788	7215	4590	8142	2272	3843	1787	1292	1451	1496	540	705	427	328	438	248	209	220	94	114	200	67	47	79	48	44	82	26	33	31	39	20	10	10	4	7	1	2	2	3	2	7	4	3	2	3	2	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	16224	17485	3361	2081	5320	1040	2410	986	675	845	892	237	404	257	177	259	136	114	128	44	66	155	39	23	48	24	32	51	17	10	24	29	11	5	4	3	4	1	1	1	2	0	2	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	32059	28721	7100	4501	8139	2217	4021	1761	1318	1535	1566	502	788	460	397	379	255	185	218	86	135	222	85	54	116	43	40	53	19	20	34	38	17	10	14	5	6	2	4	3	3	13	4	3	1	2	2	4	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	16524	18224	3320	2065	5165	1034	2572	1001	722	995	1006	247	480	256	220	246	118	99	129	38	80	122	50	29	85	17	24	29	10	14	19	18	8	5	9	3	5	2	4	2	0	4	4	3	1	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	32047	28948	7168	4392	8143	2235	4014	1711	1326	1489	1585	500	776	463	396	440	249	203	245	99	135	213	98	60	139	45	56	57	16	22	34	45	15	12	16	6	2	2	3	4	2	15	4	3	2	1	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	16475	18253	3344	1967	5096	1037	2500	955	746	966	1056	236	471	259	214	285	122	108	160	42	83	126	49	39	103	22	37	38	9	17	24	25	8	5	8	4	2	1	3	3	0	6	4	3	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	31830	28816	7075	4448	8155	2253	3970	1725	1275	1397	1580	501	753	450	382	446	243	214	255	127	144	205	94	59	132	47	54	59	16	25	53	52	16	10	9	5	2	2	2	3	2	6	5	3	1	2	2	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	16353	18244	3344	2009	5184	1010	2507	984	680	884	1054	232	468	241	217	284	129	113	160	52	87	121	46	37	100	27	37	42	9	19	25	31	10	5	4	3	1	1	1	2	0	5	4	2	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	31543	28747	7016	4482	8163	2234	3976	1726	1302	1405	1552	498	750	438	341	439	233	201	227	133	134	190	95	61	96	54	55	58	14	27	55	38	12	12	13	9	4	4	4	2	3	4	4	1	1	1	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
