label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north1_all	80	64273	27083	10186	5946	3290	3627	2020	1632	1933	1101	1247	532	739	339	549	543	282	301	122	104	117	109	58	72	44	82	38	37	33	16	22	10	20	17	15	4	7	8	2	14	2	6	1	8	0	1	0	9	1	1	1	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
0.03	north1_active	80	40450	17150	5707	3216	1519	2093	993	843	1212	581	735	280	447	155	306	352	172	168	63	54	59	67	31	47	17	46	20	18	18	11	14	6	11	14	5	3	7	7	0	13	0	4	0	3	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	64513	27287	9981	5932	3283	3606	1980	1654	1902	1124	1238	522	776	345	516	531	292	276	109	120	119	107	66	72	46	90	39	41	35	10	22	12	28	12	6	3	7	3	2	9	4	4	1	8	1	1	0	8	2	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
0.03	north2_active	80	40536	17161	5645	3203	1528	2092	982	870	1172	587	722	262	483	161	300	332	173	162	50	63	63	65	35	40	21	50	21	21	18	5	12	5	18	11	4	3	6	2	0	9	2	1	0	3	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	64705	27196	9854	5881	3289	3590	1978	1624	1880	1097	1238	514	823	339	466	510	308	292	112	125	111	100	73	106	43	88	35	46	39	12	24	10	22	12	5	3	10	3	2	7	7	1	0	8	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	40546	17110	5443	3125	1533	2074	992	857	1121	565	725	265	499	159	271	329	193	158	51	64	53	57	37	55	19	44	21	25	25	6	12	4	17	8	1	3	6	3	0	7	5	0	0	3	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	64334	27122	9812	5946	3317	3580	1988	1657	1889	1086	1194	514	821	362	442	489	328	276	113	142	115	106	68	121	41	75	32	41	33	17	20	11	18	18	6	7	6	1	2	3	8	1	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	40457	17095	5433	3155	1550	2087	1002	881	1087	580	699	260	484	193	262	293	200	170	55	68	60	51	27	61	20	45	18	20	20	7	12	5	15	14	2	6	2	1	0	1	6	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	64346	27258	9826	6052	3203	3561	1966	1671	1813	1046	1216	482	798	375	461	522	318	314	116	134	115	106	67	120	44	72	32	31	30	20	15	10	12	27	8	10	9	1	3	3	8	0	0	6	1	0	1	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	40521	17042	5418	3268	1466	2098	986	906	1012	577	744	249	473	196	275	321	195	195	50	59	63	51	30	65	23	47	14	16	23	8	8	5	6	22	2	9	4	1	1	1	5	0	0	5	1	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	63660	27457	9985	6079	3284	3492	1911	1699	1871	1079	1247	532	780	380	456	526	313	325	115	136	123	105	63	129	43	82	35	33	19	24	15	16	16	30	10	13	5	2	3	4	6	0	0	6	1	0	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
