label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	13483	3481	2013	1533	679	560	313	295	157	318	107	87	96	35	41	29	19	39	10	26	9	8	14	7	2	4	1	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	8526	1863	1099	907	327	317	161	149	64	202	54	49	66	14	18	16	9	16	10	17	5	6	6	4	0	2	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13440	3461	2037	1530	695	542	307	270	160	329	94	94	89	37	33	27	22	36	12	17	11	4	4	8	2	3	2	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	8470	1893	1128	896	346	302	158	133	68	210	47	53	59	16	18	11	9	23	9	6	7	3	4	4	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	13319	3426	2043	1512	697	518	299	274	144	312	109	81	78	38	26	37	24	35	14	21	13	4	1	7	3	5	2	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	8387	1866	1129	901	345	281	148	137	70	204	49	51	45	19	13	18	10	20	7	7	8	3	1	3	1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12497	3300	1960	1424	654	497	314	252	144	260	102	90	75	35	31	33	25	32	18	18	10	3	4	6	2	4	2	4	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1
0.03	north4_active	80	7691	1788	1069	848	321	244	151	128	72	175	44	52	44	19	14	17	13	20	9	6	8	3	3	1	1	4	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
0.03	north5_all	80	11714	3163	1916	1340	614	504	303	243	154	238	99	86	65	28	31	32	22	26	19	15	9	10	4	4	3	4	0	4	0	0	3	1	0	1	0	1	2	1	1	0	0	0	0	0	1	1
0.03	north5_active	80	7090	1656	1025	789	280	249	135	126	73	156	41	45	35	14	16	18	13	18	8	5	5	9	2	1	1	4	0	4	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1
0.03	north6_all	80	10758	3066	1762	1283	587	508	295	236	154	239	78	77	73	23	32	25	18	21	16	20	11	15	5	5	2	0	0	4	0	0	2	1	0	0	0	1	2	1	1	0	0	1	1	0	1	1
0.03	north6_active	80	6418	1568	886	737	261	260	142	116	68	148	31	40	42	9	17	12	9	11	9	14	6	11	3	2	0	0	0	4	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1
0.03	north7_all	80	10873	3119	1801	1343	614	531	290	255	169	215	76	61	79	25	35	25	22	22	13	22	13	15	2	7	3	1	1	3	0	1	2	1	0	0	0	2	1	0	1	0	0	1	1	0	1	0
0.03	north7_active	80	6513	1596	914	774	279	290	146	127	87	127	31	29	47	10	21	12	10	15	7	16	8	11	1	3	1	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0
0.03	north8_all	80	11681	3256	1844	1479	657	567	307	265	163	227	90	56	91	35	34	34	25	19	7	25	10	14	6	6	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0
0.03	north8_active	80	7063	1710	970	854	307	310	154	128	92	139	50	28	56	16	14	18	11	11	5	17	6	10	4	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0
0.03	north9_all	80	12663	3372	1917	1581	682	565	295	286	152	231	113	58	92	42	41	32	26	24	9	14	9	12	6	6	1	1	2	1	2	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0
0.03	north9_active	80	7744	1810	1034	937	318	309	146	153	86	157	59	30	57	19	16	18	12	16	5	10	7	7	5	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north10_all	80	13607	3508	2030	1669	676	574	315	284	133	267	121	75	89	46	48	34	22	26	11	9	7	18	8	2	2	1	2	1	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	8314	1885	1139	989	314	320	155	160	70	185	66	40	47	22	18	18	11	15	6	4	5	12	7	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	13395	3578	1958	1482	648	499	328	261	151	311	100	79	99	32	30	31	19	43	7	9	13	24	1	4	2	1	0	11	0	3	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	8289	1990	1089	856	309	271	164	149	72	191	62	42	65	18	13	17	12	29	2	6	7	13	0	1	0	1	0	10	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	13288	3545	2033	1448	659	517	307	254	125	302	104	73	99	31	37	25	20	40	7	4	11	21	2	4	4	2	0	10	0	3	4	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north12_active	80	8286	1970	1128	869	316	281	163	153	61	174	62	39	57	13	15	14	10	26	2	1	6	11	2	1	2	1	0	9	0	1	4	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north13_all	80	13126	3537	2048	1416	649	530	323	279	136	300	96	76	108	31	42	20	21	32	6	7	9	15	4	5	2	2	1	6	0	2	4	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north13_active	80	8210	1915	1144	846	314	275	179	179	64	168	50	35	66	16	21	11	9	23	1	2	4	6	4	0	2	1	0	6	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north14_all	80	13267	3540	1998	1474	625	539	299	287	140	322	93	75	103	43	44	18	23	39	7	10	12	6	5	5	3	3	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
