label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131
0.03	north6_all	80	5659	5056	1792	1151	1776	853	510	399	356	1369	270	237	195	408	153	139	106	86	169	271	65	126	72	62	58	36	39	49	30	31	56	31	120	34	24	33	24	68	10	17	10	19	12	18	13	12	7	8	3	7	15	5	6	2	10	4	3	2	1	2	8	3	3	1	0	6	13	8	0	2	1	1	3	7	2	1	2	2	1	2	1	1	0	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	1	0	0	1	1	0	0	0	0
0.03	north6_active	80	3006	4169	1094	540	1512	563	178	92	158	1286	111	112	86	349	92	61	28	21	129	246	18	97	35	33	23	21	11	28	18	9	46	21	107	18	13	21	5	58	3	7	6	12	7	17	3	5	0	5	1	2	13	2	4	0	5	3	1	1	1	0	3	2	2	1	0	6	13	7	0	0	0	1	2	7	0	0	2	2	0	2	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0
0.03	north7_all	80	5615	4965	1841	1143	1917	835	509	413	355	1365	244	215	206	409	185	131	98	94	163	265	70	111	68	69	58	47	31	54	37	34	60	30	128	37	26	31	21	70	9	17	5	15	16	11	11	8	10	7	4	9	15	3	7	0	8	3	3	3	5	2	7	2	1	1	3	4	12	10	1	2	0	3	3	7	1	2	1	0	1	2	1	0	0	0	0	1	0	2	0	1	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1
0.03	north7_active	80	3012	4081	1120	533	1651	557	159	90	142	1281	101	104	87	346	112	60	28	19	121	238	20	78	28	38	25	27	11	35	16	8	49	19	118	19	14	19	6	67	3	4	3	7	8	10	2	3	3	4	1	3	12	0	3	0	4	1	1	2	2	0	3	1	0	0	1	4	12	7	1	0	0	3	2	7	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0
0.03	north8_all	80	5627	4922	1868	1156	2007	839	501	420	367	1347	239	219	204	410	187	125	95	96	177	264	82	95	60	67	54	51	35	60	41	33	68	26	139	36	19	19	23	63	13	16	4	14	15	18	11	6	8	4	8	9	11	2	6	0	7	6	3	2	6	2	7	1	1	2	3	3	7	10	1	3	0	2	5	6	2	1	1	0	0	0	0	1	0	0	0	1	0	2	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
0.03	north8_active	80	2986	4029	1143	566	1742	568	157	88	149	1253	89	111	78	354	112	59	29	19	136	238	26	69	29	35	20	26	16	41	17	7	56	17	130	19	10	10	6	60	3	6	2	5	7	16	1	3	3	1	3	2	9	0	1	0	4	4	1	2	2	0	1	1	1	0	1	3	7	7	1	0	0	2	4	6	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north9_all	80	5683	4963	1916	1139	1953	848	494	442	359	1436	258	216	205	415	198	125	106	95	187	270	91	123	59	66	51	50	47	69	43	34	67	31	124	39	18	15	16	69	16	15	5	13	17	22	9	3	6	2	10	6	9	3	7	2	4	4	2	2	6	2	8	2	1	2	3	2	1	4	1	2	0	4	4	5	1	1	1	0	0	3	0	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	1
0.03	north9_active	80	2976	4056	1181	566	1673	588	156	91	146	1342	94	106	85	353	123	51	35	21	137	238	27	84	28	35	22	20	20	50	16	10	56	18	114	23	11	3	4	66	5	5	1	8	8	19	1	2	3	0	5	1	8	0	1	0	3	3	1	2	2	1	0	1	1	0	1	2	1	1	1	0	0	2	4	5	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_all	80	5639	5000	1895	1128	1866	870	472	457	386	1466	259	225	187	391	197	127	103	92	177	255	84	129	60	69	43	49	49	74	40	29	80	30	111	32	15	9	20	40	16	10	6	16	10	27	12	4	3	4	11	3	8	4	7	4	1	5	1	1	4	4	4	1	1	3	1	2	1	4	1	2	0	4	4	1	2	0	1	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	2996	4090	1173	552	1572	605	151	97	156	1384	96	98	80	331	119	50	31	25	136	229	27	90	30	35	21	22	21	55	15	9	70	17	102	17	10	1	5	34	5	5	1	8	6	24	0	2	1	2	5	1	6	2	1	0	0	4	0	1	0	1	0	0	1	0	0	2	1	2	1	0	0	1	4	1	1	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5372	4114	1726	1128	1608	755	493	394	347	1099	268	229	193	320	171	135	114	93	180	217	73	117	45	60	58	43	52	31	26	27	48	34	100	28	26	27	14	44	11	14	12	9	12	22	5	8	9	10	7	13	13	2	10	3	4	6	4	7	4	5	1	5	4	1	3	4	3	4	1	1	3	0	4	0	5	0	2	0	2	2	1	2	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2616	3173	949	478	1323	456	155	94	136	1001	89	97	74	265	101	48	34	29	118	171	19	88	15	25	22	20	20	18	12	7	34	16	90	17	13	12	6	37	3	6	2	7	4	14	2	4	1	3	2	7	10	1	2	1	1	4	4	3	1	0	0	2	3	0	1	4	3	2	0	1	3	0	3	0	5	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5439	4476	1748	1099	1735	749	484	385	345	1218	295	230	209	348	183	143	107	93	183	214	74	116	64	69	62	45	49	47	30	26	46	32	124	29	29	28	16	50	10	13	11	11	13	24	3	7	10	9	12	10	15	4	8	5	6	5	5	7	1	3	1	3	5	1	2	4	6	3	2	2	3	0	11	3	5	2	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2764	3526	1019	491	1454	460	157	86	144	1114	100	95	89	274	104	62	31	26	124	179	21	87	27	33	27	18	20	26	12	9	33	17	116	21	17	13	5	42	3	5	3	11	4	17	2	4	2	3	2	4	11	2	2	1	1	2	4	1	0	1	0	2	4	0	1	4	6	1	1	1	3	0	10	3	5	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5515	4754	1798	1121	1937	823	491	397	345	1325	295	232	182	400	200	145	102	89	180	236	62	115	59	71	53	52	43	59	37	31	61	33	117	21	28	22	22	50	11	17	10	12	13	25	3	8	12	6	11	7	11	5	5	5	7	5	7	6	1	2	2	4	6	2	1	4	8	4	3	1	3	1	11	4	6	2	0	0	0	1	2	1	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2873	3857	1079	522	1658	525	154	89	154	1233	98	100	82	321	115	60	30	24	132	204	18	82	19	35	23	21	17	34	14	9	50	13	110	14	18	8	7	46	5	6	3	11	3	19	2	3	5	2	0	2	7	2	1	2	0	2	5	1	0	1	0	1	5	0	1	4	7	1	2	0	3	1	10	3	5	0	0	0	0	1	2	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5604	4907	1846	1122	1900	841	501	378	340	1359	284	217	201	415	200	147	104	93	165	223	63	118	65	65	56	54	44	64	39	45	67	32	116	23	32	17	21	81	17	18	12	16	14	24	5	14	8	7	12	6	18	5	4	5	7	5	6	21	0	3	3	4	6	1	1	7	7	3	3	1	1	2	10	4	6	2	0	0	0	1	2	1	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2959	4008	1127	519	1622	553	153	81	156	1272	92	87	89	333	104	60	38	28	127	199	19	87	23	35	32	22	17	42	13	12	55	16	113	14	19	7	6	78	7	6	3	13	5	15	2	5	4	2	0	1	17	1	0	1	0	1	3	16	0	1	1	1	5	0	0	6	6	0	3	0	1	2	10	3	5	0	0	0	0	1	2	1	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5702	4937	1827	1138	1952	836	519	391	349	1285	262	217	211	385	189	158	110	96	157	221	72	107	74	57	58	56	47	68	35	46	97	33	122	18	31	12	22	83	15	15	14	17	15	25	6	16	6	7	11	9	18	4	4	5	5	5	3	17	0	3	2	5	4	1	1	6	8	2	3	1	2	3	9	2	1	2	0	0	0	1	0	1	0	0	2	1	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2955	4098	1108	533	1657	560	158	96	153	1208	86	91	88	312	100	59	32	31	126	194	24	80	22	30	30	22	15	45	9	12	84	17	116	9	15	4	9	82	7	5	5	14	4	17	3	7	3	0	1	3	17	1	0	1	0	1	1	16	0	0	1	2	4	0	0	5	6	0	3	1	2	3	8	1	0	1	0	0	0	1	0	1	0	0	2	1	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5735	5045	1837	1140	1842	829	527	379	362	1329	253	216	217	382	162	147	118	106	165	237	82	102	81	63	60	60	43	62	34	44	87	37	102	25	31	8	11	83	17	12	13	13	9	25	6	14	5	10	5	8	21	5	5	6	3	4	3	21	1	4	2	6	3	1	1	7	1	4	3	1	3	2	7	2	1	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2961	4154	1121	534	1572	546	172	86	153	1259	87	103	90	316	88	60	32	27	135	204	25	75	28	35	32	27	13	41	13	12	73	22	95	14	14	2	6	80	5	4	6	10	4	17	2	7	1	1	1	3	19	2	0	1	0	1	1	21	0	1	1	4	3	0	0	5	0	0	3	1	3	2	6	1	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5627	5104	1809	1100	1824	850	502	399	373	1361	238	242	225	360	171	142	129	109	188	220	89	112	78	64	64	55	40	58	31	37	101	36	96	31	25	9	17	53	18	11	13	14	11	25	8	12	5	10	4	6	11	5	5	5	5	4	3	16	2	5	2	6	2	0	0	6	2	3	2	1	3	1	17	2	0	2	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2909	4223	1096	504	1545	547	187	95	173	1289	85	113	101	300	95	56	33	23	151	188	26	83	30	36	31	29	11	34	12	9	93	16	89	18	10	2	7	49	5	2	7	13	3	17	4	6	2	1	1	2	9	2	0	1	2	1	2	16	0	1	2	3	2	0	0	5	1	0	2	1	3	1	16	1	0	1	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5590	5072	1846	1085	1777	853	518	392	376	1323	262	254	220	338	167	133	113	104	168	250	101	114	71	69	62	54	34	39	45	35	103	35	128	37	21	12	20	52	12	11	11	16	10	19	9	12	5	10	5	4	9	5	6	5	6	4	4	6	2	3	2	5	1	0	1	2	5	4	0	2	2	2	16	3	0	1	3	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2894	4144	1117	495	1496	555	180	87	168	1252	92	124	99	293	94	53	31	23	130	220	30	84	27	44	30	25	8	21	22	7	94	19	123	26	10	2	9	47	4	2	4	14	4	15	4	5	3	1	0	1	7	2	0	1	2	1	2	6	0	1	1	2	1	0	0	0	3	1	0	0	2	1	16	1	0	0	2	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5489	4996	1894	1113	1876	873	503	410	365	1292	274	258	225	343	186	137	117	121	170	244	97	123	73	69	70	57	43	38	51	41	106	40	140	30	20	20	23	42	13	12	17	18	12	16	11	11	6	16	6	5	17	3	6	8	7	4	2	2	4	4	2	2	1	0	2	2	4	2	1	3	3	1	10	2	1	2	4	0	0	0	1	0	0	3	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2913	4108	1124	519	1595	559	175	90	162	1210	93	117	101	285	102	57	36	30	123	216	25	95	36	39	39	29	15	19	24	10	98	22	136	23	10	5	10	35	4	3	5	16	4	14	5	5	5	2	0	1	14	2	1	1	4	3	1	2	1	0	1	0	1	0	0	0	3	1	0	1	3	0	10	1	1	1	3	0	0	0	1	0	0	3	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5490	4900	1820	1175	1827	898	495	380	370	1276	244	254	217	384	191	143	107	116	150	265	92	115	80	66	67	49	45	43	56	40	92	34	139	35	22	25	18	38	19	13	15	12	11	17	9	9	9	15	5	7	19	5	9	7	6	3	3	3	4	3	3	2	1	0	2	3	4	2	1	3	3	1	0	5	1	1	4	1	0	3	0	1	0	6	0	0	0	0	4	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2955	4026	1094	551	1546	590	165	73	162	1177	86	123	94	323	103	62	34	31	108	229	29	89	47	37	36	24	17	24	24	9	82	22	130	26	11	8	6	32	4	4	2	7	4	17	3	4	5	2	2	2	16	1	2	0	4	3	0	2	1	0	2	1	0	0	0	2	3	1	0	1	3	0	0	4	1	1	3	0	0	3	0	0	0	6	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5506	4620	1783	1149	1826	839	516	401	350	1282	232	233	196	363	149	138	100	97	154	228	69	115	60	49	64	39	34	52	45	32	49	28	115	25	13	21	19	79	11	8	12	13	13	19	4	12	13	4	3	12	14	3	2	5	3	7	2	3	2	3	3	7	3	1	6	1	5	5	1	0	0	2	8	0	1	1	1	0	1	0	0	1	0	0	0	2	1	0	5	3	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2877	3681	1052	515	1563	553	167	97	152	1174	83	98	73	298	77	58	34	31	112	185	19	81	27	25	37	15	10	34	11	9	35	12	113	17	7	10	7	74	3	4	4	9	6	15	2	11	4	3	0	1	13	0	0	1	0	5	0	3	1	1	2	4	0	1	1	1	4	5	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	5	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5372	4271	1703	1128	1687	810	500	421	350	1198	254	226	223	305	166	132	121	92	125	198	64	105	58	47	47	40	32	55	43	31	40	29	117	30	11	20	18	60	11	9	14	11	13	17	7	10	13	7	4	10	16	7	3	6	4	5	4	4	2	3	2	7	4	1	5	1	7	6	0	1	1	1	8	0	2	0	0	0	1	1	0	1	2	2	0	2	1	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	2685	3329	959	457	1403	512	162	94	122	1091	88	87	73	248	83	52	42	30	86	157	16	66	27	16	23	15	9	33	10	9	23	11	108	16	6	6	7	53	4	4	5	8	4	11	3	8	4	5	0	1	14	2	0	2	0	3	0	3	1	1	2	4	1	1	1	1	4	5	0	0	1	1	8	0	1	0	0	0	1	1	0	0	2	2	0	1	1	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5186	4004	1738	1096	1600	809	515	411	352	1048	268	232	215	311	179	123	117	90	105	155	68	91	53	43	49	35	38	48	37	37	46	29	91	29	14	20	18	43	13	10	12	9	13	18	10	6	11	7	6	10	12	5	3	6	5	2	8	3	2	2	2	5	1	2	4	4	7	6	0	2	1	0	9	1	2	0	0	0	1	1	0	3	2	2	0	0	1	1	2	3	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
