label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108
0.03	south21_all	80	1607	790	507	284	584	165	158	147	149	144	101	122	57	192	52	56	31	34	46	44	17	26	19	38	47	9	12	16	15	13	12	9	9	12	4	5	18	11	10	5	3	6	7	1	2	4	12	2	5	2	3	1	1	2	2	1	1	2	6	1	0	3	1	0	0	0	0	0	1	1	1	2	0	0	2	3	0	0	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south21_active	80	826	437	261	137	366	77	83	90	80	77	65	76	25	136	34	28	17	18	32	27	10	14	10	27	32	3	8	6	11	5	5	4	5	8	3	2	11	6	3	3	1	3	4	0	1	0	5	0	2	1	1	0	1	0	1	1	1	2	5	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	1548	781	497	271	568	162	160	137	140	145	89	106	58	182	51	55	35	32	36	36	12	22	17	42	38	10	10	12	17	11	15	8	7	16	3	7	17	5	9	7	5	9	5	1	3	4	9	5	2	4	2	2	2	3	3	1	1	2	2	1	0	2	1	0	1	0	0	1	1	1	1	1	0	0	3	1	0	0	0	1	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south22_active	80	792	430	249	135	336	74	79	75	80	84	53	62	24	131	34	24	18	16	22	22	8	12	9	29	26	4	5	6	13	3	7	4	4	7	2	4	9	1	3	6	2	5	4	0	2	0	2	3	0	3	0	1	1	0	1	0	0	2	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	1515	770	523	245	539	171	150	123	125	139	80	90	53	129	61	47	36	31	39	35	17	20	13	49	35	11	12	15	12	12	15	12	0	24	5	7	12	2	12	9	7	12	0	1	3	4	9	5	2	3	2	1	2	1	3	1	1	1	2	4	2	2	0	0	1	0	0	1	1	1	2	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
0.03	south23_active	80	758	418	268	124	326	80	80	66	69	67	48	54	25	95	42	24	14	16	27	16	12	11	9	31	26	4	6	5	10	5	7	6	0	12	3	6	6	1	4	8	4	10	0	0	2	0	4	3	1	2	1	1	1	0	1	0	0	1	2	3	1	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south24_all	80	1492	760	508	255	520	164	149	128	113	132	82	88	54	120	57	59	41	29	44	32	17	19	16	41	32	13	10	13	16	9	15	10	4	39	6	6	8	1	7	10	6	10	2	2	2	3	6	7	1	5	1	1	2	1	5	2	1	1	3	3	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south24_active	80	744	409	257	129	309	72	68	67	57	69	49	49	29	94	42	31	17	13	33	15	9	15	9	23	20	4	3	4	12	6	6	4	1	25	4	4	4	1	4	8	3	8	2	1	1	0	3	6	1	2	1	1	1	0	1	1	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south25_all	80	1506	764	492	250	504	151	138	138	115	132	82	98	55	113	67	59	39	30	51	36	20	21	19	31	32	15	13	15	16	7	14	11	10	35	4	4	1	1	8	6	3	7	4	3	2	3	4	5	2	3	1	0	3	1	4	1	1	2	3	4	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	729	408	253	113	306	67	66	81	62	75	45	53	29	81	45	34	16	11	34	17	11	16	8	17	13	4	5	4	12	5	7	4	2	24	3	3	1	1	4	5	2	6	2	2	1	0	2	3	2	0	1	0	2	0	1	1	0	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_all	80	1495	779	477	274	497	152	148	137	131	122	84	111	62	120	74	53	30	27	52	35	22	22	22	38	34	13	17	15	14	6	14	7	12	33	6	2	5	6	7	5	4	2	6	4	5	3	2	7	1	3	0	0	2	0	3	3	0	2	3	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	716	421	256	116	320	72	75	74	72	77	44	62	32	87	52	29	11	13	29	23	11	15	9	15	13	4	7	3	10	4	8	3	3	25	4	1	2	6	4	1	3	1	3	2	2	1	0	5	1	1	0	0	1	0	1	1	0	1	2	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1498	843	467	262	560	150	145	133	134	124	82	102	55	120	81	46	30	26	61	40	26	28	25	31	39	14	14	15	8	3	17	9	14	19	6	7	6	7	2	7	3	3	7	5	4	4	6	6	2	1	0	0	3	0	1	3	1	1	3	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	748	452	250	105	380	74	75	75	77	86	46	63	24	75	56	27	11	12	30	25	15	15	10	13	18	3	6	2	4	1	12	4	5	11	4	3	2	6	0	2	2	1	2	2	2	1	4	3	1	1	0	0	1	0	1	1	1	0	2	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1547	850	493	295	581	165	169	131	138	126	96	103	48	119	65	38	24	25	64	46	26	30	33	34	47	11	15	14	9	5	21	7	9	22	9	7	12	7	3	6	4	7	7	5	6	2	5	7	2	3	1	2	3	1	0	2	1	1	0	1	0	0	5	1	0	0	1	3	2	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	824	477	278	125	405	74	100	69	75	89	58	64	17	77	41	23	8	11	28	31	14	15	19	14	25	4	5	4	4	3	14	3	4	13	6	4	4	5	0	1	2	3	2	2	3	1	4	4	1	2	1	1	1	0	0	0	1	0	0	1	0	0	2	0	0	0	1	2	2	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1629	922	527	282	643	164	174	134	141	145	105	100	37	112	56	35	24	31	57	45	31	26	30	39	45	14	12	12	11	7	30	12	12	20	9	9	10	9	5	7	7	12	5	6	4	3	6	7	4	3	1	2	3	1	2	0	2	1	0	1	0	0	5	1	0	1	1	3	2	0	2	0	1	4	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	899	519	299	126	431	73	101	69	74	100	67	63	14	71	33	24	10	13	27	27	20	15	17	22	26	6	2	4	4	3	22	6	9	14	6	5	5	7	2	3	4	5	2	2	2	1	4	4	1	2	1	1	1	0	2	0	2	0	0	0	0	0	2	0	0	1	1	2	2	0	2	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1674	853	535	280	665	194	171	152	146	147	104	121	32	117	45	34	18	42	48	34	31	26	29	48	50	9	9	10	11	10	20	11	10	18	7	8	10	6	5	3	5	18	3	5	3	2	3	8	6	2	2	2	2	2	4	0	1	1	0	1	0	1	4	1	0	1	1	2	10	0	1	0	1	4	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	925	489	301	116	436	89	103	85	80	97	59	69	13	82	22	24	7	20	26	19	19	15	17	32	26	6	2	4	6	6	15	4	9	12	4	5	4	3	3	2	2	12	1	2	1	1	2	5	2	1	1	1	1	1	2	0	1	0	0	0	0	0	2	0	0	1	1	1	2	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1521	832	508	302	559	161	150	178	128	148	90	112	46	161	67	42	35	33	60	37	26	24	30	33	51	10	13	11	12	8	15	9	4	14	8	7	2	4	12	3	2	7	1	1	1	4	1	4	1	1	4	3	0	2	2	7	0	1	1	1	0	2	3	0	1	2	0	0	1	0	1	0	7	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	779	452	252	140	371	84	88	94	71	95	50	64	24	108	46	21	13	19	31	18	17	12	17	23	28	5	8	4	8	5	5	6	2	6	3	3	0	3	5	2	1	7	0	1	1	4	1	2	1	0	1	1	0	0	1	2	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1587	790	481	303	521	168	146	163	118	126	71	107	41	159	53	47	31	31	62	34	26	23	30	29	40	12	14	8	13	11	15	7	8	13	7	9	5	7	13	4	2	2	2	1	2	1	1	9	2	2	4	8	0	4	2	6	0	1	1	1	0	1	3	1	1	3	0	0	1	0	0	0	8	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	813	410	245	141	337	85	83	90	73	75	27	60	19	106	34	22	13	20	37	20	19	13	14	17	20	6	9	5	10	7	5	4	4	4	2	4	4	3	6	2	1	2	1	1	1	1	1	3	1	1	1	5	0	2	1	2	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	6	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1527	780	470	284	496	151	141	155	106	124	80	102	45	131	49	48	35	27	42	32	21	18	24	29	41	10	13	6	11	11	14	6	10	10	4	7	6	5	10	5	2	8	1	1	3	1	0	8	1	2	1	8	0	3	3	4	0	1	1	1	0	0	2	1	1	1	0	0	1	0	0	0	2	1	1	1	0	1	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	773	412	241	135	321	79	90	89	64	79	34	59	18	87	29	19	14	18	27	21	13	10	12	21	23	5	7	4	8	8	4	3	5	2	1	2	5	2	5	2	1	3	1	1	1	1	0	2	0	1	0	5	0	2	2	2	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1523	794	446	257	468	173	134	131	112	120	74	86	44	115	55	47	40	29	47	34	23	20	19	27	44	7	13	4	13	8	11	8	8	8	2	8	6	8	10	7	2	9	1	1	6	1	3	7	1	2	0	8	0	2	3	3	1	1	1	2	0	1	2	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south34_active	80	769	413	238	115	302	87	83	70	67	73	33	51	15	75	28	18	16	15	32	24	12	10	8	20	23	3	9	1	9	6	3	5	4	1	0	2	5	3	6	4	1	4	1	1	2	1	1	2	0	1	0	6	0	2	2	3	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1585	820	464	262	511	175	138	148	103	133	95	82	53	121	57	45	33	32	34	32	18	22	18	24	36	9	16	6	15	9	11	7	5	6	2	7	3	5	11	7	3	9	1	1	5	2	3	2	2	2	1	2	1	0	3	3	1	0	1	2	1	1	2	0	1	0	2	1	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south35_active	80	811	440	248	108	340	90	81	83	56	87	44	51	23	78	30	17	14	15	19	22	8	12	12	19	21	5	10	2	9	4	4	4	4	4	0	2	2	3	8	5	1	3	1	1	2	1	1	2	0	1	1	1	1	0	2	2	0	0	1	1	1	0	1	0	1	0	1	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1604	832	473	281	584	188	142	151	122	142	86	96	49	126	60	45	29	31	58	36	16	24	17	25	56	12	19	5	13	7	10	8	9	13	7	6	3	5	8	10	4	14	0	2	5	2	3	1	3	1	2	2	1	1	4	5	1	0	1	2	1	1	2	0	0	0	2	1	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	832	440	254	125	398	93	84	73	67	90	47	58	23	83	36	20	12	12	39	22	7	10	10	19	36	7	8	2	7	2	5	5	5	6	4	1	1	3	7	8	2	3	0	1	3	1	1	0	0	0	2	1	1	1	3	3	0	0	1	1	1	0	1	0	0	0	1	0	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1653	852	502	288	615	193	148	158	129	147	89	113	51	156	66	48	26	38	61	34	19	31	18	24	54	13	15	7	8	11	11	8	11	17	11	6	7	4	7	13	3	10	2	2	7	4	7	3	3	1	4	1	2	1	3	4	0	1	0	3	1	2	1	0	0	0	3	1	0	3	0	1	6	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	855	472	271	130	405	103	83	80	77	101	47	70	24	89	37	26	12	16	42	21	10	17	8	18	39	8	5	2	5	2	6	3	6	10	8	2	0	3	7	11	2	3	0	1	3	1	1	1	0	0	4	1	2	1	2	2	0	0	0	1	1	1	0	0	0	0	1	0	0	3	0	1	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1658	825	502	296	662	193	160	167	140	145	79	145	41	167	62	44	29	30	74	29	20	36	28	21	52	12	19	9	6	9	7	6	10	16	12	8	10	4	8	13	5	16	4	2	4	4	7	3	5	2	3	0	2	1	3	5	0	2	0	1	1	3	2	0	0	0	3	1	1	0	1	1	6	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south38_active	80	874	457	283	144	420	98	89	77	89	93	45	90	17	90	40	24	15	10	53	16	13	19	18	15	38	6	9	4	3	2	5	2	5	9	8	3	1	2	6	10	4	6	1	0	2	2	2	1	2	0	3	0	2	1	2	1	0	1	0	0	1	3	1	0	0	0	1	0	1	0	1	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south39_all	80	1665	815	521	270	637	198	159	150	156	155	90	144	44	174	57	47	29	37	65	34	22	29	30	27	57	8	15	11	11	11	7	4	10	17	11	8	11	6	14	10	4	10	5	3	4	4	7	5	3	3	3	1	1	0	2	3	1	2	0	2	0	3	1	0	1	0	2	1	1	0	1	1	6	2	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south39_active	80	872	457	289	126	400	103	85	69	99	86	55	93	20	87	32	27	17	16	38	22	12	15	21	17	33	3	8	5	7	4	4	1	4	11	9	3	2	4	9	7	4	5	1	1	2	1	2	1	2	2	3	1	1	0	2	0	0	1	0	1	0	3	1	0	0	0	1	0	1	0	1	0	6	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south40_all	80	1599	814	529	278	640	183	166	148	153	159	103	140	51	131	54	49	29	35	76	36	24	29	32	26	51	9	14	10	17	8	8	4	7	17	9	10	13	7	11	8	3	12	5	2	4	3	12	4	3	3	0	1	1	0	0	3	1	2	3	1	0	2	2	1	1	0	1	0	1	0	1	3	0	2	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south40_active	80	832	456	307	126	410	92	86	75	93	91	66	93	21	73	30	25	16	16	44	22	14	13	22	14	30	3	9	5	10	5	6	2	3	13	7	5	2	5	6	5	3	7	1	1	4	2	9	2	2	2	0	1	0	0	0	0	0	1	3	1	0	2	2	0	0	0	1	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
