label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140
0.03	south22_all	80	6403	2285	2405	1409	1026	580	554	788	535	499	269	332	226	351	150	132	200	175	115	116	87	72	57	92	80	43	51	66	43	90	29	29	123	59	34	15	30	34	26	45	17	30	7	23	33	20	13	7	27	9	7	14	7	20	9	5	10	9	6	3	8	11	5	4	2	3	5	2	4	0	3	3	1	6	0	1	1	1	2	3	2	0	1	2	3	0	1	0	0	1	0	2	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	3557	1128	1550	816	570	257	312	476	317	309	128	186	110	223	75	53	120	105	62	63	49	42	30	53	50	17	23	38	20	65	14	16	90	32	15	6	16	16	16	25	2	16	2	11	19	14	9	2	19	5	4	9	3	12	5	3	7	4	4	2	4	7	2	3	1	1	3	1	1	0	1	2	0	2	0	0	0	0	0	1	1	0	1	1	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6395	2293	2415	1398	1015	571	557	779	517	497	282	319	246	344	141	126	195	159	105	114	93	78	54	79	83	48	42	71	43	91	28	31	97	61	35	14	30	28	20	47	16	26	8	18	25	26	17	8	25	7	9	17	5	26	11	8	7	7	2	3	8	6	6	4	1	3	6	3	2	1	4	3	0	4	0	1	1	0	2	4	2	0	0	2	3	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	3545	1111	1520	804	557	266	301	481	307	298	144	189	134	212	61	58	111	93	57	62	55	43	26	47	56	23	16	43	21	60	10	17	67	38	16	5	16	16	11	27	3	16	2	6	15	20	7	2	19	3	4	10	2	20	7	3	5	4	1	2	4	3	4	3	0	1	5	2	1	1	2	2	0	4	0	0	0	0	1	2	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6457	2287	2463	1426	987	546	539	776	537	511	318	335	249	349	150	129	222	173	97	127	97	83	58	76	81	56	42	67	43	93	32	33	98	58	33	15	26	24	18	47	23	34	12	22	25	28	12	9	28	8	8	15	5	23	10	7	8	6	3	3	6	4	5	4	1	2	4	4	1	2	3	2	0	3	0	2	1	0	3	4	1	0	0	1	2	0	1	2	0	1	0	1	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	3591	1084	1601	811	531	261	273	481	317	311	169	205	139	220	74	68	142	107	53	67	56	43	25	40	47	25	19	40	22	63	13	19	64	40	19	8	17	14	11	30	14	24	5	12	16	20	4	1	21	3	3	10	2	18	7	2	5	3	1	1	2	1	4	3	0	1	3	2	0	1	2	2	0	3	0	0	1	0	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6615	2332	2497	1403	1046	545	550	759	568	551	304	367	238	332	152	137	212	193	89	126	102	90	68	71	87	63	42	59	36	108	29	36	73	56	27	24	27	21	26	40	24	29	12	38	26	30	15	11	24	5	9	17	5	19	10	8	5	6	3	2	3	4	6	3	1	1	2	3	1	4	1	1	0	3	1	2	1	0	3	4	1	0	0	0	0	0	1	2	0	0	0	1	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	3725	1120	1592	820	582	271	285	484	355	348	169	235	131	221	68	72	140	120	52	69	58	45	29	36	51	26	19	39	18	68	12	22	49	44	18	13	22	15	16	25	19	22	6	25	16	22	4	3	20	0	4	12	2	14	8	2	3	3	0	1	0	1	4	2	0	0	2	2	1	2	1	1	0	3	0	1	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6611	2342	2470	1370	1050	568	581	738	618	543	300	356	241	351	149	131	215	210	92	132	93	88	80	73	86	51	51	53	43	102	26	33	68	77	30	23	26	16	23	27	24	25	16	38	30	33	17	10	12	5	6	28	3	20	7	10	4	5	6	3	0	0	6	7	0	2	0	5	2	4	5	0	1	4	3	4	1	0	2	2	1	0	0	0	0	0	1	1	0	0	1	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	3751	1196	1527	790	584	279	309	469	388	330	177	224	127	230	65	62	141	134	56	68	49	45	40	32	44	18	24	30	22	64	14	24	41	57	19	10	22	13	13	20	18	21	7	26	23	21	6	7	8	2	3	19	1	13	6	4	3	3	0	2	0	0	3	4	0	1	0	4	1	2	1	0	1	4	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6541	2320	2463	1369	1036	568	555	727	601	518	286	352	227	323	137	126	196	197	92	128	92	83	80	70	78	52	51	54	43	89	31	37	64	71	28	23	24	24	21	30	19	18	11	36	36	48	17	12	13	6	5	22	8	23	9	11	5	3	5	2	3	4	7	7	0	2	2	2	2	3	4	0	2	3	4	4	1	0	3	2	1	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	3786	1189	1492	786	592	260	306	463	378	291	160	220	120	207	58	58	129	122	53	60	45	42	41	35	37	24	24	30	22	48	16	24	39	48	18	12	18	15	12	15	13	15	4	26	28	37	10	8	7	4	4	16	4	14	5	6	4	3	0	1	2	3	3	4	0	1	1	2	1	1	0	0	1	2	2	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6605	2302	2578	1359	1010	582	560	760	606	554	297	356	218	308	134	121	202	197	98	116	97	69	79	65	75	44	51	60	46	95	34	38	56	79	29	24	28	30	12	30	24	16	15	20	33	39	11	12	13	8	2	22	8	17	8	10	7	2	7	2	4	5	6	5	3	4	4	2	3	3	5	1	3	4	8	4	1	0	4	1	0	0	2	1	1	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	3801	1169	1516	755	572	284	318	492	382	321	162	219	119	202	62	50	120	136	50	56	49	32	46	31	40	22	23	33	20	45	21	23	37	52	17	14	21	17	4	16	14	12	7	11	26	26	7	9	7	5	1	13	4	11	4	7	6	2	2	1	3	3	2	3	1	1	3	2	2	1	0	0	1	2	7	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6618	2315	2629	1378	1000	568	578	836	600	554	288	349	226	335	132	134	219	185	102	122	91	72	56	65	91	54	52	67	37	79	37	38	72	69	21	23	20	35	9	26	25	13	13	25	36	33	12	8	18	9	8	7	9	13	7	9	6	1	6	1	5	5	5	3	4	4	6	2	3	5	1	1	2	3	7	3	1	2	4	1	1	2	2	1	1	0	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	3822	1170	1556	795	569	270	332	541	374	316	146	216	123	219	62	59	128	135	53	64	43	36	30	37	51	36	24	38	16	40	19	19	49	36	13	14	11	19	5	13	14	9	7	15	26	26	11	6	9	5	4	3	3	10	4	5	5	1	3	0	3	3	2	3	2	1	4	2	1	3	0	0	0	1	7	1	0	2	3	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6523	2328	2644	1431	1004	562	599	902	601	517	280	346	230	363	139	136	237	204	100	142	110	69	57	66	83	46	46	64	42	94	42	43	78	66	25	22	18	31	11	22	23	17	17	32	35	22	10	8	22	9	9	22	5	13	8	13	7	1	5	3	5	1	6	1	6	4	6	2	2	4	1	1	1	4	6	2	0	3	1	1	1	2	2	1	1	0	1	0	0	0	1	0	2	2	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	3722	1166	1575	831	588	270	329	592	364	302	152	203	123	249	64	62	134	138	50	75	58	36	33	30	48	31	22	38	20	52	20	23	52	30	12	11	11	18	6	18	12	14	11	20	26	15	10	5	12	4	4	16	1	11	4	8	7	0	3	2	4	0	3	1	3	1	4	2	1	3	0	0	0	2	6	1	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5556	2181	2122	1216	825	555	497	622	480	435	245	333	193	239	158	122	189	154	90	92	80	56	57	75	63	52	56	41	34	91	37	43	60	44	28	14	26	20	9	26	21	11	10	21	22	28	18	7	16	6	6	9	7	19	5	10	4	1	7	2	5	6	0	3	2	5	5	0	1	1	4	3	2	4	0	2	4	1	3	2	0	0	0	3	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2913	1044	1284	664	401	231	251	368	267	252	115	167	101	147	82	67	100	90	55	39	36	31	31	39	37	26	29	28	11	60	15	18	39	27	14	5	13	11	6	18	13	8	3	20	18	20	9	5	9	4	3	8	3	9	4	8	3	1	6	0	2	3	0	1	0	2	4	0	1	0	4	2	1	3	0	1	0	0	3	1	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5286	2075	1964	1103	774	528	492	605	440	416	233	284	165	235	158	123	175	130	103	103	74	47	60	72	67	43	54	45	31	57	31	36	54	44	26	17	16	13	7	28	12	14	10	20	10	21	15	7	13	6	5	8	7	10	5	9	3	1	2	5	4	5	0	2	1	5	5	1	1	1	4	2	3	4	0	1	2	2	2	2	0	0	2	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2717	963	1137	578	368	234	250	351	237	237	111	143	83	141	82	66	89	72	56	48	35	24	35	38	38	19	25	27	13	34	12	17	31	30	10	8	8	3	3	20	7	12	3	18	8	14	7	5	7	3	1	6	2	7	3	6	2	1	1	2	2	3	0	0	0	2	5	0	1	0	4	1	3	3	0	0	1	0	2	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	5458	2127	2034	1160	780	511	530	652	439	420	250	291	187	247	163	121	171	132	113	107	68	54	69	68	67	35	54	47	28	69	30	33	58	56	30	17	19	18	13	35	14	10	8	41	15	22	12	10	19	12	7	13	7	9	8	9	7	4	1	7	4	3	1	2	1	2	5	1	0	2	3	2	3	3	0	0	2	1	2	1	1	1	2	1	1	1	0	0	1	1	2	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2850	973	1193	619	363	241	275	374	236	233	124	152	92	152	76	61	95	70	58	50	36	29	38	35	33	17	25	26	14	43	12	16	39	43	12	7	10	5	8	27	6	9	1	23	10	18	7	7	14	6	4	11	2	5	6	3	3	2	0	3	2	2	0	0	0	1	5	0	0	1	3	0	3	3	0	0	1	0	2	1	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	5810	2167	2239	1276	883	522	547	661	495	459	251	295	200	263	156	120	206	161	109	109	77	63	66	75	65	46	63	50	37	88	27	31	59	60	26	20	16	21	21	37	23	10	12	38	23	18	9	15	13	12	6	15	7	7	14	13	7	6	0	6	2	3	2	3	2	3	4	1	0	2	3	1	3	0	0	1	6	1	2	1	1	1	3	1	1	1	0	0	0	0	2	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	3166	1002	1334	733	455	250	289	381	280	263	128	172	104	160	66	57	129	90	59	62	36	35	27	38	32	23	31	26	16	53	15	15	41	42	11	9	7	11	13	26	9	9	5	17	12	16	5	8	10	7	4	13	4	4	8	6	3	4	0	3	2	2	0	1	1	0	3	0	0	2	3	0	2	0	0	0	2	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6169	2231	2383	1432	922	562	524	707	536	513	283	335	219	307	154	122	242	177	101	108	84	77	56	76	76	44	55	61	39	92	28	32	66	57	26	17	20	27	23	52	37	14	11	40	27	21	9	15	19	15	11	15	5	7	13	21	8	6	2	4	2	2	4	2	1	3	7	1	0	2	2	1	1	2	0	1	5	2	3	0	3	1	2	0	1	1	0	0	0	0	2	0	0	0	2	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south35_active	80	3408	1085	1441	865	498	272	280	408	305	295	142	192	111	179	72	52	159	91	59	63	41	41	20	39	42	20	25	33	18	52	15	15	48	41	10	7	10	16	15	32	23	9	5	19	17	19	7	8	12	10	8	12	4	5	9	6	3	4	2	2	2	2	0	1	1	0	6	0	0	2	2	0	0	0	0	0	1	0	2	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6422	2369	2476	1536	998	582	515	772	611	536	320	335	218	348	146	125	256	193	93	100	103	87	51	83	80	51	51	73	41	92	28	32	60	44	28	14	24	24	18	60	43	19	10	41	27	20	8	10	17	16	9	15	5	15	14	21	5	4	8	2	2	3	5	3	2	7	5	0	2	1	0	2	1	2	0	1	6	1	3	0	3	1	2	2	1	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south36_active	80	3634	1178	1516	926	557	270	273	459	350	327	165	195	119	202	62	54	160	108	49	52	51	45	19	43	45	26	21	45	16	54	16	17	42	25	12	5	16	15	12	36	27	10	5	23	17	16	6	5	11	12	6	11	5	13	9	8	1	2	7	0	1	2	0	2	1	1	4	0	2	1	0	1	0	0	0	0	1	0	2	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6585	2322	2505	1452	1005	624	485	792	610	493	316	373	208	338	143	133	249	199	95	108	111	76	44	81	100	42	44	75	37	104	33	31	61	47	32	16	26	26	13	63	38	17	8	30	19	17	10	7	17	12	9	26	5	15	13	22	3	4	10	1	2	5	6	3	2	7	6	1	3	2	1	1	0	2	3	2	4	1	4	1	2	1	2	2	1	0	1	2	0	2	1	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	3716	1172	1540	870	557	300	248	478	354	304	162	212	119	199	64	57	156	110	50	57	57	38	19	44	58	21	18	45	15	69	15	18	46	29	16	7	18	12	8	40	22	8	2	21	13	11	8	3	10	9	6	19	4	13	8	9	1	1	9	0	0	4	2	3	1	2	4	1	2	1	1	1	0	0	2	1	0	0	3	0	1	0	1	1	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6626	2307	2535	1430	1006	626	515	826	580	496	306	372	213	360	128	149	227	203	111	116	121	68	46	86	84	53	33	68	30	98	30	31	47	50	39	18	30	23	12	65	34	17	5	51	22	12	14	8	14	11	3	26	4	14	13	23	6	7	8	1	2	3	4	5	1	9	11	2	3	4	1	1	0	4	4	1	2	1	1	2	0	1	0	3	1	0	1	2	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	3769	1146	1569	816	562	289	273	527	339	295	162	219	117	216	54	61	130	113	56	59	61	34	21	49	52	31	13	39	10	73	11	18	35	35	20	10	24	12	8	44	22	7	2	40	18	7	9	3	11	7	1	20	3	11	11	7	4	2	7	0	0	2	3	5	0	3	5	2	2	3	1	1	0	3	2	1	0	0	1	1	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6633	2291	2598	1389	971	616	491	867	532	518	282	375	233	353	128	129	228	183	115	119	125	59	42	81	82	47	34	65	33	85	36	35	50	54	37	21	30	19	17	45	30	15	8	45	36	12	13	12	15	7	3	28	3	9	12	12	7	6	6	2	1	6	3	5	1	6	9	2	2	4	2	1	1	7	5	1	2	3	1	2	0	0	0	4	1	0	1	3	0	1	1	0	1	3	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	3787	1139	1596	805	532	293	254	567	309	314	148	235	127	230	58	56	135	110	56	69	66	29	21	44	47	28	16	35	12	62	15	18	36	39	18	12	21	11	10	36	18	5	3	29	28	8	7	5	7	4	2	22	2	7	8	5	4	2	5	1	0	5	3	5	0	2	2	2	1	3	1	1	1	6	3	1	1	2	1	1	0	0	0	4	0	0	0	2	0	0	1	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6473	2335	2663	1421	954	630	513	879	524	514	260	348	226	369	136	122	224	194	113	113	127	70	44	74	61	54	36	59	36	65	32	34	83	50	43	20	26	25	19	47	23	17	10	42	42	19	17	10	14	6	2	36	5	6	11	14	8	5	4	2	0	9	2	6	2	5	8	2	1	5	1	2	1	7	3	1	2	5	0	1	0	0	1	4	0	0	1	3	0	2	2	0	0	3	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	3652	1161	1662	827	528	271	270	554	306	324	120	216	123	236	62	57	136	120	60	68	64	34	23	41	35	30	21	28	14	41	13	19	67	36	24	13	15	15	10	33	14	9	4	29	32	16	10	5	7	2	1	26	3	4	6	9	5	1	3	2	0	7	1	4	0	1	2	2	0	4	0	1	1	6	2	0	1	4	0	1	0	0	1	4	0	0	0	2	0	0	2	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
