label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142
0.03	north6_all	80	23907	8069	2903	3800	2936	2873	1067	942	744	1237	545	479	523	356	313	289	390	414	252	210	179	173	233	183	148	218	76	102	74	83	97	59	53	55	68	50	35	71	29	30	56	37	38	41	32	17	39	33	12	23	11	12	13	9	16	22	25	13	13	9	10	10	5	6	13	19	7	9	6	3	2	8	2	0	5	2	2	5	7	3	3	2	1	2	2	3	1	0	0	1	2	1	4	1	3	2	0	2	0	0	1	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	20595	6133	972	3022	2365	2447	475	544	314	1007	213	145	345	115	100	99	268	339	167	88	82	95	165	134	67	182	33	36	34	37	71	28	16	25	40	31	8	61	6	18	48	20	25	35	23	7	31	22	4	14	4	1	8	2	5	14	15	8	6	4	5	5	2	2	9	18	6	7	5	3	2	5	2	0	4	0	1	4	5	1	2	1	1	1	1	0	0	0	0	1	0	1	4	1	2	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	22113	7672	2877	3588	2850	2572	1046	953	731	1175	571	494	477	345	308	303	375	393	246	195	174	190	233	166	136	203	84	96	79	75	89	62	52	48	59	44	46	79	34	30	50	37	37	33	29	16	30	29	16	24	15	13	16	9	15	12	16	12	6	10	8	11	5	8	13	13	6	6	10	7	5	7	3	3	4	3	2	3	4	3	3	2	1	2	2	1	1	0	1	1	1	0	5	1	5	2	0	2	0	0	1	1	0	1	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	18665	5677	943	2728	2234	2128	445	519	294	932	227	141	290	102	78	97	264	309	158	82	72	100	169	122	67	169	33	35	39	40	69	32	19	22	34	29	8	67	9	13	43	16	26	28	22	6	23	18	6	14	6	2	9	2	6	8	6	7	5	3	6	5	1	3	9	10	3	5	9	6	4	4	3	2	3	0	1	3	3	1	2	1	1	2	0	0	0	0	1	1	0	0	4	1	4	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	20403	7139	2846	3341	2681	2340	1056	902	723	1126	544	498	430	368	312	273	343	380	232	186	170	174	199	173	130	190	84	96	79	77	85	64	56	57	55	48	44	72	37	32	48	38	33	29	29	19	25	25	17	24	15	20	17	12	14	10	16	15	9	9	7	13	4	7	12	13	5	4	13	7	4	4	3	4	7	4	3	4	1	3	1	1	2	1	2	0	0	0	1	2	1	0	5	1	4	1	1	2	0	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	16833	5077	837	2481	2039	1879	427	459	256	844	191	129	232	112	86	85	224	277	145	76	71	91	143	119	63	156	28	33	41	39	62	35	21	24	27	31	9	60	8	10	37	20	24	24	20	9	20	13	5	13	7	2	6	3	4	6	7	9	5	2	5	4	2	3	9	11	2	4	12	6	3	3	3	3	5	0	2	3	0	1	0	0	1	1	0	0	0	0	1	1	0	0	4	1	3	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	18665	6669	2799	3158	2494	2243	1050	919	720	1004	514	474	458	379	319	277	379	366	240	186	177	180	189	200	116	167	91	95	88	80	75	62	55	67	55	41	42	76	38	35	45	23	32	25	33	22	33	20	16	23	16	18	15	15	10	7	16	11	8	9	3	13	5	6	10	7	6	2	11	7	3	2	4	4	5	4	3	4	1	2	1	1	2	1	3	2	1	0	1	3	0	0	2	0	5	1	2	2	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	15003	4528	754	2256	1813	1761	419	431	234	714	172	107	245	107	92	87	252	257	138	67	67	90	122	127	58	135	25	32	45	38	46	34	19	29	23	28	12	61	9	14	32	11	22	20	21	9	23	8	6	14	4	5	4	3	3	4	9	5	2	2	3	5	3	3	8	5	4	1	10	6	2	1	4	3	4	0	1	2	1	1	0	1	0	1	0	1	0	0	1	2	0	0	1	0	3	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	18508	6563	2768	3098	2396	2299	1030	920	748	882	495	436	452	395	307	272	368	372	256	184	174	168	174	192	109	175	95	97	83	89	79	75	57	66	55	42	42	79	40	36	55	23	32	29	30	20	38	24	20	17	18	19	8	17	10	15	12	13	8	5	5	13	5	3	9	9	6	5	11	4	2	3	4	3	4	6	2	4	1	2	1	2	4	1	1	3	1	0	0	2	0	0	0	0	3	0	2	2	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	14903	4428	717	2207	1701	1806	394	414	229	618	145	84	238	114	90	87	240	262	143	62	67	88	118	114	54	143	26	29	43	39	51	43	17	29	23	26	13	61	10	12	39	12	19	22	16	9	23	12	7	7	6	5	1	5	4	12	9	7	1	1	2	5	3	0	7	7	5	4	10	3	1	2	3	2	3	2	1	2	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	24307	7734	2876	3881	2999	2928	1090	985	741	1153	557	462	557	352	301	280	396	413	305	170	169	165	245	219	159	304	83	89	97	86	74	87	61	58	61	45	46	83	36	28	73	32	54	31	27	30	31	26	17	11	26	9	20	12	10	30	14	21	12	6	11	7	11	6	7	3	5	5	18	16	7	3	0	5	7	3	3	2	5	7	3	2	4	1	1	1	2	2	1	1	2	1	0	3	0	1	1	0	1	1	2	1	0	1	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	21089	5930	964	3147	2365	2464	510	555	328	918	206	149	369	111	86	112	299	337	196	72	79	92	178	168	79	267	30	25	50	41	50	41	15	35	44	29	12	72	6	15	62	14	39	27	17	8	24	14	5	5	12	2	5	4	2	25	11	17	10	0	3	3	5	2	6	3	5	3	16	12	3	3	0	2	4	1	1	0	4	6	2	0	0	0	0	0	1	1	0	1	2	1	0	2	0	0	0	0	0	1	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	24339	7690	2851	3922	2977	2945	1076	975	721	1190	510	453	533	356	292	267	408	437	302	166	185	155	220	195	171	274	73	88	99	87	71	83	64	57	60	52	42	87	37	30	55	26	54	30	29	28	25	19	16	18	25	7	17	8	14	19	14	21	8	7	10	7	11	5	6	4	6	6	23	15	5	2	1	4	7	0	3	2	10	7	1	2	1	1	1	1	2	2	1	1	1	1	7	3	1	1	1	0	1	1	3	2	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	21068	5907	948	3176	2355	2509	492	548	315	973	204	152	348	108	99	98	314	355	201	68	88	83	161	158	95	238	31	22	55	37	47	38	19	36	42	36	10	70	6	13	45	11	41	25	21	7	21	11	4	8	16	1	2	4	3	15	9	18	7	2	4	1	8	2	6	3	5	5	21	11	3	2	0	1	5	0	1	0	9	6	1	0	0	0	0	0	1	1	0	1	1	1	6	2	0	0	0	0	0	1	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	24685	7756	2918	3911	2976	2962	1068	998	725	1152	506	464	515	339	328	284	424	489	289	161	200	156	215	215	153	249	82	81	109	73	81	65	59	47	65	50	38	81	30	28	59	24	51	41	28	25	31	25	18	21	24	7	12	13	15	21	13	23	10	6	8	5	15	6	10	9	5	8	13	8	1	2	1	4	6	0	2	5	11	5	2	3	0	0	0	1	1	1	1	1	1	1	7	2	1	1	2	3	1	0	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	21396	5978	944	3181	2358	2533	485	557	304	946	198	148	323	95	110	107	323	409	189	70	97	90	164	174	90	213	32	20	58	32	53	28	24	31	45	39	7	65	4	11	46	8	36	35	18	5	28	12	3	10	14	1	2	5	4	15	9	22	7	2	4	1	11	2	9	7	2	6	11	6	1	1	0	0	2	0	0	0	9	5	1	0	0	0	0	1	0	0	0	1	1	1	6	1	0	0	0	3	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	24160	7919	2973	3792	2942	3021	1069	981	702	1167	481	436	513	359	330	288	445	483	284	155	194	175	202	197	137	230	95	88	104	67	89	67	59	62	65	66	42	87	26	27	55	33	57	49	31	21	35	23	18	22	21	10	12	9	18	20	19	25	12	6	5	4	13	6	9	10	7	7	8	5	2	3	1	4	7	0	2	4	10	1	2	3	1	0	0	1	3	2	0	0	1	2	8	2	2	0	2	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0.03	north14_active	80	20872	6143	974	3051	2335	2618	494	552	284	962	185	142	315	107	101	109	336	407	182	70	104	105	157	155	89	194	37	21	53	29	60	23	26	42	39	55	9	73	6	11	45	14	36	37	17	5	30	9	2	12	12	2	2	3	3	17	15	21	7	2	3	0	11	2	7	8	1	4	8	4	1	1	0	1	4	0	0	0	8	1	1	0	0	0	0	1	1	0	0	0	1	1	7	1	0	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	24399	8056	2974	3789	2975	3087	1056	961	742	1185	519	443	480	329	336	294	439	499	289	173	188	181	234	186	130	275	99	89	90	65	86	68	56	56	68	54	51	78	28	27	50	44	55	32	27	15	35	22	19	23	12	13	11	10	18	27	21	18	8	5	8	4	16	7	8	6	7	5	4	6	1	2	2	4	9	1	0	3	10	1	2	2	1	0	1	1	2	2	0	0	1	2	1	1	1	0	1	4	1	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0.03	north15_active	80	21201	6249	1006	3048	2374	2696	487	524	293	965	200	134	299	103	93	105	338	423	175	71	97	114	181	141	82	239	34	26	42	33	56	23	27	36	42	42	13	67	6	9	42	23	35	23	15	6	29	7	5	15	5	4	4	1	3	22	18	12	3	1	4	0	13	1	6	5	1	3	3	5	0	0	1	1	5	0	0	0	9	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	4	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	24495	8020	2962	3802	2983	2980	1070	973	745	1169	523	447	507	369	347	301	432	447	288	177	181	175	225	169	135	308	101	85	75	69	80	66	62	53	63	50	54	82	31	31	62	51	51	44	32	12	27	21	16	20	15	16	11	11	21	17	24	19	6	6	6	12	11	7	5	10	5	3	5	6	2	2	2	1	8	2	0	1	4	1	4	4	2	0	2	2	2	1	0	0	1	2	1	1	1	0	0	4	1	0	2	2	1	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north16_active	80	21310	6198	1028	3055	2382	2585	482	540	287	966	196	149	337	117	108	109	335	374	171	67	94	108	166	125	81	281	35	31	31	31	55	23	26	33	39	35	17	71	7	14	56	24	35	33	20	6	19	8	6	13	8	6	4	0	4	12	17	11	2	1	3	8	8	1	3	8	1	1	3	4	0	1	2	1	4	0	0	1	3	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	4	1	0	2	1	1	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	23916	7877	2926	3716	2854	2989	1109	949	742	1151	523	468	517	338	342	284	444	443	272	182	189	180	206	180	128	325	87	80	71	70	85	59	64	59	52	44	50	76	35	38	51	42	39	32	31	12	28	19	15	21	15	13	13	11	18	18	23	16	7	7	7	14	15	5	3	10	7	6	8	7	2	3	3	0	4	4	1	3	3	1	3	3	2	1	2	1	0	0	0	0	1	2	2	1	0	1	1	0	3	0	2	1	0	0	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	20762	6010	994	2964	2243	2580	504	524	273	947	197	159	332	99	114	90	346	377	162	66	93	108	149	119	70	289	27	36	35	33	58	27	25	37	32	25	17	60	9	17	47	20	27	22	17	4	18	8	5	14	7	7	6	0	2	12	16	8	4	3	3	9	9	1	3	9	2	3	6	5	0	1	3	0	2	0	0	1	3	1	0	1	2	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	3	0	2	0	0	0	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	22349	7375	2881	3435	2686	2878	1117	938	733	1092	494	451	519	345	307	281	423	429	276	171	182	162	180	196	121	275	93	78	75	81	84	57	61	54	48	40	39	79	33	42	43	38	43	41	38	15	26	24	18	23	15	13	16	16	16	17	19	16	7	7	7	14	18	7	5	12	5	5	7	3	3	5	3	1	5	6	3	3	6	1	3	3	2	1	1	2	0	0	3	0	2	2	5	1	2	2	1	0	3	1	0	0	0	0	0	1	3	0	1	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	19118	5432	910	2668	2024	2435	480	503	266	888	168	157	325	100	110	78	313	348	165	65	84	93	120	120	62	236	26	31	37	33	59	26	22	32	29	23	12	63	13	18	37	11	31	29	25	4	14	12	5	14	5	6	6	2	5	9	8	11	3	3	3	11	11	1	4	11	2	3	6	2	1	3	3	1	2	0	1	1	6	1	0	1	2	0	0	1	0	0	3	0	1	2	4	1	0	0	1	0	3	1	0	0	0	0	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_all	80	20278	6886	2853	3257	2509	2540	1060	873	718	1029	501	448	492	341	315	270	398	404	281	173	184	154	172	203	117	255	95	77	73	73	104	57	49	60	57	44	40	89	41	40	32	31	40	39	32	17	28	23	18	20	19	14	14	17	13	18	19	13	11	10	3	14	14	4	4	6	5	5	7	2	4	6	2	2	3	7	5	3	5	1	2	2	2	1	1	2	0	1	5	0	1	4	8	1	2	2	1	0	3	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	16938	4875	822	2478	1821	2094	436	448	256	802	174	142	278	86	101	75	284	327	170	63	74	86	111	123	53	208	22	25	36	30	68	29	17	32	35	23	11	72	18	15	26	9	27	28	20	5	17	14	4	11	9	5	4	2	4	10	10	8	3	4	0	11	8	0	1	5	2	3	5	2	1	4	1	1	0	0	1	1	5	1	0	0	2	0	0	1	0	0	3	0	1	4	7	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_all	80	18610	6507	2867	3067	2396	2325	1082	846	732	1011	493	433	464	342	324	276	355	384	273	171	178	154	187	183	126	193	90	75	76	76	94	56	43	52	56	45	45	84	41	30	25	28	42	41	30	21	25	24	24	15	18	13	12	17	17	19	16	11	11	10	5	8	11	5	4	6	6	9	2	1	4	4	5	3	4	7	5	1	5	1	2	3	1	1	2	1	0	1	5	4	1	2	8	1	2	2	1	0	0	1	0	0	1	2	0	2	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	15072	4424	771	2226	1693	1843	425	425	246	767	156	116	241	88	93	67	242	299	173	57	69	80	121	116	46	147	21	23	31	29	55	28	9	24	33	23	11	64	17	10	19	9	26	30	15	5	12	14	7	7	10	3	2	3	7	13	8	7	3	3	1	4	7	0	1	5	5	6	0	1	2	3	4	1	0	1	1	1	5	1	0	0	1	0	0	1	0	0	3	4	1	2	7	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_all	80	18239	6449	2816	3127	2318	2336	1071	922	718	904	523	462	479	372	282	264	335	337	247	185	175	172	205	172	119	197	76	94	95	67	79	60	58	62	66	51	41	56	44	35	45	28	44	45	21	25	17	18	7	18	11	22	12	8	9	14	13	10	13	10	12	12	5	8	12	9	7	6	4	4	6	7	6	1	5	2	2	4	0	6	2	1	2	2	1	2	3	0	3	3	2	2	5	2	1	3	0	2	0	0	1	0	0	0	0	0	1	0	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
