label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	3825	1884	757	503	451	777	325	347	209	131	81	81	80	59	57	99	97	21	24	19	19	36	12	18	11	3	12	17	18	3	5	7	2	3	9	5	2	1	4	4	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2043	1039	316	225	220	504	191	228	133	73	48	39	50	34	25	61	70	9	10	11	12	25	5	15	7	3	4	15	13	1	5	4	1	2	4	2	1	1	3	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3764	1895	753	488	443	766	352	387	199	139	82	85	76	66	55	97	105	21	30	25	23	34	10	26	8	5	15	15	16	5	4	10	2	3	6	5	1	1	4	6	1	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1981	1059	305	221	211	506	207	250	107	72	46	43	51	40	25	60	69	10	12	13	12	22	4	21	5	4	8	11	15	3	4	8	1	1	4	2	1	1	3	1	1	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3810	1848	739	496	455	850	374	357	202	132	93	82	84	64	57	96	105	19	33	26	24	28	11	25	6	6	9	15	15	6	5	11	2	3	6	2	1	5	4	3	1	1	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2025	1034	303	228	219	542	220	237	102	75	51	39	57	36	27	61	69	8	12	14	13	16	5	19	4	5	6	10	13	4	4	9	1	0	2	2	1	3	3	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3787	1842	701	507	406	858	384	347	194	128	91	81	80	69	50	91	77	19	32	18	24	33	12	29	6	9	11	8	10	9	6	7	2	3	3	6	1	5	4	2	1	1	2	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2057	1038	287	226	190	555	211	221	98	73	50	42	55	39	27	53	45	7	11	7	15	20	7	23	4	7	7	5	9	6	4	6	1	0	0	5	1	2	3	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3848	1867	651	538	420	951	380	306	204	147	91	75	89	59	52	95	81	21	24	14	21	32	14	24	3	7	7	14	8	13	8	6	2	3	5	4	1	7	1	3	0	1	2	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2131	1065	283	247	201	654	211	184	119	90	52	41	57	30	33	55	60	9	12	7	10	20	7	15	3	6	5	10	7	9	4	4	1	0	1	3	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3854	1867	670	525	401	957	398	282	208	146	87	80	93	61	49	100	70	21	20	17	21	35	16	17	5	11	8	17	6	12	9	5	5	4	4	6	1	4	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2122	1067	296	229	182	678	225	171	124	81	48	47	58	28	32	55	52	7	7	6	9	21	8	9	3	6	6	13	6	8	6	4	4	0	1	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3858	1875	689	516	438	930	414	307	210	134	80	82	91	67	55	107	81	26	14	22	20	30	14	20	9	12	8	23	6	12	6	7	5	6	3	4	1	3	1	7	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	2102	1038	303	215	208	637	244	182	126	68	37	51	54	32	35	73	59	9	4	9	7	22	5	10	4	6	8	15	6	5	3	3	4	1	2	2	0	0	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3811	1927	707	489	452	853	420	331	203	145	89	83	92	63	54	95	72	26	28	21	20	51	13	24	12	10	12	22	10	9	4	5	4	7	2	2	2	0	1	7	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	2037	1085	325	202	220	565	253	197	112	70	42	46	50	29	30	64	49	9	15	8	7	39	6	14	5	4	11	10	10	3	3	2	4	2	2	1	1	0	1	7	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3782	1894	746	468	429	793	377	363	183	130	102	78	88	61	52	85	82	23	33	19	19	56	12	27	17	9	15	27	17	8	7	3	1	4	2	3	2	0	0	6	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north9_active	80	2000	1046	338	200	217	513	216	209	100	65	49	44	49	28	27	56	56	12	21	6	8	37	6	20	10	4	9	16	9	1	6	0	1	3	1	3	2	0	0	6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
