label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	38522	26700	8921	6247	3928	2909	2748	1726	1480	1285	937	699	1058	406	333	283	352	223	191	215	189	127	90	151	53	44	70	38	45	22	30	17	21	6	11	8	4	6	5	4	4	3	2	4	4	0	2	4	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	17308	20659	2170	2364	1023	767	1570	598	752	789	439	207	849	86	97	85	271	103	101	172	134	67	26	115	35	16	56	25	31	7	16	5	5	3	7	1	2	1	5	0	2	2	0	1	1	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	38812	26533	8923	6303	3968	2874	2785	1711	1474	1282	896	676	1002	442	330	274	333	221	184	233	178	117	85	116	60	38	72	41	42	21	31	16	16	8	9	7	8	3	5	8	3	4	2	4	2	0	1	2	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	17464	20634	2110	2426	1049	761	1585	587	741	797	419	186	817	89	95	79	257	111	90	192	127	69	25	84	40	18	61	26	29	6	18	4	4	4	5	1	3	1	4	1	1	3	0	2	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	38684	26693	8960	6359	3997	2900	2860	1679	1496	1267	881	670	966	410	318	278	326	231	191	243	169	130	72	109	57	43	72	51	53	19	26	16	15	8	6	8	11	5	6	6	3	6	0	3	1	0	2	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	17405	20573	2138	2409	1063	764	1604	587	726	784	414	172	764	85	97	75	245	123	105	197	119	80	20	83	36	21	58	33	44	5	15	4	5	3	2	2	4	3	4	1	1	3	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	38879	26804	8906	6300	4081	2927	2848	1690	1505	1337	919	663	898	457	344	277	313	245	208	229	169	148	65	72	60	58	74	46	43	17	33	11	11	8	11	6	12	6	8	6	2	6	1	1	1	0	2	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	17642	20695	2117	2424	1067	786	1588	607	736	844	427	166	707	96	101	70	228	131	120	187	120	100	20	56	33	28	59	35	36	7	17	5	4	4	6	2	5	3	4	1	1	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	38800	26787	8841	6270	4075	2877	2822	1690	1508	1324	917	631	955	422	354	285	331	256	208	209	175	141	65	100	56	53	70	54	42	22	31	13	13	8	13	4	10	6	8	7	1	6	1	2	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	17569	20734	2087	2367	1022	752	1569	614	752	837	420	156	753	95	102	75	250	134	129	164	127	97	27	84	30	22	52	41	33	10	22	3	4	4	7	1	4	3	4	3	1	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
