label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north6_all	80	32923	15516	10655	5386	5984	3116	2025	3048	1356	1741	729	831	945	821	599	360	323	220	191	175	91	92	131	66	64	54	50	33	38	50	24	20	12	11	15	9	18	11	2	4	5	5	2	2	4	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
0.03	north6_active	80	15732	7690	5732	2461	3512	1643	907	1891	674	1080	336	500	545	531	372	179	170	145	98	81	40	42	83	44	47	22	27	26	18	38	15	10	6	9	10	5	4	3	0	1	3	3	1	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	33011	15343	10629	5408	5941	3214	1999	3072	1366	1848	723	836	884	737	570	358	328	213	200	161	107	91	148	61	81	51	56	40	37	53	26	21	12	9	12	11	22	9	3	9	6	5	1	1	1	4	0	2	2	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	15829	7564	5685	2509	3461	1692	900	1893	668	1145	335	506	512	462	354	196	187	131	111	76	50	45	92	39	62	19	36	26	16	40	16	11	7	6	11	5	7	3	1	5	2	3	0	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	33073	15316	10736	5375	5717	3263	1989	3112	1410	1822	701	863	860	766	593	370	320	233	217	154	109	88	132	47	57	51	64	44	43	46	23	21	10	8	10	10	10	13	4	11	6	5	0	1	2	5	0	2	2	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	15977	7618	5784	2512	3335	1727	924	1942	679	1123	320	504	534	458	373	205	177	129	126	75	51	37	83	27	38	17	44	27	32	36	14	9	6	5	9	4	4	5	2	8	2	3	0	0	2	2	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	33043	15233	10791	5304	5742	3261	2002	3111	1364	1779	744	819	859	729	595	404	319	244	202	168	103	90	128	53	94	52	60	54	39	26	21	17	11	13	9	10	13	8	3	10	6	4	3	1	2	5	0	1	2	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	15949	7530	5809	2515	3286	1742	942	1933	658	1042	352	456	541	431	362	231	180	130	122	93	50	44	73	24	66	25	37	29	27	20	13	8	5	9	7	4	7	3	2	8	3	2	3	0	2	2	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	33059	15248	10699	5278	5854	3203	2041	3045	1352	1758	757	771	913	727	596	378	308	237	219	178	88	100	122	61	100	45	55	45	34	21	19	15	8	16	7	9	16	7	3	7	4	2	6	1	4	3	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	15903	7591	5844	2459	3361	1721	956	1886	690	1010	354	410	594	421	361	213	178	128	131	103	41	52	77	27	71	26	35	25	23	12	16	7	3	8	5	3	11	3	2	5	3	0	4	0	2	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	33321	15327	10690	5354	5940	3124	2090	3273	1346	1793	739	838	952	768	613	391	295	256	208	169	92	83	120	61	98	47	45	31	42	20	18	14	13	10	38	15	8	5	8	3	2	5	2	5	2	0	1	1	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
0.03	north11_active	80	15949	7496	5930	2475	3468	1615	987	2059	722	1086	321	460	586	476	379	218	167	152	119	94	45	41	68	26	62	30	33	17	25	8	12	5	8	3	25	7	5	2	8	1	2	2	1	3	1	0	0	1	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
0.03	north12_all	80	33397	15213	10655	5359	5758	3096	2140	3156	1292	1844	766	811	920	764	585	409	312	241	233	186	93	82	140	65	98	46	51	34	49	25	18	20	12	8	36	18	7	3	4	3	2	3	2	2	2	0	1	1	2	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2
0.03	north12_active	80	15959	7416	5875	2475	3381	1597	1037	1991	692	1145	340	449	539	473	354	199	189	151	145	120	47	39	89	27	58	29	34	23	30	11	9	11	8	3	24	10	4	2	4	1	1	0	2	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
0.03	north13_all	80	33414	15356	10456	5376	5770	3094	2137	3109	1309	1858	760	840	952	820	630	403	305	246	240	205	86	87	129	61	113	40	51	33	36	28	20	20	13	8	38	17	8	1	4	3	1	3	2	1	2	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2
0.03	north13_active	80	15918	7514	5728	2513	3318	1594	1015	1936	689	1172	343	472	587	513	392	203	187	139	143	134	47	42	83	25	74	22	32	24	25	10	12	11	9	3	25	9	4	1	3	1	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north14_all	80	33130	14902	10325	5227	5546	3054	2024	2923	1278	1822	766	763	926	802	632	410	300	246	233	186	94	84	112	54	88	33	52	35	33	31	19	20	10	11	23	12	9	1	4	4	3	3	3	1	0	0	0	4	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	2
0.03	north14_active	80	15569	7303	5502	2419	3206	1592	950	1802	645	1126	357	411	579	496	422	217	186	136	139	116	47	31	66	28	64	16	28	22	20	15	9	9	6	5	2	6	6	1	3	1	1	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_all	80	32501	14696	9987	5056	5462	3002	1951	2849	1242	1656	730	761	895	782	590	377	290	243	215	174	97	80	118	58	90	41	44	41	31	31	16	20	8	11	19	9	8	3	6	2	2	2	2	1	1	0	0	4	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	15021	7136	5276	2285	3139	1502	876	1733	600	977	334	415	536	472	368	215	176	118	112	102	52	37	66	27	65	18	19	23	21	17	8	10	2	3	2	4	6	3	4	1	1	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_all	80	31667	14453	9914	5115	5303	2845	1834	2695	1195	1669	692	717	846	684	572	355	291	258	182	146	114	71	106	68	79	32	51	37	26	32	18	16	7	7	16	7	10	4	6	3	2	3	4	2	1	0	0	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_active	80	14550	6954	5156	2282	3048	1400	797	1638	544	933	327	397	504	415	347	200	173	123	87	83	56	34	55	36	52	17	30	15	14	19	7	7	2	2	4	3	9	3	5	2	1	1	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_all	80	31610	14461	9789	5078	5233	2864	1841	2728	1174	1583	665	717	791	667	576	335	298	252	182	138	115	74	117	75	85	39	56	53	35	28	15	14	8	6	15	5	7	4	6	7	1	3	3	4	1	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north17_active	80	14402	6929	5020	2278	2962	1397	816	1675	539	857	301	399	470	405	349	191	176	132	96	75	52	39	64	40	58	26	35	29	22	14	6	6	3	1	4	1	6	3	3	6	0	3	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_all	80	31947	14613	10071	5283	5542	2903	1866	2798	1193	1703	685	739	799	657	614	318	275	273	197	169	117	73	111	74	88	38	63	50	29	24	15	19	7	8	12	9	7	5	9	6	1	9	7	5	0	4	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north18_active	80	14823	7011	5232	2381	3161	1420	854	1738	557	947	293	405	508	394	384	189	165	135	112	111	54	35	68	42	60	25	40	28	17	13	6	10	3	2	7	4	5	4	7	6	0	9	6	4	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_all	80	32530	14816	10304	5324	5704	3084	1933	2920	1299	1691	734	751	879	717	587	342	275	276	224	166	119	91	103	68	118	62	63	46	28	25	15	20	10	11	15	8	5	3	9	5	1	10	8	6	1	4	1	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	15186	7212	5439	2467	3288	1566	902	1827	633	976	328	430	554	411	382	212	168	151	132	98	55	46	61	41	95	33	32	29	16	15	8	11	4	5	5	4	4	3	7	5	0	10	7	4	0	2	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	33154	14940	10743	5406	6021	3126	2014	3100	1375	1701	752	801	952	730	589	323	311	277	224	168	110	86	109	61	124	66	51	57	29	31	16	25	14	14	18	9	1	4	9	5	0	8	5	4	2	3	1	3	0	0	2	2	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	15745	7326	5766	2530	3586	1614	950	1965	688	1039	345	461	621	421	365	196	176	143	137	102	53	40	70	36	96	34	24	41	17	18	8	13	5	7	5	6	0	4	8	4	0	8	4	2	0	1	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	58990	29753	17169	5202	3502	3675	1893	3436	1408	1401	886	1108	916	421	451	487	217	254	177	98	177	87	95	58	105	73	51	66	47	37	22	20	15	24	9	17	6	14	6	2	4	4	2	2	0	2	3	1	4	1	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	36056	18897	10773	2432	1639	2031	840	2187	749	763	430	670	544	217	265	283	98	145	100	46	106	46	54	26	75	43	26	50	33	20	11	14	7	19	5	14	2	12	4	1	3	1	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	58164	29879	17114	5230	3481	3710	1919	3298	1462	1420	909	1072	946	407	459	484	227	277	172	113	171	81	92	56	81	81	56	50	53	40	24	19	14	16	7	19	4	16	5	4	3	3	2	2	0	2	3	1	2	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	35452	18917	10745	2480	1640	2082	884	2091	792	797	467	639	585	182	272	282	111	167	100	55	103	39	48	27	56	49	32	31	35	25	12	13	6	13	4	15	2	14	3	1	2	1	0	2	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	57288	29468	16812	5178	3562	3658	1940	3282	1461	1368	862	1006	1000	370	449	506	256	251	164	117	161	74	107	52	70	67	53	47	50	39	24	18	17	10	8	33	4	9	2	6	5	1	1	1	0	1	3	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	34781	18400	10459	2426	1649	2035	922	2052	789	761	436	604	636	165	261	313	118	137	84	59	101	34	59	26	50	47	30	18	31	19	10	11	8	7	5	27	2	7	1	3	1	1	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	55671	28218	16102	5071	3550	3514	1972	3241	1432	1345	851	979	954	383	430	455	251	238	176	123	132	65	96	55	70	69	48	49	33	36	21	16	13	13	6	35	6	4	2	8	5	1	2	0	1	3	2	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	33306	17372	9868	2320	1637	1905	914	2065	754	724	430	574	596	180	236	295	119	136	91	58	77	28	52	28	44	50	29	22	15	18	10	10	6	10	3	29	4	3	1	5	1	0	2	0	1	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	53917	27141	15526	5045	3607	3434	1980	3158	1382	1306	824	968	973	376	419	414	247	207	171	123	145	59	102	53	75	76	45	56	22	30	22	12	14	18	5	27	7	3	2	9	4	1	3	0	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	32006	16466	9404	2257	1652	1795	915	1956	727	694	411	592	599	168	217	263	119	121	89	59	79	25	63	26	46	49	25	35	9	13	12	8	5	10	2	21	5	1	1	5	0	0	2	0	2	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	52893	26532	15259	5031	3572	3368	1955	3070	1317	1286	841	1009	881	371	437	403	245	218	185	115	134	70	88	58	77	64	40	52	27	31	23	9	14	19	7	20	6	1	3	8	2	3	3	0	4	2	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	30968	15979	9174	2233	1593	1752	887	1868	681	679	427	617	532	171	219	258	124	127	103	56	68	35	52	25	41	38	19	35	15	12	10	7	6	11	2	9	5	0	2	6	1	1	2	0	2	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	52562	26520	15181	5038	3566	3390	1978	3000	1348	1227	852	997	1002	377	456	400	229	218	183	104	155	74	83	55	91	74	44	50	24	32	27	9	12	26	6	15	4	3	3	7	2	2	3	0	4	0	4	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	30865	15997	9194	2248	1620	1764	885	1767	712	653	432	604	644	165	239	251	114	136	104	48	85	34	48	22	55	36	23	37	11	18	13	6	5	17	2	7	4	2	1	4	1	1	1	0	1	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	52438	26271	15209	5043	3523	3416	1950	2845	1363	1210	837	1041	981	365	436	410	229	216	177	108	169	83	73	62	107	78	46	61	26	31	29	11	12	30	7	13	2	3	5	3	1	3	4	0	3	1	4	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	30746	15842	9287	2273	1567	1826	853	1658	713	670	421	602	654	162	234	248	117	121	98	42	87	43	40	27	62	35	21	43	16	20	15	6	7	18	3	6	1	2	2	1	1	2	2	0	0	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	53576	27282	15685	5090	3543	3530	1923	3000	1389	1215	868	1108	1055	360	457	415	231	233	172	102	165	75	70	62	107	72	40	59	32	43	25	14	11	23	9	9	4	5	4	4	3	5	4	0	4	1	4	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	31783	16569	9600	2347	1593	1938	838	1809	722	681	435	661	722	178	247	235	122	137	95	36	95	38	36	27	67	34	19	42	23	31	14	8	5	15	5	4	1	3	1	1	2	2	2	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	55237	28196	16159	5128	3519	3667	1896	3116	1400	1247	864	1126	1108	364	433	422	244	229	172	106	169	77	83	51	115	83	34	60	40	50	25	13	14	18	10	2	6	7	6	1	4	4	2	1	3	5	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	32991	17385	9825	2396	1592	2018	840	1952	745	700	437	668	755	176	237	245	130	139	98	39	100	38	44	22	72	51	18	36	31	40	15	8	5	9	4	1	1	4	3	0	2	1	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	57304	29521	16768	5259	3611	3636	1934	3260	1482	1377	935	1028	1086	424	481	438	266	248	189	112	139	81	106	49	103	47	42	42	38	38	10	23	16	10	3	8	6	6	3	6	2	7	7	0	4	2	2	1	0	0	0	2	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south31_active	80	34968	18421	10517	2456	1630	2020	889	2021	754	737	460	641	729	203	269	274	127	149	96	54	69	43	69	21	49	18	20	28	22	24	5	14	4	4	0	6	1	4	2	2	1	2	5	0	3	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	58285	30062	16982	5297	3562	3713	1930	3307	1483	1402	952	1128	1173	401	477	452	261	288	189	116	158	87	117	50	102	60	35	43	32	40	22	22	19	13	5	8	4	10	5	4	1	8	7	0	4	2	1	1	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south32_active	80	35580	18886	10642	2433	1633	2050	882	2051	750	772	474	720	809	196	261	285	128	180	107	53	75	45	77	20	51	41	16	28	19	22	15	13	3	6	3	6	1	4	3	2	0	2	5	0	4	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	58457	30236	16790	5301	3590	3668	1924	3274	1500	1390	909	1179	1163	415	470	468	258	296	177	107	156	93	89	44	115	78	31	40	42	43	21	26	23	15	4	8	6	11	4	4	1	9	4	1	2	2	2	1	1	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	35613	19087	10456	2443	1641	2002	886	2003	748	788	461	739	765	194	278	295	125	189	105	50	75	47	55	22	65	53	18	27	18	24	13	11	6	7	4	5	1	4	3	3	0	4	3	1	1	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	56407	29208	15997	5267	3543	3614	1947	3198	1449	1327	885	1128	1128	411	453	475	237	275	172	98	152	93	87	48	106	107	38	36	35	39	24	22	21	17	7	8	6	10	3	8	1	9	5	2	3	0	2	3	2	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	34044	18258	9680	2377	1632	1979	911	2018	722	757	458	709	724	190	260	311	126	169	102	43	81	44	61	23	59	69	15	22	9	21	15	10	5	10	5	3	2	5	2	6	0	6	4	2	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	55008	27920	15563	5182	3485	3494	1932	3010	1427	1303	894	1047	1073	391	455	456	219	253	154	104	133	86	89	47	101	116	35	35	39	43	16	21	19	9	5	6	9	8	3	9	2	7	6	5	3	0	1	2	2	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	33007	17364	9384	2337	1588	1914	909	1875	714	738	453	660	649	184	274	274	117	141	80	46	64	34	58	21	61	75	11	24	9	27	8	9	7	5	3	1	3	3	1	6	1	5	5	4	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	53585	26919	15347	5091	3540	3417	2006	2933	1341	1254	874	1020	963	399	416	440	222	259	187	113	136	91	94	49	110	105	33	32	29	38	17	15	9	9	4	13	8	4	3	12	3	3	6	5	2	0	1	2	1	0	1	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	32038	16388	9326	2333	1591	1870	938	1809	668	685	446	625	573	188	236	253	123	151	102	47	69	44	55	25	60	68	13	23	6	29	8	6	4	5	2	9	5	3	2	9	2	2	5	4	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	54170	27821	15607	5098	3511	3423	1988	3020	1318	1251	852	1029	868	361	403	468	219	240	182	137	157	93	100	53	115	89	30	40	33	33	15	13	14	6	6	16	9	5	4	7	3	2	5	3	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south37_active	80	32293	17078	9561	2334	1546	1865	936	1842	640	690	441	632	509	172	229	269	110	141	99	65	86	45	52	25	65	68	17	31	11	25	6	6	5	4	2	13	5	3	2	6	2	0	4	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	55740	28825	16446	5154	3544	3501	1975	3218	1321	1330	837	1069	867	395	405	489	221	235	202	141	172	92	97	49	113	88	37	32	34	26	15	14	15	8	5	22	9	6	4	6	3	2	4	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south38_active	80	33396	17854	10262	2358	1557	1898	902	1974	656	755	433	660	536	190	224	303	104	136	116	68	98	42	39	25	66	71	20	24	15	20	3	6	7	5	2	17	4	3	2	6	1	0	4	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	57400	29606	16911	5259	3593	3625	1941	3318	1457	1349	865	1142	881	395	427	498	210	241	179	143	174	94	104	52	109	91	36	25	44	25	16	13	19	13	9	29	8	6	5	11	2	2	5	0	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south39_active	80	34625	18583	10655	2387	1574	1973	864	2061	741	768	454	705	583	193	245	334	97	139	90	69	104	42	43	22	68	68	20	15	21	17	4	5	9	8	5	21	3	3	1	10	0	0	5	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	58568	29684	16861	5218	3637	3680	1980	3479	1481	1388	920	1161	949	424	438	502	201	238	155	127	169	98	95	54	111	112	31	23	45	23	18	17	14	13	9	21	9	8	7	7	1	3	5	0	1	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	35441	18755	10671	2408	1659	1993	875	2205	776	769	489	738	639	227	260	345	104	123	77	59	108	46	46	22	65	75	12	11	27	15	4	10	8	7	5	14	3	5	3	6	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
