label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	9201	3711	2856	1337	1260	1118	398	545	240	176	185	129	207	112	48	95	30	18	20	14	12	10	15	11	0	7	10	1	3	1	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	3503	1086	1882	484	814	867	123	408	69	76	135	90	182	89	24	81	16	6	9	8	6	6	13	3	0	5	10	1	2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	9186	3715	2882	1293	1284	1216	422	512	236	177	206	128	188	132	52	116	27	17	19	13	18	9	12	9	2	5	6	1	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0
0.03	north2_active	80	3469	1095	1934	450	851	971	137	381	64	72	152	89	167	109	29	98	18	6	8	6	13	4	11	3	0	4	6	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0
0.03	north3_all	80	9234	3744	2891	1264	1291	1144	406	559	236	174	215	137	182	113	49	109	19	14	17	15	19	8	4	5	3	8	2	1	2	2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	2	0
0.03	north3_active	80	3443	1148	1968	443	853	922	140	429	69	69	159	101	160	93	24	87	11	8	7	8	12	3	3	0	0	6	2	1	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0
0.03	north4_all	80	9268	3704	2877	1248	1229	1124	380	555	233	177	213	152	163	119	48	108	25	18	13	15	19	10	9	4	6	6	2	1	2	3	2	1	2	2	1	1	0	0	0	0	0	0	0	0	2	0
0.03	north4_active	80	3448	1150	1945	427	818	898	118	423	80	70	163	110	143	100	18	89	17	8	6	6	12	4	8	1	3	5	2	1	2	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0
0.03	north5_all	80	9343	3759	2851	1265	1128	1067	391	514	225	183	194	169	204	108	48	97	30	24	15	15	16	13	12	4	5	5	2	3	5	2	2	1	2	3	1	1	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	3437	1171	1862	433	719	828	120	371	85	70	141	127	177	87	14	80	18	13	6	9	10	5	9	1	4	4	2	1	5	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	9305	3751	2786	1307	1077	1013	410	482	233	167	182	166	220	92	49	65	36	19	13	17	8	11	11	4	6	1	2	3	4	2	2	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	3263	1089	1743	419	677	779	112	340	83	58	119	128	196	71	10	58	16	10	4	9	5	5	7	1	4	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	9096	3690	2668	1324	1071	1021	435	496	221	168	185	155	198	94	54	61	39	20	15	15	12	10	13	4	6	3	3	4	5	3	1	1	0	2	0	0	0	7	1	0	0	0	0	1	0	0
0.03	north7_active	80	3035	996	1595	410	641	781	125	355	72	58	118	113	174	69	10	53	15	10	5	9	6	3	7	1	4	0	3	1	5	1	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0.03	north8_all	80	9117	3687	2574	1310	1024	940	447	450	220	173	206	127	158	83	43	49	39	20	22	13	17	8	20	2	3	3	6	4	4	3	0	2	0	1	0	0	0	7	1	1	0	0	0	0	0	0
0.03	north8_active	80	2902	945	1468	410	615	691	117	311	61	66	138	88	136	59	8	37	14	8	6	7	7	1	16	0	1	0	3	2	4	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0.03	north9_all	80	9082	3727	2639	1286	1139	1062	448	472	217	182	203	136	178	81	40	76	36	25	20	16	18	7	21	2	2	5	7	5	4	3	0	2	0	2	0	0	0	7	1	1	0	0	0	0	0	0
0.03	north9_active	80	3030	990	1549	421	729	815	130	337	62	82	140	94	161	61	9	63	17	9	5	12	9	1	18	0	1	2	4	2	3	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0.03	north10_all	80	9185	3736	2664	1268	1136	1134	472	464	214	174	207	137	170	80	42	108	30	21	21	16	17	5	36	4	1	3	10	3	3	3	0	1	0	2	0	0	0	7	0	1	0	0	0	0	0	0
0.03	north10_active	80	3294	1060	1633	423	742	878	153	322	62	76	152	97	154	62	12	96	15	8	5	12	11	2	34	1	1	2	7	1	2	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0.03	north11_all	80	9285	3750	2827	1304	1213	1112	399	516	223	187	212	180	249	92	63	119	27	18	12	22	16	7	28	3	4	6	1	2	4	5	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3555	1135	1874	454	816	888	125	373	72	93	155	142	216	60	24	109	13	7	4	16	7	4	25	0	2	5	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	9269	3682	2873	1313	1264	1090	407	522	239	176	218	165	268	89	62	99	23	14	15	25	10	6	19	3	4	7	1	2	3	4	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3488	1131	1910	466	843	862	121	376	83	94	161	119	229	61	33	93	12	3	5	19	7	3	17	0	2	7	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
