label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	3755	1537	761	418	283	249	326	377	65	56	37	137	30	14	17	98	26	12	8	16	8	0	7	1	1	1	1	3	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	2152	838	304	102	131	144	272	324	11	15	11	125	21	2	8	95	24	4	0	16	4	0	6	1	0	1	1	3	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	3740	1505	795	433	299	258	309	299	72	52	33	153	29	12	22	127	30	8	8	22	6	3	5	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2147	798	310	109	144	148	253	255	14	17	10	138	21	4	10	123	29	4	1	22	3	1	5	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3758	1473	781	417	318	229	321	311	65	50	33	185	39	11	17	107	31	7	3	14	6	4	8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2144	742	312	104	154	135	258	268	14	15	8	161	25	4	9	102	31	3	1	14	3	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3708	1483	727	446	313	243	323	314	75	56	40	148	37	13	16	85	40	5	2	14	6	4	8	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2092	736	265	118	147	147	256	273	18	12	4	123	23	3	8	79	39	3	1	13	4	2	7	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3641	1471	692	456	335	220	304	296	83	57	42	125	34	13	15	36	32	6	2	10	7	1	9	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1991	699	240	99	150	131	241	238	24	9	3	108	22	2	5	32	30	2	0	8	6	1	8	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3499	1463	689	462	319	224	289	241	90	53	42	106	23	14	13	42	33	9	2	26	8	4	2	5	1	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north6_active	80	1819	699	206	101	137	115	214	188	25	9	5	93	16	1	5	34	29	2	0	21	6	1	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3461	1347	670	437	297	247	258	252	75	46	44	77	28	16	20	37	15	6	3	26	6	6	3	5	1	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0
0.03	north7_active	80	1774	587	184	84	118	119	174	197	23	7	7	64	16	3	8	33	11	1	1	19	4	3	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3567	1368	736	442	285	247	290	261	67	42	41	96	29	16	17	46	25	5	5	29	6	8	9	5	0	1	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0
0.03	north8_active	80	1931	631	220	96	129	124	206	223	17	9	6	85	16	4	6	41	21	2	1	24	5	5	8	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3661	1380	726	454	301	270	291	255	73	48	51	103	37	13	16	68	38	3	4	19	3	5	8	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
