label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	9654	2845	1736	2406	829	676	369	330	168	150	118	69	113	44	48	62	22	31	9	23	5	9	4	10	2	4	2	3	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	5428	1239	825	1460	427	403	197	187	77	84	49	28	83	23	26	46	13	19	6	16	2	6	2	9	2	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	10107	2798	1695	2471	874	723	375	349	167	159	111	70	120	43	60	57	21	27	11	21	3	10	6	12	4	3	2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	5742	1211	826	1528	456	444	198	202	72	93	52	31	77	20	36	44	11	15	7	14	0	5	3	10	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	10394	2732	1693	2629	941	756	386	374	172	165	94	64	149	41	65	55	21	27	11	17	4	12	4	6	7	2	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	6047	1198	851	1712	509	473	210	218	86	100	48	30	93	19	45	41	10	15	7	12	1	5	3	5	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	10664	2793	1692	2688	934	773	393	392	184	160	98	66	142	48	75	68	21	24	10	10	9	10	4	6	7	2	1	2	1	4	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	6213	1246	866	1771	504	475	220	243	86	93	50	31	87	16	51	48	10	6	5	5	2	3	3	4	4	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	10624	2743	1685	2776	956	752	382	358	184	167	98	64	157	52	63	96	26	24	10	13	10	8	3	8	7	1	1	5	1	4	1	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	6227	1232	826	1826	548	442	215	217	80	95	49	34	97	18	46	69	11	7	3	10	2	3	1	6	4	0	0	5	1	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north6_all	80	10761	2796	1695	2849	878	740	399	337	163	177	97	68	150	49	58	96	30	24	12	14	10	15	3	8	5	3	2	6	2	3	1	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	6292	1242	817	1934	488	424	223	203	71	94	42	35	87	16	37	71	18	5	6	8	2	8	1	6	4	1	0	6	2	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	10699	2794	1736	2792	908	751	392	358	154	178	92	74	150	44	44	90	23	21	11	16	7	14	3	9	6	2	2	6	1	1	1	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	6176	1223	821	1808	518	426	212	218	64	91	41	41	94	17	27	65	14	7	6	10	1	10	1	6	5	1	0	6	1	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	10638	2810	1791	2806	913	755	381	338	158	174	100	73	171	41	51	85	23	22	15	14	8	14	3	7	4	2	1	4	1	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	6108	1233	872	1885	536	448	200	207	63	85	50	37	110	18	26	58	14	7	7	7	3	10	0	5	4	1	0	3	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	10538	2761	1775	2917	942	784	368	324	156	178	94	74	177	41	64	85	22	29	14	14	8	10	2	8	4	1	0	3	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	6089	1264	878	1896	551	486	200	196	66	84	53	36	107	19	33	61	11	16	6	9	2	5	0	7	4	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	10451	2756	1752	3045	961	796	385	332	170	187	97	68	168	37	74	84	24	27	15	16	9	7	5	7	2	2	0	3	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
