label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	30599	15065	12724	5168	2928	2063	1818	1717	887	613	462	345	358	299	230	146	168	93	107	47	56	45	25	31	13	9	16	7	16	7	13	6	2	3	4	4	1	1	1	1	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13917	7510	7659	2559	1342	884	944	989	421	279	204	153	202	171	135	64	88	58	43	25	19	23	11	23	6	5	6	2	11	4	8	4	1	2	1	3	0	1	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31161	15476	13421	5255	2936	2029	1846	1744	899	653	474	335	379	283	228	137	178	104	99	48	52	46	25	39	15	10	17	10	13	6	12	7	2	5	3	1	1	2	1	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	14324	7877	8193	2678	1348	874	942	1017	424	322	215	135	207	159	122	60	87	64	40	20	20	28	9	25	7	5	8	5	9	4	7	4	1	3	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31899	15908	13795	5343	2985	2026	1911	1846	922	674	463	341	387	285	275	142	182	101	98	51	55	46	21	40	14	14	18	11	15	4	9	8	3	5	3	2	2	1	1	2	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0
0.03	north3_active	80	14819	8287	8407	2749	1343	906	983	1076	441	355	209	147	213	151	158	84	97	57	42	26	25	26	4	24	7	6	8	7	10	4	8	5	1	4	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	32332	16293	14697	5434	2960	2081	1917	1894	971	726	445	359	436	272	296	160	183	132	90	55	55	40	20	44	18	14	14	14	11	4	5	4	3	6	2	3	1	1	2	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north4_active	80	15250	8620	9084	2791	1307	960	1011	1105	464	407	198	159	241	120	166	96	105	77	39	24	32	25	5	23	7	7	7	8	8	2	4	2	1	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	32685	16294	14999	5421	2967	2136	1952	2009	1006	732	430	365	416	263	298	177	173	134	92	59	53	51	16	32	27	13	13	13	11	8	6	4	4	4	3	4	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	15521	8580	9292	2822	1302	1003	1044	1215	501	408	190	167	230	103	163	112	108	79	50	28	25	29	6	15	18	7	6	10	7	4	4	2	1	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
