label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	35811	15303	8624	5161	10288	2961	2022	1380	971	1873	517	406	774	658	471	187	112	270	96	62	66	93	34	36	41	16	39	16	9	11	12	10	3	0	1	2	2	0	7	0	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0
0.03	north1_active	80	8957	5500	3120	1026	9265	1718	913	477	354	1653	127	79	680	565	400	98	31	226	55	18	26	81	16	12	30	6	38	10	4	5	5	6	1	0	0	0	1	0	6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	36069	15348	8657	5226	9871	3009	1922	1333	984	1832	533	399	796	594	406	185	115	251	104	59	70	135	32	25	51	10	31	12	8	9	8	10	3	7	3	5	4	2	5	0	1	0	2	0	1	0	1	0	0	2	0	0	0	0	0
0.03	north2_active	80	8964	5493	3137	1062	8874	1758	868	462	365	1605	125	78	710	501	342	103	35	206	55	17	25	126	15	9	38	3	28	7	5	4	4	7	2	7	1	2	2	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	36316	15433	8798	5336	10080	3035	1875	1287	998	1860	527	412	796	642	456	187	129	223	95	66	63	146	41	23	48	13	20	13	17	6	6	10	2	9	3	5	4	3	7	0	1	0	0	1	2	1	2	0	0	2	0	0	0	0	0
0.03	north3_active	80	9085	5516	3277	1078	9089	1734	819	444	362	1649	127	88	707	561	387	103	40	184	58	21	24	137	18	8	35	2	17	6	14	1	3	7	1	9	1	2	2	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north4_all	80	36280	15504	8785	5311	10214	3136	1883	1310	1041	1886	541	447	772	627	431	174	129	189	93	65	61	114	40	21	40	16	18	14	22	6	1	5	4	12	5	5	4	3	6	0	2	0	0	1	1	1	1	0	0	2	0	0	0	0	0
0.03	north4_active	80	9164	5455	3326	1075	9172	1803	828	464	373	1651	134	79	673	557	366	80	45	155	57	27	21	106	20	6	28	4	14	6	17	3	0	3	2	12	1	2	2	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	36278	15540	8686	5396	10375	3138	1886	1309	1019	1921	539	460	746	600	440	172	133	155	89	74	63	84	39	21	32	14	15	15	23	5	4	5	4	10	5	1	5	1	5	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0
0.03	north5_active	80	9234	5474	3281	1112	9293	1781	825	441	353	1691	134	90	639	523	384	76	44	130	54	30	21	76	19	5	22	3	10	4	16	3	1	2	2	10	1	0	4	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	35882	15438	8736	5391	10134	3087	1922	1322	989	1894	548	459	766	728	480	162	129	195	86	75	72	80	42	26	32	10	15	14	18	8	6	6	6	11	4	0	4	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	9032	5525	3283	1106	9031	1730	827	429	347	1630	140	97	652	651	428	70	34	165	52	24	21	72	19	4	24	4	10	3	7	5	2	2	1	11	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	35931	15431	8791	5409	10126	3014	1934	1330	1002	1855	568	440	747	734	508	164	118	197	83	74	83	71	40	26	25	11	19	13	9	8	5	5	4	10	2	0	5	1	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	8902	5597	3243	1080	9016	1681	825	441	357	1601	129	91	633	658	443	67	30	152	49	19	24	65	20	4	18	8	16	1	2	4	2	1	0	10	0	0	4	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	35771	15473	8871	5314	10338	3007	1951	1345	1000	1762	617	412	753	689	500	170	121	212	86	68	70	65	47	25	33	11	21	8	11	10	3	5	4	9	2	1	5	1	2	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0
