label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	62444	15499	11832	10083	5198	2908	3625	1460	1248	655	559	657	682	331	221	255	121	172	162	61	96	41	55	26	20	14	16	18	4	10	10	9	5	2	6	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north1_active	80	38510	7820	6898	6254	3053	1541	2200	792	695	298	278	382	406	206	116	147	57	113	114	32	59	18	39	12	7	8	4	6	1	5	3	4	1	2	5	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	63099	15532	11750	10153	5202	2837	3677	1471	1293	656	555	636	654	346	236	233	116	137	158	55	81	39	53	27	18	16	17	21	3	7	5	11	5	1	7	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	38846	7817	6741	6457	3091	1528	2254	776	747	290	280	373	378	220	120	128	58	87	113	28	46	20	34	15	7	10	5	9	1	3	1	6	1	0	5	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	62214	15373	11775	9900	5173	2704	3624	1522	1368	690	538	584	599	344	270	219	122	132	176	52	93	43	54	22	20	12	18	18	6	6	5	12	4	2	4	1	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	38329	7674	6774	6291	3026	1445	2210	763	808	315	284	340	362	201	144	115	59	91	117	23	54	24	33	11	8	5	10	10	1	1	3	8	4	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	59976	15176	11463	9665	5102	2702	3437	1494	1336	657	518	555	573	301	258	210	116	145	174	57	94	49	50	32	20	12	19	14	6	6	3	8	4	4	8	3	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	36458	7469	6554	6121	2974	1406	2053	740	792	302	255	325	339	156	128	117	58	95	108	25	44	26	34	21	9	7	12	9	1	1	2	6	4	1	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	57762	14927	11196	9430	4998	2604	3227	1491	1241	630	550	531	582	306	231	196	129	150	157	63	86	60	46	25	22	15	20	11	8	6	8	9	6	6	7	4	2	3	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	34669	7219	6470	5988	2871	1308	1922	743	733	291	269	307	356	145	116	106	62	89	107	29	42	31	34	17	11	6	13	7	1	2	5	6	5	1	6	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	56006	14635	10962	9158	4825	2620	3106	1462	1236	629	532	561	555	281	216	187	129	157	148	62	70	55	51	32	22	17	19	12	9	4	7	5	3	7	7	11	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	33354	6949	6353	5649	2817	1322	1861	742	725	289	259	313	346	122	115	103	62	85	101	27	36	29	38	20	13	7	13	7	3	1	4	4	2	1	7	9	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	56220	14463	10958	9268	4770	2560	3109	1421	1242	610	563	556	578	289	202	211	120	139	134	63	81	45	41	27	21	19	24	15	6	5	7	7	4	6	5	12	2	3	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	33344	6850	6283	5742	2790	1285	1861	715	711	281	277	317	338	149	111	122	61	78	82	35	51	26	27	14	12	10	17	8	3	2	3	6	3	1	4	10	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	57739	14575	11159	9343	4800	2625	3212	1414	1254	624	553	552	606	280	202	218	131	118	124	63	82	34	41	26	20	17	28	15	9	5	6	4	5	5	6	14	2	1	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	34632	6995	6377	5674	2795	1311	1969	744	722	273	273	318	324	149	103	110	66	62	63	38	49	17	25	10	12	9	17	7	3	1	1	4	5	2	4	12	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_all	80	59441	14810	11364	9708	4875	2633	3217	1425	1258	633	585	546	665	311	207	235	137	122	133	58	71	28	37	27	23	19	26	16	10	8	4	5	7	3	6	13	3	1	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	35825	7207	6480	5980	2838	1328	1992	747	709	279	291	316	376	177	108	123	68	66	67	36	47	10	23	10	10	10	17	9	3	4	1	3	5	3	4	11	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_all	80	59863	14972	11503	9710	4929	2629	3268	1430	1265	636	592	558	609	324	183	239	143	129	144	68	62	29	43	33	24	17	30	15	9	5	6	3	14	4	8	7	5	1	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	36344	7431	6654	5956	2895	1308	2095	749	700	270	285	340	329	170	88	127	69	72	81	33	37	9	23	14	8	11	19	12	1	3	2	1	11	4	7	4	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	63460	15869	12243	10475	5465	2831	3566	1540	1428	653	608	613	643	342	245	221	130	153	130	67	78	42	46	25	18	16	31	23	6	8	3	5	20	7	3	4	1	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	38777	7757	7130	6560	3168	1469	2182	822	801	304	311	342	422	194	115	124	61	87	84	37	48	21	24	11	9	6	19	16	6	5	2	1	6	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	62485	15505	11853	10345	5490	2771	3543	1531	1440	693	599	564	589	327	238	215	124	140	132	66	84	41	43	29	20	13	24	26	9	3	3	5	1	7	3	0	2	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	38118	7558	6893	6423	3198	1440	2159	804	812	320	311	306	373	174	116	136	63	79	81	36	53	20	21	10	7	4	16	20	6	1	1	3	1	3	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	60168	15211	11526	9948	5307	2657	3434	1494	1344	697	576	526	563	312	219	204	124	139	144	74	81	47	40	35	20	16	29	26	8	6	3	5	10	8	0	0	3	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	36246	7365	6645	6039	3101	1373	2127	782	752	323	279	280	344	160	106	115	57	80	100	44	50	21	21	12	8	7	21	21	4	1	1	3	4	3	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	58380	15006	11237	9657	5204	2643	3402	1452	1271	711	562	530	508	306	210	231	115	125	149	72	63	41	43	38	22	14	23	25	9	5	5	4	10	8	3	1	4	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	34987	7220	6402	5858	3059	1379	2075	710	680	301	281	276	301	159	110	125	56	69	93	34	38	15	23	13	8	7	15	19	4	1	1	2	4	3	1	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	57336	14847	11194	9520	5051	2697	3485	1469	1197	660	558	559	531	294	214	223	115	133	139	77	53	36	44	31	19	13	23	20	7	7	9	3	12	8	3	1	3	3	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	34176	7091	6339	5709	2943	1374	2138	697	665	269	268	295	310	147	108	109	55	77	79	31	31	11	23	13	6	9	15	13	3	2	3	1	6	2	1	1	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	57617	14899	11203	9353	4989	2731	3517	1440	1171	641	552	580	506	290	219	202	116	130	157	78	66	32	49	26	19	16	23	9	8	8	9	8	7	8	4	1	2	2	2	2	2	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north16_active	80	34305	7192	6248	5603	2899	1368	2129	686	652	273	257	322	273	155	112	90	55	76	80	35	39	7	27	7	9	13	17	5	4	3	3	2	4	3	1	1	0	1	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north17_all	80	57648	14833	11213	9284	5057	2785	3356	1400	1206	629	556	571	523	299	213	199	114	144	145	73	73	30	51	24	27	10	20	11	10	7	8	10	8	9	4	1	0	1	2	2	2	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north17_active	80	34334	7190	6212	5585	2928	1371	2027	688	678	272	250	314	296	157	103	103	51	77	68	35	47	7	30	11	13	7	14	6	5	3	4	5	7	4	1	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north18_all	80	58813	15021	11265	9519	5107	2825	3300	1424	1247	644	547	520	519	297	189	203	122	156	146	64	85	28	51	26	32	16	27	13	7	7	9	11	7	6	2	3	0	3	3	3	2	0	0	0	0	0	1	2	0	0	0	0	0	0
0.03	north18_active	80	35048	7297	6303	5758	2978	1428	1910	717	703	286	238	288	306	161	85	109	58	95	73	32	56	9	28	12	17	10	18	7	4	2	5	6	6	4	0	2	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north19_all	80	60263	15366	11534	9953	5370	2785	3551	1469	1332	670	555	523	543	308	204	221	119	178	143	59	103	35	40	24	27	14	29	17	8	6	8	6	6	5	2	4	0	4	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	36110	7589	6657	6022	3164	1420	2109	761	729	325	236	285	362	166	94	132	52	109	84	25	79	18	25	13	15	8	20	10	4	1	4	4	5	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	61190	15480	11675	9959	5333	2800	3660	1516	1283	685	546	536	526	309	218	236	118	166	147	59	102	47	41	21	25	22	17	10	10	6	4	10	10	2	1	4	1	4	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	36855	7743	6806	6065	3139	1484	2180	808	714	341	245	292	322	165	97	150	55	105	94	29	78	25	20	12	15	13	11	5	5	1	2	8	3	2	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	64311	15769	12085	10461	5356	2798	3811	1565	1278	678	573	571	585	312	231	193	114	184	156	72	97	44	58	33	24	22	23	9	11	10	2	10	10	3	6	14	1	1	0	0	0	1	0	2	1	1	1	0	2	0	0	0	0	0
0.03	south21_active	80	39583	7873	6975	6348	3175	1463	2397	849	695	294	285	331	383	168	116	115	44	113	107	40	67	26	41	16	7	11	14	7	2	7	2	3	8	1	5	14	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0
