label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122
0.03	north1_all	80	5235	2628	2308	2545	1043	677	580	1251	490	327	362	212	226	210	409	267	267	246	104	69	129	76	56	59	113	52	53	37	46	65	41	36	19	30	36	34	13	31	10	28	19	6	9	13	11	13	8	15	4	8	15	4	5	6	1	0	2	6	4	12	2	3	5	2	1	1	2	0	1	0	0	0	2	1	1	6	0	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	1465	976	1600	2109	628	161	263	1081	316	150	251	53	120	146	359	210	208	218	23	16	88	24	22	16	84	23	14	7	17	50	22	25	5	19	31	27	4	24	1	24	12	3	7	2	2	10	5	10	2	8	14	0	2	4	1	0	1	4	3	12	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5209	2528	2199	2349	1055	643	560	1252	443	344	365	231	210	202	434	257	218	228	99	76	110	79	66	52	105	47	45	40	48	58	34	33	20	32	32	26	15	39	9	28	20	8	10	10	11	15	9	15	2	6	23	4	4	6	1	2	2	4	4	2	1	5	4	1	0	1	0	0	1	0	0	0	2	1	2	6	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	1378	930	1465	1907	621	142	250	1072	279	170	238	53	107	134	373	209	153	202	23	19	66	24	20	13	80	24	15	10	20	41	20	22	5	20	28	16	6	33	2	27	10	4	6	2	2	8	5	11	1	6	23	1	3	3	1	1	2	3	3	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5143	2535	2311	2498	1096	639	549	1507	448	351	393	224	224	237	487	280	238	256	102	83	116	68	62	55	113	48	39	40	36	49	40	37	22	35	42	32	15	33	9	47	15	12	13	7	9	16	11	14	1	6	20	4	5	12	1	2	2	6	0	5	1	5	3	1	0	0	1	0	1	0	5	1	1	1	3	6	0	1	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	1412	967	1599	2079	676	143	245	1335	299	177	271	51	129	166	431	234	175	228	26	24	76	26	15	13	90	20	13	9	16	37	27	25	4	22	40	25	6	29	3	45	8	4	10	2	2	7	4	12	1	6	20	1	3	9	1	1	2	3	0	4	1	2	2	0	0	0	1	0	1	0	5	1	0	0	2	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5145	2560	2462	2992	1117	656	527	1675	488	383	470	235	244	287	597	339	266	307	102	85	113	73	66	42	117	49	31	38	36	55	31	45	21	49	66	25	12	34	7	52	14	16	17	7	8	17	12	14	3	1	28	5	5	9	1	3	1	5	1	6	1	3	3	0	0	0	3	0	0	0	6	1	1	1	4	6	0	1	0	4	0	1	2	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	1517	1053	1766	2589	700	167	256	1513	318	197	335	51	156	210	547	294	209	267	35	23	76	31	19	13	101	25	10	12	13	43	16	32	7	35	65	21	7	29	2	50	8	4	15	4	2	6	7	12	1	1	27	1	3	8	1	1	1	3	1	5	1	0	2	0	0	0	3	0	0	0	6	1	0	0	2	6	0	0	0	4	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5188	2589	2649	3256	1189	641	537	1925	539	374	500	232	279	316	707	385	309	360	105	84	121	71	63	42	123	68	29	42	34	53	35	41	23	56	76	33	13	37	11	59	15	21	20	10	6	15	9	25	5	1	27	5	6	7	1	2	3	6	1	11	0	1	4	0	0	1	3	0	0	0	7	1	0	2	5	0	0	1	0	5	0	1	2	2	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1656	1129	1973	2853	777	179	285	1775	363	199	370	58	186	239	661	345	263	319	35	24	85	31	22	13	108	47	7	17	10	39	20	31	8	39	76	30	7	32	5	57	9	10	19	6	1	5	4	24	2	0	26	1	2	6	1	0	2	3	1	10	0	0	1	0	0	0	3	0	0	0	7	1	0	1	4	0	0	0	0	4	0	1	1	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
