label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	2449	1395	873	675	500	241	238	157	169	303	150	190	170	62	66	42	51	43	28	30	27	40	19	25	11	12	26	11	10	4	5	4	8	6	1	8	3	7	3	0	2	2	0	0	0	2	0	1	1	1	1	1	3	0	0	0	1	2	3	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1061	631	424	352	235	105	100	67	75	157	68	99	79	26	28	21	30	23	13	18	7	29	8	9	5	3	14	5	3	3	2	0	2	3	1	2	0	2	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2429	1388	921	670	536	232	239	170	161	316	155	172	189	66	74	45	55	38	33	30	26	41	24	25	14	17	26	8	11	3	4	6	7	10	3	6	3	9	4	1	7	1	0	2	1	0	0	1	0	0	1	2	1	1	1	0	1	1	0	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1057	615	460	361	250	102	106	77	76	177	64	101	94	26	32	27	27	20	14	14	5	24	12	10	5	5	15	4	4	2	1	2	2	4	1	1	2	2	0	1	5	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2466	1382	924	708	526	230	232	173	152	295	130	165	170	69	72	44	52	35	31	34	23	30	21	27	10	13	20	10	14	6	8	7	8	10	3	5	3	7	3	1	6	1	1	2	2	1	3	0	1	0	0	1	1	1	1	3	1	1	1	0	0	1	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	1074	610	449	375	242	101	110	76	67	154	51	96	77	31	28	26	18	17	13	13	5	14	14	12	3	4	10	6	6	3	5	3	5	4	1	1	2	3	0	1	4	1	1	1	2	0	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_all	80	2463	1404	882	739	539	253	233	170	139	279	133	169	178	61	81	37	53	27	32	25	18	25	18	30	11	10	14	12	12	9	8	7	7	7	4	2	4	6	2	2	6	1	1	2	2	2	3	0	1	0	0	1	0	1	1	3	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	1068	614	409	357	245	103	105	79	60	136	56	93	98	27	36	18	19	12	11	8	7	11	13	15	3	3	8	6	7	5	6	3	4	1	2	0	3	3	0	2	4	0	1	1	2	1	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_all	80	2455	1375	902	758	506	262	248	168	126	263	123	155	161	64	74	33	54	27	35	23	11	26	17	27	15	14	19	13	11	10	7	7	7	2	1	2	3	7	0	5	6	1	2	2	1	2	5	0	3	0	0	0	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
0.03	north5_active	80	1074	622	397	355	240	110	103	72	53	122	59	93	98	27	32	17	23	11	15	8	5	17	9	13	6	7	14	7	6	6	5	3	4	0	1	0	2	3	0	4	4	0	2	1	1	1	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	2493	1380	861	714	527	273	250	183	137	250	158	165	163	56	89	39	60	28	37	21	12	33	17	25	19	13	16	12	15	10	4	6	2	4	5	6	3	5	0	4	6	2	3	1	1	1	2	0	4	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north6_active	80	1070	635	375	318	252	112	102	77	56	117	69	89	93	22	43	16	28	10	18	9	4	19	9	11	6	10	13	9	9	7	2	4	1	1	2	2	3	3	0	3	3	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
