label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96
0.03	north1_all	80	11375	3386	3764	1336	1402	1116	540	411	782	563	261	270	218	259	183	120	144	135	119	145	91	117	45	152	37	62	69	33	47	25	32	56	18	11	12	32	25	10	11	15	13	4	11	9	3	7	5	3	11	5	3	10	4	4	5	2	2	4	3	2	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	6983	1702	2367	685	862	676	244	175	509	358	120	142	113	153	113	60	81	73	68	97	52	73	18	96	23	38	40	17	27	8	16	40	10	6	5	24	18	4	6	8	12	1	5	4	0	4	1	1	8	4	1	5	2	3	3	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	11308	3392	3766	1319	1499	1157	559	449	799	554	246	248	221	265	195	120	169	123	122	173	91	121	53	159	39	57	88	31	55	20	27	54	21	9	16	38	23	12	7	11	21	7	13	7	2	7	5	6	9	3	5	13	3	3	4	2	2	4	4	1	0	2	0	0	1	1	2	1	1	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	6988	1741	2336	672	939	710	281	184	510	331	111	130	107	154	118	54	101	70	75	102	48	76	18	92	22	33	48	15	29	8	14	34	10	3	7	25	15	5	4	6	19	2	8	3	0	2	1	0	8	2	3	8	2	2	3	1	1	0	2	1	0	1	0	0	1	1	2	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	11290	3407	3795	1275	1570	1180	548	483	821	546	246	243	213	270	194	118	177	108	97	162	86	114	52	141	34	53	82	31	49	23	30	42	14	8	15	27	14	9	4	7	21	10	12	8	3	2	8	6	9	3	3	12	1	3	4	3	3	3	2	1	0	2	0	2	0	2	1	1	0	3	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	6973	1788	2373	641	980	720	295	198	522	333	111	126	107	166	116	64	101	61	57	93	47	65	20	74	19	28	45	13	28	16	18	30	5	4	9	15	6	4	3	4	19	7	6	5	1	0	1	2	6	2	3	8	0	2	3	2	2	1	1	1	0	1	0	1	0	1	1	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	11166	3374	3745	1261	1568	1186	573	479	765	551	258	244	237	257	183	116	165	114	102	157	67	127	55	124	36	47	70	31	60	30	33	40	20	11	14	24	34	12	4	4	23	10	9	9	3	2	7	12	5	2	4	6	1	2	4	3	3	1	3	0	0	2	0	2	0	1	1	1	0	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	6922	1786	2262	640	982	737	297	194	479	347	108	137	113	168	109	64	103	71	59	81	32	80	22	70	20	26	40	11	43	21	25	26	7	6	8	11	13	3	2	1	21	8	5	5	1	0	0	5	0	1	4	4	0	1	3	2	2	1	1	0	0	1	0	1	0	0	1	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10929	3426	3729	1246	1567	1164	566	468	757	535	279	265	243	245	174	101	143	127	98	146	53	141	51	130	40	42	73	26	72	38	48	37	15	13	15	26	30	12	6	4	15	9	7	10	3	4	8	20	5	2	8	1	1	2	3	2	3	2	3	0	1	2	0	3	0	1	0	0	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	6743	1833	2292	606	975	706	278	200	474	333	124	149	134	157	93	59	90	71	61	78	30	86	20	76	20	23	38	11	49	24	36	26	5	8	9	20	13	5	1	2	13	8	3	6	3	3	2	5	1	1	3	1	0	1	2	2	1	2	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10840	3457	3671	1227	1523	1170	568	451	691	549	295	275	252	253	180	95	125	127	103	123	49	161	48	128	45	36	55	30	70	37	46	38	18	21	15	35	35	10	6	4	10	6	6	10	5	4	6	23	3	2	8	1	2	3	5	1	3	2	2	1	2	1	4	1	0	0	0	0	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	6655	1804	2210	578	963	714	260	205	422	355	127	152	150	164	92	51	82	74	62	74	28	95	23	84	26	20	31	11	42	20	35	29	8	13	6	28	18	4	0	2	8	5	4	5	3	4	2	11	1	2	3	1	1	2	2	1	1	2	1	1	2	0	4	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10902	3422	3718	1220	1530	1107	540	463	710	584	284	259	247	279	189	106	120	121	119	134	52	151	43	123	51	35	49	29	75	24	39	33	17	18	17	31	20	10	9	4	7	4	6	5	6	4	4	21	5	2	8	1	1	4	5	3	1	2	2	5	2	0	4	2	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	6736	1816	2255	563	954	661	245	221	424	379	133	137	138	180	100	54	65	71	72	99	30	88	19	81	32	19	28	13	46	11	30	23	9	12	8	27	16	4	2	3	5	2	2	3	4	4	2	11	3	2	2	0	1	3	2	1	0	2	1	5	2	0	4	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	10985	3439	3764	1263	1534	1106	542	459	747	587	276	246	245	266	181	104	120	110	108	157	57	145	42	118	51	37	41	40	67	21	38	40	19	24	20	30	19	10	9	6	12	6	8	6	7	5	4	11	3	2	9	3	1	4	6	12	2	2	1	6	2	0	8	2	1	0	1	0	1	2	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	6753	1807	2298	606	958	675	259	221	462	371	150	123	141	166	100	45	59	67	53	122	31	90	19	73	32	21	24	15	44	9	29	27	10	15	6	23	12	2	4	6	8	3	4	4	5	5	2	8	2	2	3	0	1	4	2	10	2	2	1	5	1	0	8	1	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	11169	3421	3627	1258	1560	1125	552	481	763	573	266	241	239	262	182	116	136	106	93	168	64	129	49	110	38	44	46	38	57	21	28	34	21	22	14	24	20	10	11	7	13	5	9	5	6	7	3	10	7	0	3	4	1	4	5	13	2	1	1	5	1	0	6	1	1	0	1	0	0	2	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north9_active	80	6855	1832	2252	612	997	680	283	236	473	364	144	113	126	158	104	55	61	61	45	130	37	74	25	71	22	25	26	13	36	9	21	20	11	11	4	19	12	3	8	7	10	3	2	5	5	5	1	7	4	0	1	0	1	4	2	10	2	1	0	4	0	0	5	1	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	11101	3403	3656	1278	1568	1182	561	440	746	577	251	242	252	250	171	107	141	122	96	196	70	117	50	112	32	47	50	36	61	24	27	56	24	24	10	21	21	9	9	7	14	6	7	8	6	7	5	4	5	1	4	4	1	3	6	12	3	0	2	2	2	1	8	2	1	0	1	1	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0
0.03	north10_active	80	6749	1822	2293	636	976	715	306	213	455	335	137	123	133	144	93	49	73	70	42	157	46	67	24	73	15	29	33	15	34	14	21	27	9	11	1	16	9	2	6	7	9	4	2	5	5	5	3	2	3	1	2	0	1	3	3	11	2	0	1	0	1	0	6	2	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north11_all	80	10949	3506	3704	1327	1465	1129	566	434	739	549	276	231	247	270	172	102	138	140	107	189	86	142	49	137	50	53	61	22	58	23	18	53	16	15	20	33	30	10	9	9	18	3	5	6	5	4	4	2	6	0	6	11	4	0	1	5	3	0	0	2	1	1	0	0	0	2	1	3	2	0	1	1	0	2	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
