label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103
0.03	north6_all	80	33167	26080	12265	5577	3657	2658	3217	1705	1755	2004	1189	1617	677	860	490	529	416	651	377	439	216	189	372	210	210	209	410	88	131	62	88	66	44	43	67	33	77	48	39	26	21	35	21	16	21	9	21	6	12	7	5	15	13	3	0	5	18	3	5	6	4	3	8	2	6	1	8	0	1	1	2	1	2	1	5	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	18070	16386	7393	2856	1756	1240	1818	797	959	1187	633	1022	311	478	204	272	214	410	194	248	120	84	232	124	108	122	269	44	79	29	45	33	17	19	40	16	58	26	23	11	9	18	12	11	13	3	15	2	7	1	4	10	5	2	0	3	9	1	3	6	0	2	3	1	3	0	7	0	1	0	2	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	33332	25819	12204	5659	3656	2624	3216	1705	1765	2021	1191	1577	674	823	474	545	387	659	360	418	212	196	337	207	197	215	387	96	122	57	83	68	44	43	74	25	62	44	33	24	25	41	15	26	21	8	29	8	11	6	6	8	15	2	0	4	16	2	4	6	5	2	7	3	3	1	3	0	4	1	0	0	1	2	5	3	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	18277	16066	7476	2907	1726	1233	1807	781	949	1178	632	954	335	478	204	291	202	396	188	224	109	86	214	112	113	130	247	50	74	25	42	33	18	20	49	13	45	23	24	9	14	23	4	18	11	3	22	4	6	1	5	2	6	2	0	2	8	0	2	5	1	2	2	2	0	0	2	0	4	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	33306	26014	12153	5676	3657	2648	3144	1695	1785	1943	1170	1588	663	814	488	558	382	664	390	389	233	207	349	239	201	231	296	80	106	61	92	63	53	40	63	27	56	29	26	23	23	38	20	24	23	9	34	9	8	6	6	6	14	1	3	6	3	3	2	10	9	1	10	3	2	0	0	0	4	2	0	1	1	2	5	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	18127	16492	7513	2931	1754	1262	1762	782	939	1161	635	994	336	474	205	306	200	390	210	210	117	89	217	134	124	142	190	37	63	22	50	33	23	17	45	16	42	12	12	11	14	20	5	12	15	3	25	5	7	2	4	2	8	1	1	5	3	0	0	0	5	1	6	2	0	0	0	0	4	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	33442	26283	11835	5743	3652	2677	3236	1708	1704	1924	1180	1517	653	876	468	565	397	616	396	406	235	202	336	232	226	218	287	78	118	65	95	60	50	38	57	25	67	35	35	26	35	41	20	21	22	7	24	7	8	4	9	7	5	2	6	5	2	2	2	11	9	0	7	5	1	1	0	0	4	2	0	4	2	2	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	18371	16753	7267	2943	1727	1269	1890	794	884	1146	657	923	321	516	196	317	198	342	220	231	127	93	204	122	140	136	182	34	75	23	51	29	22	22	39	12	49	17	22	14	23	18	8	10	15	3	19	6	7	3	5	2	4	2	2	3	2	0	0	0	9	0	6	2	0	0	0	0	4	1	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	33456	26524	11890	5583	3629	2712	3269	1723	1719	1916	1143	1583	659	982	457	534	402	541	417	381	221	199	332	225	221	204	233	86	116	53	87	64	50	36	50	33	66	29	32	27	32	34	23	23	27	8	18	8	10	5	14	11	3	5	11	5	3	4	0	11	8	0	5	2	1	5	0	0	0	2	0	5	2	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	18415	16843	7154	2862	1722	1284	1926	801	888	1140	618	996	289	569	193	293	190	305	228	227	125	94	189	117	140	118	149	38	72	16	55	33	23	19	27	14	45	13	20	17	22	14	12	15	19	5	15	7	6	2	6	4	2	4	5	4	2	2	0	0	8	0	5	0	0	4	0	0	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	31389	23662	11325	5266	3499	2601	3073	1693	1733	1730	1107	1501	661	785	474	483	384	620	347	404	236	200	334	191	209	206	217	100	103	69	85	58	50	40	56	43	60	40	34	39	25	26	17	21	21	11	28	8	7	9	25	3	6	4	1	1	8	1	3	9	2	0	1	0	4	2	0	0	1	2	0	0	0	2	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0
0.03	north11_active	80	16712	14927	6655	2603	1598	1183	1699	751	914	956	575	911	301	432	214	252	171	362	196	229	122	100	205	108	120	114	122	42	55	30	42	31	23	21	32	19	33	24	15	19	14	16	8	11	13	3	14	5	3	7	14	2	2	2	1	1	5	1	1	5	1	0	0	0	4	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	north12_all	80	30734	23020	11088	5252	3506	2582	2932	1669	1763	1800	1060	1409	704	789	465	466	383	641	328	390	234	204	290	191	170	199	194	91	103	72	85	60	57	38	65	42	71	37	35	34	25	34	17	20	16	10	24	7	5	4	19	4	5	4	2	1	7	1	2	9	3	2	1	0	5	2	4	0	1	2	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0
0.03	north12_active	80	16212	14464	6489	2601	1573	1135	1578	734	913	989	536	835	333	426	212	263	178	383	185	221	107	95	187	101	97	122	113	42	53	34	38	32	28	23	36	19	36	23	13	17	15	20	9	13	6	2	11	6	3	3	14	2	2	1	2	1	6	0	1	5	2	1	0	0	4	2	4	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
0.03	north13_all	80	31475	23817	11560	5357	3508	2657	3050	1698	1796	1809	1078	1419	695	857	488	473	398	625	338	381	214	215	299	180	170	181	203	82	98	69	83	67	54	45	48	42	60	38	35	36	36	47	16	18	15	14	16	9	7	7	20	4	5	3	2	2	10	4	1	7	11	3	5	0	6	2	4	1	1	0	1	0	1	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	4	0
0.03	north13_active	80	16965	15085	6762	2660	1590	1166	1659	781	925	1028	563	854	321	484	220	264	183	400	180	209	90	104	193	97	110	113	126	40	46	34	44	30	29	25	28	18	34	21	14	17	12	31	11	9	6	4	8	7	4	4	15	2	2	0	2	1	7	2	1	3	11	2	4	0	4	2	4	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	4	0
0.03	north14_all	80	32516	25051	12044	5521	3496	2705	3121	1734	1872	1914	1107	1522	699	906	470	492	384	612	400	376	234	227	309	175	200	183	212	75	98	65	87	64	50	46	49	33	68	36	42	39	36	45	17	19	15	13	29	7	7	8	8	3	6	2	4	3	6	4	2	7	15	4	6	1	2	1	4	4	3	0	1	0	1	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	4	0
0.03	north14_active	80	17649	15648	7107	2765	1588	1202	1696	805	971	1132	577	910	340	536	209	263	191	408	228	204	100	103	190	96	135	121	129	41	49	34	51	31	21	23	20	15	37	24	23	17	16	30	9	10	7	8	21	5	4	4	5	2	5	0	2	1	3	2	0	2	14	2	5	0	0	1	4	2	2	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	4	0
0.03	north15_all	80	33527	26047	12481	5676	3572	2775	3339	1742	1877	2088	1150	1584	663	932	477	508	417	684	403	389	244	240	326	192	215	200	242	73	100	67	91	59	34	39	61	35	55	45	37	30	45	39	20	17	24	13	39	6	10	11	12	9	7	4	5	8	6	4	2	3	16	4	6	1	2	1	6	6	3	0	1	0	1	3	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
0.03	north15_active	80	18363	16386	7439	2855	1691	1248	1868	830	1003	1240	607	952	294	564	214	281	198	448	225	217	125	119	196	105	140	128	150	36	51	35	55	30	14	19	28	19	32	23	24	16	24	21	8	8	11	8	28	4	8	4	8	6	5	1	2	0	3	3	0	2	13	3	5	0	0	1	6	2	2	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
0.03	north16_all	80	33938	26489	12453	5719	3609	2762	3398	1724	1812	2044	1186	1616	678	935	485	525	419	698	426	401	264	226	329	197	207	208	238	65	103	65	94	63	38	37	70	25	55	49	33	32	30	32	21	14	43	16	45	6	7	9	12	10	7	4	3	7	5	3	2	2	12	4	3	2	1	1	2	5	3	1	0	1	0	2	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	18601	16496	7470	2882	1704	1267	1932	806	987	1224	602	960	290	559	217	295	207	441	251	227	140	115	184	111	127	135	151	31	60	29	55	36	14	15	32	13	28	30	21	18	22	19	10	7	29	10	30	5	6	4	9	7	6	2	0	0	4	2	0	1	5	1	1	1	0	1	2	2	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	33873	26418	12304	5734	3592	2812	3339	1711	1737	2086	1148	1538	671	914	497	552	419	673	395	404	263	219	330	208	175	231	238	67	104	66	92	65	30	32	83	29	63	48	31	39	32	24	23	17	44	7	35	5	9	5	14	13	8	5	5	9	5	1	3	0	14	3	3	1	1	1	3	4	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	18521	16549	7417	2910	1684	1316	1918	788	949	1278	580	916	272	554	217	320	204	420	229	237	136	116	187	122	101	139	149	28	58	29	49	32	9	12	44	15	34	26	24	30	25	12	7	8	28	3	23	2	7	2	13	7	6	3	1	1	4	1	1	0	8	1	1	1	0	1	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	33623	26684	12399	5725	3550	2830	3276	1764	1713	1947	1184	1617	656	897	493	559	405	683	399	381	267	193	319	206	175	246	253	70	95	67	99	67	33	52	79	38	67	40	45	46	28	13	25	20	32	7	24	10	11	4	13	15	5	5	3	9	5	1	4	2	11	2	5	3	0	1	5	5	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	18287	16666	7414	2963	1638	1334	1880	795	956	1205	585	1008	278	543	213	325	194	435	245	222	131	95	177	124	97	149	172	26	55	34	64	33	12	27	42	19	40	26	38	35	18	7	9	11	25	3	11	6	6	3	13	8	4	3	1	2	3	1	1	2	7	0	4	3	0	1	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	33548	26626	12424	5660	3402	2765	3256	1768	1691	1927	1147	1555	661	873	468	564	410	652	415	358	235	202	274	222	193	250	244	76	107	75	87	68	33	65	70	36	63	44	61	42	40	9	25	16	10	11	18	13	12	4	8	11	5	5	4	4	9	1	5	4	7	0	7	3	0	0	5	3	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	18193	16704	7395	2937	1566	1266	1849	786	910	1168	577	1002	286	527	203	313	188	444	258	207	114	97	150	131	118	155	178	34	70	37	49	35	13	35	36	17	42	27	42	32	26	5	11	10	8	5	10	5	5	3	6	5	3	2	2	3	7	1	2	2	6	0	6	3	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	33341	26728	12530	5578	3489	2678	3226	1785	1765	1980	1125	1562	640	907	488	534	406	697	445	335	238	210	327	219	195	266	249	79	101	72	94	64	30	61	84	34	88	52	69	34	35	9	26	22	10	13	20	15	11	5	7	8	4	4	5	2	7	3	3	4	3	0	6	2	0	1	4	3	2	2	1	1	1	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	18156	16928	7414	2937	1611	1218	1875	802	956	1192	574	980	288	560	208	277	185	465	290	177	101	97	201	121	117	180	187	35	61	32	55	38	12	40	47	16	68	31	41	21	22	7	18	18	9	6	12	9	4	4	4	6	2	2	2	2	6	3	1	2	2	0	6	2	0	1	4	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	33146	25930	12277	5538	3514	2649	3299	1729	1784	1925	1158	1650	635	924	479	532	424	655	348	408	230	215	441	202	242	212	275	82	141	69	86	65	45	43	74	28	80	46	69	26	19	24	15	10	39	12	24	14	12	8	30	9	4	6	6	2	6	3	0	8	6	1	3	4	5	3	0	0	4	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	17931	16382	7233	2807	1694	1243	1886	808	959	1108	570	1028	293	538	220	273	186	413	174	256	129	99	267	113	150	143	179	33	93	33	50	40	27	21	45	14	45	26	57	14	12	12	10	6	29	7	19	3	5	2	17	5	0	4	5	2	5	2	0	5	3	0	2	4	4	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	33201	26509	12287	5663	3518	2685	3368	1736	1783	1950	1147	1621	653	918	459	577	411	652	381	431	231	240	441	218	206	201	316	73	140	74	104	66	37	38	54	24	83	56	73	38	19	26	19	7	30	11	18	13	13	10	24	12	7	7	4	3	4	3	1	8	7	1	3	0	2	3	0	0	5	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	17948	16791	7172	2860	1644	1260	1915	809	947	1173	576	995	296	529	214	286	205	432	189	270	132	115	276	121	123	134	214	31	96	36	57	40	22	22	30	9	45	34	51	25	13	13	12	5	19	6	13	3	5	3	13	8	2	4	4	3	3	2	1	4	3	0	3	0	1	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	33086	26189	12326	5693	3474	2658	3262	1726	1808	1952	1192	1663	662	893	452	556	397	687	399	395	226	228	391	227	198	236	318	70	111	62	98	74	34	38	59	36	63	46	76	38	30	24	23	16	26	13	15	13	8	9	17	10	8	11	3	4	2	1	2	4	16	3	2	3	0	2	1	3	4	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	17929	16575	7286	2842	1638	1262	1849	790	951	1169	626	1049	296	497	207	276	207	469	206	242	124	108	259	108	102	170	205	31	73	31	52	41	21	23	31	14	38	25	51	29	14	16	11	13	19	7	10	4	4	2	11	7	3	6	3	3	0	1	2	2	4	0	2	3	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	33250	26026	12293	5584	3495	2666	3193	1685	1788	1953	1192	1590	660	887	439	561	397	679	400	374	220	205	370	221	183	260	292	75	120	69	109	74	40	41	55	43	54	48	42	43	37	22	29	18	19	14	17	7	11	11	10	16	8	9	2	4	3	1	2	8	11	3	2	7	3	1	1	5	2	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	18092	16433	7224	2774	1598	1281	1817	771	962	1187	653	999	298	514	199	281	222	467	222	217	123	104	242	104	97	182	180	37	73	28	53	39	21	24	32	20	34	32	18	31	14	16	14	12	11	7	11	3	7	2	4	11	5	6	1	2	0	0	2	1	1	0	2	7	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	33518	26370	12431	5535	3526	2733	3133	1683	1851	1994	1147	1557	663	886	480	542	388	726	389	374	227	163	360	226	186	280	253	78	109	67	85	68	46	45	67	44	64	41	53	45	39	21	30	23	20	13	17	10	9	8	10	11	9	7	3	5	5	1	2	7	11	2	2	7	3	2	1	5	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	18308	16675	7287	2807	1638	1300	1791	773	1022	1166	623	948	280	525	217	268	197	474	228	206	117	75	225	117	101	190	156	35	65	34	42	32	23	24	37	22	49	28	34	28	13	14	16	18	13	5	10	5	6	2	2	7	4	4	2	2	2	0	2	0	3	0	2	7	3	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	33561	26709	12500	5504	3564	2773	3120	1694	1859	1903	1104	1506	654	916	503	564	398	707	397	398	230	181	378	245	189	243	236	91	139	65	92	56	54	47	77	37	71	55	55	46	33	25	27	21	21	12	21	8	9	6	9	10	6	5	4	5	6	5	3	10	3	3	5	4	7	1	1	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	18376	16859	7360	2850	1627	1319	1750	774	1042	1143	604	890	264	573	213	292	197	451	244	220	110	87	236	137	104	148	144	45	80	31	41	29	23	21	43	17	56	40	38	28	14	16	13	16	14	6	17	4	7	2	2	8	2	3	2	3	3	4	3	3	2	2	5	4	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	33591	27262	12456	5499	3528	2752	3239	1690	1849	1927	1095	1498	648	872	517	560	423	627	393	408	256	195	357	229	200	216	212	85	141	57	97	55	53	51	65	44	77	46	49	46	34	26	18	17	26	12	16	10	12	6	15	5	6	6	4	6	6	5	4	5	6	3	4	0	7	1	1	2	0	1	0	2	2	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	18315	17172	7281	2832	1638	1280	1810	766	1044	1143	572	904	265	548	222	310	200	388	231	207	116	93	213	142	114	121	123	38	87	29	45	31	23	21	41	26	58	30	36	29	19	17	8	13	19	7	12	7	10	2	7	3	3	3	2	5	4	4	4	3	4	2	4	0	5	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	33436	26962	12359	5590	3552	2697	3381	1723	1797	1988	1136	1525	639	823	491	555	429	612	402	439	263	208	385	230	202	200	248	81	141	59	127	54	46	53	64	41	83	40	49	35	25	29	17	12	32	10	21	7	13	4	13	4	6	7	2	7	4	5	4	5	7	3	4	4	5	1	1	0	0	1	1	1	1	5	0	0	1	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	18135	16934	7187	2855	1650	1290	1930	770	978	1210	615	955	264	486	209	313	215	375	245	233	124	105	235	134	123	105	142	41	86	29	68	34	19	21	30	24	63	26	29	21	14	22	7	7	27	6	15	4	8	2	7	3	4	2	0	4	3	5	3	3	5	2	4	0	2	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
