label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100
0.03	north11_all	80	46999	25194	8535	5942	5789	2992	2677	3462	1624	2243	1396	1033	878	835	1140	484	818	436	530	300	281	226	196	301	142	116	120	169	139	69	99	75	50	82	49	52	42	29	34	43	42	30	28	14	9	16	17	23	7	11	8	3	3	9	7	6	6	4	1	5	2	5	1	0	0	0	3	2	2	1	0	0	4	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north11_active	80	35617	20446	3670	2612	3961	742	1271	2662	508	1739	834	445	393	514	922	109	668	221	404	172	131	110	104	227	41	29	35	139	113	16	65	53	24	71	6	43	28	3	25	39	28	17	13	0	3	7	9	18	1	4	3	2	1	6	3	3	3	3	1	2	1	1	1	0	0	0	3	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north12_all	80	46824	25151	8404	5950	5786	2975	2764	3465	1580	2282	1386	1006	856	792	1081	491	848	433	541	344	276	222	190	284	149	117	117	172	134	63	86	74	56	71	46	48	38	27	41	27	48	25	21	15	14	19	16	20	5	13	12	3	5	12	3	6	7	6	2	6	2	7	2	0	5	0	2	3	2	2	0	0	3	0	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north12_active	80	35348	20417	3585	2630	3955	746	1319	2632	519	1793	816	428	404	468	877	105	707	203	415	206	128	103	98	216	44	31	28	137	110	17	56	56	27	57	8	38	29	3	28	23	35	18	11	2	6	7	8	15	0	4	7	2	3	6	1	2	3	3	0	2	1	4	2	0	3	0	2	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north13_all	80	47286	25144	8485	6072	5863	2995	2705	3463	1609	2376	1370	1014	812	798	1067	495	868	409	519	342	234	229	168	322	147	115	116	172	158	75	90	84	60	74	38	52	53	23	52	24	46	29	19	13	14	16	10	27	7	16	12	6	8	8	3	9	4	5	2	2	1	5	3	1	5	1	1	3	3	2	0	0	3	2	1	0	0	1	0	0	2	0	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	36057	20542	3625	2808	4123	784	1308	2684	547	1878	829	429	380	468	862	109	717	205	402	211	107	117	71	264	43	26	31	140	124	19	60	65	31	59	9	41	39	3	34	19	30	24	12	4	8	6	5	22	0	4	6	0	5	3	0	2	1	3	0	1	1	4	3	0	3	0	1	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	49543	26689	8666	6186	6159	3069	2776	3523	1595	2644	1386	974	809	815	1103	482	946	418	562	370	240	227	179	290	155	116	117	170	169	66	100	98	59	99	39	64	57	21	46	40	40	31	14	15	14	14	6	26	6	10	17	9	7	8	3	9	3	4	3	1	2	4	2	1	5	2	1	2	2	2	0	0	0	2	0	0	0	1	0	0	2	0	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	38795	22220	3967	3013	4537	878	1404	2843	540	2164	882	417	393	483	898	108	809	221	456	235	103	121	89	240	45	30	37	139	135	18	72	76	26	80	10	51	43	3	25	36	28	25	10	5	9	7	3	21	0	2	9	1	5	4	0	2	1	2	1	0	0	3	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	49559	26587	8845	6244	6220	3067	2734	3522	1632	2601	1417	964	850	843	1102	484	911	415	590	331	242	216	181	286	148	120	104	197	154	65	102	102	51	87	39	64	50	26	45	41	26	26	17	14	18	10	6	23	7	7	12	8	8	5	1	10	8	2	1	0	3	0	4	1	2	6	1	1	2	0	0	0	0	2	0	0	1	1	0	0	0	0	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	38910	22261	4072	3109	4700	871	1389	2854	546	2142	907	395	407	506	898	111	767	232	487	194	101	114	83	231	40	29	38	161	114	20	76	74	23	72	8	54	37	5	23	35	17	21	11	3	9	5	3	18	0	2	8	1	6	3	0	1	2	1	1	0	0	0	3	0	1	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	50141	26742	8860	6159	6305	3016	2688	3536	1557	2570	1483	948	851	837	1105	498	877	425	576	295	250	225	208	293	148	114	100	220	152	70	101	98	55	133	46	64	49	29	40	45	30	26	18	17	15	11	10	16	8	5	6	8	5	6	1	6	7	2	1	1	4	0	3	0	4	5	0	0	1	0	1	0	0	2	1	4	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	39373	22413	4093	3003	4740	880	1337	2831	494	2118	939	395	408	500	905	123	717	227	477	160	108	119	95	240	33	26	34	185	111	27	76	68	25	118	9	56	39	5	23	38	22	20	13	3	6	7	5	11	0	2	3	2	4	4	1	1	3	1	1	0	1	0	1	0	2	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	50123	26919	8749	6135	6154	3072	2723	3617	1606	2438	1454	1010	896	817	1119	494	858	462	585	293	264	248	213	281	152	112	84	218	148	76	88	83	57	133	51	70	38	27	36	47	27	33	14	13	16	12	9	13	11	5	3	7	19	5	3	6	7	5	0	2	4	2	3	1	7	5	1	0	2	0	1	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	39415	22587	3952	2936	4557	877	1359	2875	539	1976	899	420	434	482	917	122	694	257	465	160	126	127	94	221	32	28	22	187	110	30	64	53	29	120	14	61	27	4	24	39	21	27	8	2	6	7	5	9	2	1	2	1	19	3	2	2	3	2	0	0	1	1	1	0	4	4	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	50503	26936	8728	6112	6235	3078	2784	3612	1609	2397	1464	1005	895	792	1111	523	864	455	644	326	253	253	235	269	140	131	90	219	151	77	98	96	55	136	53	89	47	26	31	58	31	35	17	9	16	10	10	18	13	4	6	9	20	5	4	7	3	3	1	2	2	2	3	1	6	2	1	0	1	0	1	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	39790	22564	3983	2869	4546	865	1390	2868	513	1915	888	431	429	463	925	128	711	251	523	182	117	133	103	213	29	32	29	191	115	33	73	63	27	122	14	81	32	4	25	49	21	27	10	2	5	4	3	14	5	2	2	1	20	3	3	2	3	1	0	0	1	1	1	0	3	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	50252	27448	8674	6149	6323	3142	2803	3574	1592	2460	1458	987	866	821	1090	499	870	465	638	353	238	256	235	278	143	128	97	197	158	77	103	81	58	95	50	91	46	24	33	61	46	33	20	6	20	7	14	11	14	5	6	8	17	3	5	8	2	6	1	2	0	3	0	1	6	3	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	39476	22986	3957	2905	4622	865	1398	2851	514	1973	872	423	414	473	903	116	739	254	517	199	110	131	112	225	29	40	32	168	121	30	81	55	27	80	9	82	31	5	25	55	34	26	11	1	4	3	2	7	6	2	3	0	17	1	3	2	2	3	0	0	0	2	0	0	2	3	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	50348	27544	8674	6079	6394	3187	2832	3547	1601	2421	1552	1018	825	804	1179	490	842	430	629	370	247	251	247	270	146	144	109	212	150	73	118	96	62	72	48	78	48	27	32	65	46	19	19	9	23	11	16	13	12	6	6	9	4	2	4	9	3	5	2	0	3	2	1	1	2	4	1	3	2	0	1	1	3	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	39508	23065	3965	2843	4714	908	1421	2836	497	1948	935	449	408	479	996	112	724	223	523	211	111	124	120	216	33	37	37	178	122	29	88	64	21	57	6	71	28	6	25	57	37	15	9	1	7	10	4	7	4	3	3	1	4	1	2	2	3	2	0	0	2	2	1	0	0	3	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	46724	25478	8417	5912	6089	2991	2773	3393	1650	2344	1324	930	903	745	1152	496	788	460	548	337	252	268	208	242	142	139	127	149	120	84	94	106	52	95	44	96	40	32	39	32	28	22	11	19	13	12	19	14	6	9	9	6	30	7	9	2	4	2	1	5	5	3	5	1	1	6	1	5	2	1	0	2	1	2	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	35284	20834	3516	2620	4295	688	1401	2639	513	1853	759	420	427	401	953	116	634	254	410	192	117	131	112	188	25	32	43	109	91	28	60	81	20	65	10	81	27	5	28	20	19	14	5	4	5	3	14	10	2	1	2	0	30	5	3	2	2	2	1	0	3	2	2	0	0	3	1	3	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	44880	23939	8332	5836	5741	2966	2721	3194	1646	2251	1256	935	921	777	1088	498	709	441	505	294	258	255	208	228	145	133	116	127	126	71	85	110	45	75	51	95	40	34	39	36	32	20	15	15	14	14	18	13	8	12	6	5	26	10	9	6	3	3	2	3	2	4	3	1	2	7	2	6	2	1	0	0	2	3	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	33020	19161	3327	2435	3870	679	1319	2395	492	1740	696	417	404	430	871	109	560	221	375	159	112	117	100	162	26	28	45	90	92	20	55	88	13	55	15	82	24	5	28	23	23	15	9	3	4	4	14	7	4	3	1	0	26	5	3	3	1	3	1	0	2	2	3	0	2	5	1	2	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	43660	23245	8257	5761	5485	3079	2680	3095	1613	2172	1322	925	893	779	1076	504	662	417	513	288	263	259	211	256	151	125	124	130	138	53	66	114	45	70	48	75	47	41	28	44	22	22	11	12	13	13	14	14	12	8	5	8	7	9	4	7	3	4	4	5	3	3	2	0	2	3	1	3	1	2	1	0	2	1	2	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	31623	18317	3222	2327	3606	675	1224	2247	465	1656	727	376	377	438	854	108	513	207	380	145	113	116	96	183	33	22	46	88	100	18	41	82	15	54	18	65	28	11	19	34	14	17	7	3	4	3	9	8	6	2	0	3	5	3	2	3	0	3	1	0	3	1	2	0	2	2	0	0	1	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	45926	24424	8548	5872	5620	3012	2689	3162	1617	2261	1456	950	874	840	1080	460	683	402	618	314	255	248	207	264	147	127	127	178	125	58	78	112	53	70	48	101	41	50	30	57	28	23	13	12	16	13	18	12	13	8	5	10	9	9	4	8	7	7	4	4	3	4	1	0	2	2	1	2	0	1	1	1	1	1	1	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	34323	19636	3535	2452	3874	741	1238	2357	480	1754	905	388	383	493	871	97	544	199	488	182	122	117	92	190	37	26	52	139	90	21	48	84	18	57	18	93	23	11	23	49	20	15	8	3	3	4	12	4	5	2	1	4	5	2	2	2	2	6	1	0	1	1	1	0	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	48306	25871	8669	5967	5897	3032	2728	3274	1630	2270	1512	979	909	854	1083	453	683	423	596	315	265	237	202	246	148	139	122	186	169	69	72	101	50	75	47	97	41	41	27	63	21	22	13	12	15	11	22	19	11	7	9	10	6	10	4	3	7	4	5	3	6	4	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	37169	21253	3775	2670	4193	803	1321	2476	499	1801	961	411	415	515	887	96	543	227	483	190	130	115	89	185	41	33	49	145	135	25	47	70	20	62	16	87	26	10	19	56	14	15	8	1	2	4	15	9	2	1	2	4	2	5	2	0	3	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	50564	27243	8843	6098	6249	3031	2749	3436	1685	2406	1522	957	917	851	1167	470	853	453	637	337	269	238	205	269	138	131	122	181	173	86	79	87	55	91	43	101	47	28	27	59	22	20	21	9	14	12	26	17	13	8	9	9	7	8	5	3	6	6	5	3	6	2	0	3	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	39796	22762	4011	2858	4591	858	1385	2682	541	1950	991	416	440	528	962	103	715	244	537	209	131	114	102	207	35	35	42	140	142	29	59	57	20	78	12	90	32	6	19	52	17	16	8	1	2	5	15	9	1	2	3	3	4	5	2	0	3	3	3	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	50708	27427	8860	6142	6348	3073	2768	3467	1657	2495	1469	979	920	837	1215	476	895	440	602	340	277	229	203	230	141	135	113	166	171	85	71	101	57	86	43	93	45	28	40	61	25	27	27	11	13	16	21	17	10	8	6	7	8	9	6	5	3	2	4	4	4	0	2	5	3	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_active	80	39938	22988	3940	2954	4657	867	1416	2688	541	2052	913	440	439	498	1001	108	733	221	510	209	124	105	104	178	37	37	31	130	135	31	47	73	20	73	10	81	33	8	29	52	22	25	9	3	3	9	11	10	0	2	2	2	6	6	4	1	2	0	2	1	1	0	1	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	49563	26827	8751	6012	6371	3074	2766	3361	1605	2547	1447	957	871	797	1205	490	887	427	557	327	298	237	221	238	147	139	119	162	158	85	90	97	64	83	41	67	41	26	45	52	24	32	25	13	11	12	20	19	9	10	5	7	18	10	6	4	3	2	3	7	2	0	3	4	3	0	2	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	38878	22329	3850	2831	4693	858	1408	2621	518	2072	910	422	413	459	976	110	724	214	457	188	128	122	111	186	39	39	30	136	119	29	64	73	24	74	11	56	25	9	33	41	20	22	10	4	5	6	12	13	0	1	1	2	16	2	5	1	1	0	1	1	1	0	1	2	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	47157	25676	8501	5865	6110	3050	2689	3173	1605	2459	1355	976	845	777	1149	476	831	413	576	337	292	236	210	211	142	144	111	178	143	92	87	89	60	85	41	60	35	32	47	42	25	29	19	18	12	8	14	23	7	6	3	7	14	13	5	5	2	1	2	6	3	1	4	3	5	0	5	0	2	1	0	2	1	1	3	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	36025	20991	3597	2582	4396	814	1305	2427	490	1941	836	400	379	446	906	109	656	204	468	189	116	119	92	157	30	37	34	147	101	34	55	64	23	73	8	45	22	6	33	31	21	16	12	3	5	5	7	17	1	0	0	1	13	5	5	1	0	0	1	0	2	0	1	0	2	0	4	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
