label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96
0.03	north9_active	80	7112	2377	6203	1346	534	305	1709	110	148	216	76	57	80	30	83	174	259	36	72	125	20	68	34	24	69	23	82	10	11	18	56	34	55	12	17	1	8	1	12	4	1	2	1	1	3	2	5	15	2	6	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	10756	4255	6756	2078	1262	898	1784	465	464	406	313	253	252	167	172	230	301	103	117	135	67	96	66	42	76	53	76	23	25	19	42	35	51	20	27	12	16	4	15	10	5	6	2	2	6	7	6	13	4	7	4	1	2	0	1	1	1	4	3	0	1	0	1	2	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7104	2384	6069	1353	566	295	1559	102	143	204	81	59	86	27	80	175	257	26	70	104	20	71	29	16	54	30	68	8	10	11	36	30	46	12	21	4	9	0	12	4	3	2	1	1	4	4	4	11	3	4	1	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	10918	4194	6960	2003	1168	824	1844	506	403	414	309	234	219	203	171	238	285	114	119	164	56	129	70	53	91	34	97	28	26	22	37	38	43	19	18	7	10	8	17	10	5	11	9	5	4	3	3	8	3	1	3	2	0	1	1	0	2	0	0	0	2	1	3	0	2	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	7191	2378	6237	1238	534	297	1598	131	132	198	84	58	75	49	85	185	243	35	66	141	11	98	24	23	66	17	89	16	5	11	31	35	37	12	16	4	8	3	15	6	2	8	0	3	1	0	2	5	1	1	1	1	0	0	0	0	2	0	0	0	1	1	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	10972	4212	6925	2006	1160	843	1883	491	421	414	335	225	216	198	173	225	308	110	131	145	53	113	70	49	76	32	88	29	30	25	43	42	67	19	13	7	8	11	12	10	2	7	9	4	4	4	4	10	2	2	1	4	0	2	1	0	3	2	0	0	2	1	2	0	2	0	0	1	1	0	2	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	7229	2355	6214	1258	530	303	1644	124	143	203	82	51	77	54	90	170	257	33	73	118	12	83	23	21	58	16	79	12	6	13	35	39	62	13	11	3	6	2	9	6	1	5	1	3	1	0	2	7	1	2	1	1	0	0	1	0	2	1	0	0	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	10859	4238	7165	1959	1175	829	1974	493	425	403	320	251	215	196	173	227	316	117	118	152	46	97	66	48	79	30	68	31	23	24	42	46	61	18	17	7	8	10	13	10	2	7	6	3	7	3	19	8	1	5	2	5	0	2	2	1	1	2	0	0	2	1	0	0	1	0	1	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	7171	2353	6422	1214	546	287	1728	119	161	220	81	60	78	61	84	169	268	30	71	124	11	69	25	27	63	12	60	15	7	12	32	42	55	10	14	3	5	0	9	5	0	5	1	2	2	0	16	8	1	4	1	1	0	0	2	0	0	1	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	10747	4123	7040	1961	1207	868	1905	500	442	436	327	251	224	191	173	225	330	106	119	147	45	97	72	47	74	37	53	29	23	25	35	38	58	10	27	9	13	6	13	10	4	6	7	3	6	4	18	8	1	6	2	5	1	3	2	2	1	3	0	0	1	1	0	2	0	0	1	3	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	7100	2241	6318	1212	562	289	1664	112	153	236	83	57	82	54	81	162	293	30	64	115	11	75	25	22	56	16	43	13	8	14	25	33	50	5	22	4	12	0	9	4	0	3	2	2	3	2	16	8	1	5	0	2	1	0	2	0	0	1	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	10815	4199	6871	2031	1184	873	1936	513	429	434	325	262	207	194	173	201	310	98	104	160	51	110	58	59	70	34	52	30	26	17	34	36	39	15	31	7	12	6	15	13	4	9	5	2	6	3	20	9	2	4	3	2	2	3	2	5	0	3	0	1	0	0	0	2	0	0	2	2	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	7116	2251	6166	1244	544	294	1678	123	133	225	89	67	75	54	74	147	271	25	65	125	8	89	22	27	48	14	44	17	6	7	26	30	31	9	24	4	11	0	11	4	0	6	2	1	2	2	19	9	2	3	0	1	1	0	2	1	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	10741	4164	6890	2052	1193	860	1808	520	433	421	313	270	208	175	175	223	276	107	101	146	58	121	63	57	73	39	56	38	26	24	42	36	45	16	21	8	9	8	10	10	4	7	3	3	2	5	5	9	1	6	5	4	2	3	0	4	0	1	0	1	1	0	0	3	0	0	1	2	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	6932	2244	6164	1245	551	291	1572	135	136	217	91	65	69	49	83	170	236	35	63	110	8	103	27	25	50	16	47	22	5	12	33	31	38	11	15	5	9	1	7	2	0	5	1	2	1	3	5	8	1	6	1	2	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	10555	4211	6888	2060	1214	867	1892	539	424	407	318	281	224	153	168	252	265	102	98	132	70	114	60	59	74	49	83	33	26	21	42	31	32	13	22	13	9	11	9	9	5	8	1	2	2	4	4	9	1	6	4	2	2	2	0	3	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	6757	2301	6152	1265	585	292	1664	146	132	206	90	69	70	44	85	193	223	29	53	98	12	99	26	27	57	20	73	17	4	12	35	25	28	9	14	9	9	1	7	3	0	4	0	2	1	2	4	7	1	5	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	10365	4172	6725	1969	1189	857	1859	521	405	407	327	271	232	145	178	252	250	109	95	140	79	101	56	47	75	46	76	25	28	21	43	32	79	9	16	12	7	10	11	10	7	7	3	4	1	3	5	4	1	7	3	2	3	2	0	2	0	0	1	3	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	6600	2257	5955	1240	570	264	1630	142	139	211	89	58	75	41	94	200	202	33	47	96	20	82	30	24	58	20	67	12	6	13	35	28	76	6	11	8	6	1	10	4	1	2	0	3	1	1	4	2	1	6	1	1	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	10109	4058	6068	1819	1206	835	1777	540	423	392	321	265	224	157	162	246	229	109	93	140	74	102	52	49	70	40	86	21	32	21	36	39	88	7	22	14	8	8	12	11	7	12	3	3	1	1	5	7	2	9	3	2	2	1	1	0	0	0	1	3	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	6342	2118	5286	1097	547	246	1538	137	121	199	89	56	76	35	81	189	190	34	48	104	22	76	28	23	54	19	77	9	12	10	29	32	84	2	16	10	4	1	10	4	1	6	0	2	1	0	4	6	1	6	1	0	0	1	1	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9811	3968	5528	1780	1171	851	1556	531	437	366	291	259	228	170	183	207	219	103	91	136	75	98	51	45	65	41	73	22	37	25	48	35	105	11	20	10	9	6	14	10	7	13	8	4	4	1	9	5	2	4	2	1	3	0	1	0	0	2	1	3	1	2	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	5892	1983	4704	1001	477	247	1324	125	113	171	78	60	76	33	79	146	178	25	50	103	25	65	28	18	52	20	62	8	15	13	42	28	102	6	15	5	4	1	11	3	2	6	1	3	2	0	8	5	1	2	1	0	1	0	1	0	0	2	0	2	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10747	4434	6725	1940	1183	830	1944	520	417	410	304	244	195	175	167	212	280	98	122	120	64	99	42	55	85	38	99	30	20	24	88	40	70	18	17	8	12	11	23	3	9	6	3	2	7	5	6	7	6	5	1	2	1	1	12	0	1	0	2	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	7200	2490	5956	1225	536	271	1737	154	129	223	92	55	62	48	94	159	237	31	77	94	16	74	22	30	64	18	91	13	5	14	78	32	59	12	10	3	6	4	22	1	3	3	1	1	0	2	6	5	4	4	0	2	0	0	12	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10569	4443	6704	1904	1177	792	1914	521	407	390	307	249	187	169	168	237	253	102	149	123	56	118	36	57	76	34	85	32	20	27	73	39	58	15	16	14	13	10	18	6	10	8	3	1	7	2	5	9	4	2	0	4	0	3	5	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	6935	2490	5929	1205	523	263	1689	152	133	210	87	48	66	53	85	175	222	31	96	101	15	97	17	32	60	19	80	11	7	15	64	31	50	11	13	7	6	4	15	3	2	5	0	0	0	1	5	8	3	1	0	3	0	2	5	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	10661	4332	6675	1934	1120	813	1927	532	419	388	333	264	170	176	161	252	287	100	147	147	70	122	40	62	77	33	62	34	21	23	46	43	64	12	17	12	14	9	20	7	13	7	3	0	5	5	6	10	3	3	0	4	1	3	8	1	0	0	1	2	1	1	4	0	1	0	0	1	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south23_active	80	7020	2472	5931	1224	502	283	1690	150	142	209	83	50	57	49	74	186	255	35	95	126	15	99	18	41	59	16	54	13	8	13	38	40	57	9	15	7	7	4	16	2	5	4	1	0	0	1	6	9	3	1	0	3	0	2	8	0	0	0	1	2	0	0	4	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	10621	4169	6871	1913	1120	844	1946	522	441	379	346	285	188	177	179	250	280	102	124	162	81	137	39	54	89	36	61	33	24	22	45	50	63	23	14	11	17	11	36	7	9	10	4	0	4	4	3	7	1	2	0	3	1	4	5	4	0	15	1	2	0	1	3	0	1	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south24_active	80	6964	2332	6130	1217	499	301	1701	135	143	195	90	58	70	53	76	184	241	27	73	144	25	115	18	32	72	18	53	15	8	10	39	49	55	17	12	5	12	2	30	2	4	7	1	0	0	0	3	6	1	1	0	1	0	3	5	0	0	15	1	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_all	80	10149	4059	6224	1915	1100	869	1740	513	439	379	340	264	199	173	170	201	281	110	106	150	88	114	42	58	84	37	67	27	22	23	32	49	58	21	14	9	17	14	35	3	8	9	7	1	3	3	3	1	5	3	1	3	2	3	3	4	0	15	1	3	0	1	3	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
0.03	south25_active	80	6447	2135	5461	1162	464	280	1476	142	143	188	80	59	71	54	70	136	245	19	60	123	32	96	19	34	67	15	56	13	8	8	28	45	46	15	11	3	13	2	31	0	5	7	2	1	0	0	3	1	5	1	0	1	0	2	3	0	0	15	1	3	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	9673	3986	5659	1798	1095	856	1630	511	461	381	326	255	223	186	174	185	246	104	93	126	77	121	43	56	79	41	85	34	22	25	34	47	57	24	18	10	20	14	42	6	6	5	6	2	3	3	4	0	5	4	1	3	2	3	0	3	0	16	0	2	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south26_active	80	5852	1958	4869	1027	449	255	1364	138	126	172	73	60	80	52	69	126	209	14	52	101	29	97	17	28	63	17	72	14	8	13	31	41	45	17	12	3	15	1	35	0	2	3	1	2	0	0	4	0	5	2	0	1	0	1	0	0	0	16	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	9196	3851	4842	1764	1094	837	1401	529	479	379	302	233	217	184	178	165	221	111	106	95	79	97	41	53	82	40	61	31	19	28	41	34	30	16	20	13	18	9	29	4	4	6	5	3	3	0	7	2	6	5	1	2	3	2	1	0	0	3	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	south27_active	80	5247	1800	4006	948	406	217	1117	141	117	162	61	56	68	50	65	106	181	27	50	72	27	73	16	23	66	17	51	9	5	13	34	24	20	9	15	4	15	2	23	0	1	3	1	3	0	0	6	1	5	3	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9335	3871	4719	1769	1100	836	1359	551	457	380	312	230	246	180	170	183	226	103	105	108	82	96	43	43	72	34	61	34	14	29	39	40	25	18	24	15	14	7	21	6	7	9	2	3	3	2	7	4	3	5	0	1	2	3	2	2	0	7	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	south28_active	80	5300	1836	3918	959	410	243	1081	129	119	165	67	59	71	45	61	122	174	28	49	82	27	72	15	19	54	14	48	11	2	15	30	28	20	8	18	4	10	3	17	0	2	6	0	3	0	0	6	3	2	3	0	1	0	1	0	0	0	7	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9643	3876	5449	1842	1150	816	1409	505	465	408	315	235	258	178	173	208	266	91	120	117	83	93	46	47	88	37	43	31	17	21	58	37	39	20	22	14	12	6	21	5	6	11	0	5	2	3	6	7	1	5	1	1	1	1	2	4	1	8	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_active	80	5677	1946	4662	1057	469	259	1173	117	133	194	75	60	73	51	73	148	207	29	53	88	25	72	20	23	67	14	30	10	4	11	47	30	35	8	16	3	8	3	19	1	2	7	0	2	0	0	5	5	0	2	1	0	0	1	0	2	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10166	4021	6243	1950	1178	839	1538	507	445	446	333	235	236	168	175	227	254	99	133	120	82	99	45	53	92	27	55	22	20	25	56	47	38	17	22	14	15	6	32	7	8	11	2	4	4	5	3	6	7	5	1	2	2	2	1	4	1	7	1	0	2	2	1	0	0	1	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	6274	2117	5492	1187	507	264	1329	115	136	222	88	60	75	55	89	180	205	25	72	93	24	82	19	26	72	11	42	8	6	12	50	43	36	7	16	3	10	3	29	1	3	7	1	1	2	0	2	5	6	0	1	1	0	2	0	2	0	7	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10623	4222	6840	2055	1180	865	1761	544	457	432	275	260	198	187	203	255	252	111	133	164	70	107	47	52	70	40	59	28	16	21	43	54	56	14	16	20	21	8	12	7	3	8	6	8	3	4	2	2	7	4	3	1	5	3	3	2	1	1	1	1	0	1	0	1	2	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
