label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	8969	3075	5567	1129	911	589	443	539	282	547	324	450	175	111	139	109	106	50	46	41	36	20	14	13	22	4	18	5	19	14	6	1	2	5	6	2	1	2	2	0	0	0	2	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	5	0
0.03	north1_active	80	5720	1216	4941	423	499	159	210	395	149	475	262	412	145	59	114	80	88	17	25	13	24	11	10	6	18	0	14	1	17	12	2	0	0	4	2	1	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
0.03	north2_all	80	8971	2994	5637	1138	923	626	476	543	282	548	321	475	171	108	124	113	83	44	47	43	33	24	10	15	25	5	17	6	16	12	5	1	2	5	1	2	2	0	2	0	0	0	1	0	3	1	0	0	0	1	1	0	0	0	1	0	0	0	0	5	0
0.03	north2_active	80	5692	1185	5022	418	514	189	218	402	158	477	248	431	143	58	102	83	70	16	26	14	22	10	6	9	22	2	12	1	14	10	2	0	0	2	0	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
0.03	north3_all	80	9084	3121	5516	1123	923	621	496	504	294	576	316	462	170	107	139	116	79	47	49	36	31	21	12	13	24	6	18	4	18	12	3	1	2	5	1	2	2	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0
0.03	north3_active	80	5696	1249	4906	396	499	194	221	370	158	505	237	425	127	56	115	85	63	20	31	12	21	7	8	7	22	2	15	0	15	12	1	1	0	2	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
0.03	north4_all	80	8991	3026	5549	1112	913	606	474	531	313	554	317	433	176	111	148	116	84	40	49	32	37	25	17	13	19	9	24	7	9	17	1	1	2	3	0	1	3	0	0	3	0	0	1	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	5608	1251	4944	390	502	197	209	405	164	484	232	393	126	57	128	90	67	17	35	10	27	10	12	8	16	2	20	1	6	17	1	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	9015	3123	5403	1125	925	609	457	535	321	528	299	461	171	107	173	121	84	36	42	21	40	24	23	12	30	8	21	10	20	9	0	2	1	1	1	1	2	0	0	3	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	5637	1299	4807	411	510	192	208	419	158	458	223	426	123	55	151	98	65	13	26	5	29	11	16	6	27	2	18	2	15	8	0	1	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	9018	3071	5695	1154	938	589	445	586	314	509	285	488	186	102	156	129	91	42	34	28	43	18	29	10	30	8	15	10	18	17	3	2	0	1	3	0	2	0	1	2	1	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	5608	1306	5107	419	558	168	200	438	154	443	218	464	145	54	131	108	70	16	19	9	27	10	20	4	28	1	13	3	13	15	0	0	0	1	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
