label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104
0.03	north1_all	80	2433	963	706	401	260	474	291	106	98	99	71	64	208	79	159	39	36	40	25	28	51	17	36	50	45	11	32	17	14	15	8	12	6	3	14	8	8	3	13	14	4	5	1	3	2	1	3	3	3	2	0	0	1	0	0	8	1	0	0	0	3	2	0	0	3	2	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1430	560	400	228	137	318	167	43	47	50	28	34	148	45	120	25	19	23	12	19	29	12	16	28	36	1	24	10	6	7	4	6	4	1	9	6	7	2	2	5	1	4	0	1	0	0	2	1	2	1	0	0	1	0	0	3	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2428	933	714	392	246	469	300	105	94	111	67	55	206	74	171	45	39	39	24	22	44	21	41	57	28	11	33	20	14	16	6	10	8	4	9	8	5	4	14	17	2	4	0	3	1	2	7	3	0	4	0	0	2	0	2	5	1	0	0	0	3	3	0	0	0	2	2	0	0	0	0	1	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1391	525	411	228	129	307	164	47	54	53	23	28	148	43	125	28	20	18	10	14	32	17	17	38	20	2	23	11	4	4	4	5	5	1	4	5	5	1	10	7	1	4	0	1	0	0	5	1	0	1	0	0	1	0	2	3	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2445	940	677	393	226	469	313	94	87	116	70	66	219	74	144	46	38	39	23	21	42	24	54	48	28	12	25	18	11	16	4	9	12	5	8	8	5	3	18	6	2	2	0	4	1	2	7	4	2	2	1	2	2	0	2	0	2	0	0	0	3	2	0	0	0	1	2	0	0	0	1	0	0	2	1	0	0	0	0	3	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1427	516	372	227	121	311	170	41	50	55	31	33	151	46	100	28	20	19	11	11	31	16	27	29	19	4	13	9	2	5	2	4	8	1	4	6	5	1	13	5	1	2	0	2	0	1	5	1	2	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2406	936	686	401	206	455	330	95	105	126	69	67	216	72	126	52	40	38	25	21	36	20	56	52	26	15	25	14	14	12	4	8	20	6	5	7	8	2	18	9	2	2	1	3	2	2	5	3	2	3	1	2	2	0	2	2	2	0	1	0	0	2	0	0	2	1	2	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1394	512	388	224	105	296	189	45	60	64	32	29	128	46	92	34	22	17	13	12	22	12	29	30	15	6	15	7	5	4	2	5	13	3	2	4	8	0	13	7	1	2	1	1	0	1	4	1	2	1	0	0	1	0	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2400	941	701	389	195	487	348	93	112	103	76	72	198	83	124	54	38	30	20	28	37	17	59	40	25	18	22	11	11	14	4	10	19	8	5	10	10	4	9	14	4	2	2	5	2	4	4	3	4	4	1	3	3	0	2	3	2	0	1	0	0	1	0	2	2	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1434	516	395	203	90	329	206	45	57	49	35	30	109	47	88	31	23	16	12	19	23	9	34	26	11	6	16	5	6	3	1	7	10	5	2	8	9	2	6	6	2	2	1	2	0	4	1	1	4	2	0	1	2	0	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2368	921	715	385	204	492	349	105	121	102	75	64	182	84	101	62	35	32	19	34	39	16	52	38	21	15	25	13	14	8	6	20	21	9	5	17	10	3	8	13	2	2	4	4	3	9	2	3	5	5	1	1	2	2	1	4	2	1	2	0	0	1	2	2	2	0	1	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1442	510	425	209	88	310	223	48	59	47	34	26	94	50	60	36	18	21	8	26	22	5	34	29	10	5	18	7	7	4	2	9	7	5	2	14	8	2	7	4	1	2	2	2	0	9	0	1	4	3	0	1	2	2	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2383	878	724	379	216	511	342	128	116	94	82	57	188	79	108	67	33	35	16	32	36	16	47	43	25	14	27	13	15	14	10	25	18	6	7	27	9	5	7	13	3	3	7	4	3	9	3	4	9	7	0	1	2	2	1	4	0	3	2	1	0	0	2	2	0	0	1	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1460	482	437	213	98	307	222	51	57	43	42	25	104	44	65	37	16	24	8	23	20	4	29	31	16	5	19	8	9	8	5	13	8	3	4	15	7	3	7	3	1	2	1	3	0	9	0	2	6	5	0	1	2	2	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2419	917	700	392	217	467	342	126	107	94	88	52	164	72	109	56	27	32	16	33	45	21	44	45	24	17	19	14	14	15	13	25	13	5	9	27	9	3	7	9	1	6	7	2	2	9	4	3	10	7	0	0	1	2	4	2	1	3	1	1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1444	510	420	219	107	280	225	47	55	47	50	27	92	41	60	29	13	19	9	23	26	9	26	32	18	6	11	8	7	10	7	12	5	1	6	12	5	2	6	2	0	3	1	2	0	8	1	2	7	6	0	0	1	2	3	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2473	919	681	402	217	459	318	117	103	85	83	54	159	67	122	50	35	28	22	36	45	21	46	41	36	18	29	16	14	13	14	16	8	3	16	30	9	2	9	10	1	7	5	1	2	5	3	1	5	4	0	0	0	0	3	1	1	2	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1463	506	414	220	112	277	213	45	53	45	49	25	90	40	69	25	15	14	11	20	25	12	29	26	28	7	18	7	7	8	8	9	4	0	11	15	6	1	8	4	0	3	0	1	0	4	1	1	3	4	0	0	0	0	3	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2493	961	711	423	203	461	297	110	96	89	77	56	155	65	132	50	38	33	24	38	53	24	41	36	38	15	31	17	11	12	9	8	6	4	16	10	11	2	8	7	3	5	2	0	2	4	4	0	3	6	0	0	1	0	3	1	1	2	1	1	0	0	0	1	2	3	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1441	518	421	216	109	280	186	46	47	54	50	26	102	43	82	31	17	14	13	20	28	13	28	23	29	7	16	8	5	6	6	5	3	1	10	5	7	0	5	3	2	2	0	0	1	3	1	0	3	4	0	0	1	0	3	1	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2378	879	691	367	222	499	324	127	125	98	71	56	164	70	98	59	42	27	25	29	29	26	44	46	37	19	15	17	17	16	6	12	5	4	8	9	9	6	10	11	3	2	6	2	0	4	0	3	4	10	0	0	1	0	0	5	1	0	2	0	2	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	1445	504	395	201	109	324	201	57	58	42	38	21	84	35	64	30	22	12	9	15	23	13	26	26	21	13	9	9	5	9	3	9	5	3	2	4	4	2	5	8	2	0	5	1	0	2	0	3	0	6	0	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2333	888	681	396	215	479	302	121	125	87	78	61	172	63	129	63	37	22	27	32	32	30	52	43	38	21	19	14	17	16	7	12	8	2	8	12	7	3	11	9	2	3	2	1	1	4	0	7	6	11	1	1	2	0	0	2	1	1	0	0	2	3	2	0	0	1	2	0	0	2	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
