label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111
0.03	south27_active	80	2093	1050	1604	265	1816	254	98	61	50	34	966	39	66	285	84	19	32	17	39	15	46	19	40	19	35	5	4	37	2	135	7	51	26	20	6	68	47	9	7	9	1	5	2	4	3	2	10	0	4	3	1	5	1	2	0	0	0	20	1	0	10	1	0	1	1	0	1	3	1	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
0.03	south28_all	80	3626	1797	1786	656	1852	460	276	255	189	166	1017	134	134	312	118	74	65	51	71	54	69	31	58	37	56	25	18	49	21	108	17	63	26	24	10	63	39	10	13	19	1	9	4	8	5	4	15	4	8	4	3	9	2	7	1	2	1	3	2	0	12	4	0	3	1	2	1	6	1	0	3	2	0	1	0	0	2	0	0	1	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south28_active	80	2036	1049	1481	262	1701	236	91	61	40	30	966	47	77	272	80	13	28	17	46	17	46	10	45	15	35	7	4	33	3	101	8	60	19	17	5	57	38	7	9	7	0	6	0	5	2	1	5	2	6	1	2	8	1	5	0	0	0	3	0	0	11	1	0	1	0	0	1	6	0	0	0	1	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south29_all	80	3507	1763	1640	654	1564	434	290	247	186	176	825	120	120	277	101	71	76	54	73	54	60	38	58	24	48	28	17	39	19	103	17	61	22	26	12	49	20	11	11	17	1	10	4	9	3	2	14	3	5	2	4	8	2	4	2	2	2	3	2	1	9	3	0	2	3	1	1	7	0	0	1	2	0	1	0	0	2	0	0	1	0	7	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south29_active	80	1895	981	1304	244	1420	208	86	65	38	41	760	34	57	236	67	14	32	18	48	12	37	14	45	11	27	7	4	25	2	92	8	59	17	18	6	45	19	8	8	6	0	5	0	5	1	0	6	2	5	0	2	8	1	3	1	0	0	3	0	0	8	1	0	1	2	0	1	7	0	0	0	1	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	3457	1677	1458	665	1334	424	275	239	194	188	661	127	119	234	94	66	69	53	71	58	59	37	59	25	42	32	20	32	22	64	18	45	21	21	16	34	19	9	13	14	4	13	5	13	2	4	11	6	6	1	3	6	2	4	4	2	2	5	1	2	4	0	0	2	2	1	1	4	1	0	1	0	0	1	0	0	1	0	0	0	0	6	1	0	0	1	0	0	1	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	1815	910	1089	252	1177	198	76	55	39	57	595	40	59	195	54	13	27	18	46	11	40	12	44	12	23	8	4	18	3	54	6	43	18	15	8	31	17	5	9	4	0	5	1	5	1	1	6	3	6	0	1	6	1	3	1	0	0	5	0	0	4	0	0	1	2	0	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3576	1777	1980	644	2044	412	312	291	216	147	1096	159	122	309	124	79	68	72	57	39	53	42	41	48	45	21	34	35	8	75	25	56	29	25	14	66	31	21	9	4	8	10	8	3	8	3	12	3	3	1	2	19	1	7	2	2	1	4	5	2	4	1	2	1	1	0	1	1	0	0	2	1	0	1	1	2	0	1	0	2	0	1	0	0	13	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2059	1103	1649	261	1904	222	101	62	47	31	1057	37	51	273	86	14	28	25	36	7	37	14	24	19	31	5	9	25	3	69	9	51	26	15	5	62	26	15	7	2	7	5	2	2	4	1	11	1	2	0	2	18	0	4	0	1	1	4	3	0	1	1	2	1	0	0	0	1	0	0	1	1	0	1	1	2	0	0	0	2	0	0	0	0	13	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3622	1816	1946	676	2040	409	310	289	212	154	1117	158	120	314	124	76	65	79	55	40	54	38	37	39	50	19	29	36	12	78	18	62	23	25	13	44	35	21	14	8	10	10	7	4	11	3	12	5	3	1	2	23	1	8	3	1	1	3	4	2	11	1	3	1	1	0	0	2	1	0	1	0	0	0	2	2	0	2	0	0	0	1	1	0	13	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2110	1137	1600	269	1899	223	90	62	52	38	1080	37	57	282	84	19	29	28	36	12	41	13	24	18	35	5	7	27	5	72	6	55	21	20	5	40	27	16	12	5	7	5	2	2	7	1	11	2	2	1	1	22	0	7	0	0	1	3	3	0	8	1	2	0	0	0	0	2	0	0	1	0	0	0	2	2	0	1	0	0	0	1	1	0	13	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3636	1820	1976	662	2043	415	311	296	241	162	1016	130	120	315	114	75	76	75	51	46	63	42	42	36	46	23	32	34	16	79	10	51	17	30	11	34	30	18	18	10	10	9	7	6	10	2	9	7	3	3	1	16	1	7	3	0	3	4	3	1	12	0	4	1	1	0	0	2	2	0	1	0	0	0	3	2	0	2	0	1	2	1	1	1	13	0	0	0	1	0	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2120	1142	1609	265	1901	219	96	69	64	38	976	26	57	283	80	17	39	25	32	14	46	12	24	21	32	7	9	25	5	74	4	45	16	21	5	30	21	15	16	6	6	5	3	4	6	0	9	2	2	1	0	15	1	6	0	0	3	4	2	0	12	0	3	0	0	0	0	2	0	0	1	0	0	0	2	2	0	1	0	0	0	1	1	0	13	0	0	0	1	0	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3620	1827	1868	677	2118	434	302	269	224	171	998	125	107	296	118	82	90	79	56	40	61	45	36	34	60	27	28	28	18	90	7	52	16	23	11	34	24	16	16	11	15	4	10	5	7	5	8	5	2	4	2	14	2	7	3	2	4	32	1	2	13	0	4	2	2	0	0	1	3	0	1	0	0	0	2	1	0	4	0	1	2	2	1	1	13	0	0	0	1	0	0	3	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2142	1161	1493	268	1967	221	91	52	63	44	949	23	57	267	78	20	47	33	34	15	46	16	19	20	46	10	10	20	7	87	2	44	12	16	6	29	17	13	15	7	6	2	3	3	5	0	8	1	1	1	0	13	1	7	0	1	4	31	0	0	13	0	3	1	0	0	0	1	1	0	1	0	0	0	1	1	0	4	0	0	0	1	1	0	13	0	0	0	1	0	0	3	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3617	1871	1952	677	2039	446	304	259	241	185	1009	118	122	268	134	83	105	81	64	42	69	42	43	37	56	40	27	29	19	94	6	41	19	21	9	40	26	14	20	12	12	8	9	9	5	7	5	5	1	5	2	15	6	4	2	2	4	32	1	2	13	0	4	1	2	1	0	1	2	0	1	0	0	2	2	0	0	4	0	1	2	1	0	1	0	0	1	0	1	0	0	5	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2095	1186	1582	261	1884	234	94	57	62	41	964	23	72	240	82	21	56	34	40	11	45	15	21	19	46	11	11	20	8	91	0	35	13	14	6	35	20	11	15	8	4	4	2	4	3	3	5	0	0	1	0	15	2	3	0	1	4	31	0	0	13	0	4	1	0	1	0	0	1	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3708	1854	1964	680	1979	453	307	246	233	195	1002	125	110	286	138	84	93	76	85	44	70	43	38	33	51	32	24	30	21	94	11	40	28	13	10	39	15	18	21	8	10	5	7	8	3	7	6	2	2	4	2	20	5	5	3	2	3	38	2	2	6	1	8	3	3	2	0	1	1	1	1	0	0	2	2	0	0	3	0	0	0	2	0	3	1	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2157	1166	1604	261	1817	240	92	58	61	38	956	38	63	257	80	16	50	35	57	11	49	14	22	16	42	10	9	20	11	89	1	34	21	10	6	35	13	14	16	6	2	2	1	2	2	4	5	0	1	1	1	19	1	4	0	1	3	37	0	0	6	0	6	1	1	1	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3694	1812	1924	663	1834	458	298	249	215	201	914	131	107	307	148	83	88	73	90	43	83	37	46	27	53	31	25	35	18	127	15	45	31	19	10	51	19	20	21	5	6	6	4	10	3	6	4	3	1	4	3	19	4	6	5	0	2	41	3	0	2	3	7	2	2	2	1	4	1	1	1	0	0	3	1	0	0	1	0	0	0	2	0	3	1	1	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	2202	1137	1560	255	1680	239	88	62	56	40	873	38	57	275	87	19	43	31	58	10	53	11	24	14	41	11	12	22	7	122	2	38	24	16	4	49	15	15	16	4	2	2	1	3	2	4	2	1	1	1	1	18	1	4	0	0	2	40	1	0	2	0	5	0	1	1	1	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3665	1713	1754	634	1620	431	303	240	200	183	725	123	111	286	132	93	85	68	82	54	75	41	44	27	58	20	22	36	16	113	18	51	34	18	8	44	11	18	21	2	4	3	7	7	3	1	4	4	6	2	5	12	1	3	5	0	1	13	3	0	2	4	6	2	3	1	1	3	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	3	1	1	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2089	1004	1376	229	1466	212	78	66	48	35	681	33	56	246	78	23	31	31	52	12	51	8	23	12	35	8	9	22	6	106	4	44	28	13	2	42	8	14	16	2	1	1	0	3	2	1	2	3	4	0	1	11	0	2	0	0	1	13	1	0	2	0	4	0	1	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3435	1605	1600	627	1365	404	315	247	196	161	620	136	116	248	134	96	88	71	71	52	70	41	40	27	48	19	30	42	11	121	17	64	24	16	10	35	17	16	18	5	8	2	10	6	2	3	3	4	7	3	6	5	1	4	3	1	2	6	2	1	2	4	3	1	1	0	1	4	1	1	0	0	3	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1887	880	1207	214	1192	168	75	63	49	34	571	23	58	198	79	27	36	31	42	11	44	11	20	13	27	4	16	26	1	114	3	57	18	10	2	32	14	12	9	4	3	1	2	4	1	2	1	3	5	0	0	4	0	3	0	0	1	6	1	0	2	0	0	0	0	0	1	4	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3312	1580	1441	626	1156	371	313	237	189	140	501	135	129	232	118	104	79	76	56	56	62	42	41	34	44	21	31	44	14	106	17	64	27	16	14	42	11	7	16	7	9	1	10	7	5	5	1	6	7	2	6	16	1	3	1	1	1	1	2	1	2	4	1	0	1	0	0	1	0	0	0	1	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1679	805	1039	204	989	142	76	72	48	28	435	25	61	180	69	28	28	28	28	12	35	12	20	16	24	3	16	28	1	100	3	57	20	8	4	37	10	3	6	5	4	1	2	5	3	3	1	3	5	0	0	15	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
