label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109
0.03	north6_all	80	2242	1215	552	1095	534	214	177	215	219	122	82	185	56	96	58	106	72	51	40	26	41	25	28	17	23	67	24	2	15	12	26	8	6	8	7	15	11	9	6	5	3	14	3	5	2	5	3	9	2	3	5	3	2	3	1	4	1	1	3	2	1	1	0	1	2	0	6	1	1	2	1	0	0	0	0	1	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north6_active	80	1248	708	277	711	326	104	82	115	137	55	41	115	22	58	37	58	42	38	15	11	20	15	15	12	14	50	14	1	9	6	22	6	2	0	3	8	1	4	2	3	2	11	2	3	1	5	2	8	0	2	1	2	0	1	0	2	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north7_all	80	2262	1254	556	1095	528	225	161	223	215	106	74	203	65	101	69	101	73	51	37	28	36	25	29	13	27	80	26	3	20	12	29	9	4	4	9	12	9	9	7	5	5	11	4	4	1	5	3	8	4	0	1	3	4	7	0	4	1	4	3	1	1	2	0	1	2	1	1	1	0	0	1	0	0	0	0	0	1	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	6	0	0	0	0	0	0
0.03	north7_active	80	1225	728	260	702	338	106	68	117	125	49	30	127	26	58	41	55	41	38	12	13	19	13	12	10	17	54	13	1	9	5	27	7	1	0	3	5	2	4	2	3	4	10	3	2	0	5	2	6	0	0	1	2	2	2	0	2	1	3	0	0	1	2	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	0
0.03	north8_all	80	2245	1290	565	1091	552	215	149	241	197	98	79	221	71	93	67	96	73	59	35	29	31	33	28	14	25	77	25	4	19	15	26	11	6	4	6	16	8	8	9	2	5	9	2	5	1	3	2	9	5	0	4	1	4	8	3	3	1	4	1	0	1	4	0	2	5	1	1	1	1	0	1	0	0	1	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1195	755	263	697	357	104	65	133	113	43	33	147	29	55	38	47	39	34	10	13	19	16	16	8	16	52	13	2	7	4	22	9	5	1	2	9	4	5	3	2	3	8	1	2	0	3	2	6	0	0	4	1	2	4	3	1	1	3	0	0	1	4	0	1	4	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2275	1313	545	1056	571	223	146	225	198	109	87	228	65	97	64	95	78	58	33	29	29	36	32	19	22	71	20	6	19	13	30	12	11	4	6	13	12	9	9	0	5	8	5	3	1	1	4	9	3	1	4	2	4	9	3	1	4	3	1	0	0	3	0	1	5	2	2	1	1	0	2	0	1	1	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1224	767	241	678	348	102	67	123	115	49	42	151	28	60	38	59	46	30	11	13	18	18	15	10	17	48	10	4	8	3	22	9	8	1	2	12	9	7	1	0	3	7	4	1	0	1	4	6	0	1	3	1	2	3	3	1	3	2	0	0	0	3	0	0	4	1	2	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2260	1273	536	977	566	233	158	233	181	102	97	256	58	88	76	106	78	59	31	24	29	32	20	17	33	54	25	7	16	11	29	10	13	7	7	17	13	12	5	1	2	9	9	4	0	0	5	9	5	1	4	2	4	8	3	3	3	2	2	0	0	3	0	1	5	1	5	1	1	1	2	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1230	721	260	600	324	110	73	122	108	44	52	157	27	58	48	77	40	26	13	11	20	16	8	8	20	37	18	3	9	2	22	3	9	3	1	15	11	9	2	0	1	5	7	1	0	0	5	8	1	1	3	1	1	4	3	3	2	2	0	0	0	3	0	0	4	0	5	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2228	1177	498	1140	472	195	151	215	219	88	82	192	77	107	70	93	87	50	20	33	32	23	17	27	22	92	28	13	12	12	43	10	10	4	8	14	12	8	2	6	6	16	11	6	2	3	2	3	0	3	7	2	0	2	1	2	2	0	3	0	2	5	0	2	1	1	3	0	0	0	4	0	1	1	0	1	3	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	1246	676	266	756	277	73	70	141	137	42	40	137	38	68	46	59	60	22	9	14	20	12	8	11	8	66	20	4	5	7	24	6	5	3	2	7	7	4	1	3	3	16	9	4	1	1	2	1	0	1	4	0	0	1	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2114	1252	509	1122	510	189	148	211	215	97	91	201	79	95	81	107	93	37	24	33	28	32	19	30	23	74	24	9	13	16	49	13	4	4	8	15	9	13	4	5	5	8	14	7	2	4	2	4	1	6	4	2	0	4	4	8	0	0	2	1	2	4	0	2	1	1	3	1	0	0	0	0	1	2	0	1	3	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1163	723	271	762	314	71	74	126	119	48	48	131	35	54	52	65	68	16	14	14	17	16	8	17	9	58	15	4	6	9	25	8	2	4	2	9	7	8	1	2	3	7	11	4	1	2	1	1	0	1	4	0	0	2	3	5	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2157	1317	487	1133	503	190	144	209	198	111	90	237	65	96	74	109	92	39	26	32	28	27	17	33	24	82	26	8	16	19	38	12	3	5	8	9	12	9	6	7	6	7	12	3	1	7	3	4	1	6	4	0	1	7	3	8	0	0	2	1	1	2	0	1	0	1	3	1	1	0	0	0	1	2	0	0	3	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	1163	754	265	781	313	85	75	119	107	53	53	143	30	56	44	60	64	17	14	13	15	17	5	18	9	65	19	2	9	9	21	6	1	2	2	7	11	5	2	3	4	5	9	0	0	5	1	1	0	1	4	0	1	4	3	5	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_all	80	2172	1298	499	1109	509	194	146	212	179	106	86	233	52	88	67	109	79	40	22	24	25	29	16	35	21	63	26	12	17	17	38	15	7	7	5	12	15	6	7	5	5	5	7	1	1	9	2	13	3	4	2	0	1	8	3	7	0	1	1	1	0	0	0	2	0	0	1	1	3	0	0	3	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	1157	759	251	751	314	92	74	115	99	50	44	138	20	52	35	58	50	24	13	13	14	21	5	19	10	51	16	4	11	8	26	8	6	3	2	10	15	5	3	2	4	1	5	0	0	5	0	1	0	1	2	0	1	4	3	5	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	2194	1299	480	1075	513	194	166	213	195	104	88	209	57	103	64	111	66	39	24	22	34	27	18	33	20	79	27	15	20	19	25	14	9	9	6	9	12	5	5	5	4	4	5	0	3	12	3	15	3	1	3	1	1	5	0	4	0	1	3	2	1	1	0	2	0	0	2	0	4	1	1	3	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
0.03	north15_active	80	1191	745	229	718	299	99	79	127	119	46	41	117	23	61	31	65	40	23	15	13	23	21	6	18	8	55	16	6	14	9	17	9	8	2	3	8	10	3	2	2	3	1	3	0	0	9	1	3	0	1	3	1	1	3	0	4	0	0	1	1	0	1	0	2	0	0	1	0	1	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	2181	1209	479	1094	542	191	182	223	212	93	86	209	59	95	61	103	53	37	22	17	31	34	19	32	21	61	17	16	12	15	31	12	10	7	3	12	8	7	5	5	3	3	8	0	4	8	1	12	3	3	3	1	1	1	0	0	0	1	2	1	2	2	0	1	1	0	3	0	5	1	1	3	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
0.03	north16_active	80	1203	697	216	721	328	99	85	132	140	35	39	124	24	55	29	67	32	23	12	11	20	24	6	14	10	36	6	8	8	8	22	8	10	2	2	11	5	4	2	0	2	0	7	0	1	5	1	3	0	3	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	2144	1242	481	1116	558	189	187	208	221	99	94	212	60	84	65	92	58	41	30	23	33	35	20	24	19	81	14	17	12	13	24	8	7	8	6	17	4	9	4	3	2	2	13	0	4	5	1	7	2	3	3	2	1	1	0	1	0	1	6	2	2	2	1	0	2	2	2	0	4	1	1	0	2	0	6	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
0.03	north17_active	80	1194	685	225	732	346	92	91	113	150	39	44	127	30	47	31	66	33	19	16	16	23	20	7	13	9	47	6	8	8	8	13	6	7	2	2	13	0	6	3	0	1	0	11	0	1	5	1	3	0	3	2	1	0	0	0	0	0	0	5	0	0	1	0	0	0	2	1	0	1	0	0	0	2	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2197	1255	492	1119	547	222	167	214	228	109	91	212	49	96	59	92	68	40	28	27	34	38	17	25	22	69	10	16	11	10	27	5	10	6	6	15	3	6	5	8	6	6	16	1	1	5	2	5	2	4	1	2	1	1	0	2	0	0	4	1	1	1	2	0	3	2	1	0	1	0	1	0	1	1	6	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1247	710	234	723	346	109	86	111	154	42	55	128	25	53	25	67	35	16	11	17	23	22	5	14	11	42	7	10	9	5	12	3	7	1	1	11	1	3	5	6	5	4	11	0	1	2	1	5	0	4	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2223	1272	482	1116	529	223	170	228	204	95	94	208	61	93	59	95	90	49	35	23	39	31	20	31	19	83	15	14	13	9	29	9	14	5	9	13	6	5	5	9	4	8	12	3	0	6	2	16	3	6	3	2	1	1	0	3	0	0	5	1	1	1	2	0	3	2	0	0	0	0	1	1	0	1	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1250	705	241	723	322	106	82	110	133	40	58	142	33	50	27	64	51	22	19	13	26	18	8	17	8	53	8	8	12	4	11	5	9	1	0	8	2	4	5	7	4	6	7	1	0	3	0	10	1	4	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2214	1215	504	1062	494	227	159	247	201	96	83	200	60	99	64	97	94	48	36	26	34	18	22	28	21	58	13	9	12	11	28	8	13	3	10	12	7	4	4	13	6	10	13	4	1	5	5	16	3	6	2	1	1	2	0	2	0	0	11	0	1	0	1	0	3	1	0	0	0	0	1	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1242	682	262	697	318	117	69	115	129	47	52	153	28	54	32	62	49	22	21	11	22	8	8	17	11	38	9	6	9	6	13	5	5	1	1	8	2	2	3	8	6	7	6	2	0	2	1	10	1	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2002	1281	570	1151	349	339	429	252	144	163	87	129	140	70	186	210	79	41	57	29	38	109	32	22	17	51	17	33	7	11	6	12	9	4	6	10	4	9	0	8	16	4	11	5	4	6	3	3	6	3	8	4	2	4	3	4	0	0	1	0	1	2	1	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south21_active	80	1072	748	304	743	175	204	256	183	73	95	40	86	80	32	109	154	59	24	32	10	27	71	17	8	6	32	7	22	3	4	5	5	4	2	1	6	1	5	0	2	12	0	8	0	2	4	0	0	0	2	8	1	1	2	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	1987	1229	557	1038	351	297	408	222	154	150	87	126	130	69	170	139	77	40	54	35	41	89	32	24	24	38	32	34	10	10	8	10	8	3	3	12	4	9	6	6	18	6	8	6	5	7	2	3	6	2	6	5	0	4	2	4	0	1	1	1	0	2	0	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1038	696	287	655	167	178	253	143	81	80	35	81	76	34	115	94	55	24	30	12	27	56	16	12	13	21	19	23	5	4	4	3	4	0	0	8	1	5	5	1	13	1	7	3	2	3	0	0	0	1	5	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1999	1200	562	940	341	283	386	205	147	144	86	106	116	74	149	91	68	39	39	37	45	77	36	26	18	25	36	40	10	8	10	12	5	6	4	9	1	7	6	9	11	4	1	6	5	7	3	2	4	1	7	4	1	5	2	1	1	2	2	2	0	1	0	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1009	689	281	617	162	161	235	129	81	69	32	55	62	41	112	51	48	19	22	17	27	49	18	9	11	18	22	28	4	3	5	4	3	1	0	3	0	3	5	5	7	1	0	3	2	2	0	0	0	1	6	1	0	3	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1975	1142	571	874	333	288	354	181	148	149	84	89	110	75	128	93	81	27	29	44	49	77	35	28	18	19	42	34	11	9	12	10	9	7	4	11	3	6	8	10	8	5	2	5	4	8	1	1	4	1	3	3	1	3	1	1	2	3	2	4	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1033	659	297	601	162	152	226	96	77	84	27	39	63	43	95	62	57	14	12	23	28	46	16	7	12	12	25	24	5	4	6	3	6	2	0	5	2	2	7	7	5	1	2	3	1	4	0	0	2	1	2	1	0	2	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1974	1134	571	869	330	275	329	193	146	130	87	77	105	76	127	105	64	28	25	42	54	77	41	20	16	17	44	37	10	14	12	5	9	7	5	14	3	9	6	10	10	5	4	9	5	7	1	1	4	2	3	1	2	3	0	0	3	5	1	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1052	666	296	603	165	143	202	110	79	72	34	33	62	43	83	67	42	15	5	24	26	44	18	4	10	10	26	31	3	7	7	3	6	3	0	3	2	4	6	9	6	1	3	4	3	4	0	0	3	2	2	0	0	1	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2040	1174	585	1002	341	301	326	224	146	155	85	89	115	74	148	146	73	29	31	41	63	68	42	18	17	18	43	36	12	17	10	5	10	7	4	12	6	7	3	8	10	6	6	5	6	4	1	0	4	1	4	2	2	3	0	3	2	3	0	10	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	1130	704	310	694	177	171	203	141	86	93	37	51	68	42	81	99	48	15	8	27	26	29	19	6	11	11	25	28	4	8	6	5	6	5	0	3	3	2	3	6	6	2	4	1	3	3	1	0	3	1	3	0	0	0	0	3	2	1	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_all	80	2104	1247	597	1118	338	301	383	246	157	165	83	100	95	73	177	183	68	36	36	31	63	53	39	19	15	22	29	38	10	17	7	10	10	5	5	12	4	6	6	8	8	6	6	7	7	1	1	1	3	2	5	3	2	3	0	4	3	3	0	12	0	0	1	0	0	0	2	3	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	1182	780	325	745	184	175	258	143	97	99	41	61	54	44	103	106	40	15	13	21	23	29	21	9	9	16	19	27	6	9	5	8	6	4	0	3	2	2	6	6	6	2	3	2	3	1	1	1	3	1	4	0	1	0	0	3	1	1	0	9	0	0	1	0	0	0	0	3	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_all	80	2186	1329	591	1224	326	295	441	274	158	183	79	124	114	76	176	188	75	40	35	36	65	83	39	19	16	24	32	42	11	12	8	11	9	8	6	10	4	5	14	9	6	4	9	7	6	1	2	1	0	1	5	5	2	1	0	11	2	0	1	25	2	0	6	0	0	0	2	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
