label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north1_all	80	8116	7576	1981	1663	866	659	691	439	196	170	127	181	159	54	94	55	36	25	30	29	4	11	7	11	2	0	3	3	1	4	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north1_active	80	3913	4822	992	979	408	329	431	257	92	83	52	103	104	32	76	40	14	13	18	14	4	9	5	6	1	0	3	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8167	7699	1912	1664	841	661	680	455	185	179	115	190	176	61	67	51	39	21	36	34	6	11	6	11	1	0	3	3	1	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north2_active	80	3962	4912	944	1005	407	327	430	260	91	92	45	113	121	32	46	39	16	9	19	18	4	7	5	8	0	0	3	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8157	7222	1936	1607	811	646	666	432	190	174	107	167	159	63	67	48	38	19	35	37	7	11	5	8	2	1	2	2	2	2	2	3	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	3925	4479	916	929	385	322	406	249	90	85	47	92	109	31	45	33	20	8	20	20	2	3	4	4	1	0	2	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8079	6987	1930	1590	806	634	667	438	193	170	109	152	147	64	70	38	37	15	44	31	10	11	6	8	3	3	2	4	2	0	2	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3872	4359	900	914	378	312	390	254	91	87	52	80	105	28	47	23	23	4	29	23	4	2	3	4	1	2	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8079	7003	1964	1593	811	647	681	451	209	175	103	138	128	62	81	36	46	18	31	40	11	11	6	8	5	5	0	4	2	0	1	2	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	3899	4368	954	883	386	315	415	264	92	88	53	69	81	28	53	18	24	7	24	32	3	5	2	6	2	3	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	8024	7394	1965	1679	836	658	688	469	208	174	112	139	123	58	93	36	43	18	33	35	12	11	11	15	4	6	2	4	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	3857	4672	963	951	404	322	440	266	90	86	56	72	71	32	57	16	23	8	23	21	7	7	6	11	2	5	1	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	8079	7688	2090	1719	838	663	726	506	190	177	122	156	149	50	108	41	41	24	42	39	14	9	13	18	5	5	3	2	1	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	3925	4895	1067	979	419	338	450	273	79	87	52	85	81	29	69	24	21	14	32	24	7	6	8	14	2	3	2	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	8084	7589	2113	1745	804	666	726	480	186	176	127	170	169	54	129	39	31	24	41	31	15	13	14	17	6	4	4	0	3	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
