label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125
0.03	north15_active	80	794	2288	861	690	1089	449	91	127	77	64	433	54	60	473	32	144	69	49	37	25	27	70	44	87	38	7	7	11	80	52	11	3	8	2	19	2	38	53	9	3	2	4	4	28	0	7	12	1	24	1	3	4	3	14	2	3	0	13	0	8	0	5	2	0	0	0	0	1	0	3	2	9	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3792	3104	1413	1104	1254	722	356	321	265	241	513	174	155	504	139	179	105	91	95	72	54	100	82	99	56	33	37	25	118	54	23	22	28	15	25	21	32	74	13	16	10	9	12	41	7	9	12	3	16	3	7	13	3	10	4	5	1	15	3	13	0	9	2	2	0	1	1	5	2	2	2	3	1	0	3	0	1	0	2	1	1	0	1	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	816	2297	840	700	1021	476	84	122	70	74	434	46	70	455	32	130	63	53	52	33	26	78	50	90	30	6	8	11	104	46	9	3	11	1	19	3	30	69	10	5	3	3	5	36	0	6	7	1	14	1	3	8	1	8	2	3	1	15	2	10	0	9	2	0	0	0	0	2	0	2	2	3	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3756	3093	1436	1127	1242	720	364	313	286	237	459	195	158	474	128	180	91	100	98	77	52	101	82	103	62	22	36	27	130	56	22	23	29	15	25	25	30	78	9	20	10	8	15	31	9	6	14	4	16	4	5	13	1	5	6	5	1	5	9	14	1	11	3	2	1	1	1	2	3	7	0	5	0	1	3	0	1	1	0	2	0	0	0	3	0	0	0	2	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	824	2300	873	724	1016	489	83	122	71	68	395	59	73	424	32	129	57	58	54	37	24	79	56	93	40	3	5	12	119	44	12	4	14	1	19	5	27	70	7	5	3	3	9	28	2	3	7	0	14	3	2	8	0	4	3	3	1	4	9	11	0	11	1	0	0	0	0	1	0	6	0	5	0	0	2	0	0	1	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3683	3050	1474	1132	1253	677	385	317	271	231	432	179	157	435	109	164	78	110	97	75	53	96	90	88	70	19	41	25	143	50	19	21	26	11	23	24	26	81	9	17	9	10	18	27	8	8	13	5	28	4	4	13	2	4	3	5	3	6	10	8	4	11	3	2	1	1	2	5	3	6	0	6	10	2	2	1	1	2	0	3	0	2	1	2	0	0	0	1	2	1	0	0	3	0	1	0	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	804	2290	906	717	1011	441	82	129	63	60	366	49	78	387	30	114	46	55	52	35	25	79	61	74	50	3	7	15	136	37	12	7	13	0	18	6	22	74	7	6	4	6	11	25	2	4	6	0	26	3	1	9	0	4	2	3	1	5	10	6	1	11	1	0	0	0	1	2	0	5	0	6	10	0	2	0	0	2	0	2	0	1	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3722	3096	1513	1102	1241	641	415	341	283	245	432	192	142	502	102	160	99	108	97	72	66	93	100	97	81	25	39	26	113	54	15	21	23	12	23	21	44	62	11	15	10	9	14	28	9	7	10	7	27	4	4	10	2	6	5	1	5	6	8	3	4	5	3	2	3	1	2	4	1	5	0	5	13	3	0	1	2	2	0	3	3	2	1	2	3	0	0	1	2	1	0	0	2	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	818	2292	926	690	1000	416	82	131	62	56	362	60	71	453	26	113	55	55	51	29	35	78	70	81	61	6	7	14	103	38	11	5	15	0	18	6	36	55	8	6	6	6	9	25	3	4	5	0	24	3	1	5	0	3	4	1	0	5	8	1	1	5	1	0	1	0	1	1	0	4	0	4	13	0	0	0	0	2	0	1	3	1	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3683	3002	1522	1106	1291	669	396	324	270	246	443	188	133	458	101	154	115	103	82	82	60	110	91	101	57	32	35	34	118	60	18	20	18	18	28	19	49	44	11	9	10	11	10	20	6	10	8	5	38	4	5	3	2	10	7	1	5	9	2	4	5	8	1	2	3	0	1	3	1	0	0	3	13	3	0	2	2	3	0	3	3	2	1	0	4	0	0	1	2	0	1	1	2	0	1	0	0	0	3	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	830	2233	920	709	1063	455	81	121	57	56	366	52	62	405	20	106	71	48	41	35	30	97	68	82	42	7	7	18	105	51	10	4	13	2	19	5	40	39	6	2	4	9	3	17	3	6	6	0	36	2	0	2	0	7	6	1	0	8	2	2	1	8	1	0	1	0	1	1	0	0	0	2	13	1	0	0	0	3	0	1	3	1	0	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	3	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3657	2532	1309	1061	1098	577	355	370	269	239	434	168	169	375	123	155	146	88	78	72	49	92	69	88	56	38	35	20	92	67	28	23	20	16	29	10	35	46	11	8	11	12	10	16	8	12	10	5	14	10	9	3	8	2	4	3	3	9	6	2	0	1	3	2	5	1	5	1	0	2	3	0	3	1	2	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	877	1712	733	634	826	323	93	135	67	76	357	52	52	343	27	105	78	39	35	30	12	61	31	77	36	8	16	7	79	55	14	6	9	5	22	4	25	42	6	2	5	10	6	15	2	9	7	0	12	5	2	2	4	1	1	1	1	8	5	2	0	0	1	1	1	0	5	0	0	0	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3687	2408	1240	972	941	528	357	337	255	236	401	185	171	288	133	123	132	80	76	81	63	97	61	102	46	34	36	30	70	49	23	23	21	17	26	14	25	41	11	11	12	10	10	22	6	10	8	6	15	7	9	2	6	3	3	2	2	5	2	2	1	2	3	2	5	1	5	3	2	2	2	0	3	1	2	0	0	0	0	1	2	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1003	1517	604	547	685	284	95	119	74	79	315	45	48	253	35	76	72	34	33	33	15	60	31	80	29	6	18	10	54	34	13	5	10	9	19	4	17	37	6	2	4	8	6	19	2	7	5	1	12	3	1	1	3	1	2	0	1	4	0	2	0	1	1	1	1	0	5	1	0	0	2	0	3	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3738	2396	1237	945	910	520	379	308	258	238	349	178	164	304	117	115	110	90	89	78	69	93	52	91	54	33	33	30	57	42	23	23	25	14	22	11	39	48	12	11	13	6	16	24	3	11	8	6	20	8	9	2	5	3	3	4	1	3	5	0	1	4	4	2	4	0	2	2	2	2	2	0	6	0	1	1	0	0	0	1	6	0	1	1	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1043	1482	617	496	669	288	106	97	79	76	270	43	49	268	29	70	57	43	35	28	17	56	26	69	36	10	16	11	43	27	11	6	12	7	18	2	31	42	6	3	2	4	10	19	1	7	5	2	18	3	2	0	3	1	2	1	1	1	3	0	0	2	3	0	1	0	1	1	0	0	2	0	6	0	0	0	0	0	0	0	6	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3740	2637	1297	1020	1013	538	415	334	248	235	363	175	154	394	108	139	92	82	100	81	70	109	55	107	69	32	33	30	70	49	28	22	21	22	25	18	61	48	9	12	12	6	12	25	0	11	9	7	32	7	8	5	5	11	2	5	2	6	7	1	1	3	4	1	1	0	3	2	2	0	0	1	8	0	1	1	0	1	0	0	6	0	0	1	0	2	2	1	0	0	0	0	1	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
