label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131
0.03	south24_active	80	5325	854	570	836	445	604	296	270	164	128	250	242	147	70	80	50	61	122	47	47	66	33	58	44	73	37	29	53	19	13	15	25	23	7	12	15	9	5	9	1	12	13	3	21	6	5	2	2	5	3	0	2	2	2	2	3	6	3	1	3	1	1	3	0	1	0	2	1	2	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_all	80	8219	1880	1329	1338	781	873	523	474	336	262	418	352	263	147	168	128	113	179	90	77	103	75	92	64	98	64	55	63	39	27	33	40	31	22	18	29	16	18	16	5	29	23	7	23	14	9	9	10	5	5	3	5	3	3	5	3	9	4	3	5	6	4	4	3	3	2	4	6	2	1	0	1	2	0	1	0	0	2	2	1	0	1	3	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	5075	842	596	790	391	511	285	259	176	120	237	201	135	66	80	46	58	106	42	31	56	31	62	43	61	35	33	44	21	12	18	23	21	9	11	12	10	7	8	1	12	15	3	19	5	3	2	3	4	3	1	2	1	2	3	2	5	3	2	5	1	1	3	1	0	0	2	6	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	7712	1920	1341	1293	731	842	509	444	342	272	396	329	249	124	158	124	123	183	92	82	113	67	102	50	85	65	47	65	32	19	31	34	32	23	25	33	15	14	20	7	28	19	11	29	11	12	8	11	8	5	6	5	4	2	5	4	5	8	2	5	4	4	3	3	3	3	4	6	2	0	1	1	3	1	0	1	0	2	4	1	1	1	3	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	4706	878	639	719	354	483	256	240	175	118	241	186	139	55	81	47	62	102	46	31	64	34	67	29	46	36	27	44	16	8	14	22	19	13	13	16	6	8	11	4	13	10	5	20	5	5	3	5	5	5	3	4	2	1	4	2	2	7	2	4	1	2	1	1	0	1	2	6	2	0	1	0	0	0	0	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	8077	1926	1339	1337	775	904	545	471	355	264	426	330	280	128	142	128	128	207	80	80	104	69	102	75	73	65	51	70	36	20	30	25	25	24	23	24	16	18	25	14	26	20	13	23	12	9	8	12	8	4	5	6	5	2	2	10	4	6	3	7	4	2	4	4	5	2	3	6	4	0	1	3	3	1	0	2	0	2	4	2	1	1	1	0	0	0	1	3	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	4953	901	626	743	381	520	288	261	188	103	262	182	165	55	72	50	71	132	39	30	51	37	73	44	38	35	29	42	20	10	11	16	12	15	8	9	7	12	18	7	16	9	4	16	5	4	4	6	5	3	3	5	2	2	2	9	2	5	2	6	1	1	1	2	2	1	0	6	4	0	1	0	1	0	0	2	0	0	2	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9229	1998	1304	1428	874	1043	573	517	368	273	462	369	302	120	145	122	148	209	85	78	117	68	85	98	113	68	52	94	36	31	33	36	37	30	23	21	21	17	20	17	34	19	9	21	20	8	12	11	19	5	6	7	3	3	6	10	1	6	2	5	1	2	3	1	4	3	3	0	5	1	1	2	3	2	1	3	0	0	3	1	2	1	1	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5779	950	599	805	451	641	326	302	196	114	270	200	179	52	68	49	89	141	39	31	64	36	59	60	68	45	31	55	19	14	12	26	18	18	7	8	10	12	14	8	23	10	3	14	7	4	8	7	14	3	3	7	1	3	3	7	1	5	0	3	0	1	1	1	4	2	1	0	5	0	1	0	1	1	0	3	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10563	1989	1297	1548	939	1164	612	585	365	310	517	432	326	126	141	115	133	206	76	74	121	76	98	122	120	68	58	108	47	38	34	37	50	29	22	16	20	14	30	15	34	18	8	12	21	8	15	6	16	4	5	7	4	4	7	13	2	3	3	4	1	0	2	1	5	2	2	1	4	1	2	3	2	1	1	2	0	0	2	1	2	2	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6795	922	569	894	516	718	357	362	196	138	303	257	193	55	67	52	85	156	33	41	69	42	65	81	76	46	36	65	29	20	16	26	22	15	6	11	11	7	20	6	23	12	2	7	9	2	12	3	14	2	1	4	1	3	3	8	1	2	1	3	0	0	1	1	4	1	1	0	4	0	2	1	1	1	0	2	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	11362	2042	1222	1633	970	1256	617	599	366	303	537	459	324	153	154	101	131	202	82	80	117	79	109	129	151	75	61	127	49	49	31	47	53	26	15	23	16	12	27	14	32	12	4	19	18	8	15	3	16	3	8	12	3	3	7	9	1	2	4	5	0	2	1	1	6	1	3	4	2	1	1	3	2	1	2	2	4	0	2	1	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	7383	972	545	974	552	801	360	380	207	143	341	298	189	70	66	43	74	135	33	39	65	41	79	85	104	48	42	89	34	28	18	34	26	12	7	17	10	7	16	5	20	9	1	17	6	2	9	2	14	2	2	5	0	2	2	2	0	2	3	3	0	1	1	1	5	1	3	3	2	0	1	1	1	1	0	2	3	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10593	2102	1224	1625	909	1158	587	570	375	282	523	421	335	171	159	107	136	223	82	89	108	89	113	82	87	74	49	80	47	36	29	49	37	31	24	18	23	26	17	11	45	24	17	22	19	10	11	6	12	7	5	11	5	4	1	6	2	6	4	1	3	7	3	4	4	0	7	2	6	1	2	0	6	0	2	5	2	2	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south31_active	80	6772	984	574	934	455	747	332	331	203	128	344	252	199	65	68	46	76	154	46	47	71	49	76	44	50	36	23	49	23	22	15	34	24	11	7	10	13	19	5	4	28	16	13	11	9	5	9	3	9	2	3	6	2	4	0	5	0	3	3	0	1	6	0	3	4	0	7	0	0	1	1	0	5	0	0	1	1	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south32_all	80	10275	2033	1267	1541	959	1177	603	542	386	276	469	435	293	148	147	103	148	206	78	79	98	83	103	84	90	72	51	73	41	25	31	48	47	28	24	18	20	21	17	11	39	20	18	25	23	6	12	4	15	8	8	10	3	6	1	6	3	7	3	2	4	5	3	4	6	0	2	3	4	3	1	3	4	1	2	5	1	3	1	0	2	2	2	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0
0.03	south32_active	80	6541	956	576	887	489	751	351	314	208	126	311	271	155	66	64	52	85	131	46	40	61	43	66	51	49	32	23	38	17	14	14	32	31	13	6	12	7	16	7	4	29	13	10	10	18	3	5	2	12	4	5	6	1	5	0	5	1	4	2	1	1	4	0	2	5	0	2	2	0	3	1	2	4	1	0	1	0	3	1	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south33_all	80	9595	2008	1312	1480	880	1148	586	493	343	288	416	442	285	135	141	101	154	201	77	72	86	78	68	79	73	71	40	72	42	28	37	46	53	28	21	21	19	19	17	11	31	25	14	21	25	7	13	6	10	7	6	8	2	8	3	5	3	10	4	2	3	3	2	4	9	0	1	3	2	2	0	3	1	1	2	1	0	3	0	0	1	2	2	1	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0
0.03	south33_active	80	6112	911	600	851	466	735	336	279	185	140	263	276	147	63	64	55	90	128	45	40	49	38	32	52	44	32	18	38	19	16	20	31	37	12	6	13	8	13	6	3	20	16	7	6	18	3	5	3	6	5	5	4	0	7	0	3	3	7	2	1	0	2	0	2	5	0	1	3	1	2	0	2	1	1	0	1	0	3	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south34_all	80	9009	1994	1335	1409	828	1059	549	461	328	262	380	424	265	147	147	98	143	199	79	66	86	65	74	76	67	61	34	77	41	31	34	38	45	28	21	19	17	16	21	6	31	19	8	30	30	5	10	7	14	6	6	8	3	7	4	4	3	8	3	3	2	0	1	4	7	1	1	4	3	2	0	3	0	1	1	2	1	1	0	0	1	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	5626	901	610	828	436	650	297	270	167	125	230	247	152	74	76	53	88	129	41	35	43	32	43	50	35	28	13	43	22	14	19	27	28	12	9	12	7	11	12	1	21	13	4	17	23	2	1	2	8	4	4	4	2	6	0	2	3	7	1	1	0	0	0	2	1	1	1	3	2	2	0	2	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	8853	1917	1372	1399	826	1025	510	466	318	241	402	391	245	151	161	99	124	182	78	66	87	71	85	69	66	62	36	84	37	35	31	35	34	26	22	20	14	13	19	9	29	15	6	25	25	7	11	7	13	4	8	9	3	7	4	3	4	6	4	3	0	1	0	3	5	1	0	2	3	0	0	0	0	2	1	1	1	1	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	5524	876	635	807	438	626	264	273	166	119	243	219	150	73	87	47	70	113	40	37	46	33	62	47	37	28	15	53	21	15	17	24	22	10	10	13	5	7	12	4	18	8	2	15	16	3	3	2	9	2	4	6	2	6	0	1	4	5	1	0	0	1	0	2	0	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	8777	1934	1363	1435	821	937	522	456	327	241	419	400	266	150	150	103	111	179	83	69	87	80	94	77	68	67	41	87	39	42	36	33	35	28	16	21	12	13	24	11	32	13	8	24	20	7	11	8	16	2	7	7	5	4	5	8	3	4	3	3	0	1	0	3	3	2	1	4	2	0	1	0	1	1	1	1	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south36_active	80	5419	915	632	834	435	558	266	256	156	112	269	235	156	80	79	49	65	119	40	39	50	36	61	52	37	30	22	56	21	19	19	25	19	11	7	12	4	5	16	5	17	6	5	15	15	4	6	2	9	0	3	5	2	3	1	4	2	4	2	0	0	1	0	3	1	1	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	9563	1950	1310	1538	901	1001	532	492	345	267	441	442	262	163	158	107	108	169	90	66	95	88	99	84	83	76	48	89	40	44	30	35	44	23	14	24	10	11	20	14	32	12	11	17	17	6	12	6	14	2	9	5	3	4	2	9	3	5	3	1	0	1	2	1	3	2	2	2	1	0	2	0	2	1	1	1	0	1	1	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	6014	937	604	912	484	618	293	263	170	125	292	281	156	83	74	45	65	105	41	31	64	45	61	53	52	38	27	54	21	20	13	24	25	8	3	10	5	5	13	9	20	7	6	10	12	5	6	1	6	0	5	4	1	3	1	4	2	5	2	0	0	1	1	1	2	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10305	2014	1308	1617	942	1093	586	480	364	275	454	446	300	161	152	102	128	189	89	73	122	90	108	103	82	74	50	83	36	42	31	34	44	18	19	22	12	13	28	15	32	12	10	16	20	5	13	8	16	3	6	5	3	3	3	12	2	7	4	1	0	2	3	1	4	2	7	3	1	1	2	0	2	1	0	0	0	1	1	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	6565	983	589	983	529	709	328	259	192	125	297	301	170	86	73	48	72	119	39	29	91	53	60	66	56	41	29	50	15	17	16	22	24	9	5	8	8	8	14	6	20	8	7	10	13	4	7	3	8	1	4	4	1	3	1	6	0	7	3	0	0	1	1	1	3	1	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	11303	2070	1277	1650	1050	1204	633	520	393	282	481	472	314	184	161	99	136	194	93	78	137	91	120	90	104	78	56	87	40	38	30	44	49	19	20	20	18	9	31	16	30	14	19	16	18	5	16	5	12	2	12	2	6	3	4	5	3	7	2	0	1	2	4	1	4	1	6	3	2	2	1	3	2	0	1	0	0	2	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	7375	1022	563	1019	581	800	357	289	199	130	307	306	181	89	76	42	68	122	42	28	108	56	74	56	76	43	32	53	20	17	15	31	29	8	4	7	12	6	15	7	25	9	12	13	13	4	9	3	6	2	6	1	3	2	0	2	0	7	2	0	0	0	1	1	2	1	2	1	2	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	11261	2050	1278	1556	1012	1265	625	524	401	276	482	479	302	182	158	105	137	189	96	77	137	106	138	84	109	73	50	81	47	41	43	49	37	17	21	20	19	13	30	16	37	19	19	23	12	5	13	6	11	3	11	2	4	4	5	4	5	5	4	3	3	4	3	1	4	2	5	4	1	2	2	3	0	0	1	0	1	1	1	1	0	0	5	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	7346	1030	550	949	558	810	339	296	208	129	317	323	170	88	74	41	66	113	46	25	98	58	93	54	73	40	29	57	22	18	24	38	23	9	5	8	10	8	14	6	29	13	12	19	7	2	9	3	7	3	3	2	3	1	0	2	1	4	1	2	2	0	0	0	2	1	2	1	1	0	0	3	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
