label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126
0.03	south24_active	80	7869	829	307	536	225	508	501	98	267	160	430	680	50	324	83	165	133	37	113	218	178	67	28	12	23	15	18	48	15	44	22	26	19	83	9	13	5	48	3	20	7	6	49	11	12	5	14	2	3	2	0	0	2	11	1	0	1	2	2	0	0	2	4	3	3	4	1	0	1	7	0	1	5	1	0	0	0	3	1	7	6	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	9877	2147	1339	1035	727	835	740	381	458	314	464	771	193	366	186	234	192	116	153	268	196	111	65	37	46	38	51	72	37	61	41	49	32	105	17	26	18	53	15	27	17	17	70	19	13	8	18	11	10	7	4	5	4	13	4	4	3	6	8	1	3	5	4	3	1	4	2	0	3	9	1	0	5	1	1	0	0	3	2	10	0	5	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	8002	844	325	494	240	547	529	99	278	156	369	697	51	321	92	177	139	40	117	246	170	73	34	7	22	13	27	58	10	46	25	34	17	97	5	16	7	44	5	24	7	5	67	17	10	5	12	3	4	2	1	0	1	12	1	1	1	1	3	0	0	2	4	3	0	4	1	0	1	9	0	0	5	1	1	0	0	3	2	9	0	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	9891	2223	1338	1025	745	836	727	381	434	313	554	721	200	353	192	234	172	104	172	301	204	104	59	46	56	50	47	71	32	89	35	40	32	93	19	28	18	48	14	31	12	14	64	23	18	13	11	13	16	9	6	3	5	9	4	5	1	22	5	2	3	5	3	2	2	2	3	0	3	11	1	0	5	0	1	1	0	3	2	10	1	5	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8018	881	340	482	238	568	529	98	263	148	444	648	54	305	99	170	122	32	138	275	179	68	26	10	26	16	23	57	13	70	23	24	16	84	4	17	6	39	4	27	3	4	61	20	12	9	6	3	8	3	1	0	3	9	0	1	0	17	3	1	0	1	3	2	1	2	1	0	1	11	0	0	5	0	1	0	0	3	2	9	1	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	9778	2235	1342	1022	756	902	675	363	422	303	557	675	190	376	181	233	175	93	194	292	222	100	68	50	47	52	52	69	26	77	32	34	30	85	20	22	24	68	17	26	12	13	67	19	13	18	11	11	15	14	8	5	6	7	5	3	0	23	4	5	3	6	5	2	7	2	3	0	3	4	1	0	1	0	1	1	0	0	2	4	1	5	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	7898	847	319	481	243	606	466	85	253	139	432	608	62	317	95	162	120	22	147	271	199	64	29	12	15	14	27	52	11	58	18	22	18	80	6	13	9	60	3	22	3	3	64	17	7	13	8	1	7	7	2	3	4	7	0	1	0	18	3	3	1	2	5	2	7	2	0	0	1	4	0	0	1	0	1	0	0	0	1	3	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	8990	2206	1351	1032	722	832	620	370	413	269	557	565	180	357	156	206	149	89	179	249	201	70	65	52	52	56	45	64	34	80	28	32	34	64	21	18	22	75	13	26	11	11	58	18	12	19	15	12	12	12	5	6	5	2	5	5	0	19	2	6	3	4	4	1	8	2	3	2	4	2	0	1	2	0	2	1	0	3	5	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	7096	796	324	459	220	534	396	87	244	121	431	502	57	303	90	143	98	18	136	224	178	39	19	13	18	18	22	49	14	55	18	20	21	59	7	10	6	71	0	22	2	3	54	15	6	10	10	2	5	7	1	3	4	2	0	1	0	19	2	3	1	1	4	1	7	2	0	1	1	2	0	1	2	0	2	0	0	3	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	8251	2200	1394	1044	740	811	590	381	405	245	508	541	178	352	140	178	164	90	145	193	163	70	69	53	38	56	42	54	33	61	30	34	42	51	20	21	17	80	14	24	14	14	39	11	4	21	13	10	13	10	6	6	2	7	6	3	3	4	1	5	5	4	4	0	8	7	2	3	2	2	1	1	2	1	2	0	1	4	5	3	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6336	750	323	456	223	494	359	86	224	116	392	468	52	284	81	123	105	14	103	171	143	44	14	9	13	19	18	39	12	41	13	18	33	46	5	12	4	72	1	20	3	3	33	7	1	12	9	2	6	5	1	4	1	5	1	0	1	2	0	2	2	1	4	0	7	6	0	1	1	2	0	1	2	0	2	0	0	4	4	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8081	2195	1395	1016	699	812	595	387	376	254	445	513	169	313	152	166	163	97	123	220	162	72	62	50	44	53	42	60	37	40	33	32	45	61	22	29	17	66	11	24	17	12	42	15	7	14	10	8	14	6	4	6	0	9	7	2	3	5	1	5	4	4	5	1	7	8	0	4	2	8	1	2	3	1	3	0	1	4	6	5	0	2	1	0	0	2	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	6228	740	329	427	192	503	362	88	191	116	344	439	48	245	84	110	109	19	88	195	138	48	12	8	16	17	16	46	16	21	16	16	35	53	6	17	5	55	2	19	6	2	35	7	3	8	6	2	8	2	0	3	0	7	2	0	1	3	0	2	1	1	5	0	6	7	0	2	1	8	0	1	2	0	2	0	0	4	4	4	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	9668	2254	1313	1052	733	859	697	358	434	326	524	732	201	388	167	219	147	98	168	278	247	93	55	60	51	40	44	60	39	62	22	34	28	136	18	25	21	69	15	25	16	5	101	10	11	8	8	7	6	10	5	7	4	25	3	0	6	7	4	4	1	4	9	1	4	10	1	1	2	0	0	3	4	3	0	2	0	2	2	1	2	6	0	2	1	0	1	0	0	0	0	2	0	0	2	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	7915	869	313	493	265	556	485	90	261	155	438	641	65	326	87	161	105	42	143	265	222	51	18	21	20	6	17	45	12	51	11	15	18	127	6	12	6	64	2	18	10	1	97	7	5	3	7	1	4	3	1	4	1	22	2	0	4	5	0	1	1	1	7	0	4	9	1	1	0	0	0	3	3	2	0	0	0	2	2	1	2	6	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	9737	2278	1319	1026	734	838	677	361	420	314	510	660	199	418	156	233	168	97	165	247	231	102	62	63	52	38	42	57	37	57	30	37	37	137	17	30	22	65	16	26	16	7	111	16	10	7	13	10	5	11	7	4	5	14	2	2	7	6	1	5	1	4	6	1	13	8	2	2	1	0	0	4	4	1	1	2	0	4	2	1	4	7	3	3	0	0	1	0	0	0	0	2	0	0	2	0	0	1	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	8025	863	334	487	249	540	475	83	263	160	425	590	69	369	71	170	115	39	133	231	209	61	24	17	21	7	17	43	12	45	14	18	25	124	3	17	9	59	3	22	9	3	106	11	6	4	12	1	3	5	0	1	1	11	1	0	5	4	0	3	1	1	3	0	12	7	2	1	0	0	0	3	3	0	0	1	0	4	2	1	4	7	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	9514	2282	1393	1066	713	824	674	381	396	326	526	594	194	433	159	217	161	89	152	300	262	97	67	59	55	48	35	48	36	51	37	33	35	119	16	35	24	58	15	24	20	14	81	17	15	8	20	14	9	11	5	7	6	15	2	5	6	5	2	4	1	3	15	2	14	6	2	1	2	3	0	4	3	3	1	2	0	2	2	1	5	7	4	1	1	0	1	0	0	0	0	2	1	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	7791	869	350	516	241	541	476	94	263	164	444	523	60	384	71	163	104	32	124	276	243	60	22	13	23	9	15	37	14	39	20	17	27	107	5	19	9	52	2	19	14	4	75	11	11	5	18	4	4	6	0	1	0	12	0	0	4	3	1	2	1	1	13	0	13	6	2	0	0	3	0	3	3	2	0	1	0	2	2	1	5	7	4	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	9658	2304	1382	1051	735	813	656	392	413	331	524	597	188	398	164	207	159	98	166	273	230	91	75	54	56	41	37	45	33	60	49	38	35	113	11	30	20	53	16	22	12	17	56	21	15	8	21	15	7	11	7	6	5	16	5	7	3	6	3	4	0	5	14	1	13	2	2	3	3	3	0	2	5	3	1	2	0	5	3	1	5	6	10	2	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	7918	884	321	497	233	531	454	99	287	177	435	532	68	348	81	152	99	34	130	246	210	56	25	14	29	6	17	34	14	46	30	19	26	101	4	17	9	49	4	16	9	4	51	18	12	5	17	4	2	7	1	0	1	14	1	0	2	4	2	2	0	3	13	0	11	1	1	2	0	3	0	1	5	2	0	1	0	5	3	1	5	6	10	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	9811	2282	1381	1046	737	833	657	393	410	306	549	622	183	394	168	243	146	108	166	301	226	91	67	53	53	41	38	43	35	57	47	35	29	79	14	28	17	56	14	21	11	18	43	19	17	11	17	17	12	11	8	4	8	9	6	12	3	4	2	1	2	3	11	6	4	9	2	3	4	4	0	1	5	3	1	0	0	5	2	1	1	0	10	2	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	8022	878	307	487	240	548	446	97	259	168	451	545	58	351	88	184	103	33	126	276	200	56	25	10	26	4	23	31	15	46	27	20	22	73	7	15	5	54	5	16	8	4	37	17	12	8	12	5	7	8	2	1	4	8	1	2	0	3	2	0	1	2	10	3	2	8	1	2	0	3	0	1	5	2	0	0	0	5	2	1	1	0	10	1	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	9803	2207	1372	1024	737	841	705	400	443	318	558	672	185	394	155	253	150	105	170	285	217	93	61	51	60	36	40	49	36	63	50	35	29	93	20	23	16	79	14	17	11	16	57	23	11	13	27	13	11	8	9	2	4	9	5	12	4	4	1	0	2	3	5	6	2	16	2	3	3	2	0	1	5	7	1	0	0	3	3	2	1	0	9	2	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	7969	853	311	462	243	586	465	90	280	177	442	585	62	345	83	191	106	27	135	264	189	62	22	9	29	4	24	31	15	52	24	18	23	87	7	13	5	71	6	12	4	3	52	22	9	7	22	3	7	6	3	1	4	5	1	2	0	3	1	0	1	2	5	4	1	15	1	3	0	1	0	1	5	5	0	0	0	3	3	1	1	0	9	1	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	9796	2159	1331	1011	699	814	725	393	429	299	558	616	171	372	143	259	160	109	190	313	226	99	50	52	61	36	47	55	40	43	48	40	36	105	28	23	19	68	11	16	12	9	38	15	9	10	27	13	7	8	8	1	4	14	2	12	5	3	1	1	5	3	1	6	0	21	3	2	3	5	1	3	4	5	1	0	0	0	3	2	0	0	7	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	7988	855	320	461	238	563	488	79	271	159	447	539	58	318	76	199	113	26	148	287	199	67	19	8	29	8	26	33	20	32	20	17	24	101	9	13	6	61	5	12	2	2	35	12	6	6	22	1	6	5	3	1	3	10	0	2	1	1	0	1	3	3	0	4	0	21	1	2	0	4	0	2	4	3	0	0	0	0	3	1	0	0	7	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	9521	2098	1308	1023	717	819	660	385	429	304	577	599	169	349	136	268	155	101	166	328	232	97	55	59	55	38	45	62	41	45	50	36	34	104	31	19	18	61	8	20	11	5	36	24	8	12	25	8	6	11	4	2	9	14	1	8	4	2	2	2	3	3	2	3	1	18	2	3	2	5	2	4	0	6	0	0	0	0	1	3	0	0	9	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	7705	815	327	468	263	577	427	78	262	153	478	517	56	283	73	209	108	28	128	301	202	63	24	10	27	11	23	40	19	29	25	17	22	100	9	13	5	54	3	14	2	1	34	20	5	7	24	0	5	7	2	0	7	9	0	2	1	0	1	2	2	3	0	3	0	18	0	2	0	5	0	3	0	4	0	0	0	0	1	2	0	0	9	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	9138	2118	1331	1011	720	777	657	372	420	308	568	564	173	328	143	248	145	101	148	295	209	90	56	55	51	39	47	50	42	42	36	29	40	84	25	17	17	39	10	26	12	6	31	19	7	5	11	7	6	10	6	3	11	14	2	5	3	4	2	3	5	4	4	1	1	13	2	5	1	21	3	4	5	4	0	0	0	0	2	3	1	0	6	2	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	7323	794	336	454	258	532	415	92	266	160	470	489	52	259	82	195	97	23	103	267	183	48	23	9	29	13	21	33	17	27	19	15	26	77	9	10	6	33	3	18	4	1	30	16	4	2	10	1	4	8	3	0	7	13	1	0	1	1	1	2	2	4	2	1	0	13	0	3	0	21	0	3	5	4	0	0	0	0	2	3	1	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	8984	2112	1343	1031	736	793	614	398	405	312	570	571	187	320	175	210	144	90	144	296	229	89	65	56	55	41	39	53	38	48	35	30	49	72	31	13	17	28	12	38	16	7	33	21	12	4	9	2	4	10	5	3	11	9	5	5	4	7	1	3	3	2	5	1	1	8	2	3	1	19	4	6	5	1	3	0	2	0	2	4	1	0	3	2	0	0	1	0	1	1	0	1	0	0	1	0	1	0	4	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	7222	774	338	464	251	532	384	107	242	156	474	502	58	262	84	157	100	23	110	268	202	45	24	11	32	13	16	36	12	36	21	17	36	64	11	5	5	23	2	28	7	1	31	18	8	2	8	1	3	7	1	0	7	7	1	0	0	6	1	2	0	2	4	0	0	8	0	1	0	18	1	4	5	1	3	0	0	0	2	4	1	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
