label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80
0.03	north15_all	80	9886	3166	3351	1039	755	614	600	377	327	665	183	157	125	111	213	71	65	70	56	35	24	37	40	69	24	66	16	30	11	11	12	15	6	8	5	26	5	6	6	3	2	1	1	5	2	2	4	1	4	0	0	0	3	2	0	0	1	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	7529	1950	2756	268	183	250	387	125	154	585	79	44	51	44	174	29	21	33	27	5	7	16	10	61	8	55	6	22	3	5	7	9	0	4	2	24	2	3	3	1	0	0	0	5	1	1	4	1	4	0	0	0	3	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	9861	3155	3250	1023	797	607	541	363	322	652	209	150	135	95	265	71	68	80	52	39	23	23	39	79	32	65	17	27	14	12	13	18	5	5	6	31	1	8	6	2	2	2	1	1	3	1	5	1	3	0	0	0	4	2	0	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	7511	1911	2662	260	209	261	347	134	160	564	105	49	63	36	221	34	26	40	25	4	7	12	9	69	13	56	6	22	3	7	7	9	1	2	2	29	1	6	2	1	0	0	0	1	2	1	3	1	3	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	9841	3227	3265	1064	769	637	529	370	290	689	208	160	142	96	241	75	58	63	51	42	28	22	41	69	27	55	21	14	15	14	11	14	5	7	5	25	1	8	7	2	6	2	0	1	3	0	3	2	4	0	1	1	1	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	7467	1940	2665	271	228	276	325	143	144	599	105	51	66	37	204	38	23	28	27	8	7	11	9	58	12	49	9	11	3	8	6	6	1	3	2	23	0	7	2	1	4	0	0	1	1	0	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	9877	3271	3175	1056	797	613	575	385	302	658	204	160	145	103	231	87	59	59	54	41	19	24	39	72	24	52	26	12	14	16	12	11	6	8	3	20	2	7	3	3	4	3	0	3	3	0	3	2	1	0	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	7478	1979	2577	286	218	285	345	157	153	558	106	57	61	38	193	41	19	29	31	10	6	13	13	62	9	47	10	6	3	10	4	3	1	5	2	19	0	6	1	2	4	1	0	3	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	9560	3249	3126	1033	815	608	573	380	317	626	203	158	140	111	191	104	70	54	61	41	25	25	33	78	17	51	22	16	14	11	6	8	5	8	8	20	2	5	1	5	4	3	0	2	3	1	3	2	1	0	6	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	7180	1948	2500	287	206	270	327	137	158	531	90	55	46	36	142	47	19	30	35	12	9	11	12	59	7	48	7	11	1	6	0	1	0	4	3	20	0	4	0	3	4	1	0	2	1	1	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8944	3148	2966	1011	789	570	553	373	323	533	206	154	143	113	177	99	66	74	59	44	33	34	30	74	17	51	21	16	14	11	9	6	5	7	6	9	3	2	1	3	2	5	0	4	2	1	2	2	0	0	7	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	6551	1814	2312	270	186	240	302	121	151	430	83	48	40	28	130	42	17	33	32	10	8	15	10	61	6	47	5	9	1	7	1	2	1	5	1	8	0	1	0	2	1	3	0	3	0	1	0	2	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7769	2963	2451	980	743	585	518	359	285	442	192	163	134	105	146	72	66	52	65	51	38	35	27	59	27	31	17	25	11	21	11	3	10	12	7	20	5	0	4	2	3	1	1	7	2	0	0	6	1	1	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	5203	1565	1798	213	177	201	283	116	111	336	59	33	42	39	101	17	24	19	30	8	9	11	7	44	12	25	3	20	3	11	4	2	0	7	3	17	1	0	0	1	0	0	0	6	0	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	8238	3000	2650	987	781	609	522	346	288	496	188	156	118	111	164	74	63	65	52	42	41	37	22	57	23	40	16	20	12	14	10	6	8	11	6	19	6	0	5	4	7	4	1	6	2	0	1	3	1	0	0	0	2	2	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	5689	1634	1985	235	195	231	283	117	124	401	62	31	35	41	116	22	23	25	23	7	11	12	5	42	13	34	2	17	3	7	2	4	1	7	2	16	2	0	1	2	2	3	0	5	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8812	3149	2904	992	782	618	538	364	285	569	186	153	119	107	177	84	66	70	68	43	43	38	22	56	13	43	14	32	5	7	10	9	9	12	5	18	9	0	5	4	4	3	3	5	2	0	2	5	1	0	0	0	0	2	0	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	6313	1825	2256	247	211	239	309	133	141	475	73	39	38	31	131	28	28	33	38	6	11	12	5	44	7	35	1	26	0	2	2	6	2	7	1	16	3	0	1	3	2	3	0	4	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	9534	3223	3149	965	741	604	588	384	295	615	208	147	135	117	204	87	63	67	71	43	33	37	29	56	16	54	16	30	7	5	9	12	6	12	3	9	10	1	4	5	6	6	3	0	1	1	2	5	0	1	1	0	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	7117	1911	2524	263	197	254	348	145	144	545	94	48	44	35	164	36	26	35	40	6	9	10	11	51	8	47	2	22	1	2	5	9	2	8	0	7	3	0	2	3	2	5	0	0	0	1	0	4	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	9916	3256	3260	951	742	618	580	373	326	646	202	159	155	116	195	100	71	54	69	42	29	40	27	79	20	62	15	38	7	6	8	16	8	12	6	16	5	1	5	6	5	4	3	0	0	2	2	3	0	2	1	0	1	1	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	7541	1982	2612	257	187	266	356	136	169	580	99	58	53	39	159	48	30	31	47	7	6	15	11	74	8	56	6	28	3	2	4	12	2	6	3	15	1	0	2	5	0	2	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	9413	3149	3096	969	706	623	571	343	303	566	212	160	148	109	175	91	71	53	69	39	24	41	29	90	24	48	19	29	10	9	15	12	4	7	7	18	1	2	4	5	3	4	1	0	0	2	0	3	2	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	6967	1862	2433	249	172	257	344	123	138	493	100	46	49	37	143	43	31	25	45	13	7	17	10	81	9	43	10	21	5	5	6	9	0	3	4	16	0	0	1	4	0	2	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	8817	3062	2828	960	725	613	531	335	297	532	210	159	148	113	156	91	81	49	63	40	28	39	28	78	22	46	17	21	9	11	10	11	5	5	9	21	1	3	4	5	3	1	3	0	0	1	2	6	2	2	0	0	1	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	6260	1742	2132	231	173	227	320	105	144	458	96	41	42	44	120	41	33	18	43	13	7	22	11	69	7	41	9	14	5	8	2	7	2	2	5	19	1	2	0	3	0	0	0	0	0	0	2	5	2	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_all	80	8083	3001	2518	954	694	595	492	342	268	449	213	154	150	124	134	85	71	48	59	31	35	44	32	79	18	42	12	18	12	9	11	9	8	4	9	15	4	4	4	2	5	1	3	1	0	2	2	7	3	0	0	2	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south28_active	80	5450	1637	1818	213	176	205	293	99	129	366	86	30	45	47	93	34	30	11	39	12	6	20	11	67	3	38	5	14	6	7	4	6	3	2	4	13	1	2	0	0	1	0	0	1	0	1	2	6	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_all	80	7898	2975	2454	983	739	568	522	362	268	454	192	142	147	138	137	75	67	51	50	34	41	47	26	59	16	50	10	14	11	11	12	14	8	5	7	6	4	4	3	2	5	0	6	1	0	1	5	6	1	0	0	2	0	1	1	1	1	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south29_active	80	5342	1623	1778	220	179	182	297	98	125	371	78	32	39	59	92	27	24	10	28	9	6	17	10	46	3	43	2	10	4	7	5	7	3	3	3	4	1	3	1	0	1	0	1	1	0	1	2	6	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_all	80	8641	3090	2707	991	768	590	516	351	274	530	196	152	145	134	147	93	55	59	53	39	38	49	30	73	17	61	10	11	13	12	12	17	8	6	4	6	5	4	5	1	5	0	3	7	0	1	5	1	1	2	0	2	0	0	0	2	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south30_active	80	6207	1800	2070	237	193	209	296	95	129	445	80	40	50	62	98	32	24	19	28	7	5	15	9	63	5	49	2	6	4	6	4	10	2	4	2	3	1	2	3	0	1	0	1	6	0	1	2	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south31_all	80	7495	2801	2273	1005	733	588	494	324	293	492	172	172	130	104	155	69	73	60	54	35	31	23	30	59	20	32	16	13	13	13	10	9	3	9	5	9	2	8	2	1	2	1	1	5	2	5	1	0	1	0	3	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	4795	1391	1633	210	180	185	273	90	125	388	71	52	34	32	101	24	18	19	21	8	4	8	6	50	4	24	6	7	1	5	5	4	0	4	4	8	1	5	1	0	1	0	1	4	0	2	1	0	0	0	3	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7816	2897	2438	1023	714	591	502	324	268	501	179	171	127	100	154	64	72	60	51	32	34	27	24	46	19	25	19	24	15	14	10	8	5	9	2	13	4	7	2	2	3	1	1	6	0	4	2	0	2	2	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	5152	1491	1796	226	172	195	285	81	117	392	73	45	34	29	102	21	18	23	25	6	6	8	5	36	6	17	9	17	2	5	5	2	0	5	1	12	1	5	1	1	1	0	1	5	0	2	1	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	8597	2995	2715	1028	753	608	534	339	292	576	180	170	137	102	170	73	63	68	49	29	30	31	27	49	19	29	22	21	16	13	10	8	9	8	4	11	6	8	2	3	2	1	0	10	1	2	2	9	3	2	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	5975	1638	2085	237	191	231	312	95	124	474	73	48	41	32	122	28	21	26	33	6	4	12	7	38	6	21	9	15	3	3	6	2	1	6	2	9	1	6	1	2	1	0	0	9	1	2	1	9	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	9308	3139	2950	983	754	615	554	345	273	620	207	167	139	117	194	78	66	63	63	34	37	34	28	56	17	40	19	23	16	16	15	8	9	8	4	12	6	6	4	3	2	1	0	18	1	0	2	9	3	2	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	6777	1788	2349	239	197	261	345	112	115	538	89	46	50	39	151	34	27	28	40	4	11	16	10	47	8	31	6	19	4	6	9	2	2	6	3	10	0	4	1	3	1	0	0	18	1	0	1	9	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	10050	3266	3095	1007	735	594	577	355	286	640	231	171	135	105	203	90	66	66	67	41	37	36	24	81	17	53	15	22	14	13	16	8	10	8	4	7	4	6	2	3	2	1	2	23	1	0	1	9	3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	7545	1962	2532	256	204	274	374	122	130	570	108	59	48	40	167	44	30	29	38	8	12	17	10	72	7	45	7	18	4	6	9	2	3	6	3	6	0	3	0	3	1	0	0	23	1	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	10112	3267	3062	1040	753	569	574	345	300	608	246	160	129	110	214	95	71	72	60	40	44	43	21	103	20	52	14	20	15	11	16	5	11	5	2	11	5	5	4	2	2	1	5	23	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	7663	1961	2484	278	202	262	378	114	144	534	112	61	46	42	181	46	27	28	32	8	16	24	6	95	8	47	6	14	4	6	8	2	2	4	2	10	0	2	2	2	1	0	1	23	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	10058	3234	3147	1039	744	565	607	347	277	587	219	165	130	114	192	90	68	68	53	36	43	36	24	100	25	43	14	27	11	9	16	3	9	4	2	12	2	8	3	0	4	3	5	29	0	1	2	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	7623	1944	2521	269	181	253	410	113	132	507	98	58	38	44	158	42	28	31	30	12	13	17	8	91	12	39	7	21	2	5	7	0	1	3	0	12	0	5	2	0	2	0	1	29	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
