label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	10795	2590	1962	1127	962	1061	778	341	533	244	258	196	194	132	114	74	74	87	52	44	49	51	26	24	18	16	26	17	12	14	9	8	4	6	12	2	2	2	4	1	1	1	1	3	3	2	2	2	0	2	1	0	1	0	2	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	8512	733	1187	440	566	809	553	99	407	112	180	120	109	62	68	20	40	60	19	9	34	33	12	5	1	5	19	4	4	9	1	4	1	3	9	2	1	2	2	0	1	1	0	1	2	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	11066	2495	1912	1113	968	1021	726	344	542	259	270	218	184	142	116	66	61	72	58	51	59	49	23	17	20	21	28	15	10	9	7	10	7	7	12	2	6	3	2	1	0	2	0	2	2	3	0	2	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	8756	696	1153	423	549	756	501	104	418	120	185	145	112	68	67	17	32	45	22	11	43	32	9	5	5	10	19	3	2	4	1	4	2	5	10	2	1	2	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10872	2514	1932	1120	932	998	708	343	538	271	280	236	178	154	120	70	58	69	51	53	53	37	28	16	19	21	22	14	15	9	7	11	5	6	13	1	5	2	1	3	2	2	1	2	2	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	8539	697	1202	417	528	734	493	99	419	121	194	158	113	74	70	20	35	39	18	12	37	27	12	2	7	10	14	2	4	3	1	4	1	4	11	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	10933	2546	1962	1108	929	982	664	334	550	263	289	238	176	153	124	81	68	62	58	49	57	43	28	19	24	22	22	9	13	14	7	9	11	7	15	3	5	2	2	2	3	1	1	2	1	3	1	1	2	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	8567	741	1204	430	538	730	462	101	440	123	207	155	112	75	69	26	37	30	19	9	38	32	11	3	8	9	10	2	4	6	2	4	4	5	13	2	0	1	0	1	0	0	0	0	1	1	1	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10716	2557	1975	1088	917	995	651	340	511	257	285	248	169	137	116	90	74	64	52	48	46	49	26	20	32	16	17	6	13	17	4	7	10	7	14	3	3	2	3	2	3	1	1	5	2	2	1	0	2	1	2	3	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	8375	748	1230	395	534	744	455	86	414	122	213	154	99	70	61	27	39	31	12	10	30	37	8	4	11	6	7	1	6	9	1	4	5	5	13	1	0	2	1	1	0	0	0	2	2	1	1	0	2	0	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10685	2556	1919	1103	952	982	660	353	523	264	299	221	165	129	116	88	81	63	48	46	48	62	21	17	30	19	13	6	9	22	4	8	10	5	16	5	2	4	5	2	2	1	2	7	2	3	2	1	2	0	2	3	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	8374	755	1185	406	554	746	455	86	427	136	224	130	98	56	63	20	36	31	10	11	29	45	7	4	7	8	5	1	3	12	1	5	5	3	15	3	0	3	1	1	0	0	0	2	2	1	2	0	2	0	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	10726	2553	1968	1112	931	959	692	350	552	282	289	189	166	125	107	88	87	73	47	48	47	65	22	19	29	19	12	11	13	15	8	13	8	9	18	5	2	3	7	2	4	1	1	9	1	2	1	2	1	0	4	2	0	0	2	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	8407	724	1232	412	530	718	475	90	448	136	218	108	95	51	54	25	38	39	13	12	33	47	11	4	9	8	6	1	7	9	4	7	4	7	14	3	0	2	1	1	0	0	0	4	1	1	1	0	1	0	4	0	0	0	1	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	10798	2535	1981	1127	899	1002	730	365	570	276	278	192	202	117	106	87	86	91	43	44	50	53	27	16	22	28	20	11	18	19	7	12	8	7	14	4	1	3	8	3	4	1	2	5	0	1	1	3	1	0	3	3	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	8455	732	1211	434	509	773	510	102	460	130	205	107	112	46	53	26	36	54	13	14	33	37	15	4	6	13	12	1	12	15	4	6	4	6	10	2	0	2	2	2	0	0	1	2	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	10845	2589	1967	1116	920	994	769	349	564	251	288	204	206	111	121	81	81	83	44	44	50	54	27	19	24	26	20	16	21	15	10	11	13	16	9	7	4	1	5	5	4	1	1	3	6	1	4	2	1	0	2	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	8492	709	1193	443	527	767	543	106	454	110	200	108	125	44	54	24	42	52	14	13	34	41	13	6	8	13	14	4	14	12	5	4	7	11	4	5	2	1	1	4	0	0	1	2	6	0	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	10476	2553	1976	1063	922	998	723	341	569	242	261	197	196	108	127	66	76	70	50	46	52	40	31	19	24	31	21	13	23	13	7	9	12	13	9	4	5	4	4	4	1	1	1	0	6	1	5	1	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	8032	658	1184	389	520	748	499	96	444	107	176	104	111	43	53	20	38	43	13	14	31	26	17	6	6	11	14	3	13	10	4	4	6	6	6	3	3	4	1	3	0	0	1	0	6	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
