label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65
0.03	north1_all	80	1313	1224	325	371	458	168	93	88	71	135	46	90	112	38	43	41	22	13	18	15	15	10	21	14	4	4	4	5	1	2	4	0	2	4	2	3	1	7	0	2	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	614	762	156	215	278	76	44	33	28	86	22	60	77	26	22	20	16	7	9	6	11	4	15	9	1	2	2	3	1	1	1	0	2	2	2	2	0	6	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1299	1292	311	378	451	164	101	82	72	127	43	111	101	26	50	47	21	19	11	15	14	10	19	15	2	4	3	6	1	2	3	2	4	4	3	3	0	4	0	2	2	2	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	649	804	141	222	274	76	50	32	36	70	20	73	66	16	26	17	15	8	7	8	10	5	13	13	1	2	2	4	1	2	0	2	4	3	3	2	0	3	0	1	1	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1390	1305	342	339	456	151	99	75	57	130	37	96	90	21	52	55	14	17	9	13	4	9	19	13	2	2	3	6	1	3	2	3	4	6	3	2	0	1	0	1	1	2	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	680	820	166	195	279	77	51	36	31	73	17	60	61	9	31	19	7	7	5	8	2	6	13	12	1	0	3	5	1	2	0	3	4	5	3	1	0	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1369	1318	337	340	458	150	92	66	61	117	42	103	95	25	58	55	13	18	8	10	7	10	25	11	3	5	3	9	0	3	1	3	4	6	1	1	0	0	1	6	1	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	666	834	164	192	278	81	46	32	31	71	19	62	63	13	33	26	6	5	4	8	4	6	21	6	2	3	3	3	0	2	0	3	3	5	1	1	0	0	0	6	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1357	1279	331	344	493	143	102	71	58	107	47	97	94	33	50	52	16	15	7	12	9	8	19	8	2	8	4	12	3	4	1	4	4	3	2	3	0	1	1	6	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	667	811	156	191	313	78	50	36	28	66	17	61	61	18	30	33	5	4	4	7	5	6	16	3	2	3	3	6	2	3	0	4	2	2	2	3	0	1	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	1336	1286	318	347	507	147	105	78	71	103	49	95	87	37	37	44	17	16	9	13	12	10	21	9	7	10	2	10	5	2	2	7	4	2	1	2	1	1	1	6	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north6_active	80	633	830	142	195	326	86	47	34	33	67	21	64	58	18	22	34	3	6	6	8	7	6	20	3	3	5	1	5	2	2	0	4	2	1	1	2	1	1	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1316	1333	319	353	505	150	103	87	73	123	48	99	103	44	34	46	12	14	18	10	12	11	16	16	6	13	3	16	6	2	1	8	2	2	1	2	1	1	1	6	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0
0.03	north7_active	80	628	869	145	197	351	84	45	43	34	85	21	69	66	23	23	30	1	5	14	5	6	8	14	8	1	9	1	14	2	2	0	5	1	1	1	2	1	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north8_all	80	1327	1378	326	353	514	151	105	94	71	109	48	89	100	37	28	44	13	11	24	13	8	13	11	18	8	9	2	12	3	1	1	6	1	2	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1
0.03	north8_active	80	629	880	144	194	336	73	50	45	30	73	20	62	62	24	18	30	2	5	18	8	4	8	8	12	1	7	1	10	0	1	0	3	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1
0.03	north9_all	80	1356	1354	320	352	485	147	105	85	80	122	49	76	97	43	28	37	18	12	27	15	9	15	15	16	6	8	4	18	3	1	1	4	0	4	3	1	2	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	4	0	0	0	0	0	0	0	3	0	0	0	0	1
0.03	north9_active	80	637	820	137	200	314	72	51	39	33	83	22	55	63	27	16	22	9	7	17	9	5	10	12	10	1	7	1	14	1	1	0	1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	3	0	0	0	0	1
0.03	north10_all	80	1386	1316	341	365	507	136	102	86	73	111	51	70	81	35	29	33	22	18	19	17	8	17	9	11	4	5	5	11	5	1	0	6	0	4	4	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	672	811	150	212	306	58	51	46	34	73	22	53	52	21	17	23	12	9	7	10	6	11	7	6	1	4	2	7	1	1	0	5	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	1345	1261	329	335	499	160	99	79	64	105	36	97	93	38	34	43	16	12	14	10	7	14	14	12	4	10	4	11	5	7	2	4	2	2	3	1	1	0	0	2	2	1	1	0	0	1	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	675	765	158	187	300	80	50	39	25	62	14	51	65	23	18	21	8	10	5	7	2	7	6	10	2	7	3	4	3	5	2	2	0	2	2	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1368	1286	328	319	504	165	96	84	81	97	37	89	98	27	35	39	20	10	12	14	8	9	14	8	5	8	6	11	4	5	2	6	0	1	4	0	1	0	0	4	1	2	1	0	0	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	685	801	156	189	317	89	45	43	34	57	17	44	70	15	21	24	12	8	5	10	4	5	5	7	4	6	3	4	2	4	2	4	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1355	1347	348	325	479	166	85	90	76	120	35	92	95	21	43	31	25	14	11	13	13	13	17	10	7	12	6	10	5	5	2	4	0	0	3	3	1	0	0	4	1	1	0	0	1	1	2	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	651	862	171	189	320	90	39	48	30	73	18	50	71	12	28	18	14	9	4	7	9	10	9	10	4	7	4	6	3	4	0	4	0	0	2	3	0	0	0	1	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1362	1453	333	363	499	138	93	94	80	115	31	85	83	33	40	32	18	16	15	18	17	16	16	19	6	12	6	11	4	3	3	9	0	2	4	4	3	0	0	4	3	1	0	1	2	1	2	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	668	925	164	209	347	72	41	48	36	70	16	49	60	21	25	20	10	9	8	9	11	10	10	15	2	5	4	7	2	2	0	9	0	1	4	3	1	0	0	2	1	0	0	1	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1303	1412	337	379	499	137	99	100	74	108	43	88	103	30	35	38	17	19	14	19	22	16	14	18	3	11	5	14	3	5	3	6	1	3	5	4	2	0	0	4	3	0	0	1	2	1	2	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	652	880	160	230	336	69	44	48	33	73	15	52	81	18	23	24	9	9	7	9	13	10	10	13	0	3	3	7	2	3	0	6	0	2	5	3	1	0	0	2	1	0	0	1	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1311	1408	327	368	511	140	94	86	61	88	46	72	102	35	43	42	10	19	16	20	17	16	7	21	4	10	5	10	1	3	2	6	3	6	4	4	2	0	0	2	3	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
