label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	7218	4184	1751	1448	678	1546	320	280	229	120	118	75	46	35	98	22	21	19	16	10	11	12	15	1	5	6	2	2	1	5	0	0	0	6	0	0	0	0	0	0	0	0	1	0
0.03	north1_active	80	1697	2719	812	946	251	1389	103	141	136	35	70	20	20	8	81	4	15	6	6	5	6	9	14	0	2	6	1	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7184	3975	1735	1328	686	1352	318	236	214	129	120	76	52	31	59	20	27	15	11	13	10	15	12	2	3	4	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1562	2448	766	804	264	1195	107	110	112	37	74	23	19	14	46	5	18	5	2	7	6	12	11	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7148	4127	1799	1390	693	1465	306	231	227	139	113	73	44	43	103	21	32	16	14	9	9	18	9	1	4	8	3	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	1582	2599	812	894	275	1306	115	103	122	35	61	20	13	19	90	4	25	8	4	3	6	16	8	0	2	8	2	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	7231	4343	1864	1447	719	1670	343	232	217	137	115	75	49	43	117	23	33	20	10	10	8	17	27	2	3	7	2	1	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	1
0.03	north4_active	80	1716	2887	902	973	294	1521	142	118	124	33	50	21	14	17	105	2	26	14	4	3	6	15	25	0	2	7	1	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	7333	4595	1899	1583	757	1986	365	268	216	124	124	77	43	47	135	29	51	19	9	8	8	18	34	1	6	7	0	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	1
0.03	north5_active	80	1830	3225	967	1138	324	1835	134	144	131	34	56	25	13	17	119	6	34	13	3	3	6	15	33	0	5	7	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	7291	4817	1880	1681	736	2139	356	256	212	127	122	79	55	44	116	31	49	20	8	10	8	14	35	3	4	9	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
