label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	12159	14069	2429	2474	977	962	691	336	230	522	132	130	189	66	86	38	89	51	29	8	18	23	3	7	5	4	1	1	5	6	9	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north1_active	80	6074	12628	790	1876	302	630	468	72	46	457	34	43	174	25	67	15	71	43	14	3	9	21	2	5	1	2	0	1	4	5	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	12136	14307	2419	2481	963	1036	654	325	236	529	130	133	234	66	129	33	84	57	25	10	9	21	4	11	6	4	3	3	3	2	6	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north2_active	80	6022	12804	768	1865	298	689	449	68	46	463	30	44	218	23	101	13	63	50	9	2	5	18	3	8	2	3	2	2	3	1	6	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	12120	14203	2379	2448	976	1034	611	308	256	493	118	125	266	68	112	31	93	63	24	10	10	10	8	13	10	5	4	2	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north3_active	80	5985	12694	743	1865	311	689	420	70	54	435	26	41	249	22	84	10	73	53	14	1	5	8	7	11	4	3	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12071	14476	2404	2421	1012	1016	609	323	250	489	121	126	278	62	145	33	80	65	25	13	10	7	8	19	9	5	3	3	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north4_active	80	6004	12993	771	1789	338	681	435	79	59	429	30	44	258	23	115	8	61	56	18	1	5	5	6	14	4	2	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	11978	14394	2412	2483	1000	993	595	333	238	506	121	120	275	63	117	31	59	49	29	13	16	13	8	15	7	3	1	1	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	5990	12903	786	1851	320	637	420	81	56	444	32	41	253	25	98	6	46	40	22	2	9	9	5	11	4	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north6_all	80	11933	14424	2415	2423	1003	976	592	354	216	519	135	120	254	64	107	36	50	49	27	13	17	11	12	14	5	1	2	3	1	2	1	1	2	0	0	3	0	1	0	1	0	0	0
0.03	north6_active	80	5965	12904	813	1785	313	635	418	90	53	456	32	45	232	20	89	8	44	41	20	3	10	7	8	10	2	0	1	1	0	2	1	0	1	0	0	2	0	1	0	1	0	0	0
0.03	north7_all	80	11945	14335	2436	2466	991	987	624	365	230	528	125	105	278	68	88	36	50	54	28	18	14	14	9	13	3	3	2	2	1	2	1	1	3	1	0	3	0	0	0	1	0	1	0
0.03	north7_active	80	5919	12851	824	1811	300	652	425	84	58	466	33	33	253	23	77	7	47	45	19	4	8	7	4	9	1	1	1	1	0	2	1	0	1	1	0	2	0	0	0	1	0	0	0
0.03	north8_all	80	11966	14342	2427	2490	1020	927	700	366	245	515	130	94	266	66	89	33	53	46	23	17	7	12	9	10	3	3	2	2	2	0	1	0	3	1	0	3	0	0	0	1	2	1	0
0.03	north8_active	80	5910	12911	793	1872	308	615	481	85	63	453	35	28	237	21	71	10	52	38	14	5	5	5	5	8	0	1	1	1	1	0	1	0	1	1	0	2	0	0	0	1	2	0	0
0.03	north9_all	80	11930	13634	2478	2424	1046	962	704	377	260	511	136	104	263	55	107	30	57	38	21	16	4	9	6	9	3	3	3	0	5	1	1	0	1	1	0	0	0	0	0	1	2	1	0
0.03	north9_active	80	5777	12208	789	1782	301	635	475	94	72	439	34	30	235	15	83	12	55	32	13	4	4	5	4	7	0	1	2	0	3	1	1	0	0	1	0	0	0	0	0	1	2	0	0
0.03	north10_all	80	11828	12658	2473	2333	1030	912	684	370	258	465	153	102	233	50	101	31	53	42	22	12	10	6	7	6	4	3	4	0	5	2	3	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north10_active	80	5501	11203	741	1664	283	586	434	96	67	392	36	35	186	13	77	11	49	38	15	5	8	3	4	5	0	1	4	0	3	2	3	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north11_all	80	11958	14201	2509	2458	964	978	674	351	263	585	139	99	250	59	100	36	75	75	20	9	17	19	5	12	2	2	3	1	4	0	2	0	1	1	1	2	0	0	0	0	1	0	0
0.03	north11_active	80	5947	12792	857	1839	292	653	470	68	69	529	35	39	218	22	86	5	59	64	12	2	14	15	4	8	2	1	3	1	2	0	2	0	0	0	1	2	0	0	0	0	1	0	0
0.03	north12_all	80	11827	14177	2484	2433	965	971	686	363	262	562	144	100	259	66	118	40	67	65	21	8	13	16	3	12	2	4	4	0	3	0	2	0	2	1	1	2	0	1	0	1	1	0	0
0.03	north12_active	80	5799	12723	844	1811	289	635	478	74	70	512	40	41	231	21	102	8	51	51	11	3	10	12	1	9	1	3	4	0	1	0	2	0	0	0	1	2	0	0	0	0	1	0	0
0.03	north13_all	80	11870	14262	2452	2388	1023	973	674	362	269	549	129	102	277	59	116	33	47	68	19	10	11	20	4	12	2	4	6	0	2	0	1	0	2	1	1	1	0	2	1	1	0	0	0
0.03	north13_active	80	5816	12783	811	1791	304	636	469	78	71	493	34	36	253	18	99	12	35	53	11	3	7	15	1	11	1	2	6	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north14_all	80	11939	14110	2452	2503	1002	991	646	350	268	577	138	106	253	57	108	36	38	81	21	11	16	22	5	9	3	5	3	0	0	0	0	0	1	0	0	1	0	2	1	1	0	0	0
0.03	north14_active	80	5838	12612	804	1895	296	675	434	78	72	518	39	36	229	18	89	13	27	67	12	3	10	15	1	8	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	11969	13972	2439	2592	1025	975	642	344	260	515	130	111	286	45	127	36	47	77	23	11	18	26	5	9	2	3	2	2	0	2	0	1	1	0	0	1	0	2	1	0	0	0	0
0.03	north15_active	80	5897	12506	790	1967	299	658	420	89	67	450	34	36	265	12	110	13	36	68	15	4	10	18	2	7	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	12026	13738	2452	2589	1029	958	654	359	245	494	140	103	257	54	118	37	60	76	21	12	19	28	7	11	5	3	1	3	0	4	1	2	0	1	0	1	1	1	1	0	0	0	0
0.03	north16_active	80	5951	12277	792	1959	306	638	437	82	58	428	39	31	234	11	99	11	50	65	14	3	13	18	3	8	1	1	1	1	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north17_all	80	11972	13938	2454	2559	1051	947	678	351	240	501	136	79	232	58	112	34	61	58	22	14	17	23	5	9	4	2	3	4	1	6	1	3	0	1	0	1	1	0	0	0	0	0	0
0.03	north17_active	80	5935	12501	796	1957	316	623	465	83	56	441	36	23	212	15	98	9	53	46	17	3	12	17	3	7	2	0	2	1	1	6	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north18_all	80	11880	13984	2475	2546	1009	953	701	347	255	502	140	99	296	58	104	31	61	57	21	14	15	23	9	13	7	2	3	3	1	6	1	2	1	1	0	0	1	0	0	2	0	0	0
0.03	north18_active	80	5931	12513	800	1966	299	631	488	81	52	430	40	35	272	18	87	9	54	45	18	2	12	18	4	11	5	0	2	1	1	6	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north19_all	80	11771	13838	2482	2489	1000	1014	670	343	258	497	142	99	285	61	113	21	73	59	18	10	12	22	8	9	8	4	4	2	1	2	1	2	1	0	0	0	0	0	0	2	0	0	0
0.03	north19_active	80	5885	12378	812	1900	296	686	465	82	52	431	35	36	266	21	100	4	65	47	16	2	8	20	3	7	5	0	3	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north20_all	80	11643	12708	2549	2361	974	1008	648	329	274	474	152	115	275	61	107	27	75	44	20	14	10	18	10	9	5	4	5	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0
0.03	north20_active	80	5508	11167	781	1722	287	656	438	92	64	395	41	35	249	17	90	7	67	36	16	1	7	15	3	7	4	1	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
0.03	south21_all	80	11226	4752	7766	2651	964	1834	1295	742	412	196	220	255	111	80	51	51	55	34	47	15	11	15	19	2	4	2	2	6	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	4462	2174	6983	2061	317	1580	1138	619	305	90	150	220	70	48	37	40	39	12	41	2	6	9	14	1	3	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	11195	4753	7700	2674	944	1788	1310	758	393	194	206	285	129	91	52	59	53	26	59	17	9	15	10	2	5	1	1	6	0	2	1	2	3	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	4377	2166	6941	2020	302	1529	1156	638	283	83	141	247	86	53	32	47	38	10	54	4	4	7	3	1	3	1	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11241	4762	7642	2641	972	1840	1327	782	392	210	204	285	141	70	57	58	58	21	58	17	9	22	7	2	6	4	2	6	0	2	1	2	2	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	4384	2187	6865	1987	301	1585	1175	666	285	97	133	244	98	46	31	43	48	8	54	5	2	18	4	1	4	4	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11197	4759	7800	2651	990	1916	1397	883	413	213	203	284	157	67	50	72	63	18	64	15	14	22	10	1	4	7	2	0	2	0	1	1	2	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	4312	2187	7033	2013	304	1652	1239	770	319	95	136	239	114	43	22	56	55	5	59	3	3	16	6	0	2	6	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	11233	4749	7969	2632	1038	1899	1464	857	454	201	205	263	138	48	50	64	61	22	62	14	15	22	8	3	3	12	2	1	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	4336	2199	7173	2001	306	1659	1305	736	357	87	141	217	101	32	25	46	54	6	58	5	3	17	6	1	2	9	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	11183	4778	8158	2666	1025	2028	1389	850	469	199	212	264	132	49	58	59	54	21	58	13	15	13	10	4	1	11	2	1	2	1	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	4301	2153	7319	2055	312	1787	1238	716	358	86	143	220	89	29	27	48	46	6	53	6	2	9	7	1	0	7	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	11161	4799	8067	2741	1023	1918	1494	749	453	205	204	216	127	56	49	62	56	24	56	10	8	22	11	7	3	8	6	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	4265	2169	7271	2111	297	1694	1342	618	355	91	143	182	87	33	25	54	43	7	51	5	0	20	8	1	0	4	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
