label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north1_all	80	36305	20416	7442	6201	10318	2861	1959	2330	1296	2195	813	886	551	577	836	644	272	250	225	180	378	151	183	162	104	81	53	57	53	91	33	30	26	48	21	19	11	24	12	10	13	3	8	3	21	11	17	6	2	6	3	5	1	1	2	1	4	0	2	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	21916	14975	2085	3488	9253	1248	405	1634	382	1822	163	551	172	286	624	511	109	49	120	85	328	77	145	118	77	33	11	27	11	78	6	17	6	41	12	2	7	20	4	0	9	0	6	1	20	10	11	3	1	4	3	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	36449	20194	7503	6166	10196	2942	1990	2431	1312	2233	792	894	553	628	824	563	291	251	258	185	383	139	183	146	126	96	55	59	58	82	33	28	33	45	21	15	13	23	10	13	13	5	9	12	19	4	17	7	7	4	2	6	1	1	3	1	4	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	22061	14835	2127	3496	9134	1291	435	1721	390	1855	160	563	179	324	625	438	109	48	149	88	325	71	143	105	97	38	17	26	13	71	5	10	9	38	11	1	8	20	4	2	6	1	7	10	19	4	12	2	6	4	2	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	36429	20249	7514	6215	9865	2912	1986	2436	1295	2308	823	930	569	607	812	571	313	241	254	167	377	144	178	145	126	86	51	65	56	67	23	28	29	40	17	14	11	24	8	15	12	10	13	14	2	2	17	5	5	1	7	4	3	1	1	1	1	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_active	80	22107	14859	2094	3514	8801	1275	445	1701	382	1929	174	566	179	310	636	448	118	40	144	75	325	71	136	102	83	31	20	31	13	58	6	8	7	32	10	1	5	18	3	4	5	1	8	12	2	2	11	1	5	1	4	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	36294	20215	7486	6061	9880	2941	2036	2450	1327	2293	846	934	582	574	701	576	286	238	232	170	406	150	186	140	149	80	58	62	46	66	21	30	33	58	13	15	13	17	9	11	11	9	9	15	4	2	14	7	5	2	7	5	4	0	3	1	0	0	3	0	1	2	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1
0.03	north4_active	80	22123	14823	2069	3453	8805	1294	455	1697	395	1906	167	579	192	307	536	441	110	35	126	79	362	76	140	109	104	36	29	25	12	57	5	11	10	49	4	3	3	10	5	4	5	1	4	14	4	2	8	4	5	1	4	1	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	36328	20616	7491	6026	9989	2880	2037	2465	1336	2227	832	1015	581	531	676	604	284	240	238	173	406	153	202	167	158	72	69	55	47	72	23	28	30	71	19	16	12	14	10	8	8	8	11	10	4	9	10	6	3	2	7	4	5	1	2	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1
0.03	north5_active	80	22031	15072	2067	3450	8913	1267	456	1754	385	1849	165	651	199	272	538	467	120	41	116	78	361	81	155	129	109	32	32	24	14	62	8	13	10	63	9	5	1	8	5	5	4	0	6	10	4	8	8	4	3	1	4	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
