label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	42544	13610	15349	5405	3444	2737	3071	2475	1372	998	1430	1561	468	417	476	802	610	232	373	181	258	185	93	91	140	75	54	66	23	57	72	34	19	26	25	28	19	12	13	13	9	7	7	12	5	4	7	8	2	5	1	3	4	1	1	2	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0
0.03	north1_active	80	25372	7136	9576	2780	1668	1336	1812	1489	685	478	862	1047	204	195	273	521	428	115	263	96	165	116	40	41	75	41	27	44	9	31	53	21	10	19	18	13	7	4	5	9	4	4	1	8	3	3	3	6	2	3	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	43026	13676	15235	5366	3423	2709	3077	2503	1413	975	1524	1547	448	441	493	789	663	224	379	188	276	216	103	98	121	67	47	69	35	49	71	33	19	24	20	42	17	10	12	15	13	8	8	11	7	5	6	10	2	3	1	3	3	8	2	9	0	1	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0
0.03	north2_active	80	25715	7128	9573	2719	1675	1335	1831	1471	708	440	927	991	198	217	280	536	478	108	264	102	193	142	41	48	67	28	23	44	13	28	44	18	8	20	12	26	6	6	3	11	3	6	1	9	5	4	5	9	2	2	0	1	1	6	0	9	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north3_all	80	43557	13609	15237	5524	3435	2678	3083	2534	1351	990	1613	1657	467	430	525	773	702	214	349	173	293	213	96	104	113	72	54	63	34	57	54	28	19	28	31	34	20	24	11	8	16	9	6	13	8	5	5	5	2	3	2	4	4	7	3	7	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0
0.03	north3_active	80	26094	7119	9575	2837	1679	1324	1839	1485	683	453	1024	1027	205	212	299	505	508	105	243	95	194	139	39	52	68	29	26	40	14	33	36	14	9	24	15	23	9	11	6	6	6	6	1	8	5	3	5	4	2	2	1	1	2	6	0	7	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	43061	13687	15227	5358	3486	2592	3086	2536	1359	1013	1587	1647	477	416	514	696	708	225	345	175	285	225	83	107	120	70	58	58	36	50	45	18	18	30	48	47	19	19	12	7	12	7	7	12	8	5	4	4	0	5	3	4	1	7	2	7	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
0.03	north4_active	80	25620	7093	9718	2760	1702	1277	1873	1500	686	471	1010	1010	212	211	292	444	504	86	230	102	180	152	38	49	76	34	30	29	19	26	28	7	8	23	20	32	10	8	7	5	5	3	5	7	5	2	3	3	0	5	2	2	1	6	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	41503	13523	14562	5242	3506	2550	3033	2423	1298	1001	1510	1604	473	381	493	656	669	227	337	180	312	216	88	99	136	61	58	55	41	42	66	22	21	24	61	34	20	21	12	8	11	5	13	8	7	6	1	1	3	5	3	2	1	0	2	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	24557	6913	9279	2712	1737	1211	1776	1380	660	446	949	983	206	187	268	389	444	84	226	103	182	144	39	41	92	28	30	25	22	19	40	11	10	17	31	18	9	7	9	5	4	2	12	1	4	2	0	0	1	3	3	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	40480	13250	14584	5104	3418	2507	2900	2314	1291	973	1413	1473	497	403	448	726	600	217	336	190	300	198	93	98	149	52	53	61	45	51	58	21	22	24	54	37	17	7	12	6	10	4	17	5	7	3	1	0	7	5	4	1	4	1	2	1	4	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	23811	6808	9253	2619	1700	1164	1659	1318	644	421	879	929	216	195	243	459	371	94	208	105	177	122	38	46	95	28	28	30	26	27	35	10	10	16	31	18	8	3	8	4	6	1	14	0	5	0	0	0	3	3	4	1	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	40632	13291	14342	5147	3378	2540	2845	2356	1288	911	1441	1462	472	408	447	745	591	214	357	191	293	168	90	102	142	50	55	59	44	56	82	23	25	31	59	29	15	16	11	9	7	5	16	5	8	5	4	7	10	4	4	0	4	1	1	2	4	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	23894	6812	9019	2671	1654	1209	1570	1362	632	409	883	899	206	195	228	465	370	101	223	105	173	97	35	39	86	26	34	33	19	37	45	12	14	16	42	18	5	10	6	5	3	2	11	0	5	1	3	7	6	2	4	0	0	0	1	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	41917	13220	14614	5237	3395	2597	2840	2357	1256	881	1403	1478	508	416	489	718	553	222	357	168	297	152	75	109	154	53	69	59	40	64	72	20	21	37	50	24	13	16	10	5	6	7	14	4	9	7	3	7	10	2	3	1	6	4	1	2	5	1	0	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	24795	6758	9172	2714	1632	1245	1626	1399	602	397	823	893	224	187	265	479	349	108	214	86	165	86	30	48	85	31	45	39	17	43	40	10	11	15	34	14	6	11	4	3	3	5	7	0	8	4	3	7	5	2	3	0	2	3	1	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	43150	13360	14792	5452	3451	2587	2971	2442	1256	907	1426	1641	478	434	503	722	598	220	392	161	284	167	77	108	134	61	70	54	41	60	78	23	19	44	57	33	15	24	6	14	17	11	9	5	6	6	5	9	6	2	0	1	8	4	0	2	1	1	1	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	25767	6873	9186	2831	1677	1288	1711	1449	583	429	832	1020	216	181	281	488	398	104	234	83	170	107	32	47	80	37	47	36	17	44	47	11	11	22	42	16	10	15	3	9	12	7	5	3	5	4	4	9	3	2	0	0	4	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	42325	13262	14669	5402	3406	2501	2901	2450	1226	911	1469	1686	469	433	496	644	606	229	344	148	303	196	77	104	142	65	68	60	39	62	78	28	17	49	40	35	11	30	7	12	23	13	8	3	6	4	3	6	4	4	0	2	4	4	1	1	1	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	25234	6797	9064	2838	1650	1235	1729	1416	603	421	885	1063	226	167	287	433	406	117	217	73	209	122	32	52	85	40	44	34	17	44	53	14	9	32	28	14	9	14	4	8	18	7	4	3	4	3	1	6	1	2	0	1	4	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	44388	13876	15869	5473	3545	2710	3198	2596	1353	978	1496	1762	476	379	537	741	647	237	338	148	258	180	98	79	175	70	64	61	37	60	78	31	20	41	36	17	16	19	16	11	20	16	22	13	4	6	6	2	1	8	2	3	5	4	3	2	3	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	26425	7313	10095	2874	1702	1352	1911	1526	684	477	938	1218	208	163	305	513	442	96	206	67	148	109	50	33	125	38	30	31	17	43	51	23	7	21	20	7	7	14	9	3	12	12	18	9	2	4	3	1	1	3	0	3	2	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	44371	13879	15839	5527	3580	2712	3163	2519	1298	973	1568	1826	441	400	547	657	611	237	390	154	278	190	101	76	158	70	66	70	32	57	78	31	19	46	35	13	17	19	15	16	19	14	19	12	4	6	4	3	1	8	4	3	5	4	3	3	6	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	26372	7253	10130	2903	1710	1372	1871	1456	639	472	953	1261	192	171	325	447	425	102	235	76	175	119	50	36	96	35	30	35	15	37	51	22	9	26	24	7	8	14	8	5	11	10	17	9	2	4	2	2	1	3	0	3	3	2	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	44054	13847	16057	5564	3490	2704	3251	2531	1299	1000	1543	1782	443	391	515	661	612	251	452	152	247	201	88	86	153	74	66	85	32	58	81	30	22	50	38	12	17	21	17	14	10	14	25	4	6	3	4	7	1	3	6	4	5	2	2	1	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	26315	7263	10281	2904	1661	1360	1950	1533	631	491	914	1146	216	172	306	444	390	113	286	77	161	124	44	41	91	35	26	44	14	42	51	20	10	23	28	10	8	16	10	4	4	10	22	2	3	2	2	5	1	3	0	4	3	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_all	80	44057	13942	15999	5619	3486	2766	3204	2525	1282	971	1541	1689	433	418	490	676	589	262	435	166	262	229	99	86	172	80	66	77	29	62	76	37	26	41	33	21	18	34	16	13	10	9	22	2	8	5	3	7	2	4	5	5	4	1	3	1	9	0	1	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	26252	7359	10195	2972	1685	1382	1922	1516	627	464	901	1069	201	194	286	430	368	133	266	88	174	129	48	45	107	40	30	41	13	37	49	23	8	23	18	19	9	22	12	3	3	6	17	1	5	5	1	4	1	3	0	5	3	0	0	0	9	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	44008	13877	15708	5701	3467	2754	3163	2505	1312	954	1455	1625	449	415	463	717	554	259	421	175	269	216	100	92	154	74	68	69	27	56	57	34	26	40	29	25	10	26	13	7	11	7	20	3	8	5	4	8	2	3	4	3	3	1	1	1	8	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	26016	7281	9940	3028	1682	1368	1915	1497	645	453	843	1003	214	193	270	432	336	128	269	90	170	112	48	50	96	37	29	38	14	34	37	22	7	20	13	18	5	15	9	3	4	2	13	1	5	4	1	4	1	2	0	2	0	0	0	0	8	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	43981	13962	15723	5608	3508	2761	3107	2418	1291	931	1495	1557	467	391	506	759	574	228	447	177	297	210	98	83	142	73	57	54	31	48	63	38	31	31	30	31	9	25	16	13	11	8	12	7	8	6	5	16	3	9	0	3	3	1	3	1	3	0	1	4	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	25938	7315	9856	2950	1706	1394	1833	1453	639	428	898	977	216	194	297	459	384	109	284	97	183	105	44	48	85	41	29	23	10	28	42	22	10	19	12	18	7	15	11	5	4	3	5	3	4	4	2	13	2	8	0	1	0	1	0	1	2	0	0	4	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	44066	13943	15540	5644	3535	2735	3108	2385	1325	906	1550	1524	503	413	515	781	583	205	418	170	257	189	104	97	173	65	63	49	41	53	64	26	27	32	26	32	7	17	12	13	10	8	11	7	5	3	4	12	5	8	0	2	6	1	3	2	3	0	2	3	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	26085	7191	9732	2933	1684	1393	1818	1393	667	409	964	955	215	194	298	482	403	96	275	87	153	99	49	53	92	39	32	25	15	24	39	14	10	17	12	20	5	8	6	5	6	1	5	3	1	1	2	11	5	8	0	0	3	1	0	1	2	0	0	3	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	44603	13903	15842	5571	3540	2763	3141	2326	1338	920	1560	1683	505	399	541	729	653	188	444	161	251	182	95	102	177	55	57	54	41	51	70	28	22	27	25	33	7	9	11	14	18	5	10	10	4	6	3	11	4	15	0	1	3	2	2	2	3	0	1	3	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
0.03	north18_active	80	26528	7241	9986	2877	1652	1413	1815	1352	695	411	983	1095	220	184	323	475	438	88	308	80	148	105	44	58	95	33	28	30	14	30	37	10	9	13	16	21	5	8	4	8	14	2	8	7	2	4	1	11	4	14	0	0	3	2	0	1	2	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north19_all	80	44672	13801	15975	5699	3515	2713	3132	2360	1310	890	1533	1654	514	405	533	716	682	213	396	166	240	198	91	99	172	53	52	57	41	61	87	31	21	33	35	36	10	3	9	9	15	18	7	11	4	7	5	10	5	13	0	1	4	2	0	1	1	2	1	0	0	1	4	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
0.03	north19_active	80	26589	7169	10065	2961	1670	1369	1818	1337	678	383	1000	1116	223	172	302	455	425	107	262	77	150	113	46	51	92	31	24	30	22	34	59	11	9	15	19	23	5	2	4	5	12	11	6	6	2	6	2	8	4	12	0	0	4	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north20_all	80	43849	13924	15835	5677	3437	2542	3076	2378	1307	923	1544	1659	526	410	485	706	642	212	355	175	249	194	86	102	137	58	57	76	37	57	78	25	23	28	32	42	10	15	8	12	11	19	7	8	3	8	4	10	8	7	0	1	1	3	0	2	1	3	1	0	0	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north20_active	80	26027	7272	10120	3025	1641	1272	1796	1372	653	407	990	1115	226	184	274	459	371	106	237	83	166	119	37	50	76	32	26	37	20	36	53	12	11	12	20	28	5	11	4	9	10	11	6	5	1	7	1	8	6	6	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	south21_all	80	44224	13815	15763	5423	3414	2584	3181	2604	1282	914	1566	1553	486	407	509	582	617	238	411	181	287	221	84	72	121	78	63	44	45	45	98	36	25	16	37	34	23	15	7	15	11	10	6	11	8	11	6	4	5	7	1	5	6	4	1	0	1	1	1	0	0	1	0	2	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
