label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	31779	12949	11589	11039	3727	2653	2284	2880	2299	2150	843	1313	632	474	943	524	368	249	497	181	307	120	105	118	71	67	97	70	36	43	32	21	24	9	42	36	11	22	11	18	8	6	9	7	6	8	2	2	2	0	2	5	3	1	4	2	3	0	2	0	1	0	0	2	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	15790	4493	8139	9444	1403	703	941	2265	1807	1790	247	1041	325	85	802	408	140	50	439	48	241	29	28	86	38	16	62	43	10	20	11	3	5	5	32	27	3	11	4	14	4	2	1	2	2	4	1	1	2	0	0	5	2	0	2	0	2	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	32085	12957	11391	11320	3782	2682	2293	2880	2278	2039	849	1262	619	468	939	529	340	239	458	176	265	115	115	101	65	56	110	68	40	50	34	25	23	9	29	32	10	21	13	24	7	6	11	5	3	8	2	1	3	1	4	3	5	0	8	1	2	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	15966	4529	7961	9665	1467	713	950	2210	1780	1676	252	1016	319	89	775	403	147	50	398	44	205	20	33	78	38	14	73	39	9	22	13	5	5	3	23	24	3	11	5	18	4	0	3	2	0	4	1	1	3	0	0	3	3	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	32833	13229	11949	12221	3829	2747	2292	3035	2370	2164	863	1417	645	466	948	571	318	235	556	169	267	110	111	112	86	57	120	65	42	44	36	29	22	19	30	53	14	11	19	22	4	6	13	4	2	4	3	0	1	8	4	3	6	0	6	2	2	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	17166	4920	8607	10605	1576	771	996	2366	1882	1821	287	1172	343	106	789	446	160	45	489	45	221	17	24	87	52	14	89	40	15	18	15	4	5	8	26	42	4	3	10	18	2	0	3	2	0	0	1	0	1	7	0	3	3	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	34008	13398	12513	13401	3951	2706	2217	3480	2408	2414	880	1532	703	466	939	659	310	235	549	154	339	119	107	138	97	53	110	74	48	43	30	26	21	26	31	35	14	12	19	16	4	9	11	1	1	3	5	1	1	9	4	1	4	0	4	2	1	4	1	2	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	18580	5279	9237	11849	1803	813	990	2829	1927	2067	305	1300	390	110	807	533	161	48	485	42	286	23	23	111	53	17	87	52	18	24	13	6	9	12	28	27	5	4	13	9	2	1	4	0	1	0	1	0	1	7	0	1	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	34666	13514	12764	14404	3997	2684	2267	3688	2483	2605	868	1732	777	472	1038	720	306	245	523	154	383	127	99	149	99	54	109	78	40	38	26	25	22	29	37	38	15	14	17	17	3	10	13	1	1	1	8	3	0	9	1	5	3	0	2	1	1	4	2	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	19631	5661	9653	12900	1923	868	1047	3121	2052	2285	306	1488	448	121	920	611	164	45	463	49	325	33	14	120	52	21	83	56	17	23	11	4	7	13	34	31	5	7	13	12	0	3	5	0	1	0	4	0	0	8	0	5	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
