label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	2028	1236	607	490	226	312	487	70	51	68	35	102	37	18	52	9	21	10	4	16	6	6	1	3	5	2	2	1	0	3	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	1079	724	347	306	115	217	352	31	22	33	19	80	18	10	22	7	11	3	2	15	4	2	1	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2037	1280	618	474	235	281	500	60	53	68	34	110	37	13	52	13	19	11	2	14	5	3	1	2	3	1	3	1	0	3	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	1089	764	336	287	119	190	344	25	30	36	21	86	19	6	22	10	10	2	2	13	3	0	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2080	1276	635	459	224	243	496	56	58	72	34	108	43	11	42	12	23	24	3	14	4	2	1	2	6	2	2	0	1	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	1092	755	350	270	116	151	323	23	32	39	18	84	20	6	20	9	15	13	3	8	2	0	1	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2109	1310	667	463	224	261	495	58	67	68	35	101	45	9	30	16	15	24	3	17	3	4	1	1	5	1	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	1101	744	362	265	119	161	327	23	39	38	19	85	22	4	18	12	11	15	2	9	2	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	2100	1301	657	492	211	264	462	66	74	69	40	102	35	12	36	13	20	26	3	14	0	5	3	1	5	1	6	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	1099	733	367	287	108	152	305	24	40	43	24	75	21	8	26	10	15	17	2	7	0	0	0	0	4	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	2162	1290	630	501	218	268	455	58	78	67	32	83	29	13	38	14	16	27	3	16	1	5	3	1	4	5	4	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	1162	744	349	302	102	160	301	22	39	43	15	60	16	8	25	8	12	20	2	12	1	0	0	0	4	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	2133	1298	590	484	218	246	446	65	73	63	27	66	29	15	33	13	12	22	3	18	1	6	4	0	2	5	5	1	1	0	0	1	2	0	0	1	1	0	1	0	0	0	0	1	0	0
0.03	north7_active	80	1126	739	333	290	106	151	295	23	33	37	15	41	16	9	20	6	8	17	2	13	1	2	1	0	2	3	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north8_all	80	2046	1166	559	417	216	234	401	64	72	72	35	59	31	18	33	11	8	20	3	13	5	5	2	0	4	6	3	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	1096	674	322	243	108	140	257	21	32	41	17	43	15	8	20	5	5	17	3	9	5	5	1	0	2	4	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	1930	1105	570	408	208	197	327	62	61	66	37	68	38	19	34	12	10	14	4	12	5	7	4	1	8	2	4	0	0	0	0	1	1	0	0	0	2	0	1	0	0	6	0	0	0	0
0.03	north9_active	80	989	642	304	245	110	129	225	26	26	34	18	37	19	9	19	5	5	12	3	9	5	5	1	1	5	1	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	6	0	0	0	0
0.03	north10_all	80	1888	1001	546	386	181	206	300	63	58	60	40	68	33	20	25	17	10	3	3	5	8	7	4	2	6	1	3	1	0	0	0	1	1	0	1	0	1	0	0	0	0	6	0	0	0	0
0.03	north10_active	80	975	561	295	215	91	127	207	29	29	31	19	37	16	10	15	9	6	1	2	4	7	3	0	1	3	1	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	6	0	0	0	0
0.03	north11_all	80	2055	1282	645	435	224	304	519	76	47	46	37	62	44	11	39	20	26	24	3	10	7	0	3	4	0	0	0	1	1	1	1	0	1	1	1	2	0	1	0	0	0	0	0	0	1	0
0.03	north11_active	80	1132	784	348	249	108	196	354	39	27	26	21	40	26	2	21	14	17	13	2	5	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	2072	1242	649	427	205	310	467	75	43	46	35	77	41	16	34	25	22	26	6	14	7	1	3	5	0	6	0	0	1	1	1	0	1	1	1	3	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	1109	745	351	250	104	215	328	39	25	19	18	51	23	5	20	19	13	15	5	9	2	0	2	2	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2091	1256	675	458	204	323	416	73	49	64	41	88	38	19	31	11	13	30	6	18	5	1	4	5	1	8	0	0	0	0	1	0	1	1	1	3	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	1108	756	382	274	105	235	277	30	22	28	24	63	21	6	21	9	9	17	5	13	0	0	2	2	0	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2100	1218	688	460	203	314	483	67	70	65	44	71	38	20	36	13	11	24	6	14	2	1	4	7	1	8	0	0	1	1	1	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	1087	696	392	280	89	219	317	29	34	29	20	53	25	7	27	10	9	15	4	11	1	0	2	6	0	4	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2047	1294	684	454	198	343	497	69	79	74	48	66	39	20	41	9	15	16	7	10	2	0	3	7	4	5	0	1	1	1	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	1066	770	401	285	88	253	324	24	36	40	25	53	27	5	32	6	10	10	4	9	1	0	2	6	3	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2058	1300	662	449	179	331	535	63	70	65	53	60	41	19	47	8	15	17	6	9	1	1	2	9	4	2	0	1	1	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	1097	766	378	270	78	232	356	25	32	38	30	49	33	4	35	6	12	9	2	6	1	0	1	8	3	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2135	1310	647	479	190	307	470	69	66	59	50	94	52	27	34	9	17	9	6	16	1	1	0	5	4	3	0	1	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1140	793	362	298	91	215	325	30	29	39	24	80	37	7	25	6	9	5	2	5	1	0	0	4	3	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2104	1235	606	493	192	288	507	73	53	65	43	100	58	29	31	9	19	16	9	18	4	2	0	4	3	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1131	730	347	313	101	183	335	32	23	41	21	76	38	10	24	5	13	10	4	6	2	0	0	3	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2069	1161	634	473	190	276	479	81	50	58	43	100	50	25	23	10	13	15	7	30	5	5	1	2	2	4	3	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1105	656	369	289	110	161	302	36	29	34	24	75	31	10	18	5	7	10	3	19	3	3	1	1	1	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2104	1212	653	468	193	275	449	80	40	64	41	80	44	23	25	12	14	13	7	19	4	5	1	1	3	3	6	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	1103	676	403	280	105	163	271	37	25	31	23	53	29	14	20	5	9	8	4	15	2	4	1	1	1	2	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	2014	1055	535	384	201	248	390	66	60	53	50	71	34	13	41	12	22	14	5	11	4	2	6	6	3	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south21_active	80	1002	577	272	205	97	152	257	31	29	34	25	55	16	2	24	8	17	9	5	7	1	0	4	1	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	2056	1155	602	405	209	276	428	67	55	58	59	85	37	13	42	12	22	19	5	16	5	2	6	4	2	2	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south22_active	80	1053	625	338	229	110	181	281	33	31	32	32	69	17	4	23	8	15	11	5	11	3	0	4	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	2114	1240	650	425	234	319	472	65	66	54	56	101	26	13	40	17	23	14	2	14	5	5	3	3	1	3	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	1118	709	341	255	129	206	308	33	42	28	31	78	14	3	25	13	16	8	1	11	3	3	2	1	1	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	2156	1257	656	417	239	317	526	69	67	45	41	102	27	16	40	16	15	18	1	19	5	7	1	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1171	736	362	253	137	211	376	37	40	22	28	69	17	6	26	14	8	14	0	14	4	6	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2133	1255	631	439	226	299	536	66	71	51	31	87	27	20	35	13	15	16	1	24	8	7	1	2	1	3	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1167	754	353	252	119	188	371	32	38	24	20	55	21	11	27	11	9	13	0	17	5	7	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2190	1218	631	452	207	281	503	61	69	51	25	92	28	23	49	15	15	17	2	18	7	8	0	1	1	3	4	0	1	0	3	1	0	1	0	0	0	0	0	0	1	4	0	0	0	0
0.03	south26_active	80	1185	717	364	264	101	184	354	32	39	26	15	56	22	14	40	11	11	17	2	10	3	7	0	1	0	0	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2065	1253	610	439	188	296	445	76	81	48	27	111	26	24	46	15	15	19	3	13	8	4	1	1	1	7	4	0	2	0	3	2	0	1	0	0	0	0	0	0	1	4	0	0	0	1
0.03	south27_active	80	1103	749	347	252	88	183	296	34	42	26	18	78	20	14	34	9	10	18	2	8	3	2	0	1	0	3	4	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south28_all	80	2089	1225	613	407	197	303	454	82	77	39	36	102	28	27	43	15	16	14	3	6	6	2	1	5	0	7	4	0	1	1	2	2	0	0	0	0	0	1	0	0	1	4	0	0	0	1
