label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	2688	1468	1372	1234	593	191	179	105	73	203	347	51	39	51	55	116	13	9	8	7	8	6	5	17	2	2	4	3	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	958	950	1092	1077	483	58	107	49	15	182	323	16	21	32	48	112	2	5	5	4	1	3	4	17	2	0	2	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2670	1604	1586	1443	707	188	195	98	73	257	497	49	37	37	60	118	14	6	11	6	7	5	0	35	4	2	3	4	0	2	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	1014	1066	1311	1272	591	63	126	45	14	236	474	18	21	25	55	116	2	4	6	4	1	3	0	34	4	0	2	0	0	1	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2618	1692	1804	1592	786	176	208	119	77	301	549	51	38	42	57	122	10	6	9	8	5	6	4	36	5	2	4	3	0	2	0	9	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	1050	1177	1563	1425	663	59	142	59	20	283	535	19	23	29	50	118	2	5	4	6	2	4	3	35	5	0	2	0	0	1	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2672	1692	1912	1646	807	183	230	109	74	344	504	40	44	56	77	134	11	9	10	7	7	4	5	42	17	1	2	2	0	3	0	9	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north4_active	80	1081	1173	1665	1487	681	58	168	58	21	326	490	16	27	42	69	131	3	4	3	4	4	2	4	41	17	0	1	0	0	3	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2649	1728	1998	1648	814	177	209	116	71	351	471	41	46	46	85	127	12	10	4	9	8	5	10	18	22	1	2	0	0	3	0	9	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	1095	1205	1740	1495	682	56	156	60	20	337	455	11	28	31	76	125	4	5	1	5	5	4	9	17	22	0	1	0	0	3	0	9	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2658	1676	1968	1549	783	195	215	127	65	335	389	38	39	35	97	143	17	16	4	8	8	4	6	23	21	1	2	0	0	2	0	3	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1064	1162	1708	1420	660	59	163	58	18	319	374	9	22	25	87	139	7	9	1	4	6	3	6	23	21	0	1	0	0	2	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2667	1589	1767	1380	684	179	202	122	84	298	336	32	34	32	75	132	18	15	5	8	8	7	7	23	10	3	0	0	0	0	1	5	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1017	1080	1510	1257	563	55	140	46	25	278	313	5	18	19	67	129	6	9	2	4	5	5	6	22	10	1	0	0	0	0	0	5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2648	1461	1549	1153	601	202	184	124	83	217	250	33	35	30	59	93	18	20	6	7	6	7	2	12	3	2	1	0	0	0	1	5	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	958	943	1278	1025	494	67	115	43	25	195	233	8	22	16	51	89	6	11	1	4	4	4	0	10	3	1	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2702	1394	1319	983	512	207	183	101	88	162	228	29	32	28	44	61	13	15	8	4	5	8	4	10	2	3	1	0	0	0	2	2	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	920	857	1036	845	404	69	114	35	24	130	211	9	21	18	38	58	3	6	1	3	2	4	0	8	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2686	1473	1508	1233	589	198	191	109	87	212	378	33	39	38	39	115	11	16	9	6	2	7	8	7	2	4	2	0	2	3	2	0	0	1	1	0	2	1	0	0	0	0	1	1	0	0	0	0	0
0.03	north10_active	80	980	924	1222	1075	484	65	126	45	21	182	361	11	30	28	35	112	1	5	3	4	1	4	4	4	2	0	0	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2638	1530	1580	1239	604	195	216	110	80	216	385	45	43	33	37	125	19	9	6	8	4	2	11	23	10	3	0	1	2	1	1	3	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	942	966	1318	1076	490	61	141	46	16	195	364	12	20	27	27	118	2	8	2	5	1	1	8	22	10	3	0	1	1	1	1	3	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2605	1578	1723	1449	734	183	204	117	73	205	410	46	44	41	43	136	16	13	6	5	6	6	12	31	19	2	0	1	1	1	1	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	977	1039	1473	1298	614	65	137	54	14	184	390	13	23	34	35	131	1	10	2	3	0	5	8	29	19	2	0	1	1	1	1	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2587	1645	1937	1659	868	184	192	123	60	244	505	54	48	43	45	138	12	12	5	3	5	9	9	32	22	2	1	1	1	1	0	4	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	1013	1112	1681	1515	740	70	135	54	9	228	490	19	28	38	40	134	0	7	1	2	0	9	5	28	22	1	0	1	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2637	1598	1918	1797	842	166	172	111	62	250	503	50	44	52	54	112	13	13	6	4	5	11	8	19	14	2	1	0	1	1	0	4	2	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	1069	1073	1657	1662	718	60	117	45	13	232	490	24	25	37	46	109	1	6	3	2	1	9	5	15	13	1	0	0	0	0	0	4	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2681	1694	1874	1759	853	187	178	102	62	251	489	44	36	48	61	90	12	10	6	7	5	10	6	17	4	3	1	1	1	1	0	4	2	0	1	0	9	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	1076	1150	1635	1626	737	65	123	44	18	233	473	21	21	31	54	85	4	6	5	2	2	8	5	14	3	0	0	0	0	0	0	4	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2734	1651	1971	1771	768	188	189	103	78	287	516	43	28	50	55	94	14	12	6	5	5	11	5	3	3	2	2	1	1	1	0	0	1	0	1	0	9	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1118	1108	1746	1638	650	63	127	56	22	267	500	21	17	32	48	86	6	6	5	1	2	7	4	3	2	0	1	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2754	1688	1869	1688	776	211	204	119	74	286	486	37	31	50	50	101	16	11	8	6	7	11	5	0	8	2	1	2	0	1	0	1	1	0	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1123	1156	1626	1566	652	68	134	66	18	265	469	19	17	35	46	91	6	4	5	1	2	9	5	0	7	0	1	0	0	0	0	1	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2721	1626	1689	1451	709	201	201	123	83	256	462	39	30	43	38	82	17	7	9	6	4	12	3	5	9	0	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1047	1099	1427	1316	574	64	126	65	20	239	449	18	16	34	34	73	7	2	6	1	0	9	3	5	7	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2707	1566	1454	1257	660	201	212	130	74	199	332	35	34	36	27	63	17	6	8	5	8	7	3	5	9	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	996	1033	1186	1110	525	55	135	67	16	181	317	14	13	26	22	57	3	1	4	0	1	6	2	5	7	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2643	1499	1382	1116	632	195	216	133	67	185	324	31	34	47	33	58	15	6	11	5	6	4	3	20	2	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	958	986	1136	964	508	55	138	65	14	166	308	6	16	38	24	53	4	3	5	0	2	2	2	19	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2634	1258	627	409	362	225	374	121	107	114	68	31	37	28	24	13	9	6	6	7	0	5	2	3	9	3	0	3	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south21_active	80	575	655	160	110	205	102	309	73	51	83	42	10	19	21	14	4	2	0	0	4	0	2	0	0	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2645	1293	620	406	381	223	402	122	96	114	74	31	31	28	31	14	10	5	7	8	6	7	4	2	9	4	0	3	0	3	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south22_active	80	582	673	159	111	226	106	341	75	47	86	54	10	18	22	20	4	3	1	0	3	3	2	1	0	4	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2632	1266	614	399	387	236	426	121	86	115	92	38	28	32	25	16	12	6	12	6	7	7	5	3	7	3	0	3	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	581	641	164	124	236	115	368	67	41	87	68	12	15	25	19	5	5	1	2	1	4	1	1	1	5	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2590	1265	593	387	374	238	494	132	91	146	105	33	32	45	31	16	14	7	12	4	8	7	8	5	9	3	1	3	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	634	659	156	130	239	124	445	79	49	120	82	13	22	40	25	6	5	2	3	1	4	2	4	1	5	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2555	1316	596	426	426	244	545	150	96	179	115	32	34	44	32	17	10	6	13	5	10	9	7	6	8	0	1	1	0	1	0	0	0	7	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	690	724	170	148	275	133	494	96	53	159	89	12	26	38	28	6	2	1	4	2	5	2	3	1	4	0	0	1	0	1	0	0	0	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2596	1394	632	426	426	254	648	175	107	223	128	29	42	45	38	19	9	7	12	6	9	7	5	6	6	0	1	1	1	0	0	0	0	7	9	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	729	834	194	145	285	141	601	117	57	206	102	11	31	39	32	7	1	2	5	2	6	1	4	2	2	0	0	1	0	0	0	0	0	6	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2639	1442	632	429	435	295	709	159	103	253	115	37	46	58	33	19	9	12	8	8	12	10	6	2	9	0	1	0	3	0	0	0	0	7	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	779	888	197	138	297	176	664	106	52	226	94	10	33	52	24	7	1	4	2	3	8	1	5	1	5	0	1	0	1	0	0	0	0	6	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2656	1442	630	435	406	301	724	164	102	263	104	41	41	71	35	15	12	17	6	7	10	7	3	5	6	1	1	0	3	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	764	890	212	149	286	183	689	113	52	233	85	10	26	67	27	8	4	3	1	2	9	1	2	3	6	0	1	0	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2603	1397	644	431	409	253	770	164	102	225	92	43	39	69	31	13	12	19	6	9	5	7	1	4	7	2	2	3	3	0	1	1	1	5	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	761	867	225	139	289	150	731	110	55	193	73	15	24	65	21	7	4	5	3	5	4	2	1	2	6	0	1	2	1	0	0	1	1	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2606	1393	622	404	451	235	778	176	95	226	92	41	37	61	32	15	13	13	5	11	5	4	0	8	5	2	2	3	1	0	1	1	1	5	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	752	837	219	139	310	129	736	122	56	195	73	12	23	55	27	6	3	3	3	6	4	1	0	4	4	0	0	2	0	0	0	1	1	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
