label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north6_all	80	6314	1962	1931	1868	546	724	427	217	417	106	94	220	58	126	32	23	40	30	28	13	24	37	8	16	5	2	4	10	5	0	4	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	4208	526	1465	1597	217	579	302	137	368	23	47	195	35	107	8	6	31	22	13	10	20	32	1	15	1	0	3	9	5	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6406	1962	1863	1871	539	750	425	217	436	106	92	202	67	115	32	23	62	34	25	13	25	32	9	18	5	3	3	5	10	1	4	1	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	4277	515	1407	1604	219	595	314	141	379	27	37	182	37	101	7	9	53	30	9	9	21	30	1	17	0	0	2	5	10	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6469	1950	1806	1954	510	738	428	250	461	112	93	182	70	120	31	24	87	42	21	13	24	40	8	37	6	3	6	0	6	1	4	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	4339	509	1354	1685	215	583	317	179	403	34	39	156	43	103	8	8	81	37	8	10	22	36	1	37	0	0	4	0	6	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6534	1936	1751	2029	506	720	412	258	433	103	84	215	79	119	34	23	72	55	20	15	16	32	7	39	4	3	6	0	20	1	3	2	2	0	1	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	4409	501	1318	1757	214	570	300	177	384	27	32	188	54	102	10	8	69	48	7	10	15	26	1	38	0	0	3	0	20	0	3	2	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6642	1891	1769	2031	536	740	419	259	457	106	84	228	85	111	32	24	71	58	16	13	16	23	7	36	4	2	5	0	19	1	3	3	1	1	0	2	2	1	3	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	4478	515	1332	1754	231	580	292	171	410	30	37	202	49	98	9	4	62	49	7	7	14	17	0	33	1	1	3	0	19	1	3	3	1	0	0	1	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5116	1915	1335	1128	486	454	313	208	211	130	88	108	48	64	33	28	20	36	18	10	17	16	7	18	4	1	2	0	5	0	2	1	2	1	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	2521	530	763	819	128	301	187	89	156	29	27	75	25	47	5	5	13	23	8	7	13	12	2	14	2	1	0	0	5	0	1	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4890	1913	1267	1037	486	430	270	202	190	131	83	108	41	57	34	24	23	36	20	9	9	15	6	3	4	1	3	0	6	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	2202	522	685	711	118	277	138	81	128	28	23	68	24	39	6	2	14	22	10	3	3	11	2	1	2	0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5382	1865	1462	1341	488	512	296	225	249	113	82	124	47	85	34	17	43	35	18	13	16	16	7	19	6	4	3	1	4	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	2824	511	919	1021	141	363	185	103	192	26	33	92	23	67	9	1	34	23	7	4	10	12	3	18	2	3	2	1	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5865	1850	1592	1596	480	633	360	240	304	116	89	160	60	92	30	20	55	30	13	16	15	14	7	25	4	4	3	3	11	1	1	0	0	0	1	0	2	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	3492	503	1119	1308	152	495	248	135	237	30	38	132	32	81	6	6	43	23	7	6	12	10	2	23	1	3	3	1	10	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6348	1882	1813	1895	469	709	422	268	360	113	96	204	86	113	21	25	58	33	13	16	15	13	6	29	4	5	2	6	15	1	1	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	4144	503	1344	1629	185	577	304	177	302	28	44	174	45	95	4	8	49	29	7	6	15	10	1	27	1	3	2	1	14	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6438	1914	1832	2038	492	757	413	258	391	114	108	215	72	105	24	27	66	25	12	15	17	16	6	25	6	4	2	6	27	2	0	2	2	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	4304	501	1383	1790	206	629	303	182	335	30	52	185	40	85	2	9	58	24	5	7	16	13	1	23	2	2	2	1	25	0	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	6507	1878	1869	2021	515	709	429	282	381	102	108	204	73	101	29	31	67	21	12	16	20	34	4	25	4	2	2	8	18	2	1	3	3	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	4307	478	1401	1752	219	570	308	198	332	28	52	175	49	77	4	10	60	20	5	6	18	32	0	24	2	0	1	4	17	0	1	0	3	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_all	80	6576	1898	1889	2015	550	683	392	274	365	104	117	235	59	108	32	27	105	15	11	24	20	39	4	21	4	4	2	5	19	1	2	3	4	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	4346	473	1431	1755	230	554	281	197	321	28	58	210	42	88	4	9	97	13	5	17	18	37	0	21	1	1	1	5	18	0	2	0	4	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_all	80	6517	1876	1820	1958	524	637	395	296	375	97	112	211	61	106	32	21	108	32	16	27	21	40	3	19	4	4	5	5	15	0	2	2	2	0	2	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1
0.03	north19_active	80	4273	458	1387	1685	222	493	284	200	333	26	57	185	41	91	5	9	102	28	12	20	18	39	0	19	1	1	1	5	15	0	2	0	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	north20_all	80	6431	1922	1840	1892	498	673	409	323	391	94	98	206	72	104	34	22	98	37	17	26	17	44	3	13	3	3	4	2	7	0	1	1	2	0	2	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
0.03	north20_active	80	4229	477	1403	1601	211	545	289	225	351	24	50	182	48	92	6	9	90	32	13	22	15	42	0	13	1	1	0	2	7	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	6425	1897	1838	1994	485	583	401	292	392	98	95	231	70	79	25	23	80	67	18	20	26	46	8	48	3	3	2	4	6	3	5	0	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	4384	482	1397	1721	188	470	292	194	352	27	39	199	35	65	6	10	71	58	8	17	22	46	4	48	1	1	1	4	6	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6449	1913	1871	2053	480	569	375	286	394	101	88	234	69	120	20	25	94	56	14	15	24	46	5	49	2	4	2	4	3	3	5	0	1	0	1	1	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	4412	489	1413	1802	190	447	277	189	353	27	37	197	37	102	4	13	88	49	6	13	20	46	3	49	1	2	1	4	2	0	3	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6565	1885	1941	1943	474	591	386	310	407	104	103	221	69	134	29	31	76	51	16	11	16	50	6	50	0	6	2	3	4	3	5	0	0	0	1	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	4449	495	1460	1697	188	476	284	209	356	27	45	189	40	118	6	15	74	42	9	8	13	49	2	50	0	3	1	2	3	2	4	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6527	1896	1902	1963	508	671	411	305	368	109	102	210	65	128	34	36	75	63	18	11	16	50	6	11	1	6	3	2	2	3	2	0	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	4371	510	1379	1712	204	552	301	223	325	27	47	180	42	114	10	15	72	56	8	4	13	48	1	10	1	3	3	1	1	2	2	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_all	80	6448	1884	1920	1892	500	656	443	285	358	93	113	229	66	113	35	36	51	75	17	11	22	48	6	8	2	4	5	2	1	2	1	0	0	2	0	0	1	0	7	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	4298	496	1418	1636	197	520	319	206	314	23	55	207	41	100	11	13	44	67	9	5	18	46	2	7	1	2	4	1	1	2	1	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	6394	1918	1873	1813	501	693	477	276	323	86	106	215	65	100	33	30	57	75	18	14	25	40	7	8	3	2	6	1	0	1	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
0.03	south26_active	80	4304	496	1383	1565	207	544	351	194	280	24	49	193	40	85	13	7	49	67	11	9	23	37	2	6	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	6453	1894	1850	1869	506	650	439	278	343	100	96	168	65	119	31	29	56	66	11	10	27	23	7	17	5	0	4	1	0	0	8	3	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south27_active	80	4385	502	1358	1608	214	507	320	185	290	33	44	147	43	96	9	9	47	57	6	9	22	22	2	15	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	6463	1888	1851	1827	519	676	423	263	363	103	80	145	58	129	34	23	57	48	10	14	32	24	7	25	6	1	2	2	4	1	8	3	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	4385	496	1354	1580	214	529	309	174	311	28	34	122	39	106	10	11	47	40	6	10	26	21	3	23	0	0	0	2	4	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6583	1865	1897	1916	518	709	380	263	388	114	77	161	57	140	29	25	56	51	11	8	35	28	7	23	5	1	3	3	4	3	7	2	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	4420	485	1393	1669	218	573	275	178	338	37	38	135	37	113	5	10	45	45	6	4	28	25	3	21	1	0	1	3	4	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6535	1886	1880	1931	509	739	391	261	403	126	78	188	57	112	31	24	54	50	14	15	32	46	5	22	4	1	2	3	7	3	0	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	4361	476	1407	1695	207	594	284	186	353	39	36	166	38	94	8	7	41	41	9	11	26	43	3	19	2	0	1	3	4	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5856	1868	1666	1377	460	571	309	262	335	99	73	185	63	94	34	24	27	36	17	10	25	22	8	34	5	3	1	2	6	0	2	2	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	3558	407	1136	1050	179	407	186	156	282	31	37	156	35	73	8	5	22	29	8	7	21	20	1	33	2	1	1	1	6	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5934	1922	1695	1377	454	527	332	265	313	100	74	135	55	100	28	33	27	43	16	8	19	19	11	28	6	6	1	2	2	0	1	2	2	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	3553	417	1144	1059	171	367	204	149	256	26	41	106	31	80	5	6	22	31	8	5	15	15	3	28	2	3	1	1	2	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	5985	1917	1709	1439	454	537	333	256	301	99	87	144	52	73	37	32	23	37	17	6	19	15	10	13	4	8	1	1	1	1	0	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	3611	441	1162	1147	168	380	211	159	257	25	41	120	31	62	5	6	18	26	7	5	13	11	3	13	1	3	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south34_all	80	6101	1953	1801	1587	478	600	343	272	365	103	98	144	63	62	34	28	20	41	13	6	14	21	12	15	5	9	2	1	6	1	1	1	2	2	0	3	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south34_active	80	3826	486	1265	1315	175	457	229	168	316	19	43	120	40	51	4	7	16	29	6	4	8	16	3	15	2	5	2	0	6	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south35_all	80	6230	1911	1837	1671	461	663	363	270	387	106	107	186	69	71	39	27	14	37	12	10	22	19	9	27	2	8	2	0	7	1	1	1	1	2	0	3	0	5	1	0	0	1	0	0	0	0	1	0	1	0	0	0
0.03	south35_active	80	4017	500	1336	1416	170	516	263	176	339	31	45	165	45	56	8	11	11	27	6	6	14	17	2	27	1	4	2	0	7	0	1	0	0	1	0	3	0	5	0	0	0	1	0	0	0	0	1	0	1	0	0	0
0.03	south36_all	80	6345	1867	1909	1894	464	773	403	274	381	108	98	221	73	95	42	24	30	37	11	19	20	37	6	37	2	8	1	1	7	0	3	1	0	1	2	3	0	5	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south36_active	80	4228	498	1433	1616	194	619	290	179	332	29	40	201	45	75	12	10	23	25	5	13	14	35	1	37	1	2	1	0	7	0	2	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south37_all	80	6334	1851	1854	1890	471	766	421	273	382	107	94	206	67	102	43	24	51	42	10	20	20	33	8	36	1	4	1	2	14	0	3	1	1	0	3	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	4189	486	1381	1627	213	609	304	180	332	29	42	185	40	84	15	8	45	31	5	14	16	32	2	36	0	0	1	1	14	0	2	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south38_all	80	6374	1853	1834	1910	465	794	416	273	393	103	92	190	59	103	44	25	67	43	14	25	24	31	7	44	3	6	1	4	10	0	4	1	2	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	4245	484	1343	1656	214	644	299	176	350	28	44	163	36	88	15	8	61	34	10	20	21	31	3	43	1	2	1	3	10	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south39_all	80	6568	1924	1808	1865	495	709	378	257	385	101	102	167	65	117	31	23	69	62	11	19	27	36	9	27	3	5	1	4	10	1	3	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	4406	505	1322	1619	225	582	264	166	339	26	51	146	45	103	7	8	64	57	9	13	25	35	4	25	1	2	1	3	10	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_all	80	6618	1955	1884	1826	490	729	403	280	389	117	92	166	78	126	34	23	56	52	12	24	31	19	11	35	3	5	0	2	10	1	2	1	2	2	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	south40_active	80	4457	513	1409	1596	207	583	294	187	347	28	40	143	53	108	4	5	53	49	8	15	28	18	3	33	1	2	0	2	10	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
