label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66
0.03	north1_all	80	49172	15137	9810	12483	5226	3314	2164	3718	2085	1017	723	1227	477	497	430	514	258	206	140	102	102	87	62	50	50	35	30	79	21	15	11	34	15	12	12	9	9	8	2	4	0	2	0	4	3	2	1	2	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	33385	4487	4921	10651	3311	1848	912	3197	1625	453	191	1007	120	316	274	440	151	122	55	37	41	26	16	22	9	11	5	65	6	9	5	28	12	2	8	6	6	7	0	3	0	1	0	2	0	2	1	2	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	49179	15082	9912	12690	5200	3348	2202	3667	1988	976	696	1283	471	536	412	523	265	215	149	111	103	95	57	51	46	39	40	77	24	25	14	27	9	12	12	7	7	9	2	5	0	2	0	6	1	1	3	1	0	0	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north2_active	80	33355	4509	5001	10832	3284	1836	906	3164	1507	438	200	1063	111	355	270	442	151	127	54	36	41	23	14	23	9	10	8	65	5	15	5	22	8	1	8	7	6	9	0	3	0	1	0	2	0	1	3	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north3_all	80	49122	15053	9894	12951	5188	3404	2255	3577	2013	994	707	1305	485	560	392	586	246	231	148	120	96	92	66	47	37	36	39	59	24	32	18	18	8	13	10	12	9	9	5	4	0	3	0	6	1	0	3	0	1	0	1	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
0.03	north3_active	80	33447	4510	5020	11113	3271	1883	949	3044	1482	439	206	1086	101	367	248	484	135	134	62	37	37	22	16	20	12	10	8	50	6	21	5	15	7	1	6	7	7	9	2	2	0	1	0	2	0	0	3	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
0.03	north4_all	80	49161	15001	9995	12804	5023	3489	2270	3406	2026	962	718	1399	500	511	369	580	236	203	153	127	86	83	68	52	37	42	46	49	24	32	17	13	10	6	11	15	4	5	5	4	1	2	0	6	3	0	2	0	1	0	1	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	33608	4497	5138	10965	3110	1940	963	2928	1481	446	202	1182	109	342	222	477	127	107	62	35	31	23	16	20	19	14	10	41	7	19	5	11	8	0	8	8	3	5	3	3	0	1	0	2	1	0	2	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	49331	15018	10025	12781	4959	3565	2254	3405	2030	1006	751	1325	510	530	402	639	227	197	154	116	89	77	71	52	46	38	43	44	28	30	17	10	14	8	12	15	8	5	7	2	4	3	0	3	3	0	1	1	1	0	1	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	33756	4524	5228	10988	3069	1986	973	2921	1470	476	215	1113	112	353	261	525	123	100	70	29	37	23	24	20	19	14	10	32	11	16	5	9	11	0	11	6	6	5	4	2	0	1	0	2	1	0	0	1	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	49379	15194	10000	12757	4950	3589	2203	3661	2138	987	753	1232	486	477	387	646	215	189	139	110	92	72	74	49	49	41	38	42	26	20	17	17	15	7	15	10	17	8	9	3	6	2	1	4	2	1	2	1	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	33778	4534	5289	10962	3026	2007	976	3162	1616	452	211	1014	111	303	250	537	122	99	62	31	40	22	25	18	18	16	7	31	11	13	6	16	11	1	14	5	16	8	3	3	2	1	1	3	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	49196	14975	10123	12687	4982	3426	2194	3850	2069	1035	741	1170	503	495	383	596	226	182	134	113	107	80	69	44	52	38	39	69	25	14	17	19	16	9	13	8	20	9	9	3	8	4	1	2	1	1	2	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	33603	4572	5305	10886	3091	1883	979	3298	1577	436	203	958	106	310	248	500	140	99	58	38	50	25	22	15	13	18	6	58	9	7	7	18	10	2	10	2	17	9	2	2	2	2	1	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
