label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68
0.03	north6_all	80	29123	18513	19152	4904	4695	2427	2533	2402	1643	857	652	504	411	666	443	566	280	252	271	115	128	79	51	54	106	57	47	35	28	14	38	36	18	5	4	4	5	15	22	8	2	0	2	2	0	0	2	0	0	0	7	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	13054	10118	12344	2327	2638	1083	1480	1371	965	398	299	235	179	441	242	366	168	145	145	50	71	43	21	33	43	38	29	23	21	5	24	17	13	4	2	3	3	11	6	6	1	0	1	0	0	0	0	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	29136	18358	19205	4919	4620	2402	2470	2469	1678	864	635	505	393	624	476	542	293	264	272	106	129	96	51	63	101	47	41	41	29	15	40	27	16	7	3	4	9	7	22	4	2	0	1	4	1	1	2	2	0	0	7	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	13070	10118	12273	2330	2603	1063	1426	1463	948	407	295	235	176	399	287	357	166	157	159	39	74	46	22	33	53	31	27	24	18	4	24	11	16	6	0	3	5	1	6	2	0	0	1	1	0	0	0	2	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	29191	18218	19156	5037	4703	2415	2458	2462	1767	830	645	508	392	693	484	562	275	250	272	99	110	87	52	66	95	50	41	33	32	17	35	36	24	8	6	7	9	8	17	5	4	2	1	5	2	1	0	3	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	13098	10010	12148	2374	2646	1086	1442	1438	999	384	296	230	182	440	292	377	150	141	164	43	65	36	23	35	48	31	26	18	19	6	19	15	18	6	3	4	5	1	2	1	1	2	1	1	1	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	29054	18228	19010	5009	4788	2385	2462	2479	1770	822	639	511	390	694	478	590	271	266	252	94	111	84	56	65	79	49	43	37	31	18	23	33	18	11	8	11	5	5	4	5	4	2	0	7	4	1	0	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
0.03	north9_active	80	13027	10147	12142	2310	2654	1087	1381	1488	996	372	285	233	186	426	297	380	149	162	155	41	69	33	25	32	52	29	29	20	14	6	9	16	11	6	4	7	2	2	2	2	2	2	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	29313	18504	19228	5044	4823	2384	2444	2567	1735	831	652	494	406	736	453	591	228	278	227	100	117	78	55	60	73	52	51	38	35	28	18	30	16	25	8	8	3	3	6	7	3	2	0	6	3	0	0	3	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
0.03	north10_active	80	13006	10290	12325	2344	2633	1095	1312	1533	979	379	291	214	192	444	247	369	117	172	135	49	71	28	26	33	51	27	29	22	19	10	10	14	7	17	5	4	2	2	3	4	2	2	0	4	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	29058	18389	19199	4875	4855	2466	2725	2490	1649	875	639	518	432	737	481	541	228	293	242	116	153	65	56	50	89	61	51	36	29	18	17	24	19	13	6	11	5	9	29	0	2	2	2	1	1	0	0	2	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	13128	10150	12370	2261	2683	1101	1506	1534	967	381	294	233	187	456	295	340	127	175	158	56	93	30	32	20	70	31	25	19	21	11	7	14	12	7	4	4	1	6	13	0	0	1	1	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	28933	18313	19744	4949	4973	2460	2698	2469	1621	844	656	551	426	759	451	509	234	347	236	99	144	63	58	50	74	75	52	33	28	18	17	29	18	10	3	11	5	6	15	2	5	2	3	5	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	12913	10204	12771	2322	2746	1123	1508	1496	922	367	293	247	182	456	270	312	124	202	161	44	79	36	29	19	54	46	24	18	21	10	5	19	13	7	2	2	1	3	8	2	1	1	1	5	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	28888	18191	19565	4935	4939	2442	2710	2387	1649	873	622	544	425	764	415	559	251	416	252	107	117	80	59	49	63	72	58	30	24	19	15	30	14	13	11	6	5	5	11	3	5	2	4	5	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north13_active	80	12885	10135	12452	2306	2794	1150	1506	1426	936	383	282	231	183	475	243	347	138	244	172	50	64	46	32	20	43	51	32	17	18	10	4	19	10	3	7	2	0	3	4	3	1	1	0	5	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_all	80	28935	18166	19496	5031	4919	2445	2636	2460	1648	842	618	531	406	788	426	482	242	380	265	89	97	88	59	52	81	76	53	29	27	18	23	26	16	14	14	6	10	5	20	3	4	0	4	4	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north14_active	80	12914	10154	12434	2358	2793	1158	1486	1455	952	370	277	230	173	474	251	299	128	226	174	43	42	49	32	26	57	51	30	17	18	7	11	18	10	3	8	3	7	2	18	3	1	0	1	4	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	28956	17983	19031	4933	4877	2426	2584	2542	1589	849	630	519	394	785	451	493	262	329	248	96	101	91	53	54	105	63	50	25	28	18	20	16	16	18	14	5	9	3	20	4	1	1	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	12978	10056	12173	2315	2767	1127	1449	1522	898	363	290	234	176	500	258	306	137	205	163	50	48	52	31	22	74	43	32	17	19	6	12	7	10	5	9	3	8	1	18	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	28904	17945	19097	4954	4784	2362	2488	2505	1553	827	648	503	393	861	483	459	243	296	232	104	125	81	52	47	126	83	49	29	29	11	19	9	15	23	10	2	8	3	21	4	0	1	1	0	4	2	0	0	0	5	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	north16_active	80	13141	9908	12161	2297	2699	1056	1371	1514	897	362	292	232	167	550	276	285	137	167	139	51	62	42	25	16	93	60	31	15	22	4	13	1	9	11	6	1	8	1	18	1	0	0	1	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	28865	17850	19352	4925	4765	2393	2550	2387	1565	813	668	506	396	786	455	484	243	338	210	100	140	72	48	50	105	85	47	29	21	10	20	8	11	16	4	2	4	4	20	4	0	4	0	0	7	1	0	1	1	5	0	1	0	0	3	0	0	0	1	0	1	1	0	1	0	1	0	0	0
0.03	north17_active	80	13211	9925	12261	2254	2694	1076	1385	1371	927	354	309	245	171	525	264	293	131	197	127	41	67	36	24	17	71	61	28	15	14	3	12	3	5	12	3	0	3	3	17	1	0	2	0	0	3	1	0	1	0	5	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	29028	18035	19302	4947	4733	2337	2633	2442	1654	791	684	515	401	854	467	491	240	349	229	97	151	65	52	43	78	110	51	30	25	10	15	10	12	14	4	4	5	2	6	3	0	4	0	0	7	1	0	1	2	5	0	1	0	0	3	0	0	0	1	0	1	1	0	1	0	1	0	3	1
0.03	north18_active	80	13154	9986	12135	2271	2691	1084	1417	1416	972	355	319	246	175	580	274	270	125	194	139	42	74	32	30	15	55	86	33	19	9	3	8	4	6	11	3	3	4	2	2	0	0	3	0	0	3	1	0	1	1	5	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0
0.03	north19_all	80	29120	18055	19173	4995	4741	2359	2664	2379	1643	783	662	511	416	750	476	505	228	354	213	94	136	72	51	40	94	103	46	35	24	17	15	10	13	11	5	6	5	2	4	1	0	4	0	0	3	1	0	1	4	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	3	1
0.03	north19_active	80	13136	9988	12024	2322	2683	1089	1461	1397	935	330	305	248	182	516	286	273	113	201	128	45	71	38	27	17	60	70	35	21	4	7	8	4	6	9	2	4	4	2	2	0	0	3	0	0	3	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0
0.03	north20_all	80	29042	18174	19068	4983	4745	2378	2608	2443	1652	805	671	521	413	844	482	507	252	314	217	90	127	71	69	43	109	102	54	29	32	18	14	14	11	11	6	7	4	3	4	2	1	4	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1
0.03	north20_active	80	13008	10085	11969	2352	2686	1096	1452	1416	927	336	296	251	179	584	275	278	139	202	135	39	76	39	41	20	74	73	35	18	11	7	9	9	5	8	2	5	3	3	2	1	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0.03	south21_all	80	44495	14591	14643	7816	7587	2471	2254	1333	1286	1812	691	703	678	753	474	412	402	209	140	96	135	159	128	79	31	74	41	30	36	13	29	22	15	19	6	8	17	12	5	4	2	1	0	3	1	0	0	1	1	2	1	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	25173	7274	8839	4683	4841	1180	1226	628	632	1128	317	374	355	498	252	252	261	108	72	56	82	97	92	47	14	44	25	19	18	3	21	13	7	11	5	3	12	8	4	3	0	1	0	2	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	44868	14706	14738	7938	7639	2443	2259	1408	1282	1857	715	695	697	741	491	442	398	259	143	102	159	169	113	61	26	85	37	35	29	13	19	16	7	15	8	7	7	17	6	3	3	4	0	2	1	1	0	1	2	0	1	1	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	25499	7439	8891	4736	4834	1178	1201	665	617	1191	324	363	368	461	270	275	268	152	67	52	104	100	82	43	12	59	22	24	14	2	11	11	3	5	5	3	2	10	3	2	1	4	0	1	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	44658	14726	14563	7888	7940	2495	2306	1411	1317	1862	705	689	664	718	500	437	416	281	138	102	142	157	113	67	19	60	44	38	31	19	22	25	6	11	9	7	7	12	7	1	3	5	3	2	0	2	0	1	2	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	25382	7381	8830	4638	5042	1214	1201	657	632	1181	325	348	361	459	276	291	270	171	58	52	89	103	77	45	8	38	20	29	21	5	15	16	3	5	5	3	3	5	4	1	1	5	3	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	44461	14693	14542	7959	7853	2524	2318	1386	1306	1812	706	677	658	760	481	440	387	271	140	95	151	139	124	86	23	61	45	42	35	16	19	27	6	7	7	5	6	10	7	1	4	7	5	1	1	2	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	25209	7282	8850	4707	4966	1234	1195	642	627	1125	323	327	383	476	265	280	239	170	66	48	97	86	84	45	15	37	22	32	31	5	10	18	2	3	2	4	2	4	5	0	2	7	5	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	44435	14620	14562	7953	7942	2564	2359	1375	1343	1859	681	698	657	811	448	462	398	246	128	88	135	159	129	99	31	81	44	40	44	18	23	29	9	7	8	5	6	4	3	2	3	6	7	0	2	2	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	25164	7217	8858	4615	4914	1253	1205	626	669	1135	332	348	365	531	243	274	246	164	66	44	77	103	92	57	20	56	22	29	32	8	13	19	5	3	4	3	2	2	2	0	2	6	6	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	44214	14638	14444	8122	7909	2568	2316	1371	1307	1930	713	694	642	799	466	483	353	225	123	98	131	175	150	104	33	80	37	40	52	18	21	17	17	7	8	5	5	3	2	2	2	2	4	0	3	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	25074	7265	8795	4721	4866	1233	1173	638	663	1163	350	357	351	497	264	283	210	153	68	53	70	124	113	53	21	53	25	27	38	8	10	14	10	3	5	3	1	2	1	0	2	2	3	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	44130	14840	14596	8222	7835	2546	2289	1425	1297	1994	704	661	641	764	493	498	358	257	125	105	128	165	123	98	41	86	36	29	57	20	23	12	24	10	8	7	14	3	3	2	2	2	6	0	5	0	0	2	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	25137	7462	8950	4755	4891	1227	1176	658	664	1240	346	359	344	475	310	308	228	158	62	50	64	121	92	56	25	63	25	18	39	11	13	7	16	6	5	2	4	2	0	1	1	1	5	0	4	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	43832	14864	14436	8018	7760	2501	2304	1433	1296	1955	719	673	607	734	515	459	330	278	140	99	128	145	140	103	42	97	42	30	43	23	17	10	27	10	5	8	17	4	5	1	3	3	3	3	6	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	25067	7457	8910	4681	4872	1217	1203	659	645	1260	338	381	319	443	337	299	201	159	76	45	68	97	88	60	20	69	26	14	28	14	9	6	18	7	3	2	8	3	1	1	1	2	3	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	43991	14847	14432	8018	7734	2424	2302	1386	1322	1778	707	719	602	805	501	412	343	289	146	99	128	150	128	105	44	91	52	29	38	19	23	11	21	17	6	16	18	5	5	1	3	3	7	3	7	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	25146	7430	8891	4758	4932	1207	1228	607	654	1128	312	384	328	489	311	271	205	164	77	41	65	98	73	70	22	64	29	15	21	13	13	7	14	14	2	9	9	3	1	1	0	2	7	0	6	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	43387	14482	13791	7708	7635	2458	2267	1295	1268	1717	693	688	620	787	491	389	380	288	127	105	128	169	129	97	42	94	51	30	28	15	27	17	12	19	7	16	17	3	4	1	2	2	7	5	9	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	24534	7109	8469	4585	4818	1199	1184	586	633	1096	308	359	345	486	292	250	222	178	76	40	81	118	68	66	23	58	25	13	11	10	11	12	7	16	4	11	10	2	1	1	0	2	7	2	8	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	44847	14533	14319	8207	7689	2536	2349	1401	1148	1765	664	659	674	766	507	454	355	270	146	100	133	166	120	95	46	70	41	33	24	15	24	14	19	9	9	15	18	5	4	2	5	1	4	4	0	5	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	25533	7152	8585	4925	4702	1172	1251	623	581	1118	319	339	386	439	281	289	228	146	59	50	69	109	67	61	25	51	17	10	12	12	13	9	11	5	2	7	17	0	4	0	5	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	45384	14488	14470	7978	7613	2584	2386	1446	1146	1859	703	687	689	766	488	429	334	251	151	108	118	158	133	102	45	69	42	29	28	22	20	14	21	15	11	10	22	4	3	1	6	2	4	4	0	7	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	25829	7145	8820	4714	4738	1219	1280	656	576	1175	353	349	407	461	265	257	205	136	64	46	60	106	79	63	25	49	21	11	17	15	15	10	14	7	2	4	20	0	3	1	5	0	3	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	45084	14526	14402	8094	7428	2581	2291	1454	1180	1900	649	705	664	842	520	419	379	237	161	104	111	166	132	106	43	66	45	30	33	30	20	20	25	12	9	8	20	18	3	3	5	2	4	5	0	5	0	1	2	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	25701	7130	8847	4728	4692	1261	1227	673	607	1243	320	379	400	539	293	258	253	127	67	37	62	116	95	63	21	45	24	13	19	17	10	14	19	6	4	2	19	1	2	2	4	0	3	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	45012	14428	14337	8044	7534	2651	2242	1451	1241	1955	647	709	654	839	507	402	363	276	153	111	124	136	116	91	51	62	47	29	31	26	16	16	24	12	10	9	8	17	3	3	1	2	1	5	5	3	0	1	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	25654	7151	8838	4724	4752	1235	1182	673	665	1267	321	395	395	576	304	246	226	156	76	41	66	101	79	53	23	36	26	12	18	12	7	10	16	5	5	4	5	2	1	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	44240	14549	14438	7919	7739	2559	2185	1479	1260	1911	660	685	586	834	540	355	372	281	147	109	134	134	121	98	44	53	43	26	25	28	19	14	12	6	7	10	4	19	3	3	2	1	0	3	5	2	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	25150	7237	8843	4673	4805	1203	1137	689	662	1262	311	381	330	565	302	215	222	160	78	51	77	83	76	51	18	25	24	14	15	10	7	9	8	2	6	4	2	3	1	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	43879	14639	14544	7985	7928	2441	2247	1474	1254	1963	687	688	603	821	535	370	383	283	125	94	139	149	119	98	40	60	39	23	25	25	15	8	10	6	5	11	4	21	3	4	3	0	1	3	6	1	0	4	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	24907	7344	8870	4703	4909	1154	1174	685	642	1269	318	370	348	549	312	218	237	160	66	45	79	82	70	58	18	20	18	14	14	12	7	4	4	2	4	5	2	3	2	4	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	44020	14716	14670	7920	8011	2471	2277	1409	1286	1830	680	700	637	746	517	460	389	239	132	96	126	153	121	92	38	63	44	24	26	29	16	13	10	10	5	11	7	7	4	5	3	1	1	3	2	0	0	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	24959	7372	8933	4613	4987	1196	1170	645	667	1152	303	378	375	449	274	274	255	129	70	49	62	83	77	53	17	24	26	18	16	14	11	9	4	3	2	6	1	2	4	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	43987	14787	14404	8000	7816	2600	2315	1404	1259	1824	700	680	651	738	513	470	406	223	130	92	117	146	127	83	45	57	39	25	35	19	18	14	13	7	5	15	6	8	4	6	3	3	2	2	2	0	0	4	2	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_active	80	24863	7292	8729	4596	4856	1249	1196	652	637	1168	314	373	375	399	295	276	278	141	60	46	62	80	88	47	18	23	24	15	20	9	12	10	6	3	1	9	1	2	4	4	2	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	42804	14430	13811	7639	7402	2545	2213	1396	1292	1735	691	668	645	727	489	433	398	212	131	97	110	162	129	62	45	56	34	31	37	16	16	18	17	6	4	18	8	9	3	5	2	5	1	3	4	1	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	23938	7013	8253	4341	4614	1206	1128	660	671	1099	328	362	363	352	271	249	277	128	59	48	49	103	93	32	20	30	21	14	23	8	10	12	10	2	1	11	2	3	3	3	1	1	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	40313	13920	12884	7280	6851	2470	2111	1440	1203	1691	661	655	592	680	421	388	409	214	133	104	109	170	116	60	48	62	26	39	37	13	21	12	16	5	4	17	8	10	2	4	1	6	2	3	4	2	1	0	3	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south40_active	80	22129	6599	7627	4088	4203	1169	1045	675	607	1055	308	347	320	319	240	222	259	134	58	54	53	100	75	34	22	29	12	18	23	4	10	9	11	0	1	9	2	6	2	2	1	0	0	2	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
