label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170
0.03	north6_all	80	34925	10321	7417	4691	3928	5683	2427	2414	3377	2257	1449	1050	938	1234	921	1199	705	704	531	682	737	356	437	447	636	419	261	355	190	286	218	303	183	127	146	105	212	117	123	105	130	85	64	68	42	73	82	110	70	100	39	39	33	19	39	31	28	30	15	55	19	22	28	18	13	24	12	15	15	13	16	9	5	11	11	6	14	2	11	3	11	5	4	9	4	3	6	1	3	6	10	6	2	3	1	4	0	2	0	1	4	1	1	1	1	3	0	1	0	0	1	1	0	0	0	1	1	0	3	0	0	0	1	0	0	2	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	20221	4801	3633	2072	1860	3563	1135	1316	1974	1359	699	467	431	729	485	732	362	393	272	372	440	171	232	270	419	252	133	205	93	144	126	192	110	53	77	43	116	63	65	60	76	55	31	30	22	41	47	80	35	70	16	18	18	10	20	14	19	16	3	32	9	12	17	12	6	17	7	8	8	8	7	6	3	6	7	4	13	0	6	2	6	0	1	2	2	2	3	0	3	4	7	4	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	35949	10380	7632	4714	3972	6004	2466	2560	3483	2300	1467	1065	926	1291	939	1226	699	713	552	681	765	374	437	505	645	423	259	366	201	309	245	320	195	126	140	93	255	135	127	99	143	85	71	72	47	87	77	129	83	90	34	36	40	21	41	35	34	31	16	46	18	20	26	15	11	33	12	20	18	14	11	5	4	7	8	6	12	3	11	11	11	3	5	10	6	4	4	1	4	8	6	5	4	5	2	3	1	1	0	1	3	4	1	1	0	3	3	1	1	0	1	0	1	1	0	1	0	0	2	0	0	0	1	0	0	2	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	20984	4771	3769	2033	1940	3805	1153	1414	2092	1355	742	478	442	755	497	744	363	402	278	378	481	163	233	295	430	256	131	216	96	164	144	201	125	51	75	36	149	73	60	55	81	49	30	36	29	47	46	96	47	60	15	21	20	11	20	13	24	14	4	24	8	9	14	9	5	23	8	13	8	10	6	3	2	3	4	3	11	0	6	3	5	0	1	4	3	3	3	0	2	8	4	3	1	1	1	0	0	0	0	0	0	2	1	0	0	1	3	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	37257	10287	7830	4689	4042	6245	2529	2600	3609	2462	1540	1032	938	1308	980	1302	712	744	573	703	851	393	447	538	647	406	271	338	203	365	259	355	219	149	132	91	277	121	123	84	141	78	69	65	47	91	67	124	97	64	31	40	37	28	41	41	39	35	17	37	18	17	22	17	16	46	9	25	21	17	8	3	3	16	11	8	30	3	9	27	12	5	4	8	5	4	4	1	5	10	5	3	6	6	2	3	1	2	0	2	3	3	3	1	0	2	3	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	22078	4749	3933	2032	1985	3961	1213	1439	2216	1414	801	455	454	790	529	820	385	423	285	418	531	162	258	313	426	241	136	201	103	231	166	228	137	68	74	35	166	68	59	47	81	41	32	31	26	50	45	93	71	40	15	24	19	15	15	16	26	19	5	25	8	8	10	14	7	34	5	17	13	8	3	2	0	5	8	3	23	1	5	9	6	3	1	4	3	3	4	0	3	10	2	2	3	2	1	2	0	1	0	1	0	2	3	0	0	1	3	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	37577	10261	7781	4632	4035	6431	2484	2638	3694	2378	1521	1056	921	1364	1000	1320	759	732	561	692	869	395	446	528	640	408	281	339	203	399	259	312	206	147	127	106	277	109	134	83	131	73	72	69	49	101	71	132	90	60	30	45	34	30	54	30	27	31	21	47	15	21	17	21	18	38	10	33	19	12	9	4	6	19	13	9	28	3	11	26	8	8	5	5	6	5	6	4	6	9	3	5	8	5	2	3	1	1	0	2	1	4	2	2	0	1	4	0	1	1	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	22379	4735	3942	2048	2000	4096	1201	1453	2307	1335	832	472	445	798	543	823	423	414	268	392	548	173	257	295	394	237	155	207	98	255	167	182	128	67	75	53	170	61	64	43	79	28	33	28	26	55	35	105	64	38	16	29	19	13	23	14	14	18	11	29	7	10	7	16	8	25	6	26	14	4	2	2	3	7	7	2	19	2	7	8	2	6	1	3	3	4	5	3	4	8	1	4	6	2	1	2	0	1	0	1	0	3	2	1	0	1	3	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	38119	10304	7783	4565	4032	6480	2429	2677	3539	2364	1472	1025	911	1462	1022	1332	797	707	576	690	811	375	485	561	630	380	276	324	188	391	252	334	206	141	107	115	239	93	129	80	127	78	60	65	48	85	64	110	94	48	34	62	27	31	51	26	25	24	19	46	15	23	13	36	22	37	9	43	13	14	15	3	11	19	13	10	30	5	9	32	10	10	7	4	6	4	3	3	4	3	4	7	6	3	1	4	2	1	0	3	0	1	4	1	1	0	1	0	0	3	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	22805	4805	4014	2058	2027	4133	1182	1454	2187	1323	812	455	447	873	558	846	451	402	279	384	496	173	272	327	384	234	148	185	90	258	152	191	128	69	65	57	129	49	57	40	79	32	28	24	18	50	28	85	63	29	16	39	19	14	24	12	15	15	11	26	7	12	5	23	11	27	4	32	10	5	4	1	8	7	9	4	22	4	5	15	3	8	3	1	4	4	2	3	4	2	1	6	6	2	1	3	1	1	0	2	0	1	3	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	36355	10471	7804	4657	3937	6506	2526	2486	3683	2240	1575	1027	990	1306	940	1356	724	719	523	668	806	383	471	429	540	346	263	369	215	325	266	375	178	123	162	99	268	130	126	81	129	64	72	74	64	80	56	95	64	77	46	43	29	32	44	25	28	36	36	51	26	21	26	21	16	20	12	19	23	7	16	11	16	17	14	6	10	5	11	13	9	10	7	4	4	4	4	3	2	11	0	3	2	1	6	3	4	2	3	1	1	0	1	0	8	4	1	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0	0	3	0	0	0	0	1	2	1	0	0	0	1	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	21393	4830	3910	2127	1880	4176	1186	1340	2317	1313	867	453	447	776	488	831	376	374	251	370	533	178	278	244	341	184	126	231	97	216	136	248	110	58	82	39	184	67	61	40	70	29	29	36	34	47	25	55	37	43	24	25	19	17	19	13	15	18	16	34	14	14	13	12	9	7	4	8	18	4	14	7	13	13	8	2	8	3	8	6	4	6	4	1	3	3	2	2	0	5	0	1	0	1	4	1	3	0	2	1	0	0	1	0	7	2	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	35938	10432	7716	4608	3900	6212	2449	2427	3542	2172	1572	1023	981	1342	898	1372	715	724	517	681	801	379	453	464	509	344	260	339	214	327	264	349	186	129	157	105	258	136	122	91	132	75	71	69	54	75	73	108	70	78	41	40	34	32	42	28	26	34	25	51	25	24	29	21	14	23	11	21	20	9	18	12	27	20	12	4	15	10	13	11	9	10	7	6	5	5	1	1	4	8	0	3	3	1	3	1	1	2	3	1	1	0	1	0	8	8	1	0	1	0	0	0	0	2	0	0	2	1	0	2	0	0	1	4	1	2	0	0	2	1	0	0	0	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north12_active	80	21119	4838	3852	2128	1861	3889	1157	1256	2194	1261	848	455	464	794	461	851	379	378	239	360	519	180	254	253	304	172	125	207	92	210	140	230	104	62	83	43	196	65	62	44	79	35	27	32	29	46	34	58	49	41	18	20	20	18	21	17	12	12	8	31	13	17	14	13	9	7	5	10	14	5	15	7	14	13	6	1	11	4	7	5	5	5	4	1	3	2	1	0	1	4	0	2	1	1	2	0	0	0	2	1	0	0	1	0	8	5	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	3	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	35273	10490	7591	4657	3886	5853	2391	2434	3352	2099	1499	1028	996	1316	921	1370	671	686	522	621	773	383	420	485	556	374	268	349	197	287	273	371	184	130	135	115	256	121	113	85	153	80	66	62	52	63	76	104	62	69	41	41	42	34	23	34	27	29	17	49	28	20	25	20	14	18	13	15	19	14	20	13	21	21	10	6	20	9	14	8	9	11	7	6	5	4	2	1	5	2	0	8	4	0	3	1	2	1	2	3	2	0	1	1	9	6	0	3	1	0	0	0	1	2	1	0	2	0	0	2	0	0	1	4	1	2	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	20574	4809	3721	2163	1807	3647	1132	1256	2107	1184	765	479	500	769	471	834	350	352	249	312	476	185	216	287	346	205	134	205	87	186	147	243	96	60	65	51	200	55	67	37	96	37	29	28	24	40	35	61	39	35	21	25	23	14	12	23	9	11	8	31	16	15	10	13	10	8	6	8	13	7	15	6	9	12	3	0	15	3	6	3	5	6	5	1	4	2	1	0	1	1	0	7	2	0	2	0	1	0	2	3	0	0	1	1	8	4	0	3	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	3	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	34027	10446	7368	4672	3803	5584	2277	2359	3123	2019	1451	1035	968	1267	938	1271	674	677	518	579	771	354	407	473	511	367	259	315	180	306	221	352	191	127	136	128	220	107	93	83	158	88	57	58	49	50	80	123	64	85	42	37	52	25	18	39	31	25	20	37	25	18	19	24	11	17	13	21	19	16	16	12	22	18	6	6	21	9	9	7	7	7	6	7	5	3	2	0	8	2	0	11	3	1	2	0	5	3	1	3	1	1	0	1	2	4	0	3	2	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	19480	4790	3586	2225	1736	3362	1046	1193	1947	1105	741	475	460	719	514	762	359	352	243	314	449	165	209	273	307	210	127	180	85	196	126	216	95	54	64	57	157	47	60	37	104	49	25	25	25	35	41	65	40	45	27	19	28	10	8	23	14	10	7	20	12	11	9	15	5	7	5	11	14	7	8	6	8	10	3	1	14	2	3	3	3	1	4	1	3	1	0	0	4	1	0	10	2	0	2	0	2	0	1	3	0	1	0	1	1	3	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	34261	10357	7422	4661	3891	5886	2313	2521	3196	1973	1458	1019	960	1301	978	1302	678	694	506	553	819	337	457	457	591	372	257	330	190	318	206	346	173	120	137	131	195	112	120	89	156	93	55	62	55	46	72	103	62	87	30	33	51	27	17	48	42	22	22	24	26	17	24	22	18	21	15	22	15	14	20	13	16	17	7	7	21	5	5	7	4	7	5	6	3	4	3	1	5	3	0	10	2	4	2	1	4	4	1	3	2	1	0	1	2	7	1	4	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	3	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	19762	4750	3681	2197	1842	3627	1073	1277	1939	1107	757	459	456	734	528	808	358	373	249	320	487	157	244	276	392	230	133	198	98	207	120	203	93	55	64	58	132	60	70	39	101	54	27	29	25	28	39	60	41	53	19	13	26	12	9	27	27	11	9	17	13	10	12	11	6	14	5	9	11	5	11	6	13	11	3	1	17	1	3	4	2	2	4	1	2	1	0	0	3	1	0	10	1	2	1	1	2	0	0	2	1	1	0	1	0	7	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	35515	10356	7589	4660	3989	6187	2385	2609	3479	1938	1493	1004	945	1318	1012	1242	704	725	497	609	857	339	452	453	601	351	276	325	190	336	206	360	194	116	135	121	191	139	140	89	141	88	48	65	61	50	68	104	66	83	31	33	44	25	20	56	40	33	27	23	25	20	26	29	19	23	17	23	18	10	15	11	17	23	3	11	15	6	11	10	2	17	6	4	4	2	7	2	6	5	4	7	2	8	2	1	4	4	2	1	2	1	0	0	2	7	4	4	1	0	1	1	0	1	0	0	2	0	1	0	0	0	0	2	0	4	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	20668	4775	3814	2148	1930	3838	1109	1357	2185	1109	793	457	459	745	554	769	372	394	268	369	510	148	261	262	374	191	148	202	97	220	118	219	101	60	65	56	122	85	79	34	85	50	24	29	29	27	33	56	47	51	19	14	25	12	12	29	26	19	11	13	10	11	16	10	9	18	6	8	10	3	9	5	11	16	1	5	13	2	9	5	1	12	5	2	2	0	3	0	3	1	2	7	1	5	1	1	1	0	0	0	1	1	0	0	0	7	3	3	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	36902	10431	7757	4534	4053	6394	2479	2667	3668	2062	1560	1012	948	1359	1004	1228	734	729	506	676	903	361	458	473	624	368	279	352	196	374	247	350	197	120	121	116	209	147	138	98	131	81	56	66	60	61	68	119	69	72	31	33	48	26	27	49	37	33	23	23	23	24	28	27	21	22	16	19	19	6	18	12	18	25	4	9	11	8	11	15	2	17	8	5	2	9	7	3	7	6	6	4	2	8	3	1	2	2	2	1	3	1	0	0	3	7	4	2	0	1	1	1	0	2	1	0	2	0	1	0	0	0	0	2	0	4	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
