label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171
0.03	north17_active	80	10849	4529	8442	2557	2709	1615	1053	1657	955	1505	807	921	730	497	449	305	546	452	597	409	282	191	280	148	175	151	181	133	252	214	147	97	153	86	50	123	65	61	43	36	28	43	47	38	53	29	16	32	34	22	15	19	46	17	14	19	4	17	14	19	23	26	12	3	13	11	7	13	7	4	5	2	1	8	6	5	4	3	12	8	3	2	5	1	1	9	0	4	2	4	2	3	11	1	0	0	1	1	0	4	3	2	5	0	0	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north18_all	80	23343	10291	14422	5435	5138	3293	2307	2853	1890	2433	1567	1700	1406	972	865	705	976	845	994	741	538	368	486	334	318	299	340	261	418	369	286	200	263	161	118	236	114	103	90	73	72	85	99	72	81	66	44	67	60	42	30	40	61	38	30	31	16	27	23	33	42	33	22	8	26	16	17	38	15	5	7	13	11	17	17	10	8	4	22	8	5	4	6	1	12	13	6	6	1	6	3	7	9	3	0	11	4	2	1	6	3	3	5	0	0	1	2	2	1	0	1	1	1	2	0	0	2	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north18_active	80	11002	4591	9056	2669	2914	1697	1023	1669	967	1501	832	933	763	530	463	325	597	530	601	441	297	174	271	163	157	151	193	134	293	224	160	102	170	89	47	132	61	57	52	36	31	48	60	33	51	27	16	34	37	20	13	23	46	9	12	13	7	20	13	17	24	22	13	4	15	9	8	20	7	2	4	7	5	7	5	6	3	3	11	7	4	3	5	0	1	11	0	4	0	3	0	5	7	1	0	7	1	1	0	4	1	2	4	0	0	0	1	1	0	0	0	1	0	2	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north19_all	80	23695	10510	14773	5546	5150	3374	2273	2949	2005	2551	1583	1764	1336	1011	921	711	1012	894	956	766	551	376	481	357	344	312	360	277	406	409	294	220	264	171	117	232	129	99	93	86	78	90	110	73	64	62	49	46	58	46	34	42	71	42	31	25	19	27	20	45	34	29	22	10	17	11	22	47	13	9	4	11	17	23	12	11	5	5	18	8	5	6	2	1	14	10	7	5	1	6	2	5	3	2	2	12	4	1	1	3	4	2	5	0	0	4	2	2	2	1	1	0	4	3	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
0.03	north19_active	80	11281	4740	9378	2747	2935	1732	1006	1732	1065	1621	838	970	749	539	496	318	595	566	579	472	308	174	247	171	196	155	194	138	278	225	176	119	178	91	54	125	67	54	51	42	31	55	65	37	36	34	18	24	37	23	16	23	54	16	11	11	8	21	6	29	20	18	10	5	9	7	12	29	8	4	2	7	6	14	7	7	1	3	6	7	3	5	2	0	6	9	1	4	0	3	1	3	0	1	1	7	2	1	0	1	1	1	4	0	0	0	1	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
0.03	north20_all	80	23643	10535	15126	5665	5214	3391	2289	2998	2058	2575	1601	1764	1309	1038	920	692	1095	936	922	795	549	378	443	356	359	292	336	292	395	381	295	223	255	187	120	200	117	100	102	97	84	84	131	76	81	53	41	42	62	53	38	47	60	43	36	21	22	27	27	35	38	22	20	16	16	20	16	40	13	13	2	12	22	29	16	10	3	5	14	4	6	6	0	5	13	5	8	2	2	5	2	3	1	2	2	12	2	2	1	1	5	0	0	0	0	3	6	3	3	2	0	1	4	4	2	0	0	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	11204	4800	9489	2862	2953	1749	1033	1717	1091	1651	860	1012	766	550	496	317	646	600	556	499	319	181	219	175	205	147	178	154	264	219	175	127	172	98	54	107	63	58	53	46	37	50	79	37	48	33	19	24	39	28	15	29	44	23	16	12	11	20	13	22	28	12	7	9	5	13	12	24	6	6	1	7	9	19	8	4	0	3	5	4	3	5	0	4	5	3	3	1	1	2	2	3	0	1	1	7	1	2	0	1	2	0	0	0	0	0	5	2	1	1	0	1	0	4	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	43015	15228	12620	9844	5940	4547	3238	2013	3272	1760	2367	1300	997	796	768	759	591	553	1172	435	573	373	409	338	547	357	268	240	309	231	159	216	189	131	128	234	182	138	108	110	108	158	66	75	78	62	45	76	42	53	38	58	60	31	25	26	32	40	43	22	21	24	19	42	18	21	14	8	12	11	22	15	9	10	8	12	7	11	7	4	13	8	11	5	1	2	8	5	3	5	1	1	5	3	13	7	2	3	2	5	2	0	2	0	1	1	3	1	1	0	2	1	1	0	1	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	26250	8633	7622	6211	3479	2587	1697	965	2026	923	1417	675	452	358	365	365	280	252	695	201	331	168	221	152	359	191	141	111	166	126	80	113	80	60	65	154	115	63	58	65	66	95	30	40	44	25	18	35	22	30	26	35	34	14	14	12	10	26	27	11	12	12	8	26	6	15	8	3	7	7	19	8	2	6	2	4	5	9	5	3	8	5	6	4	0	0	3	4	2	3	0	0	4	3	8	5	0	1	1	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	42485	15291	12642	9747	5711	4621	3223	2041	3327	1796	2317	1300	960	811	777	696	579	571	1135	430	581	349	410	328	514	335	287	255	309	216	174	217	179	131	117	246	209	163	117	97	127	154	67	66	79	58	49	79	37	64	52	62	56	31	27	34	36	32	56	18	25	19	23	24	26	23	15	12	10	16	12	20	9	13	7	12	9	12	11	9	12	6	12	3	2	2	6	6	3	6	2	2	3	2	5	7	2	2	4	8	0	0	3	0	1	2	2	1	0	0	0	0	0	0	1	0	1	0	3	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	26018	8633	7623	6079	3321	2648	1730	958	2099	948	1377	665	458	382	372	333	268	263	678	201	338	159	222	145	331	182	163	121	179	115	80	106	89	68	56	169	125	94	63	44	71	91	29	35	47	24	20	41	22	36	32	37	33	18	11	18	10	19	37	7	14	10	10	8	9	15	8	5	7	10	7	10	2	6	2	5	7	9	8	7	7	3	7	2	1	0	3	5	1	3	1	0	1	2	2	4	0	1	1	5	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	42673	15518	12640	9640	5734	4590	3236	2042	3308	1813	2276	1375	957	821	802	713	602	570	1132	433	610	353	406	313	551	340	277	278	287	190	190	222	193	137	136	210	187	176	108	99	149	168	64	77	64	50	48	74	34	73	49	57	45	30	24	28	34	29	60	17	28	18	20	25	29	24	15	14	12	13	14	14	7	13	7	9	13	15	12	13	11	7	11	6	2	3	4	7	2	6	3	3	5	2	6	6	6	1	2	6	0	0	3	0	3	3	2	1	0	0	0	0	0	0	1	0	1	0	4	1	0	0	1	1	0	0	0	0	0	2	1	0	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	26047	8685	7616	5960	3326	2596	1800	981	2078	972	1349	735	482	370	383	347	270	274	682	202	347	175	224	136	360	176	150	144	188	100	79	111	95	80	69	144	110	112	58	47	79	92	31	42	35	22	21	42	17	44	27	37	24	15	7	15	13	15	43	6	17	12	10	12	11	17	7	8	8	9	7	8	2	5	3	4	9	10	9	11	7	2	8	3	1	1	2	5	1	1	2	0	2	2	2	4	3	0	0	2	0	0	1	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	42404	15361	12641	9751	5663	4502	3163	2036	3335	1822	2392	1375	952	819	831	709	615	586	1076	442	611	370	378	298	564	329	283	261	319	178	186	205	188	130	128	210	193	180	109	105	143	144	72	85	63	52	45	73	41	76	49	53	52	29	26	29	36	31	74	19	26	17	22	32	32	22	16	13	10	22	13	14	8	12	10	9	10	15	12	14	6	4	12	8	3	7	4	5	2	7	4	2	4	1	4	2	5	1	3	5	1	0	2	0	3	5	1	1	0	0	0	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south24_active	80	25677	8603	7671	5936	3261	2531	1751	966	2087	986	1468	751	477	366	401	359	258	285	624	197	354	181	211	130	384	174	144	132	204	87	88	106	85	75	67	136	115	117	60	51	82	72	36	44	33	24	23	40	19	48	28	35	30	13	9	19	14	17	57	8	16	10	9	15	10	13	6	9	6	15	8	6	2	4	5	6	6	10	9	10	1	2	9	4	2	2	2	4	0	1	2	0	2	1	1	0	3	0	0	2	0	0	1	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	42618	15148	12688	9661	5805	4479	3164	1976	3322	1830	2406	1358	1003	802	860	735	616	592	1096	446	580	375	377	293	587	389	266	257	314	191	176	198	193	137	130	192	179	180	110	103	162	125	65	98	68	59	49	65	45	86	39	47	45	34	28	26	31	34	79	22	20	18	30	33	24	28	16	17	8	17	8	14	9	13	13	9	10	11	10	13	6	10	11	8	3	7	5	1	2	12	2	2	4	1	3	2	5	1	1	4	1	1	1	0	2	3	2	0	1	1	1	1	0	1	2	0	1	0	2	1	0	0	2	0	0	0	1	1	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0
0.03	south25_active	80	25906	8405	7706	5856	3445	2525	1758	934	2034	962	1471	748	486	347	397	380	260	281	629	195	339	184	210	124	386	197	130	131	182	95	92	113	81	79	66	111	116	125	65	47	94	52	34	57	36	28	22	33	16	56	23	31	28	14	9	19	13	20	62	9	12	10	19	19	6	12	6	11	3	11	4	8	3	6	5	8	5	6	8	9	3	7	8	4	2	3	3	0	1	8	1	0	2	0	1	1	4	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	42623	15081	12595	9920	5756	4560	3149	1982	3235	1856	2431	1299	1036	791	861	767	593	623	1191	449	579	384	383	303	575	396	253	246	345	207	157	191	194	137	113	191	184	170	124	94	158	106	72	94	72	72	52	49	56	77	40	48	63	38	23	20	38	34	73	22	24	15	29	24	28	27	15	18	6	15	15	18	6	8	15	12	8	12	4	12	6	9	14	6	5	6	3	1	3	11	2	2	4	2	1	3	4	1	1	2	1	1	0	1	1	4	2	1	1	1	1	1	0	1	3	0	1	0	0	1	1	0	1	0	2	0	1	1	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south26_active	80	25884	8478	7685	6029	3392	2606	1732	915	1955	977	1487	689	495	340	393	412	256	291	675	206	340	181	204	135	375	202	129	131	190	102	86	105	85	69	58	109	115	110	66	47	92	53	33	55	43	35	23	18	23	52	22	34	36	17	8	16	18	20	60	11	18	7	19	10	10	12	4	12	2	9	10	11	2	7	5	8	3	8	2	7	3	7	9	3	3	2	1	1	2	7	1	2	4	1	0	1	1	1	0	1	0	0	0	1	0	2	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	42996	15104	12581	9889	5751	4600	3199	2022	3205	1902	2418	1274	1007	814	858	794	553	631	1307	472	609	403	383	280	540	400	277	255	321	222	153	183	205	134	108	181	194	162	119	99	152	125	56	86	76	74	56	43	53	66	45	49	57	31	27	22	33	37	42	15	29	15	28	17	33	32	15	28	10	9	18	14	5	13	16	11	5	15	4	9	6	8	8	3	6	5	1	3	6	9	1	4	4	6	3	4	4	1	0	2	0	2	0	1	0	2	1	1	2	4	1	1	0	3	3	0	1	0	0	0	1	0	1	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	26220	8505	7720	6099	3372	2690	1794	933	1903	1008	1475	671	462	358	405	425	252	295	806	221	361	193	199	137	345	198	133	135	164	108	81	95	109	66	54	110	101	96	59	45	91	73	21	51	48	35	22	21	24	38	24	32	37	15	13	16	14	23	29	6	23	9	17	11	15	16	8	17	6	2	13	10	2	12	4	7	2	11	3	3	4	7	4	2	4	2	1	3	3	7	1	2	4	2	0	1	2	1	0	1	0	1	0	1	0	2	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	43096	15168	12544	9865	5851	4599	3182	2024	3187	1823	2398	1252	1011	819	825	727	538	593	1368	441	623	385	381	306	539	390	276	274	318	245	144	193	202	132	111	197	206	151	117	101	165	134	65	81	76	83	47	51	58	59	49	50	60	29	27	21	43	32	35	13	31	15	20	20	26	29	17	29	13	14	21	13	1	9	15	9	6	15	4	6	7	7	8	2	8	2	5	5	5	9	1	5	4	5	6	4	4	1	2	0	0	1	0	2	1	4	0	1	1	3	1	0	0	2	1	0	2	0	0	0	1	0	0	0	2	0	0	1	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	26333	8538	7704	6192	3462	2688	1795	940	1900	962	1466	677	467	376	388	382	240	276	882	211	366	185	181	154	357	203	136	155	183	129	69	100	115	63	55	129	106	86	62	51	98	88	24	45	42	40	22	22	28	39	27	34	38	12	14	12	16	21	17	7	25	9	9	11	15	15	10	15	6	8	16	9	0	6	5	3	3	12	3	1	5	7	2	2	3	1	5	3	2	7	1	3	4	2	4	1	2	1	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	42996	15075	12524	9851	5790	4523	3060	2029	3275	1774	2450	1319	955	821	798	738	561	569	1252	438	685	368	375	316	533	371	265	274	320	238	148	206	198	131	121	225	198	132	108	97	171	144	58	76	65	71	45	59	53	62	51	39	65	26	27	24	41	38	40	16	29	20	20	22	23	19	19	19	12	13	15	16	5	13	12	11	6	18	9	9	5	7	9	1	9	2	6	5	5	7	1	7	2	4	6	3	3	2	3	8	0	1	3	3	1	3	0	1	1	4	1	0	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	26433	8398	7589	6120	3444	2597	1714	961	1922	952	1513	716	444	385	385	375	237	276	809	212	382	173	170	165	335	199	131	136	185	120	73	115	117	71	59	129	96	70	64	53	112	90	21	43	35	37	19	31	28	38	28	23	43	12	14	13	14	29	17	8	22	10	9	13	12	9	15	10	7	9	10	9	3	10	5	5	4	14	6	6	4	6	1	1	3	0	5	3	2	5	1	1	1	1	4	0	3	1	0	8	0	1	0	2	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	42868	15031	12475	9808	5898	4550	3013	1991	3283	1784	2498	1309	951	800	838	716	576	531	1166	415	696	357	355	321	532	372	263	269	314	218	154	232	190	133	118	285	188	138	105	105	164	173	64	77	68	71	41	54	55	69	60	46	59	29	26	27	50	37	42	19	25	22	15	37	20	19	19	13	10	12	18	16	6	11	9	9	6	16	9	13	7	8	6	1	10	1	7	4	4	8	1	5	1	3	4	1	3	1	3	8	1	1	3	3	1	2	0	1	1	1	1	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	26468	8409	7501	6071	3568	2614	1647	929	1964	951	1569	701	468	381	401	331	249	271	756	187	386	156	161	153	336	210	137	132	189	112	70	134	103	78	53	183	102	83	55	60	110	114	24	38	37	34	21	29	30	45	34	22	41	11	14	13	21	28	20	8	16	10	9	20	8	7	14	6	4	10	12	10	3	6	3	5	4	12	6	8	4	5	1	0	4	0	6	2	1	6	0	1	0	1	4	0	3	0	0	8	0	1	0	2	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_all	80	42915	14760	12956	10066	5706	4481	3131	2028	3521	1775	2531	1317	992	818	794	756	581	548	1068	404	598	371	384	313	479	337	256	229	332	212	142	203	162	169	125	210	239	177	112	104	131	126	51	88	74	69	47	56	42	56	69	55	52	30	27	34	41	37	52	25	23	17	37	36	30	39	6	22	16	12	19	11	11	9	8	9	8	15	7	14	6	17	6	2	3	6	2	1	2	2	4	0	7	2	3	3	1	2	0	2	2	1	2	1	1	1	2	0	1	4	2	1	3	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	26183	8266	7978	6371	3294	2537	1684	1001	2222	926	1560	681	452	363	383	357	261	244	666	175	346	179	203	141	303	184	141	109	210	112	59	122	93	96	48	146	147	107	68	61	74	89	18	44	37	30	25	28	19	35	40	37	21	19	13	15	31	17	40	8	7	10	19	25	15	25	3	11	10	5	10	7	8	7	2	5	4	10	4	6	3	8	3	1	1	2	2	1	0	1	2	0	4	0	2	2	0	1	0	2	1	1	1	1	1	1	0	0	1	3	0	1	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	43063	15009	12856	10101	5719	4496	3174	2024	3426	1738	2482	1363	1000	795	854	765	604	557	1079	409	585	370	384	310	483	331	252	233	313	213	143	195	191	182	125	213	191	189	123	93	134	116	54	89	81	58	56	63	43	63	72	52	52	29	27	31	36	39	38	28	22	18	29	35	25	39	10	13	16	21	21	20	11	11	8	9	6	16	7	16	7	15	6	3	3	7	3	1	1	2	4	0	1	1	3	1	3	3	1	1	3	1	3	1	1	1	3	0	1	3	2	1	0	0	2	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	26350	8470	7845	6355	3246	2559	1736	999	2187	926	1514	686	474	341	417	358	271	258	657	167	337	182	210	138	279	188	121	109	198	116	69	106	95	114	58	135	112	121	63	50	75	74	21	48	45	32	31	31	19	41	41	37	12	15	14	14	27	25	28	11	8	10	13	25	12	28	6	4	9	14	6	14	8	7	3	5	4	11	4	8	3	8	3	3	1	2	3	1	0	1	1	0	0	0	2	0	1	1	1	1	2	1	3	1	1	1	1	0	1	2	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	42910	15034	12759	10125	5667	4454	3100	2048	3396	1768	2529	1348	985	810	837	748	575	579	1036	400	574	362	386	316	483	315	266	244	316	222	141	180	185	166	123	203	174	169	134	90	143	114	54	98	84	51	47	62	52	68	61	58	80	28	28	30	29	31	35	28	25	16	27	31	28	24	13	8	15	26	19	20	10	10	6	12	4	15	9	6	10	17	9	5	2	6	4	2	1	4	4	0	1	2	1	3	2	2	1	1	2	2	2	2	1	1	2	1	3	2	0	3	0	0	2	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	26344	8451	7789	6381	3197	2565	1671	1006	2130	925	1565	660	476	349	424	357	246	276	620	167	330	197	207	140	286	184	122	108	207	116	73	96	86	95	57	125	110	111	64	43	83	68	28	46	51	29	26	31	23	40	34	41	43	13	12	13	18	20	28	9	11	7	11	22	18	14	8	3	10	19	8	14	7	5	4	6	3	10	6	6	4	6	3	4	0	1	3	1	0	2	1	0	0	0	0	2	1	1	1	1	2	2	2	1	1	1	1	0	1	2	0	3	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
0.03	south34_all	80	42563	15079	12847	9980	5674	4386	3053	2055	3305	1794	2476	1324	963	790	849	757	591	591	1092	408	558	334	383	316	482	319	269	246	284	202	143	180	181	168	134	178	159	188	119	95	161	128	58	90	83	51	44	55	53	63	58	52	97	30	29	31	34	41	32	23	30	19	21	20	26	16	16	10	12	24	15	28	11	10	8	11	3	14	9	3	8	20	7	6	2	6	4	4	2	4	4	2	2	1	2	3	2	2	1	2	2	3	3	1	0	0	1	3	2	4	0	3	0	0	1	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0
0.03	south34_active	80	26097	8456	7785	6236	3216	2569	1640	998	2040	967	1550	687	462	347	430	361	254	288	643	181	313	175	204	140	296	189	126	118	186	105	73	96	86	89	61	104	108	121	56	44	100	67	28	43	55	32	25	34	23	33	33	33	52	13	10	16	21	28	20	8	17	11	12	15	17	10	9	6	7	17	7	18	7	4	6	6	2	9	6	2	4	8	2	3	0	1	3	1	0	2	1	0	0	0	0	3	1	0	1	2	2	3	3	0	0	0	1	1	0	4	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
