label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163
0.03	north8_all	80	36261	12996	15511	9732	4121	5779	2796	3046	1946	2449	1525	2498	1301	1550	952	769	720	629	740	479	634	660	630	433	382	318	273	474	204	178	389	180	251	208	180	122	129	201	102	110	105	79	60	82	86	55	60	51	98	115	53	101	36	54	23	30	29	33	26	15	28	21	26	12	20	18	15	13	24	17	15	8	6	4	14	6	13	9	8	7	7	9	2	6	4	8	6	12	1	3	5	1	4	7	2	2	3	4	3	2	1	2	2	0	0	0	2	2	2	0	0	0	2	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	24584	5388	12803	7688	1108	4461	889	1926	484	1715	675	2108	700	1172	412	230	165	234	458	160	443	515	504	280	230	156	128	392	48	63	314	62	173	142	117	47	63	168	53	62	41	41	14	57	37	19	25	20	84	98	18	79	17	38	6	12	6	22	9	10	9	13	15	2	4	7	6	3	18	10	6	1	1	0	4	1	11	8	2	3	6	9	2	3	2	5	2	8	0	1	2	1	1	4	0	1	1	2	1	0	1	0	0	0	0	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	37823	13122	16412	10320	4201	6235	2774	3126	1956	2521	1553	2718	1357	1614	965	774	731	623	708	498	649	682	731	458	413	328	280	470	202	207	413	172	260	248	188	121	133	229	104	106	98	77	57	86	88	58	65	52	91	106	50	109	45	41	28	28	29	31	25	18	31	23	32	17	22	10	17	12	20	11	15	6	18	3	11	8	14	10	6	5	13	11	2	8	4	5	7	10	1	2	5	1	2	5	2	3	2	5	13	3	2	1	4	0	0	0	3	1	0	2	0	0	2	1	1	0	0	0	0	0	1	0	3	1	2	0	0	0	1	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	26554	5726	13821	8330	1190	4949	916	2063	483	1844	737	2327	760	1242	443	238	170	235	463	171	454	561	603	317	262	177	150	395	53	69	344	64	193	187	131	46	73	200	54	57	47	43	15	59	43	19	34	20	80	90	17	100	22	27	9	13	5	20	11	11	13	14	19	5	5	4	6	5	16	4	7	1	10	0	2	0	11	8	0	3	12	10	2	4	2	4	2	6	0	0	3	1	0	3	0	2	1	2	11	0	2	0	2	0	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	37857	13078	16740	10454	4199	6218	2774	3108	1922	2590	1548	2847	1362	1605	972	780	703	653	742	492	700	673	690	475	409	312	293	458	211	190	397	193	266	264	227	117	154	267	97	99	97	77	58	90	82	63	72	47	108	131	42	119	42	47	28	27	25	32	25	19	32	26	28	20	22	13	14	14	19	10	9	4	21	2	11	7	18	11	4	6	22	11	2	12	6	5	6	18	3	4	6	2	2	3	2	4	1	4	11	1	2	0	5	0	0	0	3	2	0	2	0	0	2	2	1	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	26769	5833	14216	8430	1214	4970	906	2062	463	1909	741	2444	782	1239	436	223	173	242	502	168	506	530	551	339	275	174	161	380	58	56	333	74	197	204	174	44	93	224	58	47	49	42	15	59	35	20	46	21	100	117	15	106	23	32	10	10	4	17	11	10	10	14	16	7	7	4	7	8	15	4	5	0	13	1	2	0	15	10	1	3	20	9	1	9	4	2	3	15	0	1	3	2	0	1	0	2	0	0	10	0	2	0	2	0	0	0	3	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	36676	12976	16273	10095	4053	5708	2821	3061	1908	2502	1544	2794	1325	1583	898	777	693	623	749	493	640	697	651	568	403	335	286	506	227	202	487	162	260	223	228	134	129	276	106	126	80	96	65	80	54	53	75	62	88	147	55	69	40	53	26	41	41	48	19	29	19	13	25	23	23	11	20	22	31	14	13	20	15	10	9	11	22	17	14	7	6	6	3	3	1	6	10	5	3	5	8	2	1	13	3	5	2	1	4	3	1	0	4	1	0	1	0	0	1	0	1	1	1	1	1	1	2	1	0	1	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	25390	5689	13610	8133	1185	4460	928	1921	481	1785	698	2377	781	1187	387	217	157	251	506	170	464	540	508	389	259	181	140	404	70	77	432	50	201	160	185	47	64	239	43	76	35	56	17	54	29	13	48	22	76	123	23	54	20	36	11	16	13	33	7	14	9	5	12	10	3	4	16	15	21	11	6	15	10	4	2	4	19	13	5	1	2	5	0	3	0	3	7	5	3	3	3	1	1	12	1	3	0	1	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	36518	13133	16045	9989	4033	5663	2755	3072	1883	2505	1507	2869	1251	1551	912	764	704	641	742	509	627	683	617	545	402	339	279	495	245	180	463	159	262	249	242	120	133	303	104	129	72	89	77	76	65	57	74	58	92	151	59	58	31	43	28	37	39	41	25	24	19	17	17	20	17	10	25	21	27	11	12	16	15	9	7	9	18	20	16	8	5	7	3	3	1	6	8	5	1	5	7	3	2	12	0	4	2	1	3	2	4	1	4	2	0	0	0	0	4	0	0	2	0	1	1	2	1	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	25102	5728	13412	8006	1184	4397	869	1956	470	1790	662	2423	729	1168	388	227	175	264	508	168	444	528	490	376	256	181	141	392	68	65	399	49	202	172	195	46	71	266	43	74	30	56	22	51	36	17	47	19	78	123	26	44	14	28	10	14	12	25	11	13	6	5	8	6	2	3	18	15	19	6	5	12	10	4	3	3	16	14	5	2	2	4	0	2	0	3	4	5	1	3	3	1	1	11	0	1	0	1	3	0	2	0	1	1	0	0	0	0	4	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	35467	12981	15433	9423	4166	5335	2657	2941	1912	2418	1481	2703	1236	1530	929	757	710	632	742	479	593	618	607	498	382	316	282	546	242	171	381	174	257	232	234	123	139	291	87	123	83	91	89	75	68	59	81	56	94	108	54	53	32	40	33	30	28	32	32	24	17	19	20	16	20	14	19	14	23	12	10	12	14	6	7	5	16	19	12	7	5	7	5	2	2	4	8	4	4	3	5	3	3	6	0	5	1	2	1	1	4	1	3	2	1	0	1	1	4	1	0	2	0	1	1	2	1	1	0	0	1	0	1	1	2	0	0	0	0	1	0	1	1	0	0	0	0	1	1	2	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	23750	5363	12703	7319	1176	4039	794	1817	450	1658	608	2270	709	1121	375	193	180	245	477	143	427	471	474	339	235	162	138	449	64	54	315	56	199	153	188	41	84	252	34	66	37	52	20	46	34	12	51	15	82	83	25	39	14	27	7	10	8	22	10	11	5	5	16	4	3	3	11	9	18	5	0	6	8	2	4	2	16	14	6	1	1	3	0	1	0	1	3	2	3	2	3	0	1	5	0	2	0	2	1	0	2	0	1	1	0	0	0	0	4	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	34253	12827	14400	8867	4200	5011	2737	2864	1899	2356	1481	2530	1226	1469	910	751	710	640	695	502	589	708	587	457	339	289	289	478	251	191	350	179	212	224	239	129	149	291	90	112	80	95	90	76	61	51	83	49	108	83	46	62	30	52	36	33	20	27	29	26	15	23	21	14	17	17	24	13	10	10	9	9	11	7	8	4	17	12	9	8	4	6	4	8	6	3	3	4	3	1	4	6	2	2	1	3	3	2	0	1	4	1	3	1	1	0	1	1	3	1	0	1	3	0	0	3	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	22238	5006	11605	6712	1129	3718	801	1682	399	1594	587	2088	664	1065	354	167	192	232	425	141	402	539	442	316	191	135	136	382	61	60	277	57	154	144	184	43	95	252	36	52	35	55	17	43	33	15	51	13	91	65	19	47	12	42	9	13	3	17	11	13	4	5	16	0	2	4	15	7	6	4	2	2	6	1	5	2	14	7	4	2	3	2	0	6	1	0	0	1	2	0	2	3	0	0	0	1	1	2	0	0	2	0	1	1	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	34056	12675	14191	8885	4199	5031	2723	2781	1901	2311	1479	2333	1235	1449	907	765	686	650	698	484	623	690	573	439	346	261	295	421	246	203	333	169	234	187	224	131	145	263	108	120	88	102	80	86	61	53	75	49	107	103	43	66	36	64	31	33	22	32	30	20	21	23	29	10	14	23	22	12	7	9	11	10	13	9	7	6	14	10	5	9	8	4	7	7	7	2	2	3	11	0	3	7	2	1	1	5	4	3	1	1	2	0	7	0	1	0	2	1	3	2	1	0	3	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	21816	4804	11351	6664	1090	3742	789	1625	390	1538	607	1902	665	1048	360	165	170	219	421	125	422	520	412	303	187	120	130	337	49	57	264	56	171	121	150	44	95	229	40	49	37	59	13	50	22	17	43	12	90	91	13	50	12	46	7	14	3	22	13	9	6	5	21	1	2	4	14	3	4	4	4	4	9	3	4	1	11	8	2	2	6	2	0	6	1	0	0	0	10	0	0	5	0	0	0	2	1	1	1	0	2	0	1	0	0	0	0	0	3	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	34115	12595	14337	8960	4136	5274	2761	2783	1894	2247	1489	2299	1272	1414	889	761	686	640	715	475	606	686	575	458	353	291	304	415	234	213	350	168	245	202	205	126	144	276	116	127	82	102	73	83	53	56	74	51	116	96	42	91	30	60	35	32	26	32	25	24	23	24	22	10	10	22	19	13	12	10	8	12	17	9	11	5	15	11	4	7	7	2	7	8	7	3	4	1	9	1	3	8	4	1	1	4	4	2	1	1	2	2	6	0	0	2	2	0	0	1	1	0	3	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	21874	4759	11536	6778	1073	3962	814	1647	403	1490	619	1888	702	1049	330	172	176	213	425	133	412	502	408	305	196	137	147	331	47	65	280	54	175	130	136	49	85	241	45	52	33	52	14	47	21	17	46	11	95	87	16	77	12	42	12	14	6	21	9	9	7	4	15	2	2	5	10	5	9	5	5	4	15	4	9	0	12	9	2	1	6	1	1	6	1	1	3	0	9	1	0	6	1	0	0	3	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	35243	12733	14671	9542	4175	5631	2690	2942	1860	2371	1500	2384	1297	1451	892	790	693	627	776	491	585	642	633	447	394	307	279	400	220	209	381	164	251	211	196	125	127	299	123	118	93	109	80	75	59	59	66	57	105	92	45	108	30	60	37	29	29	32	35	26	27	22	25	15	16	22	15	18	14	19	8	14	16	10	12	6	10	11	2	6	8	1	7	4	9	7	6	8	12	2	1	6	3	1	1	5	2	2	4	2	2	2	5	0	0	2	3	0	0	2	1	0	2	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	23372	5174	11961	7451	1107	4353	798	1827	409	1666	648	1983	742	1080	363	191	173	218	482	144	399	466	468	305	235	154	149	312	46	61	319	58	178	142	121	48	78	262	46	51	35	58	23	38	25	19	44	14	84	80	21	94	13	41	18	14	9	21	12	11	11	5	13	6	4	7	8	8	9	15	4	8	13	7	8	1	8	9	1	3	6	0	1	2	1	3	4	7	11	2	0	5	1	1	0	3	0	0	4	2	0	0	0	0	0	1	2	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	36570	12939	15124	9811	4228	5973	2699	3053	1790	2552	1507	2510	1342	1485	935	761	670	625	772	469	615	640	675	436	378	326	288	433	200	227	390	172	261	212	199	112	160	282	104	107	91	117	89	70	62	57	66	59	68	98	34	128	35	61	39	26	28	38	36	26	25	20	24	21	17	16	15	18	16	24	12	19	19	10	10	2	12	8	2	4	7	2	5	1	6	6	8	9	8	3	2	2	3	2	2	3	1	1	3	3	2	4	5	7	0	2	2	0	0	1	1	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
