label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	14369	3756	2372	1325	933	624	525	953	235	445	227	169	161	82	49	47	71	26	25	18	26	17	7	5	2	6	5	18	2	2	2	3	0	1	1	0	5	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	10241	893	1204	541	299	142	266	845	54	390	168	125	124	59	22	20	59	12	20	12	23	14	3	0	2	3	3	15	0	1	0	1	0	1	1	0	5	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	13911	3779	2380	1325	965	627	500	974	234	473	210	165	157	77	58	43	60	24	30	12	27	12	6	8	2	3	5	10	1	0	2	4	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	9840	884	1209	552	330	149	251	858	57	415	169	119	119	54	29	15	50	11	23	6	24	9	3	0	2	0	3	9	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	13284	3754	2355	1327	941	630	469	841	223	465	193	173	153	90	46	43	36	26	25	13	28	11	6	8	3	2	3	6	1	2	1	4	0	1	5	0	0	1	0	0	3	0	0	0	0	0	0
0.03	north3_active	80	9126	881	1132	534	293	147	229	736	56	392	149	121	111	60	24	17	25	13	17	5	24	8	2	0	3	0	2	6	0	2	0	2	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north4_all	80	12698	3753	2338	1320	935	595	483	750	205	454	180	163	131	89	46	36	46	22	24	16	31	11	7	6	2	1	4	1	0	3	1	3	0	1	6	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north4_active	80	8515	907	1060	508	287	145	235	629	48	375	129	107	94	61	19	15	36	11	15	6	26	6	4	0	1	0	0	0	0	3	0	1	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	12365	3716	2284	1322	921	584	480	717	199	390	209	157	126	80	47	36	44	20	29	16	20	19	7	10	6	2	5	1	2	4	2	2	0	0	6	0	0	1	1	0	2	0	0	0	0	0	0
0.03	north5_active	80	8068	916	973	507	271	145	234	593	55	315	145	105	76	50	12	14	35	12	16	7	18	14	4	1	1	0	0	0	1	4	1	1	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	12389	3735	2281	1305	930	573	510	745	208	376	212	165	131	71	51	37	44	14	25	25	28	18	10	7	6	3	4	3	3	5	2	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0
0.03	north6_active	80	8110	948	988	489	284	150	247	612	54	313	141	115	83	42	16	14	34	8	13	12	23	14	4	1	1	0	0	2	1	4	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	12423	3775	2243	1292	890	596	487	779	207	335	202	174	118	63	50	43	47	18	25	20	25	18	8	9	5	2	3	2	3	6	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north7_active	80	8168	955	1020	475	278	139	234	653	49	277	140	126	77	38	18	14	34	10	15	12	21	15	1	1	1	0	0	2	1	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	12521	3776	2276	1311	868	605	487	794	216	348	200	166	107	70	51	40	40	20	21	19	18	16	7	6	3	2	3	3	2	4	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north8_active	80	8206	947	1046	465	257	137	226	673	50	289	134	113	66	40	29	10	31	11	15	12	14	13	0	0	1	0	0	2	0	3	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	13027	3753	2329	1315	845	599	503	941	231	356	196	161	116	76	52	45	43	23	30	11	19	9	8	6	3	1	4	3	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	8856	919	1121	505	254	143	246	817	55	298	144	105	76	43	32	13	36	12	25	9	14	6	1	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	13568	3815	2302	1364	883	610	498	996	232	406	192	171	137	87	61	43	36	22	28	9	14	8	8	6	4	1	5	3	1	1	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	2	0
0.03	north10_active	80	9466	931	1131	542	262	150	244	886	53	354	143	117	92	51	31	14	30	12	22	8	9	6	2	0	0	0	1	2	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	2	0
0.03	north11_all	80	13964	3678	2371	1435	894	636	492	988	203	467	226	148	125	116	49	28	61	26	45	21	27	13	11	7	10	3	4	11	0	3	1	5	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	9822	905	1163	559	304	142	246	871	44	410	177	107	96	74	19	12	58	10	35	11	24	10	5	3	3	0	3	8	0	2	0	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	13486	3719	2333	1412	934	642	490	893	235	433	241	155	119	106	53	32	53	27	42	18	18	11	6	12	7	5	4	5	0	4	2	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north12_active	80	9289	906	1110	523	318	128	246	783	47	372	183	106	90	70	16	11	48	8	31	9	17	7	2	5	2	1	3	4	0	3	1	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north13_all	80	12785	3678	2293	1396	873	627	497	845	245	349	241	163	114	104	57	34	74	29	28	22	17	12	5	11	6	7	4	5	0	3	1	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	8596	916	1071	505	264	130	242	730	49	277	172	112	87	71	17	8	66	10	22	12	15	6	0	6	2	2	4	4	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	12409	3690	2267	1352	896	608	483	766	266	333	214	173	122	85	57	36	76	31	23	23	16	11	5	9	3	6	4	5	1	3	1	0	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	8166	890	1026	486	261	130	216	649	63	260	140	112	91	56	18	7	62	10	18	11	15	4	1	4	1	2	3	5	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	12505	3701	2253	1370	865	606	474	795	248	349	197	155	130	88	74	29	75	29	20	22	21	10	6	5	6	7	5	5	1	2	2	0	2	3	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8254	884	1033	484	229	149	216	682	55	279	131	107	91	59	30	8	59	12	15	13	15	3	1	2	2	3	3	5	0	1	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	12612	3781	2288	1407	873	585	486	842	230	349	190	154	113	93	68	34	76	26	28	28	26	9	6	2	6	3	5	5	3	2	3	0	2	3	1	0	2	1	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	8264	907	1042	513	244	142	219	720	47	284	128	94	77	58	28	12	56	10	23	15	18	5	1	0	2	1	2	1	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	12460	3803	2331	1342	868	571	479	847	221	334	202	138	132	91	62	38	55	19	24	23	33	15	7	2	6	4	4	4	3	2	3	0	1	1	2	1	2	1	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	8119	904	1085	490	233	136	222	726	45	273	125	79	88	65	26	13	42	9	20	11	26	9	0	0	2	1	2	0	0	1	1	0	0	1	2	1	2	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	12432	3791	2328	1369	834	580	451	849	212	347	234	146	140	89	60	43	56	21	31	28	34	14	6	5	6	3	6	4	3	3	2	8	1	1	4	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north18_active	80	8173	912	1075	495	229	130	215	722	50	274	149	82	96	60	24	13	42	13	26	14	30	11	0	0	1	1	2	0	0	1	0	8	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	13087	3859	2328	1310	823	606	465	895	233	430	227	151	130	85	41	45	48	26	21	26	20	15	5	8	4	2	4	5	3	4	2	8	2	1	4	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	8916	932	1116	515	235	126	239	781	66	348	145	95	89	56	16	14	36	15	17	15	19	13	0	1	0	1	1	0	1	1	0	8	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	13636	3848	2332	1356	859	622	478	884	241	428	245	168	117	94	40	40	56	29	23	35	19	13	8	12	4	3	6	1	4	3	2	8	2	2	4	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	9571	916	1121	536	262	143	253	773	67	348	166	112	82	67	18	9	45	15	16	22	16	11	1	3	0	2	2	0	1	1	0	8	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	22284	3743	5244	1325	1022	1181	777	336	637	172	170	98	95	110	138	47	33	47	19	29	14	23	5	4	4	4	19	2	0	1	6	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	19157	1098	4483	471	492	914	597	79	546	95	84	40	56	91	115	17	15	46	14	18	2	19	1	3	4	1	17	2	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	23642	3758	5526	1338	993	1230	785	331	656	192	176	90	82	119	131	42	37	53	26	29	9	19	5	3	5	6	18	2	0	2	12	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	20570	1158	4733	481	490	951	616	78	569	110	85	34	46	94	119	10	15	50	19	23	1	16	1	1	4	2	16	2	0	1	12	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	23473	3849	5375	1365	1015	1166	832	320	638	215	190	100	85	113	140	44	38	45	27	26	8	19	6	6	7	5	13	0	1	2	13	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	20353	1188	4604	473	475	903	664	82	550	127	92	41	46	91	127	8	14	36	18	19	1	15	2	2	4	2	11	0	0	2	13	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	23367	3867	5272	1392	1000	1147	803	307	625	247	177	106	77	124	124	42	31	51	33	21	11	14	5	8	10	8	7	2	1	2	14	1	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	20226	1178	4520	480	441	884	633	78	539	150	95	39	40	99	112	4	11	41	20	15	4	12	2	4	6	4	5	2	0	2	14	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	23611	3815	5202	1357	1025	1122	847	305	583	243	171	116	88	130	139	42	28	47	23	18	16	16	6	10	8	7	10	4	2	3	4	3	2	0	0	0	2	1	1	1	0	0	0	1	0	0	0
0.03	south25_active	80	20414	1163	4489	467	463	873	658	75	491	146	92	47	45	105	120	7	13	39	9	9	6	13	2	6	5	3	8	3	0	2	4	1	2	0	0	0	1	1	0	1	0	0	0	1	0	0	0
0.03	south26_all	80	23523	3809	5217	1370	1036	1108	857	304	591	242	160	114	88	144	128	37	33	47	20	16	14	18	7	6	7	8	13	4	4	2	1	3	3	0	0	0	3	1	1	1	0	0	0	1	0	0	0
0.03	south26_active	80	20327	1171	4504	474	491	861	672	74	492	147	93	39	44	109	108	8	18	42	8	8	6	14	2	6	5	5	11	3	3	1	1	1	3	0	0	0	1	1	0	1	0	0	0	1	0	0	0
0.03	south27_all	80	23101	3801	5159	1326	962	1095	852	332	578	203	141	108	90	137	112	32	40	57	18	12	15	16	6	7	4	9	14	4	4	1	2	7	3	0	0	0	2	0	1	1	0	0	0	1	0	0	0
0.03	south27_active	80	19847	1160	4455	431	446	853	666	80	481	110	73	30	43	106	89	7	24	52	11	4	6	12	2	4	2	6	12	3	3	0	2	6	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0
0.03	south28_all	80	21286	3760	4771	1296	938	999	788	309	539	197	147	94	86	129	98	27	34	46	18	14	12	15	6	8	4	5	12	2	4	1	2	6	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	17877	1110	4029	396	416	773	606	73	451	96	81	26	37	98	76	6	21	41	12	6	7	11	2	4	2	4	11	1	4	0	2	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_all	80	19711	3691	4484	1246	937	1012	705	328	492	204	152	90	81	107	84	31	32	52	15	16	10	11	4	9	7	3	4	3	4	0	3	7	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
0.03	south29_active	80	16215	989	3695	357	369	757	515	74	405	101	71	19	38	81	64	7	14	44	11	9	7	6	1	4	4	1	3	1	3	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	17889	3720	4179	1249	957	944	715	339	456	192	161	84	82	108	88	29	34	37	18	21	8	9	5	8	5	4	4	6	2	1	2	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
0.03	south30_active	80	14276	919	3314	355	360	669	501	73	370	89	78	25	34	82	67	3	10	30	13	12	5	4	2	3	4	1	4	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	21105	3699	4960	1295	884	1077	802	312	568	227	185	117	96	108	102	37	31	50	31	21	12	12	7	3	6	6	13	5	1	1	0	4	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	17877	1071	4139	415	376	821	609	69	483	117	94	47	55	82	78	11	8	45	15	9	7	9	1	2	5	2	12	2	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	22993	3726	5389	1318	908	1113	857	302	628	227	167	130	102	115	132	41	34	61	35	20	14	22	6	2	6	3	11	0	2	0	3	4	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	19863	1167	4609	455	419	874	674	69	555	127	98	59	57	93	114	15	11	56	17	10	9	20	2	2	5	1	10	0	0	0	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	22434	3815	5269	1339	938	1086	847	302	643	233	151	116	102	106	143	39	33	46	30	17	16	27	4	4	7	2	11	0	1	0	9	4	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	19179	1164	4481	450	418	843	652	65	550	126	89	54	55	86	126	11	13	42	15	11	8	23	1	4	5	0	9	0	0	0	9	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	20367	3827	4689	1314	940	1035	788	303	593	238	135	114	91	115	151	38	39	47	24	17	12	26	7	6	7	1	6	1	1	1	13	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	16950	1050	3815	412	389	770	577	77	496	125	78	54	47	94	123	12	13	43	13	14	5	21	2	4	4	1	5	0	0	0	13	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	18801	3768	4246	1294	900	983	781	331	587	224	140	104	83	101	102	38	41	36	25	17	13	22	8	6	7	4	6	3	0	1	10	0	3	1	0	0	0	0	0	0	2	1	0	0	0	0	0
0.03	south35_active	80	15362	970	3407	371	367	717	569	89	488	114	69	44	43	69	79	10	11	29	13	8	4	15	2	4	3	2	4	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	19044	3785	4543	1278	890	1009	790	330	575	212	139	108	97	97	83	30	39	43	19	18	12	25	8	6	10	5	7	3	1	3	4	1	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0
0.03	south36_active	80	15691	984	3710	372	355	748	583	86	478	104	61	44	55	63	59	9	8	33	10	5	2	20	1	3	6	3	5	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	21158	3782	5080	1316	904	1064	854	332	612	224	133	105	116	116	86	32	35	60	18	22	13	21	10	7	9	6	7	2	1	2	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0
0.03	south37_active	80	17993	1063	4263	416	408	805	668	83	509	128	60	40	75	86	68	16	7	49	10	7	3	18	2	5	4	4	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	23180	3817	5617	1289	964	1115	884	335	672	218	145	109	111	123	103	27	28	54	21	23	14	17	11	5	6	5	9	0	3	4	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	20075	1158	4831	438	461	859	699	71	581	128	79	45	73	100	90	16	9	45	10	11	5	14	3	4	3	4	7	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	23788	3788	5704	1287	985	1091	842	318	638	223	154	111	97	131	121	38	21	55	28	19	12	7	13	7	3	4	5	1	4	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	20547	1156	4923	447	481	826	662	71	547	139	95	41	61	112	105	16	8	49	17	10	6	6	4	6	1	4	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	23626	3734	5479	1288	951	1074	816	318	634	249	161	120	90	133	124	33	26	45	24	16	12	11	19	4	1	2	12	2	4	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	20322	1100	4722	443	459	825	638	72	560	149	100	55	48	113	108	9	11	38	16	10	6	8	7	4	1	2	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
