label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114
0.03	north10_all	80	9376	2795	1570	2048	1078	1117	577	811	1193	1279	729	238	649	186	193	325	242	180	119	86	69	87	131	169	45	38	44	61	39	66	41	21	14	49	17	33	29	28	22	23	15	14	6	6	12	5	14	12	9	8	1	7	2	12	3	3	6	4	3	3	0	1	2	0	0	4	2	7	0	3	0	1	3	1	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north10_active	80	7020	1338	360	1570	576	808	267	599	1069	1181	631	79	571	88	129	266	197	140	76	27	22	48	106	155	16	21	14	46	8	49	23	8	8	39	11	30	13	24	19	16	14	8	2	2	8	3	13	11	2	5	0	3	2	11	1	2	4	1	2	2	0	1	1	0	0	4	1	6	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	8386	2657	1580	1835	929	989	565	755	1031	908	607	230	671	208	209	220	231	156	105	95	64	84	137	114	58	61	38	53	31	47	20	23	20	37	18	30	10	28	19	35	35	10	6	10	7	7	15	15	8	5	5	4	7	7	4	3	13	5	1	4	6	2	5	1	1	6	1	6	0	1	2	3	1	2	3	1	1	1	0	0	0	3	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	5832	1197	379	1290	479	694	270	537	906	810	480	58	595	94	131	157	186	118	62	27	23	46	111	89	24	29	9	36	7	38	12	9	6	32	12	21	4	19	18	29	31	6	5	0	5	6	13	15	2	4	1	1	5	7	0	1	11	0	0	0	3	0	3	0	0	5	0	6	0	1	2	3	0	2	2	0	0	1	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7682	2633	1577	1645	915	913	540	702	884	795	575	225	573	197	191	232	226	147	100	86	62	82	124	78	60	54	32	55	35	45	22	22	23	41	19	32	8	22	26	23	38	6	9	9	4	10	25	28	8	5	6	5	7	8	0	3	5	5	2	2	5	1	4	1	1	3	0	5	1	1	1	2	0	3	4	1	1	1	1	0	0	3	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5072	1106	390	1132	436	624	256	467	735	695	442	50	490	77	108	163	178	103	54	26	22	44	97	59	23	29	5	37	6	38	11	9	6	37	13	22	5	16	24	16	34	3	6	1	3	8	23	24	2	4	0	1	5	7	0	1	2	0	0	1	3	0	2	0	0	2	0	5	1	1	1	2	0	2	3	0	0	0	1	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7283	2643	1637	1571	935	875	518	667	883	722	512	220	468	173	182	195	223	141	101	85	67	72	124	83	59	47	39	43	36	41	25	23	20	25	17	29	13	19	38	18	42	3	10	8	7	10	18	20	9	3	6	7	7	12	2	3	5	4	1	2	6	1	1	1	1	2	0	2	2	1	1	2	1	4	3	0	0	1	2	0	1	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4560	1048	426	1051	429	576	217	419	734	625	381	55	395	64	99	127	173	96	56	21	21	36	97	64	21	20	6	28	7	32	15	8	5	20	10	18	5	13	33	11	38	1	5	2	3	6	16	15	1	2	0	2	4	10	1	1	1	0	0	1	4	0	0	0	0	1	0	2	1	1	1	2	0	3	2	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	7717	2665	1615	1689	963	933	539	644	1011	858	625	207	478	188	179	258	261	160	109	81	72	80	118	101	53	45	43	51	27	52	29	16	19	40	18	36	16	22	33	19	50	9	10	11	11	13	17	23	9	5	6	8	4	13	2	3	7	3	2	2	4	2	3	0	4	0	0	0	4	1	1	2	2	4	1	0	0	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	5058	1096	423	1165	444	605	230	402	870	759	502	59	413	63	94	188	203	104	71	17	17	42	95	82	19	18	10	37	4	42	18	5	7	29	9	21	6	15	26	13	48	6	4	3	4	7	15	18	3	3	0	3	2	10	1	1	3	0	0	1	2	0	1	0	3	0	0	0	2	1	1	2	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8389	2764	1620	1844	956	1046	545	656	1009	1041	644	217	573	181	211	277	266	168	134	76	73	83	144	129	60	47	42	59	32	49	32	17	21	40	22	41	15	25	32	23	51	14	7	8	14	11	26	15	7	6	3	12	13	14	2	3	5	2	4	2	4	2	4	3	4	0	0	0	3	0	0	0	2	1	0	1	0	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	5819	1241	399	1352	463	711	240	438	884	945	546	75	515	68	119	216	207	115	93	9	14	51	121	110	24	19	12	46	5	41	21	8	9	24	11	26	7	18	22	20	48	11	1	4	5	5	24	12	2	4	0	5	11	9	1	1	2	0	1	0	2	0	1	3	3	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8926	2785	1593	2035	965	1153	569	676	1079	1198	644	219	638	208	202	304	246	188	147	77	70	88	154	147	51	50	34	75	36	45	34	23	24	49	20	50	12	26	23	26	39	16	4	10	13	12	25	16	7	5	3	9	16	8	2	1	5	2	4	2	4	4	4	3	4	0	0	10	2	0	1	0	2	2	0	1	0	1	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	6517	1301	376	1558	495	837	248	498	948	1105	560	75	588	89	128	256	192	133	109	14	17	50	132	128	21	23	10	62	5	39	24	12	11	32	11	39	6	20	14	24	37	11	1	3	6	8	24	13	3	3	0	3	16	3	1	0	4	0	1	1	2	2	1	3	3	0	0	9	1	0	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	9229	2794	1570	2110	984	1184	580	785	1130	1356	653	231	737	213	223	346	213	187	157	76	78	86	160	151	59	45	32	76	34	49	32	27	24	48	23	60	14	21	23	25	28	15	8	11	14	10	36	18	4	3	3	7	16	6	3	2	2	1	4	2	3	3	4	4	2	2	1	10	0	0	1	1	1	3	1	1	0	0	2	1	0	0	1	0	0	1	0	2	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	6910	1332	366	1663	539	882	277	611	993	1253	573	76	686	98	146	292	170	139	120	15	23	55	133	135	28	20	10	59	4	40	21	15	12	35	15	52	7	17	16	23	24	9	4	5	8	7	35	16	2	2	0	3	16	1	1	1	2	0	1	1	1	2	1	3	1	2	1	9	0	0	1	1	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	2	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	9100	2820	1613	2096	1006	1243	597	799	1211	1290	617	231	679	199	208	310	230	175	142	83	82	79	145	136	51	46	27	75	36	60	27	30	26	53	20	54	19	18	23	27	25	8	8	8	8	10	26	30	4	2	3	6	11	20	7	4	3	1	3	2	1	3	2	1	1	3	3	11	0	0	1	15	1	3	1	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	5	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	6793	1323	386	1668	577	926	265	619	1071	1194	549	75	633	92	157	257	207	130	100	17	27	52	123	123	30	20	9	60	6	46	16	14	15	44	12	48	7	13	15	24	22	3	7	3	4	8	25	28	2	2	0	1	11	16	3	1	3	0	0	1	1	2	0	0	0	3	2	10	0	0	1	15	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	9024	2861	1619	2025	1034	1227	588	779	1200	1235	631	239	755	193	220	293	235	164	134	82	83	88	141	133	49	46	30	91	35	73	24	28	26	60	20	56	17	20	27	38	26	9	13	7	8	9	29	37	5	6	3	3	11	19	9	3	5	0	2	2	1	3	2	1	0	5	3	1	0	0	0	15	0	1	1	0	0	1	0	1	2	1	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	6751	1342	389	1574	594	923	264	575	1080	1124	556	68	702	93	162	246	209	122	89	17	30	59	118	116	29	24	12	69	6	54	12	10	13	48	10	50	5	15	21	30	22	4	12	3	3	6	28	33	2	6	1	0	10	15	4	1	4	0	1	1	1	1	0	0	0	4	2	1	0	0	0	15	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9120	2830	1634	1996	977	1196	604	749	1236	1178	677	236	783	191	224	258	273	160	125	81	78	93	132	129	41	46	27	85	32	62	28	27	29	53	19	65	15	25	27	45	21	12	17	8	5	14	38	41	4	9	4	5	8	18	7	3	3	2	2	1	4	1	2	1	0	3	3	3	0	0	0	14	0	1	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	6816	1335	408	1531	548	904	272	551	1118	1085	594	78	725	92	165	222	246	121	70	15	33	67	114	112	21	24	12	68	7	43	11	7	11	43	8	62	2	18	22	33	17	8	16	3	0	8	35	37	1	9	1	0	6	15	4	1	2	0	1	0	3	0	0	0	0	2	2	3	0	0	0	14	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	14219	2665	1696	1183	1960	637	628	503	419	359	406	223	206	326	162	235	140	377	336	99	86	88	57	55	70	42	53	36	60	94	28	24	24	22	27	38	22	17	11	13	44	20	9	11	28	7	6	23	4	32	7	11	5	6	7	4	2	3	16	5	2	0	3	2	2	0	3	1	1	2	1	1	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	12276	754	752	449	1653	208	348	249	155	112	302	48	60	250	49	180	44	343	301	37	53	54	16	16	41	7	25	16	47	82	14	16	10	7	17	33	17	5	3	5	41	10	1	3	25	3	4	22	1	32	2	9	2	2	7	0	0	2	13	2	1	0	1	0	0	0	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	13703	2671	1689	1184	1893	645	650	481	409	331	432	240	207	315	159	227	152	342	291	101	89	89	51	62	68	42	52	40	49	92	31	25	21	21	30	45	22	14	16	19	47	17	4	15	19	7	4	21	5	26	5	6	3	5	6	2	3	3	21	3	3	1	2	4	4	0	3	2	1	2	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	11714	754	710	428	1564	188	355	238	157	103	312	54	53	233	48	174	53	314	256	35	58	45	9	18	40	10	26	15	36	71	15	18	6	8	20	40	15	3	6	11	45	7	1	2	16	4	3	19	2	25	2	2	0	2	6	0	0	2	18	2	2	0	0	1	1	0	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	12553	2646	1666	1202	1759	627	652	459	388	326	375	242	202	301	150	205	154	304	289	95	81	91	53	67	51	44	40	38	45	64	33	28	23	22	28	45	21	13	18	22	47	19	7	10	17	7	5	26	5	25	3	5	5	4	8	1	2	2	15	3	4	2	2	2	5	0	2	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	10507	690	633	391	1400	163	345	224	141	91	260	60	47	208	38	156	57	278	259	33	51	43	11	17	27	9	21	15	31	49	12	23	6	10	17	41	10	1	7	14	44	10	3	1	16	4	5	23	2	22	2	1	1	2	5	0	0	2	13	2	4	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11313	2527	1672	1160	1670	673	609	457	395	329	359	244	205	282	161	185	137	283	286	102	81	71	63	60	42	43	52	35	35	62	37	32	24	13	17	37	21	12	18	21	46	13	7	10	10	3	5	23	6	20	1	5	4	3	11	4	1	1	11	1	6	2	2	4	4	1	2	1	2	2	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	9189	615	564	350	1317	165	295	203	137	87	231	60	49	185	34	121	49	252	259	38	50	29	19	17	19	11	33	12	24	48	13	24	6	7	10	31	8	2	7	13	43	5	3	0	9	1	4	19	4	15	0	2	1	2	4	0	0	1	11	0	6	0	0	2	2	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10175	2475	1621	1189	1609	699	565	457	378	334	323	238	203	255	167	192	122	243	281	89	75	60	61	64	44	54	52	27	42	48	37	31	24	11	17	37	18	11	14	18	29	12	10	8	13	4	7	10	10	15	2	4	5	2	9	6	2	3	17	2	6	2	3	2	2	2	4	0	1	1	0	1	1	3	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	7924	560	511	337	1248	182	256	199	119	81	190	60	48	155	41	125	35	210	257	39	37	21	19	16	13	10	36	8	26	42	13	21	6	4	7	30	7	3	4	8	23	4	5	0	11	1	5	8	4	9	0	2	2	1	2	1	0	3	17	2	6	0	1	1	1	0	2	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10087	2441	1605	1138	1590	721	567	448	376	332	329	231	219	242	157	197	119	217	251	89	92	63	61	61	54	46	51	31	52	52	41	33	21	14	24	35	13	18	11	19	20	12	9	7	9	3	10	12	11	14	2	2	3	3	5	8	1	5	13	4	5	2	2	2	2	2	4	0	1	0	0	2	1	3	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	7853	527	514	317	1225	191	260	181	113	82	200	60	54	156	41	133	31	187	222	41	44	26	17	16	18	12	32	8	35	38	19	21	4	4	13	27	5	6	1	10	12	5	4	0	7	0	5	9	3	9	0	1	1	1	0	2	0	5	13	4	5	0	1	1	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
