label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104
0.03	north1_all	80	1486	710	436	289	864	171	191	201	356	111	157	65	62	147	141	27	38	33	24	35	18	15	20	15	20	31	16	14	21	35	12	14	23	13	24	7	8	9	6	10	3	12	2	5	4	2	1	5	6	2	3	4	4	3	1	1	4	1	2	2	2	0	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	746	325	197	126	552	77	98	119	240	54	98	28	38	116	103	13	24	19	9	13	10	3	10	4	7	23	9	10	12	16	9	8	20	8	20	3	2	6	4	6	2	3	1	4	1	1	1	4	5	1	1	1	4	2	0	1	3	1	1	2	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1447	715	432	271	874	172	212	168	349	117	180	62	54	141	138	35	37	32	23	24	15	13	20	16	22	28	11	12	31	34	12	18	14	11	21	5	3	9	5	6	2	9	3	5	5	6	2	4	7	2	3	3	6	3	2	2	3	0	2	2	2	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	716	339	188	123	569	72	114	106	234	58	113	27	26	105	94	19	23	17	8	15	8	3	10	6	9	21	6	10	11	16	9	12	8	5	19	1	0	7	2	2	2	3	2	2	1	5	2	3	6	1	1	1	4	2	0	1	3	0	1	2	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1451	664	424	289	845	167	200	183	341	123	153	57	54	151	127	36	35	38	23	27	24	15	17	13	18	22	12	12	35	25	14	17	15	7	15	7	2	6	4	6	3	7	2	4	3	5	3	2	8	2	2	2	6	3	2	3	3	0	1	1	1	0	1	1	0	7	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	717	316	178	147	556	69	103	111	210	63	98	23	29	120	77	19	20	23	9	18	15	4	8	7	9	12	6	8	15	18	11	11	8	3	13	1	0	4	2	2	3	0	2	1	0	4	2	2	6	1	1	1	4	3	0	1	3	0	1	1	1	0	1	0	0	6	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1445	668	408	289	769	166	183	164	278	128	142	54	57	137	124	41	39	41	22	35	23	16	17	11	14	26	11	9	43	25	12	15	14	8	8	4	6	6	4	3	3	7	2	2	2	5	3	0	5	0	1	4	2	3	4	4	1	2	0	0	3	0	3	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	697	305	179	145	513	70	107	97	175	64	96	18	25	109	79	18	23	28	9	26	15	7	6	7	7	16	4	6	23	20	9	9	6	5	7	1	2	5	0	2	2	2	2	0	0	5	2	0	3	0	1	2	0	2	2	1	1	0	0	0	2	0	1	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1410	651	401	300	648	169	161	175	279	130	121	59	56	141	129	40	40	40	23	38	27	18	17	17	12	25	14	11	50	28	11	10	10	6	6	5	5	3	6	2	3	6	2	2	0	4	1	0	5	1	1	2	2	3	3	4	0	2	1	0	3	0	2	0	0	0	0	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	678	293	185	144	430	72	84	87	167	68	83	18	26	112	85	20	23	26	12	32	16	7	6	12	8	13	6	7	27	24	6	6	4	4	5	2	3	3	0	2	2	2	2	1	0	3	0	0	3	1	1	1	1	2	2	1	0	0	1	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	1401	674	387	307	557	167	135	164	247	122	126	56	58	119	93	32	36	42	23	39	18	20	16	19	11	19	12	13	37	26	11	12	7	5	6	5	6	5	6	1	3	7	2	2	0	2	1	1	3	1	1	2	2	1	3	3	0	2	1	0	3	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	633	321	190	134	363	79	82	80	159	65	85	16	29	89	67	17	16	25	12	32	10	7	7	12	6	10	4	11	30	22	3	8	3	3	5	4	3	3	0	1	2	4	1	2	0	1	0	1	2	1	1	1	2	0	2	0	0	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1401	661	361	289	555	177	147	144	273	112	135	57	43	96	107	32	34	38	31	33	17	23	19	18	12	23	8	11	43	17	14	7	9	6	8	6	5	4	5	2	1	4	1	3	0	2	0	1	2	1	0	1	2	2	2	1	0	2	4	1	3	0	2	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	630	326	167	122	353	90	71	69	183	55	92	21	18	59	83	18	16	25	14	24	9	9	9	12	5	13	2	8	34	13	5	5	5	3	4	4	2	2	0	2	1	3	0	3	0	0	0	1	2	1	0	0	2	1	2	0	0	1	4	1	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1428	645	362	289	558	181	137	137	253	86	149	54	44	84	111	31	36	35	33	33	19	22	17	14	15	22	6	7	37	16	18	10	12	5	5	9	3	5	4	5	2	4	3	3	0	4	0	1	2	1	0	1	1	2	3	1	0	2	3	1	2	0	1	0	1	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	627	332	168	124	373	91	66	81	172	41	93	22	21	55	87	15	19	23	10	19	11	11	9	7	5	11	3	5	30	12	9	8	7	3	2	3	1	2	0	5	2	3	2	3	0	1	0	1	2	1	0	0	1	1	3	1	0	1	3	1	1	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1421	694	363	298	600	188	132	139	275	88	146	62	57	111	127	34	28	32	42	28	16	18	16	15	12	25	8	9	32	19	14	10	16	9	5	7	6	4	2	5	1	3	2	3	2	3	0	1	0	0	0	1	0	3	3	2	0	2	5	1	2	1	1	0	1	0	0	0	0	3	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	638	348	173	129	382	88	56	80	179	39	95	25	30	75	91	18	15	19	16	16	8	10	6	8	3	15	2	6	24	11	9	8	7	7	2	1	4	1	0	5	1	1	2	3	2	1	0	0	0	0	0	0	0	1	3	1	0	1	5	1	1	0	0	0	1	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	1469	716	417	302	637	185	137	159	261	86	164	68	54	124	147	40	29	32	34	24	21	20	13	18	16	23	11	11	23	29	9	13	18	8	12	8	5	3	3	6	2	3	4	3	6	11	2	1	0	0	0	1	0	2	5	2	4	2	6	0	0	3	0	0	1	0	0	1	0	1	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	676	342	201	143	405	83	66	93	154	43	109	25	30	85	96	23	18	18	15	14	10	13	7	11	8	9	5	8	17	17	7	9	10	5	2	2	4	0	1	6	2	1	3	1	5	8	1	0	0	0	0	0	0	0	5	1	4	1	6	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1439	685	429	283	801	166	179	214	320	106	137	50	60	132	165	35	42	36	31	27	30	28	14	13	12	20	8	10	42	34	15	5	15	14	16	4	3	6	1	2	7	8	2	2	9	6	0	3	7	1	1	3	8	2	0	2	1	1	2	3	0	0	1	1	1	0	0	1	1	0	3	0	1	0	1	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	671	337	194	124	549	63	92	117	203	61	70	29	27	78	109	23	23	24	17	21	17	11	6	6	6	11	7	6	34	22	9	4	7	10	14	3	0	2	1	0	5	4	1	1	6	3	0	2	7	1	0	1	1	2	0	1	1	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1423	716	411	303	766	187	170	183	309	104	144	56	58	120	159	34	41	39	30	26	31	23	16	14	14	21	13	8	35	27	13	5	18	16	13	6	3	2	1	3	6	6	2	1	6	8	0	2	3	2	1	2	6	15	0	2	1	1	1	3	0	0	3	0	0	0	0	1	1	0	2	0	0	0	1	0	1	2	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	670	354	189	141	535	85	95	107	202	64	66	34	23	81	112	18	18	26	15	18	15	11	9	6	7	8	9	5	28	9	9	1	8	10	11	4	0	1	1	1	5	2	1	1	4	4	0	1	3	1	0	2	2	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1461	694	409	286	802	193	171	193	297	105	146	61	52	106	155	35	41	38	33	27	21	22	18	15	16	31	12	11	36	30	13	16	20	16	12	4	2	4	2	3	6	6	4	0	5	6	1	1	3	3	1	3	6	20	2	2	2	1	1	4	0	0	2	1	1	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	694	336	179	142	526	81	89	106	195	55	72	36	25	67	117	17	17	26	16	17	8	10	10	6	7	16	6	7	24	13	8	7	9	11	10	3	0	2	1	1	4	1	2	0	3	3	1	0	3	1	0	3	3	5	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1480	692	399	304	891	189	162	167	318	114	168	63	54	102	144	36	41	35	34	25	22	16	17	18	10	32	11	13	22	44	17	18	29	11	12	5	2	4	3	5	1	4	3	1	2	3	1	0	1	2	1	3	7	20	3	1	2	0	0	4	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north14_active	80	680	324	182	141	578	72	91	102	202	60	91	36	22	75	105	17	15	19	17	14	7	5	9	7	3	17	5	7	7	23	12	8	18	5	9	2	0	2	1	3	0	1	1	1	0	2	1	0	1	0	0	3	3	5	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	1479	686	422	299	862	180	163	183	303	125	171	63	44	120	145	36	40	33	33	33	26	16	12	15	15	33	6	15	28	59	14	16	27	11	6	6	0	4	4	5	2	2	2	3	2	5	1	1	1	3	0	2	3	11	3	2	3	0	0	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north15_active	80	660	318	207	138	548	70	84	116	186	65	109	34	21	71	101	18	17	14	19	19	11	5	3	5	6	21	1	7	15	30	10	8	22	7	4	4	0	3	2	3	1	0	1	2	0	2	1	1	1	0	0	2	2	5	1	1	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	1453	686	410	325	794	183	184	176	277	115	167	64	47	130	146	34	40	27	32	29	30	24	11	16	14	26	3	15	31	60	11	11	24	14	8	6	1	5	4	3	1	2	2	4	2	5	1	1	1	1	0	2	3	3	1	1	3	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north16_active	80	637	310	211	150	519	69	93	110	171	57	110	33	22	68	96	22	18	12	16	18	14	10	3	7	6	17	0	5	17	31	7	3	20	8	3	4	0	4	2	2	1	0	2	2	0	2	0	1	1	0	0	1	1	1	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	1432	692	405	318	585	176	173	154	242	110	153	64	42	115	121	37	30	20	25	28	31	25	14	15	12	24	5	13	38	52	5	12	18	13	9	3	1	6	2	4	1	1	1	4	3	7	3	2	1	1	0	1	1	3	1	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	636	324	197	147	376	84	84	97	150	55	103	29	21	60	80	24	14	8	12	15	15	10	6	10	8	14	2	4	22	32	3	4	16	6	4	3	0	6	2	1	1	0	1	1	1	2	1	2	1	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	1392	694	432	309	503	171	166	144	223	103	131	70	48	97	105	39	25	14	30	18	25	22	9	17	13	20	6	12	36	37	8	12	15	9	7	2	2	5	1	5	2	2	2	3	1	5	4	2	1	0	0	3	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	625	305	208	143	326	92	81	82	129	49	92	28	23	54	75	23	15	6	12	6	11	10	7	12	7	8	2	5	20	25	4	6	9	3	3	2	1	4	1	2	0	2	2	0	1	2	2	2	1	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_all	80	1418	700	446	283	547	166	154	148	235	91	127	69	49	103	114	44	30	23	38	26	21	15	13	17	9	21	8	10	32	37	8	12	13	7	6	1	1	7	1	4	3	3	5	3	2	6	4	2	1	0	1	3	2	0	0	0	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_active	80	651	327	228	129	352	92	78	80	141	41	90	25	20	49	78	23	16	10	15	10	7	7	11	11	6	8	5	5	20	25	5	7	7	4	4	1	1	4	0	2	0	2	3	0	2	4	2	2	1	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
