label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104
0.03	north20_all	80	1444	700	472	301	663	171	144	154	275	89	127	66	52	125	128	37	26	30	40	27	20	18	12	17	11	19	10	12	37	27	14	5	20	6	9	3	2	4	4	5	3	4	5	3	2	7	3	3	1	0	2	2	2	2	0	0	8	3	3	2	2	0	0	1	1	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	693	332	248	139	427	88	67	87	164	46	84	28	21	66	83	18	16	13	17	13	10	5	10	9	5	9	4	5	22	14	10	4	11	6	7	3	1	1	1	3	0	3	3	0	2	5	2	3	0	0	0	1	2	2	0	0	8	1	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1356	737	1753	523	361	348	596	384	150	89	85	110	69	123	64	33	37	25	22	27	114	66	57	38	35	25	12	16	15	13	9	11	4	3	5	3	8	9	3	4	3	10	6	7	2	4	1	2	3	3	7	6	1	1	2	4	2	2	1	1	0	5	3	1	2	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	617	314	1212	295	224	215	407	277	97	52	51	67	38	85	37	18	19	16	11	9	86	48	42	27	27	9	9	7	8	11	4	7	1	1	4	0	7	5	3	2	1	10	4	3	1	3	1	1	2	1	2	3	0	0	2	2	2	2	0	0	0	4	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1340	766	1873	522	350	350	667	407	145	100	95	100	66	130	59	32	33	24	24	26	135	63	61	45	42	16	10	27	14	12	8	11	6	2	5	4	1	7	5	4	6	5	2	6	1	2	1	0	3	2	8	6	1	2	3	2	1	2	1	4	0	0	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	631	331	1286	310	221	223	451	289	100	62	59	58	35	106	32	18	17	10	11	11	96	41	50	28	33	10	6	14	7	10	5	6	3	1	4	0	0	5	5	3	3	5	1	3	0	2	1	0	2	1	3	3	0	0	2	1	1	2	0	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1346	748	1814	503	349	375	639	413	151	95	92	104	57	122	57	40	34	36	30	22	131	48	51	51	45	19	8	26	12	14	8	12	6	4	3	3	2	4	6	4	8	6	4	1	0	6	1	4	0	2	12	5	2	2	4	2	0	2	0	4	0	1	3	1	2	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	606	338	1235	294	206	238	414	285	99	49	53	62	32	89	32	25	15	21	17	9	83	26	42	29	33	10	5	18	5	10	3	8	3	2	2	1	1	2	4	3	5	3	2	0	0	2	1	4	0	1	10	3	0	1	2	1	0	2	0	4	0	0	3	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1371	734	1839	484	328	395	622	448	139	94	79	109	58	112	62	43	45	44	28	19	129	49	47	39	59	14	8	23	12	18	8	11	6	4	2	4	6	5	8	3	9	4	7	4	1	6	1	4	0	3	10	3	2	3	3	3	0	1	1	9	2	3	3	1	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	623	327	1253	273	199	244	419	299	87	48	41	71	34	79	32	28	20	26	17	7	72	26	32	22	37	6	5	16	7	14	3	8	3	1	2	2	5	2	5	3	5	1	2	3	0	2	1	4	0	1	8	3	0	1	1	2	0	1	0	8	2	2	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1393	666	1819	493	366	400	602	444	138	110	88	109	58	86	67	49	54	41	36	19	104	47	43	23	58	13	14	13	12	21	6	8	9	4	3	6	7	5	5	4	10	4	8	6	1	6	0	6	0	4	9	0	3	2	4	3	0	0	1	7	3	4	3	0	2	0	4	0	0	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	626	329	1226	282	228	256	405	274	78	52	39	74	37	57	39	33	28	26	23	8	61	29	25	9	33	6	7	8	7	14	1	6	2	1	2	3	5	3	2	3	5	0	2	3	0	2	0	6	0	3	7	0	1	1	1	2	0	0	0	6	3	2	0	0	2	0	4	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1419	653	1797	507	345	394	514	435	125	109	87	128	58	72	65	45	53	33	28	15	74	49	48	17	51	13	17	16	10	17	6	3	15	6	2	5	9	10	5	5	5	5	7	7	1	4	3	2	1	6	1	0	2	2	3	2	0	0	1	5	3	4	3	0	0	0	4	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	647	330	1179	284	223	248	351	255	62	41	40	87	34	40	37	29	29	21	17	8	48	26	28	8	25	7	9	12	7	9	2	2	9	4	1	3	6	9	2	3	2	1	1	5	0	4	1	2	0	4	0	0	1	0	1	1	0	0	0	4	3	2	0	0	0	0	4	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1397	647	1760	508	367	389	498	441	132	105	92	113	61	66	78	43	50	27	35	22	77	73	54	35	50	13	19	21	4	17	4	3	18	6	4	4	8	16	3	7	2	9	4	13	3	12	3	2	1	7	1	0	2	1	2	2	0	1	0	5	1	2	0	0	0	0	4	0	0	2	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	629	321	1160	294	238	245	314	271	67	42	45	77	34	40	48	25	30	14	17	13	56	43	29	20	26	7	9	13	2	9	2	2	10	5	3	1	4	14	1	3	0	1	2	10	1	4	1	2	0	4	0	0	1	0	0	1	0	1	0	4	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1425	663	1814	502	378	403	512	441	132	105	99	110	56	65	71	42	37	28	32	19	82	81	60	36	48	17	16	31	5	18	7	7	13	6	4	2	6	13	4	10	2	10	4	14	2	15	5	1	2	3	1	0	3	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south28_active	80	645	320	1231	269	236	247	304	286	68	38	51	74	29	34	39	22	19	16	14	13	56	52	37	22	24	9	6	21	3	9	5	3	11	6	2	0	3	11	1	6	0	2	2	13	1	7	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1462	705	1901	510	368	389	501	454	141	93	79	110	58	64	62	42	41	37	34	23	92	86	52	49	47	19	9	36	9	15	8	7	7	5	6	3	7	10	3	9	2	10	3	15	4	14	2	1	1	2	2	0	3	0	0	1	0	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south29_active	80	631	331	1324	272	216	244	303	315	81	39	43	74	29	38	30	20	21	20	14	10	64	57	29	29	26	8	4	25	4	9	6	4	5	3	3	1	4	7	1	4	1	3	1	14	2	6	0	1	0	1	2	0	2	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
