label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150
0.03	north20_active	80	5788	1781	1647	1538	645	306	672	165	298	300	173	131	111	109	200	63	81	115	50	41	23	74	53	42	56	33	140	20	108	48	14	27	17	25	26	15	35	41	14	26	8	9	12	19	7	18	15	5	4	3	7	5	2	1	6	4	3	4	2	6	3	3	1	1	4	3	0	5	0	4	0	5	3	1	0	0	2	0	5	3	0	1	0	0	1	0	1	4	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	9262	3044	2518	2222	1231	611	1089	353	511	455	255	303	245	225	317	152	128	171	86	89	64	123	69	78	82	42	99	38	109	81	37	39	38	56	47	36	43	54	24	47	16	30	21	15	7	28	19	8	7	14	12	4	15	10	8	8	6	2	9	2	1	6	4	5	4	6	3	6	4	2	3	2	10	10	2	2	11	0	5	1	0	3	0	1	0	2	3	2	0	0	1	0	1	1	2	1	4	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	5878	1730	1561	1372	733	289	704	160	310	277	136	160	133	135	203	76	65	95	41	44	33	73	38	35	48	19	68	20	78	46	17	17	18	34	34	12	28	44	12	35	7	22	12	7	3	20	10	5	4	7	5	0	7	7	2	6	2	0	4	0	0	3	4	3	4	3	2	2	2	0	1	2	7	2	1	0	10	0	3	0	0	2	0	1	0	1	3	1	0	0	1	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_all	80	9246	3118	2517	2232	1263	574	1089	358	489	439	265	313	259	218	335	150	121	196	99	80	71	121	82	63	81	53	121	43	106	92	39	36	44	57	38	31	52	41	23	52	16	24	21	15	12	29	19	6	10	13	15	7	15	11	7	10	5	2	6	4	3	3	2	6	7	6	3	6	3	2	4	4	10	7	1	4	1	1	4	1	1	3	2	2	0	1	1	1	0	0	0	0	1	1	2	1	4	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	5907	1756	1580	1425	760	269	685	165	285	267	139	154	142	133	224	73	59	112	47	36	29	75	46	27	40	21	91	25	80	60	15	17	20	27	25	11	32	30	12	43	7	16	13	8	5	25	9	4	6	5	9	1	6	9	2	9	1	0	4	2	0	2	2	3	6	3	2	2	2	0	2	3	8	2	0	2	1	1	2	0	0	2	2	1	0	0	1	1	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_all	80	9180	3126	2525	2336	1233	558	1116	347	508	451	267	302	269	209	343	138	116	202	98	79	78	115	80	67	93	46	117	47	121	65	43	36	46	51	56	26	56	54	22	46	22	23	21	9	14	29	23	6	10	7	13	8	14	9	6	11	9	4	6	5	4	1	4	4	7	2	4	4	4	2	6	4	9	7	1	5	5	1	6	1	1	0	2	2	0	1	0	0	0	0	0	0	1	1	2	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_active	80	5774	1774	1564	1483	725	264	710	156	286	255	134	147	154	123	238	66	63	124	55	40	30	69	40	30	49	19	92	27	84	45	13	18	21	27	36	10	37	23	9	39	12	15	10	6	4	24	11	5	6	2	7	1	8	6	3	9	3	1	4	2	2	0	2	2	6	0	2	1	2	1	3	3	7	4	0	4	5	1	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	9203	3185	2504	2371	1153	541	1079	355	530	444	283	285	266	212	342	142	125	208	99	87	81	105	82	71	103	50	129	48	121	53	44	44	41	49	51	25	59	53	19	37	26	24	15	10	17	25	22	5	12	4	11	9	12	8	4	9	10	5	7	5	5	1	4	4	7	1	4	2	6	4	4	3	5	6	2	4	5	1	5	0	1	0	3	3	2	2	0	0	0	0	0	0	2	0	0	2	1	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	5779	1840	1583	1564	674	255	688	154	300	244	146	130	154	119	228	77	64	133	57	37	36	60	41	34	57	20	92	24	79	37	13	23	20	25	31	10	39	22	8	27	11	15	5	7	8	22	9	3	7	1	5	3	6	5	3	7	3	2	4	3	3	0	1	3	4	0	2	0	3	1	3	2	2	3	0	4	5	1	4	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	9262	3228	2542	2373	1140	580	1050	351	522	451	275	276	243	214	340	143	130	205	104	101	82	131	76	72	112	55	122	47	140	54	47	42	32	43	62	20	67	69	23	47	25	36	14	12	15	19	21	7	12	7	12	7	10	7	4	6	7	6	7	4	6	2	7	6	7	1	6	3	6	5	3	1	6	4	3	3	4	1	5	2	1	3	3	4	3	3	1	3	1	1	0	0	1	1	0	3	3	0	2	3	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_active	80	5763	1895	1629	1544	661	283	677	159	303	251	151	128	138	115	226	79	71	131	67	43	31	84	36	32	67	25	85	21	93	31	13	17	20	25	34	8	47	41	7	36	11	21	5	7	7	17	7	4	7	2	6	2	6	4	3	3	2	3	4	1	4	1	1	4	4	0	2	1	3	2	2	0	0	3	1	3	4	1	4	2	0	1	2	3	1	1	0	1	0	0	0	0	0	1	0	3	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	9263	3218	2619	2375	1138	617	1021	372	537	430	284	272	257	194	332	148	128	202	101	98	72	135	75	74	109	59	132	39	111	54	42	39	23	40	52	23	56	65	36	53	16	38	13	13	16	8	17	10	15	7	11	10	19	10	4	7	8	5	7	3	5	2	5	6	7	2	5	5	5	6	1	2	11	2	3	3	4	2	6	2	0	4	5	5	3	2	1	3	1	1	0	0	1	1	0	3	2	0	1	3	1	2	0	0	0	0	1	0	1	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_active	80	5815	1904	1707	1517	674	317	676	160	302	244	152	136	149	113	223	88	66	135	63	37	29	92	34	38	75	24	83	13	78	32	13	17	14	27	31	6	35	47	16	37	4	25	4	5	11	6	7	8	7	2	6	5	14	7	3	3	3	3	4	1	3	1	1	4	4	0	1	2	2	2	1	0	0	1	1	1	4	1	3	2	0	2	4	4	1	1	0	1	0	0	0	0	0	1	0	3	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	9227	3272	2609	2346	1179	627	1020	384	531	441	286	273	245	190	306	152	125	203	102	93	65	133	82	72	103	58	120	44	102	63	39	31	28	45	56	31	42	66	34	43	17	37	13	23	18	12	16	9	14	7	13	11	18	11	6	6	11	4	5	2	4	4	4	4	5	4	3	5	3	3	2	3	13	1	3	2	1	4	4	2	0	5	9	4	1	2	1	3	2	1	0	0	1	1	0	1	2	0	0	3	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5820	1924	1704	1505	702	314	671	169	300	259	151	151	139	112	203	91	66	139	55	38	21	89	42	38	69	24	77	24	82	37	12	14	15	27	34	9	23	55	15	31	7	21	4	14	14	8	7	7	8	3	7	4	13	7	4	2	3	2	2	1	2	3	1	2	3	2	0	2	1	1	1	1	2	1	1	0	1	3	1	2	0	3	8	3	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9095	3166	2709	2288	1154	636	1025	402	540	486	271	290	260	186	336	141	125	200	97	79	77	146	85	81	104	50	115	44	115	75	40	33	26	58	48	34	39	48	35	39	18	19	13	31	20	19	17	10	16	8	15	10	22	12	7	7	12	4	4	3	7	3	5	5	5	5	1	5	3	5	2	2	9	1	1	2	1	3	5	1	1	3	9	2	1	2	0	1	2	1	0	2	1	0	0	1	2	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5669	1838	1776	1420	678	318	659	179	314	285	141	163	144	114	217	80	70	142	46	37	26	94	49	44	66	23	67	21	94	52	15	19	14	38	31	8	18	38	19	26	9	9	5	23	14	12	10	7	7	5	7	4	17	8	6	4	3	2	1	1	5	2	1	2	4	3	0	2	0	3	1	1	2	1	1	0	1	2	1	1	0	2	8	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9247	3237	2629	2405	1142	596	1066	400	524	469	275	313	250	187	302	139	140	193	104	82	77	160	86	76	94	38	106	48	134	104	27	32	30	59	55	31	44	54	30	42	25	16	13	30	19	19	18	9	15	12	12	8	17	8	8	12	12	4	5	3	5	5	3	2	6	5	2	1	1	2	4	3	7	0	0	2	1	3	2	2	1	2	5	2	1	3	1	1	2	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5813	1887	1660	1541	661	301	685	188	311	282	140	184	142	112	180	72	76	133	53	43	30	102	48	43	52	19	60	24	106	74	13	17	15	36	36	12	25	33	14	27	13	7	7	23	13	11	11	6	7	7	6	1	11	5	5	5	3	2	4	1	3	4	0	0	3	4	1	1	0	2	2	1	2	0	0	0	1	2	0	0	0	2	4	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	9234	3210	2646	2384	1111	594	1102	408	530	475	277	306	246	207	311	134	133	187	90	84	82	160	87	74	87	50	123	45	143	116	27	27	36	65	60	34	51	47	31	49	24	16	14	27	18	15	17	4	14	15	11	8	20	6	8	14	11	6	8	6	7	4	4	2	6	6	3	2	2	5	2	2	2	0	0	2	1	3	3	2	3	1	1	1	1	3	1	2	1	1	2	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	5761	1862	1669	1537	664	300	728	200	317	293	144	183	126	122	189	65	72	118	46	50	34	95	48	46	43	22	71	23	105	87	12	14	19	37	37	18	32	27	16	32	11	10	7	17	12	9	9	1	5	8	7	3	15	3	5	7	2	3	5	4	4	2	1	0	2	6	2	1	1	4	1	0	0	0	0	0	1	2	0	0	0	1	1	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	9294	3082	2582	2331	1130	628	1059	382	511	466	291	243	256	192	304	159	147	203	103	112	86	125	89	74	89	45	122	54	119	60	35	41	35	80	57	26	46	38	26	48	22	29	19	22	14	23	20	11	11	3	12	8	19	7	15	11	7	7	10	9	5	6	8	2	3	8	1	3	1	3	1	7	9	2	3	2	4	7	1	0	1	0	7	2	3	0	1	14	0	0	0	1	1	0	0	1	2	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south31_active	80	5859	1790	1664	1464	688	314	690	188	312	289	144	133	122	94	204	79	74	132	42	46	45	74	50	40	43	28	69	28	86	39	13	19	21	56	31	13	33	28	15	36	11	19	13	16	8	16	14	5	5	2	9	3	13	1	3	10	3	5	8	7	2	2	3	0	1	5	1	1	0	1	1	2	5	2	2	2	3	6	1	0	0	0	6	1	3	0	0	6	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	9211	3103	2618	2226	1157	608	1055	372	499	475	289	243	246	186	328	145	135	199	102	104	83	126	86	68	100	43	102	46	109	61	39	42	40	81	52	30	49	43	24	41	19	28	18	21	16	24	21	12	9	8	11	5	13	8	15	6	4	9	8	6	7	8	10	2	4	9	2	3	4	2	1	6	7	0	1	1	7	2	0	0	1	1	5	1	2	0	1	8	2	0	0	2	2	1	0	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south32_active	80	5791	1812	1674	1426	660	313	665	188	296	287	138	123	127	95	214	67	67	125	39	47	46	72	52	35	52	23	61	20	78	40	13	21	25	60	30	16	31	27	12	31	11	19	13	12	11	17	15	8	4	5	8	1	10	2	5	6	2	6	6	5	2	4	4	1	2	6	1	1	1	0	1	2	5	0	1	1	6	0	0	0	0	1	5	0	1	0	1	0	2	0	0	2	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	9312	3016	2638	2238	1111	601	1074	372	515	439	302	251	243	191	313	148	137	213	98	106	85	138	83	64	110	45	113	45	114	70	32	46	32	70	41	24	58	52	30	30	20	30	13	17	24	23	13	13	8	11	7	2	18	7	10	6	3	8	10	8	8	7	13	4	3	6	3	3	3	2	2	2	8	1	2	1	5	4	2	1	0	1	6	2	2	1	1	6	2	3	1	2	2	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south33_active	80	5909	1742	1689	1440	638	318	678	192	329	260	143	121	122	95	191	65	65	130	35	53	45	82	44	27	63	24	71	20	63	53	15	26	23	46	28	13	36	32	13	21	13	18	8	10	14	17	7	7	5	5	4	0	11	2	3	6	1	4	9	7	2	3	7	2	1	2	1	2	1	0	2	1	5	1	2	0	4	2	1	0	0	1	6	1	1	0	1	1	2	3	0	2	2	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	9387	2989	2572	2304	1132	606	1065	360	528	436	322	256	241	213	341	141	131	192	106	100	79	150	91	65	100	43	140	40	128	71	32	44	32	44	51	24	62	53	28	46	21	28	9	24	23	23	16	14	5	13	10	2	13	7	7	5	3	7	5	4	6	7	8	6	4	8	3	4	3	2	2	2	7	1	2	1	3	3	4	1	0	2	6	2	2	1	1	7	2	3	1	1	1	2	0	0	1	0	1	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south34_active	80	5995	1715	1624	1475	651	307	671	175	348	254	157	130	122	107	201	70	61	110	42	59	43	84	53	35	61	19	95	18	76	50	16	22	22	30	33	12	40	29	13	36	12	15	4	10	11	12	8	7	4	5	6	1	7	2	3	3	2	4	3	3	1	4	5	3	3	3	1	3	1	1	2	1	5	1	2	0	3	2	3	0	0	2	6	1	0	0	1	2	2	3	0	1	1	2	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	9516	3107	2610	2327	1113	595	976	376	497	432	328	268	233	219	341	139	139	177	111	105	74	167	103	66	107	44	150	46	141	57	35	38	30	44	60	23	70	55	24	55	18	30	7	20	19	33	15	11	5	10	13	9	12	6	3	9	5	5	5	4	5	6	5	7	4	8	5	3	4	2	3	1	2	1	1	1	0	3	4	3	1	2	1	1	4	5	0	4	1	3	1	1	1	1	1	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_active	80	6084	1807	1676	1508	652	302	621	165	309	241	166	144	121	115	208	70	67	101	48	62	37	103	55	41	64	23	101	22	89	37	15	15	20	25	33	14	45	28	10	40	10	12	2	7	7	19	8	6	5	3	7	3	5	3	1	7	4	3	3	2	1	3	4	4	4	3	1	3	4	1	2	1	1	1	1	0	0	2	3	1	0	2	1	1	2	3	0	3	1	3	0	1	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	9465	3208	2660	2287	1135	607	966	342	498	446	318	269	219	216	353	144	138	186	99	98	67	134	94	69	101	50	140	41	128	63	27	38	36	38	63	25	73	61	21	61	16	28	13	23	19	28	19	7	5	6	13	12	15	8	7	8	6	3	7	2	6	7	4	4	5	4	6	2	3	4	3	1	1	2	0	6	1	3	2	3	1	2	3	2	4	6	1	4	3	3	0	1	3	1	1	0	1	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	6071	1908	1711	1492	655	315	637	140	291	260	170	143	127	105	218	78	70	108	46	57	36	73	51	39	56	29	94	23	88	34	11	16	21	20	31	12	50	35	9	46	7	10	3	8	10	16	7	5	4	1	9	5	7	3	4	5	5	2	5	1	2	3	3	2	4	2	1	2	3	3	2	1	0	1	0	4	1	2	2	2	0	2	1	1	2	4	1	3	1	3	0	0	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	9291	3238	2600	2226	1129	601	946	379	475	439	310	289	234	222	348	128	138	177	90	85	71	133	94	64	79	54	128	41	111	67	29	35	38	48	59	24	56	55	23	44	8	21	15	12	11	46	25	9	5	11	10	12	13	7	8	6	7	3	9	4	6	6	3	3	4	2	8	2	3	3	1	0	3	1	0	6	3	2	0	4	1	1	5	3	3	11	2	3	3	0	0	1	3	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	5977	1909	1661	1458	640	302	624	153	267	264	148	150	141	115	211	72	79	93	44	45	31	75	52	39	43	31	89	25	76	41	11	15	20	28	27	12	40	41	10	24	2	9	5	7	7	27	12	7	3	2	6	5	6	3	6	4	5	2	8	1	2	4	1	1	3	2	1	0	3	2	0	0	1	0	0	4	1	0	0	3	0	1	3	2	2	8	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_all	80	9313	3216	2606	2229	1142	629	1002	364	518	443	285	288	259	219	339	129	141	179	86	90	84	107	82	66	85	51	107	36	106	78	33	33	40	58	53	26	61	67	23	42	10	22	17	16	15	33	20	9	5	12	10	11	16	6	7	5	6	2	12	10	6	4	6	2	5	1	4	6	1	2	0	1	7	3	0	7	3	1	1	4	1	1	6	3	3	9	2	4	2	0	0	1	3	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	6014	1855	1691	1441	650	313	651	171	292	265	132	149	156	116	210	75	80	106	42	45	41	52	47	37	45	29	62	22	77	50	14	18	20	39	24	12	49	55	10	27	5	10	6	10	10	19	9	8	3	2	7	5	8	3	5	3	4	1	8	5	1	3	2	1	4	1	0	2	0	2	0	1	5	2	0	4	1	0	0	3	1	1	4	2	2	6	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_all	80	9220	3206	2582	2275	1157	645	995	379	534	429	290	286	279	228	324	138	135	188	91	82	85	120	79	68	94	51	91	47	122	81	31	35	43	44	59	27	41	71	22	39	13	16	21	15	20	41	24	11	4	12	10	7	22	4	10	5	6	2	9	9	4	4	6	0	3	2	3	6	5	6	0	2	8	4	1	4	2	1	2	1	1	0	5	2	0	6	3	5	0	1	0	1	0	3	1	1	3	1	0	1	0	0	2	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	5931	1834	1651	1466	681	306	647	187	307	252	129	149	167	126	210	79	82	115	46	37	34	59	53	46	51	28	56	26	101	50	17	19	18	32	25	13	32	60	11	24	8	9	10	11	10	20	11	8	2	3	8	4	14	1	7	1	3	1	4	5	0	3	2	0	3	1	0	2	4	3	0	2	6	4	1	1	0	0	1	1	1	0	3	2	0	4	2	1	0	1	0	0	0	3	1	0	2	1	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	9277	3110	2546	2324	1092	622	1046	380	506	449	297	263	268	204	306	144	145	203	97	87	86	113	94	73	92	48	97	46	140	75	33	42	36	50	50	24	45	62	21	39	14	23	15	19	23	33	16	11	4	6	11	7	23	6	10	7	9	2	10	8	4	5	6	1	6	2	0	4	6	7	1	3	6	5	1	4	2	2	3	1	2	0	2	0	1	1	1	10	1	1	1	0	0	3	1	3	3	1	0	3	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	5964	1782	1617	1539	636	303	690	182	302	258	146	143	157	118	205	69	81	128	49	37	39	55	55	49	49	22	53	22	109	35	16	25	17	36	22	12	32	46	12	24	11	16	8	11	13	12	7	8	1	1	6	4	15	4	6	3	3	1	3	5	1	2	3	1	4	1	0	2	5	4	0	3	5	4	1	1	0	0	1	1	2	0	2	0	0	0	1	7	0	1	0	0	0	3	1	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
