label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137
0.03	south22_active	80	551	612	595	1762	143	101	324	100	109	174	709	94	27	96	27	44	130	28	86	59	33	6	136	29	155	6	77	43	6	62	62	5	21	23	7	28	1	34	7	0	13	12	16	21	2	4	4	1	1	10	1	1	6	1	1	1	0	2	6	20	0	0	2	6	0	1	1	4	0	0	0	0	0	7	3	1	13	0	1	1	0	2	0	0	1	0	2	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2343	1190	938	2205	405	297	451	248	225	273	797	154	104	147	71	76	162	65	132	94	58	38	184	52	173	29	88	54	26	69	94	14	32	35	16	41	11	54	16	9	22	11	34	21	5	7	4	5	3	7	7	4	6	3	1	3	2	4	7	21	0	0	4	4	0	2	2	4	1	0	0	1	0	7	2	1	15	0	3	1	0	2	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south23_active	80	553	606	586	2041	159	98	353	107	120	212	754	90	29	103	28	35	139	34	115	66	32	10	173	33	166	6	80	47	9	63	87	4	27	25	7	39	3	46	8	1	20	9	32	17	2	3	4	3	1	7	1	2	6	2	0	1	1	1	6	21	0	0	2	4	0	1	1	3	0	0	0	0	0	7	2	0	14	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south24_all	80	2379	1212	1038	2378	392	305	473	241	242	283	1005	146	95	144	81	76	190	68	136	95	59	38	201	52	193	32	87	44	28	84	115	13	27	27	16	69	10	42	10	6	27	13	38	19	7	6	4	4	5	6	7	3	7	5	1	5	3	3	9	9	0	0	3	2	0	3	1	6	0	1	0	1	0	6	1	0	1	2	3	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south24_active	80	535	635	670	2216	163	117	374	105	144	216	962	84	23	98	33	37	171	39	111	69	33	10	186	37	187	8	80	39	8	81	108	4	20	19	6	65	3	33	6	1	24	8	37	15	3	1	4	2	2	6	1	1	6	1	0	1	2	0	8	9	0	0	1	2	0	1	0	4	0	0	0	0	0	6	1	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south25_all	80	2396	1244	1021	2264	393	292	474	243	255	300	1067	146	96	148	86	88	175	66	151	96	46	46	218	47	163	40	87	48	23	73	148	14	25	25	16	87	13	64	9	7	28	9	49	16	5	5	5	6	6	4	6	2	6	10	2	2	5	2	16	10	2	1	2	2	2	4	1	6	0	2	0	1	1	2	2	5	10	2	4	0	4	2	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south25_active	80	543	647	637	2098	163	118	363	99	157	216	1027	89	22	96	36	41	158	40	123	71	23	9	204	28	157	11	79	43	8	69	139	3	13	18	5	82	3	54	5	2	26	4	47	12	2	3	3	3	1	4	1	1	5	1	0	0	4	0	16	10	0	0	1	2	2	1	0	4	0	1	0	1	0	2	2	5	10	2	2	0	4	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south26_all	80	2411	1256	1033	2100	392	292	452	238	284	267	1096	152	95	143	98	90	150	67	139	103	48	47	200	46	143	37	92	39	26	80	138	12	22	29	13	91	13	68	12	10	38	11	39	17	5	9	6	7	9	10	5	3	7	10	2	2	5	0	31	7	6	6	3	0	2	4	1	5	1	2	0	2	1	2	2	5	9	4	4	0	4	2	0	0	1	0	0	0	1	0	3	3	0	3	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	553	665	619	1934	159	128	332	105	173	186	1055	87	22	94	46	43	134	39	110	76	23	7	187	30	139	9	84	35	12	77	129	2	9	25	3	87	1	58	9	4	29	6	32	14	1	4	4	2	4	8	1	2	4	0	0	0	5	0	31	7	3	3	0	0	2	1	0	4	0	1	0	2	0	2	2	5	9	4	2	0	4	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2429	1276	991	1994	406	271	437	232	262	260	1001	143	100	147	104	92	166	65	132	98	54	42	216	40	176	34	94	48	29	84	121	17	26	34	11	71	15	58	16	9	30	10	36	15	6	8	10	7	8	12	4	2	5	8	2	1	5	0	37	11	6	6	3	3	2	3	1	4	1	2	0	5	1	5	1	5	9	3	3	3	5	1	0	0	1	0	0	0	1	0	2	3	0	3	0	0	0	0	0	1	1	0	4	0	0	1	2	1	0	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	559	666	572	1842	155	115	309	102	156	180	960	87	18	98	49	51	145	36	106	69	26	4	208	22	169	6	87	42	11	76	114	3	13	30	5	68	1	56	12	3	22	4	28	13	2	4	6	2	4	10	1	1	2	1	0	0	4	0	37	11	3	3	1	3	2	1	0	4	0	1	0	3	0	5	1	5	9	2	2	1	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	4	0	0	1	2	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2398	1308	983	2231	376	279	468	224	256	248	963	138	95	149	97	92	184	54	137	91	59	39	192	46	199	35	87	50	32	87	123	16	24	29	15	72	12	29	19	10	32	8	21	16	6	9	14	5	4	13	5	3	5	5	2	0	9	0	41	8	5	5	3	4	0	2	3	1	2	1	0	4	0	5	0	0	2	4	1	3	5	1	0	0	2	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	1	0	4	0	0	1	2	1	0	1	3	0	0	0	5	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	566	691	601	2076	139	117	345	97	151	165	923	83	16	96	47	49	159	29	112	59	25	7	183	28	187	10	80	41	11	80	117	3	16	28	6	69	0	27	12	3	21	3	14	15	1	4	9	2	3	11	2	2	2	1	0	0	8	0	41	8	3	3	1	4	0	2	0	1	0	0	0	2	0	5	0	0	2	2	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	1	2	1	0	1	3	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2386	1312	919	2321	371	287	474	209	220	248	959	138	94	139	97	80	208	52	133	100	59	43	251	40	264	35	92	52	27	89	82	16	21	36	21	80	9	22	17	7	23	10	16	15	7	7	12	7	6	13	5	5	2	5	3	1	6	0	32	11	2	3	3	5	1	2	3	7	3	2	1	3	0	7	0	2	3	3	1	3	5	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	1	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	517	690	571	2169	145	116	354	94	131	182	907	86	18	96	41	36	177	26	103	67	28	14	245	27	251	11	87	43	6	77	74	3	16	33	8	75	0	22	9	1	11	3	14	13	1	4	8	5	4	12	1	4	1	2	1	0	5	0	32	9	0	3	2	5	0	2	1	2	0	0	0	1	0	7	0	2	3	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	1	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2399	1296	905	2392	371	315	469	227	210	259	1101	158	89	131	83	83	184	52	158	97	54	47	252	40	270	43	80	50	17	77	85	20	20	25	18	78	11	25	16	8	21	12	19	12	6	8	10	7	3	5	5	11	2	5	3	2	6	1	23	19	4	5	4	4	2	1	4	7	3	2	2	2	0	2	2	2	10	2	1	1	5	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	514	638	597	2232	144	127	361	99	114	192	1043	96	23	87	27	41	159	27	128	67	22	14	243	29	254	13	73	38	4	64	76	3	16	21	7	71	0	24	9	2	17	5	17	9	1	5	7	7	1	5	1	6	0	3	1	1	5	0	23	17	0	5	3	4	1	1	1	2	0	0	0	2	0	2	2	2	10	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2329	1207	984	2372	368	264	482	214	216	253	926	158	91	136	86	75	199	76	116	82	58	38	178	53	230	29	70	50	20	68	120	24	20	27	14	105	16	52	3	12	17	13	24	13	13	4	4	4	5	7	8	2	3	3	4	3	5	4	61	5	3	7	3	4	5	1	2	3	4	1	2	0	1	10	3	0	0	5	0	3	1	4	4	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	521	648	615	2161	132	97	365	82	126	191	897	93	12	89	33	46	174	41	97	63	27	9	166	39	222	6	62	44	8	62	112	6	13	25	4	100	7	47	3	2	15	12	21	9	4	1	3	3	2	2	3	1	1	0	3	2	3	0	61	5	2	6	2	2	3	1	1	3	1	0	0	0	0	10	3	0	0	4	0	2	1	3	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2331	1236	1026	2617	377	288	524	204	224	251	978	159	102	125	83	87	265	83	125	76	46	39	218	60	192	23	52	47	21	66	109	21	24	29	17	107	10	35	5	13	31	15	37	18	10	5	3	7	9	6	7	3	5	3	4	3	5	3	49	5	3	7	6	4	5	1	2	4	1	1	2	3	0	9	3	1	9	5	0	6	1	0	4	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	538	679	644	2433	155	102	400	76	135	190	950	96	20	84	35	48	240	42	105	57	26	9	205	44	184	5	46	39	10	59	101	7	20	28	6	103	4	31	5	2	29	10	32	15	5	2	2	4	3	2	2	2	2	0	3	2	2	1	47	5	3	6	5	2	3	1	1	4	1	0	0	3	0	9	3	0	9	4	0	5	1	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2283	1269	1025	2660	381	309	505	216	223	257	1031	148	107	129	85	86	279	71	117	68	41	39	196	62	167	25	65	46	23	84	86	19	23	25	18	141	9	41	12	7	37	10	37	19	5	8	5	5	9	4	6	3	5	3	5	3	4	3	34	5	2	11	5	2	3	1	1	3	1	1	1	4	0	10	0	1	24	1	0	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	509	700	663	2492	151	109	392	98	126	202	1004	88	28	88	38	46	254	37	101	51	25	9	183	52	159	4	56	38	7	76	79	4	21	25	5	138	3	38	7	1	36	5	32	17	1	4	3	2	3	1	2	1	2	0	2	1	1	2	32	5	2	10	4	2	2	1	0	3	1	0	0	4	0	9	0	0	24	1	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2292	1281	1051	2513	373	305	508	214	225	260	910	137	104	126	85	83	296	73	128	59	44	41	182	51	173	26	77	44	23	90	72	17	19	18	19	109	10	75	13	5	38	15	46	18	4	10	5	7	9	7	3	5	3	1	3	2	3	2	74	3	2	8	4	1	1	1	1	4	1	0	0	4	0	1	0	1	28	2	0	3	2	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0.03	south34_active	80	507	694	651	2363	131	112	384	98	125	203	882	77	31	82	38	43	278	40	110	44	26	8	170	38	163	7	71	36	6	81	64	2	16	14	6	106	3	70	6	1	36	8	41	16	1	5	4	3	3	5	1	1	2	0	0	0	0	2	72	3	2	8	3	1	0	1	0	3	1	0	0	4	0	0	0	0	28	2	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south35_all	80	2267	1314	988	2391	366	302	534	229	221	242	936	153	100	148	86	79	269	68	129	70	50	45	237	42	174	26	82	48	27	103	93	15	17	23	15	87	13	71	19	6	29	11	35	14	7	11	5	5	7	8	3	4	3	1	4	2	1	5	70	6	1	7	2	2	1	0	2	3	1	0	2	2	1	3	2	1	23	2	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0.03	south35_active	80	501	707	632	2241	132	105	402	108	119	179	907	95	28	105	35	39	256	38	112	52	27	14	224	29	164	10	77	43	6	97	88	2	16	18	7	84	3	66	11	1	24	7	31	13	0	4	3	2	2	6	1	1	1	0	1	0	0	4	70	5	1	7	1	1	0	0	0	2	1	0	2	2	1	2	2	0	23	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south36_all	80	2336	1332	982	2280	361	291	538	224	210	233	941	155	101	131	85	77	254	65	151	70	48	43	210	47	228	25	108	44	23	81	97	15	13	21	12	78	13	65	17	7	22	19	28	19	10	6	3	7	5	11	4	6	2	1	2	0	1	5	60	5	1	5	2	4	1	0	3	1	1	0	4	2	2	2	6	0	7	2	0	5	1	0	0	0	1	0	2	0	1	0	1	0	1	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0
0.03	south36_active	80	532	719	625	2127	118	111	413	101	124	172	907	96	26	92	40	40	243	40	134	50	17	14	197	33	218	11	103	41	4	62	91	1	11	14	7	74	3	61	11	1	14	15	26	16	3	2	2	4	3	10	0	4	1	0	1	0	0	2	60	4	1	5	1	1	0	0	1	0	0	0	3	2	1	2	6	0	7	2	0	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south37_all	80	2317	1308	973	2309	392	299	525	225	237	251	1045	142	104	104	84	74	217	73	150	81	50	46	209	44	275	26	108	43	27	80	85	12	19	24	18	65	13	44	20	10	35	18	16	22	10	5	5	8	7	9	3	7	3	2	1	1	3	7	45	13	0	2	1	4	1	1	2	1	1	0	4	1	2	23	8	0	9	0	0	5	10	1	0	0	1	0	3	0	0	0	1	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south37_active	80	527	716	628	2142	135	108	409	105	136	185	1010	94	24	68	39	41	195	40	129	64	18	15	193	32	264	13	103	40	6	60	79	2	14	19	7	60	5	41	13	2	26	15	13	17	4	1	4	4	4	7	0	4	1	0	1	0	0	2	45	12	0	2	1	1	0	0	1	0	0	0	3	1	1	23	8	0	9	0	0	5	10	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south38_all	80	2273	1346	953	2361	398	289	487	230	250	256	1071	136	114	95	92	90	214	72	125	97	46	45	186	47	331	28	83	42	28	67	83	15	26	19	17	64	13	34	16	9	26	20	17	23	11	2	5	6	7	9	2	9	2	3	2	1	3	12	9	18	2	4	2	4	1	2	1	2	1	0	5	1	2	29	7	0	5	0	0	5	22	1	0	0	0	0	6	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	540	739	593	2201	147	104	370	107	150	188	1033	90	24	64	41	51	187	36	106	78	15	10	172	33	323	11	76	39	8	47	79	2	18	14	6	58	4	31	11	3	22	18	15	18	7	1	3	4	4	6	0	5	0	1	0	0	0	7	9	18	2	3	2	0	0	0	1	2	0	0	3	1	0	29	7	0	5	0	0	5	22	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2317	1341	987	2429	420	309	451	220	264	248	1037	128	100	104	88	70	155	80	118	109	52	45	147	48	334	27	62	48	23	80	78	12	26	18	16	88	13	57	11	8	21	14	22	23	8	3	11	7	11	5	0	8	3	2	2	3	3	10	12	21	2	4	2	5	0	2	0	2	2	0	3	1	1	29	5	0	3	0	0	1	22	1	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	547	725	616	2250	159	115	337	103	154	177	997	82	24	69	44	35	128	38	98	89	24	11	136	32	325	13	54	40	6	62	72	2	15	12	5	85	4	52	5	3	18	13	18	18	6	1	8	6	6	2	0	4	1	1	0	1	0	6	12	21	2	3	2	3	0	0	0	2	0	0	1	1	0	29	5	0	3	0	0	1	22	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	2290	1311	962	2273	416	314	477	215	261	244	992	148	96	129	89	81	177	80	161	97	48	42	168	46	222	25	60	56	19	55	85	18	20	24	12	60	13	55	12	7	23	10	22	11	5	4	13	7	11	5	1	6	4	3	4	3	1	11	29	18	6	2	2	6	0	1	0	4	1	2	3	2	1	11	2	1	2	0	0	1	13	1	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	514	696	608	2099	152	113	364	108	163	174	948	95	27	91	37	37	145	38	135	82	24	11	157	32	211	7	53	47	7	52	82	2	10	19	4	58	2	51	6	2	21	8	19	8	4	1	8	7	7	3	0	3	1	2	2	1	0	8	29	18	5	1	2	5	0	0	0	4	0	0	1	1	0	11	2	1	1	0	0	1	13	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0
