label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133
0.03	north1_all	80	2557	1545	702	491	319	616	594	200	294	113	276	277	97	66	112	74	86	58	55	28	44	41	39	106	98	23	33	19	27	10	14	13	16	22	14	10	9	32	16	9	10	9	15	8	21	10	3	3	2	27	9	4	7	11	3	1	3	4	2	0	3	3	0	2	0	1	1	1	11	3	2	1	3	1	1	1	2	2	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1403	918	396	270	156	401	371	103	155	58	161	181	53	32	75	36	53	37	28	11	21	25	21	80	56	15	22	8	16	5	5	6	6	10	8	4	6	15	10	7	5	4	10	7	19	5	2	0	0	16	2	3	4	5	1	0	3	0	0	0	1	1	0	1	0	0	0	0	9	2	1	1	2	1	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2479	1572	700	453	317	582	597	217	291	108	282	269	92	74	117	68	79	68	46	30	48	51	39	131	100	22	37	14	41	7	15	13	15	21	13	11	10	36	16	10	15	6	15	7	18	12	3	3	1	16	8	3	5	12	3	3	6	4	2	3	6	1	0	3	1	1	1	0	8	2	2	1	3	1	0	1	3	1	1	1	1	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1341	909	375	238	162	383	382	109	162	56	166	170	46	35	71	31	47	42	25	13	24	28	21	99	64	11	22	8	23	4	5	6	8	8	6	5	4	20	7	8	8	3	10	6	15	8	2	0	0	14	2	2	4	5	1	2	5	0	0	0	3	1	0	1	0	0	0	0	8	1	1	1	2	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2473	1545	725	448	345	622	603	213	290	121	286	254	84	72	111	63	74	74	46	27	49	49	41	115	101	34	32	10	38	11	13	10	9	16	16	12	10	38	23	9	10	4	15	9	28	9	3	5	2	16	8	4	7	7	3	4	7	3	3	5	6	1	1	2	1	1	1	1	1	0	2	1	1	1	0	1	5	1	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	1338	907	374	249	173	413	399	107	171	64	175	155	41	32	68	27	42	49	23	12	23	28	24	87	63	19	19	6	22	7	3	7	6	8	8	8	4	21	9	6	6	2	11	7	24	7	3	0	1	14	0	2	4	1	1	3	5	1	1	2	3	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	2449	1472	742	418	356	616	590	211	302	127	276	251	80	70	110	63	72	78	49	33	43	43	39	120	102	32	28	15	36	14	11	13	11	15	18	14	7	26	23	10	10	8	6	7	21	5	4	4	5	4	5	1	4	4	3	4	4	2	2	6	7	0	1	1	1	1	0	1	0	1	0	1	0	3	0	0	3	0	0	1	0	0	3	0	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	1291	853	362	239	170	400	398	107	183	67	180	161	35	28	70	32	45	46	26	15	21	24	24	99	69	19	15	11	23	11	2	8	5	6	7	10	1	17	9	6	6	4	4	4	16	4	4	2	1	2	0	0	1	3	1	3	2	1	1	2	4	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	2413	1479	710	431	355	643	600	202	309	118	286	264	86	62	107	54	93	75	55	35	42	41	38	110	97	37	23	18	27	16	16	16	11	13	19	16	7	22	22	13	7	8	6	4	23	5	6	6	9	6	5	2	4	3	3	5	3	3	2	4	4	0	2	0	1	1	2	1	2	1	1	2	0	2	0	0	4	0	0	0	0	0	3	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	1274	882	347	264	170	421	401	111	190	58	187	186	38	26	73	24	59	42	26	17	20	22	23	86	57	22	11	13	20	13	4	10	4	5	9	12	2	13	9	6	3	4	4	1	15	4	5	3	2	4	2	0	1	2	1	4	2	1	1	2	3	0	1	0	0	0	0	1	2	1	0	0	0	1	0	0	2	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
