label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133
0.03	north6_all	80	2494	1457	723	442	326	589	598	228	319	111	260	258	94	78	109	72	94	79	59	43	39	46	30	105	90	38	21	29	27	16	14	19	11	15	15	17	10	29	22	10	7	12	8	7	17	5	9	5	11	7	2	2	3	3	2	6	1	4	4	3	3	1	3	1	1	0	2	0	2	1	1	3	0	5	1	0	2	1	0	1	0	0	3	0	2	1	1	1	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1350	859	358	261	157	395	386	119	204	54	168	191	38	34	72	35	59	40	27	20	18	22	18	76	61	19	9	16	15	11	4	10	3	6	6	9	2	19	13	4	3	6	4	5	6	4	8	3	5	4	2	1	1	2	1	6	1	2	2	2	2	1	1	1	1	0	0	0	2	1	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2456	1453	703	452	294	592	626	236	307	119	266	255	93	79	106	70	97	72	55	44	37	49	28	97	70	38	19	24	23	20	13	17	12	13	9	15	12	24	16	12	3	13	8	7	33	7	8	6	11	10	4	2	2	3	3	7	2	4	3	2	1	1	3	1	2	0	2	2	3	0	2	3	0	6	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	8	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1327	852	341	251	145	367	391	132	181	62	169	184	38	35	67	33	57	33	28	21	18	25	13	66	43	18	6	10	12	11	7	7	5	5	4	8	3	14	11	6	1	6	4	6	20	4	7	4	4	7	2	1	1	2	2	7	1	2	2	0	1	1	2	1	1	0	0	1	3	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2389	1444	690	442	276	544	595	238	272	109	222	217	92	81	96	83	98	61	45	45	37	50	27	84	64	35	19	27	21	22	15	14	12	12	8	12	13	25	11	14	3	14	8	7	30	3	5	5	10	7	3	2	2	0	2	6	3	3	3	1	4	1	2	1	2	0	1	2	3	0	2	2	0	4	1	1	1	1	0	1	0	0	0	1	0	0	0	2	1	8	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1272	802	330	237	136	322	370	136	157	51	127	149	39	41	54	45	51	28	23	19	17	21	12	54	44	16	6	10	9	11	8	5	5	6	4	5	6	14	9	10	2	7	3	7	21	1	5	3	4	4	0	1	1	0	1	4	1	2	2	0	4	1	1	1	1	0	1	1	3	0	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2307	1380	682	430	297	551	555	230	235	116	215	228	86	74	94	73	85	57	44	41	42	42	30	76	68	29	22	22	14	22	16	10	11	10	8	10	7	21	9	10	2	10	3	5	27	4	5	7	9	11	4	0	5	4	1	6	3	1	2	1	4	1	1	0	1	0	5	6	2	0	2	3	0	3	1	2	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1200	779	347	208	144	328	342	130	131	48	116	151	38	38	49	39	38	33	22	19	17	15	14	43	45	14	11	10	8	12	8	5	4	4	4	4	4	15	7	7	2	4	0	5	21	1	4	5	4	4	1	0	3	4	1	1	1	0	1	0	4	0	1	0	0	0	5	1	2	0	2	3	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2258	1369	631	402	306	518	497	219	242	109	208	228	87	75	92	64	78	56	42	39	38	39	26	65	64	23	27	18	23	22	15	9	9	14	11	13	7	25	14	10	4	9	9	5	24	3	4	4	9	9	5	1	5	4	0	7	2	1	2	1	6	3	1	1	1	2	6	7	3	0	3	2	0	2	1	2	0	1	1	0	1	0	2	1	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1168	765	314	186	151	322	303	115	144	42	115	145	41	40	47	35	34	34	21	19	15	16	14	35	40	10	15	9	16	13	7	3	3	7	4	5	6	22	7	6	2	4	4	4	23	1	1	3	3	3	2	1	4	4	0	0	1	0	0	0	5	0	1	0	0	0	5	3	2	0	3	2	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2598	1488	728	499	343	575	615	233	249	124	254	293	109	88	111	73	75	95	49	32	36	42	38	107	84	30	40	21	25	15	18	14	11	16	12	9	10	27	17	11	10	14	4	10	20	2	1	6	15	18	3	4	4	10	0	3	4	3	4	1	1	2	1	1	1	1	1	7	10	1	2	1	1	3	2	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1447	861	387	253	160	358	388	111	147	62	168	197	43	35	64	43	36	54	26	21	15	23	20	68	58	20	19	11	14	7	7	6	7	5	7	6	3	18	12	7	5	8	3	3	17	1	1	3	11	13	0	1	2	6	0	2	2	2	1	0	0	0	0	0	1	1	1	3	5	0	2	1	1	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2562	1521	699	498	341	546	655	219	264	132	243	306	103	83	125	73	91	86	46	45	36	41	39	103	93	26	37	18	25	14	21	13	15	19	10	9	10	34	20	13	14	11	10	9	26	3	4	4	14	9	4	4	4	11	1	3	4	2	4	0	2	4	2	0	1	1	2	6	6	1	2	2	1	2	2	2	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1430	871	378	259	164	335	423	102	160	68	159	215	41	35	65	46	44	47	25	28	10	19	20	66	67	18	15	9	15	6	10	6	10	8	4	5	4	22	14	3	9	6	8	3	23	1	3	0	11	7	1	3	2	7	0	1	3	1	1	0	0	2	1	0	1	1	1	3	5	0	2	2	1	1	1	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2572	1518	714	512	313	589	711	218	287	126	271	270	93	81	146	74	89	77	43	44	34	39	37	99	116	29	28	21	22	15	17	9	14	25	13	12	10	35	15	10	11	7	9	15	17	6	3	6	14	5	5	3	5	7	3	4	6	3	3	0	2	3	1	0	0	0	4	6	2	1	1	3	1	2	1	2	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1422	884	398	263	146	366	469	105	166	67	190	187	37	30	77	50	43	45	22	22	11	21	24	62	87	20	11	10	13	6	9	5	10	7	4	7	4	22	9	1	7	4	7	9	15	2	2	1	10	3	1	2	2	3	2	2	4	1	1	0	0	2	1	0	0	0	3	3	1	0	1	2	1	1	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2553	1530	681	486	318	553	685	230	273	138	273	246	95	75	146	66	91	84	39	57	40	47	32	68	112	35	27	22	25	17	21	9	14	22	12	14	10	35	21	12	10	5	11	15	17	7	8	4	8	7	7	2	4	3	6	4	7	2	1	1	1	2	1	1	0	0	6	2	2	1	0	2	1	2	1	2	0	0	2	1	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	1403	903	373	245	156	350	440	116	160	75	196	174	40	26	84	42	48	51	12	32	17	22	20	44	85	21	13	10	14	7	11	5	6	5	3	7	4	26	13	4	6	4	7	8	16	3	5	1	4	2	2	2	0	3	3	1	6	1	0	1	0	2	1	1	0	0	3	2	1	0	0	1	1	1	1	2	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2486	1435	694	472	316	564	581	214	229	144	259	226	88	66	118	77	69	79	41	46	44	49	31	59	88	36	32	29	22	17	15	7	10	23	11	21	11	24	27	9	5	12	12	14	15	7	9	5	5	10	6	0	4	1	8	3	9	2	1	1	1	0	1	1	0	1	5	4	2	0	0	1	1	1	1	2	0	0	3	1	0	0	1	2	0	0	0	2	0	2	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	1339	843	384	232	147	350	376	117	124	69	184	159	43	21	70	43	37	47	13	24	25	25	19	33	62	21	20	13	12	8	6	3	3	8	3	9	5	21	15	6	1	7	7	8	8	3	5	2	2	5	2	0	0	1	4	2	6	1	0	1	0	0	1	1	0	1	2	4	2	0	0	0	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2351	1411	679	433	318	545	490	204	211	135	255	207	99	76	90	73	68	70	39	52	42	43	24	74	67	43	33	23	22	17	15	11	13	17	14	24	12	23	26	8	3	13	8	11	16	4	11	5	6	9	5	1	3	1	7	5	6	3	2	3	4	0	2	1	0	2	3	3	2	0	0	1	1	1	2	2	0	0	3	1	0	0	0	2	2	0	0	3	0	2	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	1238	796	360	199	151	308	305	116	114	65	180	141	46	31	46	40	38	44	15	26	24	21	14	40	45	27	21	11	11	8	6	6	4	8	5	9	6	20	17	6	1	8	3	7	8	2	6	2	2	5	2	1	0	1	4	4	3	2	1	2	3	0	1	1	0	1	0	3	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2244	1334	664	449	309	503	449	198	201	138	244	203	94	79	84	77	69	67	40	40	39	35	30	77	49	36	39	16	17	13	17	11	13	15	14	17	7	22	23	8	4	11	9	10	20	2	9	5	6	7	2	1	3	1	3	4	3	3	3	3	5	1	2	0	0	2	1	2	5	0	0	1	2	1	1	2	0	0	1	2	0	0	3	2	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1173	727	327	206	140	277	276	115	108	60	155	131	37	33	50	34	36	37	20	18	22	21	21	45	27	21	25	6	8	6	7	5	6	9	6	5	4	17	16	6	2	5	5	7	11	1	5	2	3	5	1	1	2	1	2	3	1	2	1	1	4	1	1	0	0	1	0	2	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2205	1313	655	463	300	511	455	182	210	126	232	219	94	84	92	82	75	56	40	36	36	32	28	82	63	34	36	15	16	15	19	15	13	9	11	16	9	25	16	9	4	8	7	14	17	3	4	4	6	9	2	1	3	2	0	2	1	3	5	5	5	1	3	0	0	1	0	2	4	1	1	1	2	1	1	2	0	0	0	1	0	1	3	0	2	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north18_active	80	1139	725	307	218	144	300	288	106	112	56	134	135	42	34	54	42	39	30	21	16	15	18	18	60	38	20	25	5	9	5	8	6	7	4	4	5	6	18	13	5	2	3	2	10	15	2	3	1	2	8	1	1	3	2	0	2	1	1	3	1	4	1	0	0	0	0	0	2	3	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north19_all	80	2201	1327	673	456	289	514	482	192	212	121	217	220	81	78	95	72	79	56	39	39	36	35	33	68	73	30	34	15	17	12	19	14	16	10	10	11	8	18	5	10	7	11	7	14	22	2	4	7	6	11	4	1	6	2	2	3	2	2	3	3	1	2	4	1	1	1	0	0	4	1	2	0	4	1	0	2	0	0	0	1	2	1	4	0	1	0	0	2	0	0	1	5	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north19_active	80	1162	764	309	214	134	308	315	110	108	55	122	143	35	35	56	32	40	29	21	20	14	15	22	53	49	14	22	4	8	4	6	6	9	6	3	7	4	12	4	6	5	7	3	8	15	2	2	3	4	10	2	0	6	2	2	1	2	1	2	0	1	1	0	1	1	0	0	0	3	1	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north20_all	80	2229	1371	679	439	282	477	481	174	213	112	209	218	81	79	99	80	85	50	42	27	36	44	30	64	94	24	31	20	21	13	19	12	14	9	6	14	8	25	4	9	5	13	7	19	22	3	5	4	4	19	4	2	11	2	2	3	3	1	3	2	4	1	4	1	5	4	1	1	1	1	4	0	4	1	0	3	0	0	1	1	2	1	2	0	0	0	0	1	1	1	1	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
0.03	north20_active	80	1171	801	321	209	136	292	312	97	115	53	121	139	40	35	57	39	47	25	22	13	15	17	17	51	70	12	20	9	10	7	7	4	7	5	1	9	4	21	2	4	4	7	3	11	9	3	2	2	3	13	2	1	8	2	2	0	3	0	3	0	3	0	0	1	3	2	0	0	0	1	2	0	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	south21_all	80	3015	1693	577	513	585	363	237	195	213	208	105	102	92	128	113	68	110	39	84	87	34	32	30	27	18	20	28	16	32	34	41	42	10	9	12	5	10	28	8	16	7	9	14	6	12	5	12	5	4	2	5	2	6	3	3	2	2	9	3	7	2	8	3	1	3	0	3	0	3	1	3	5	4	1	1	0	3	0	0	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south21_active	80	1734	1041	263	268	342	198	117	94	128	113	47	50	35	75	66	34	67	15	55	51	15	15	15	14	7	6	12	8	22	19	30	29	5	2	2	2	8	22	2	12	5	6	7	4	8	3	9	2	3	1	4	0	2	1	2	1	2	7	1	7	2	5	2	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_all	80	2966	1709	559	493	609	369	231	180	222	209	119	97	102	116	110	69	117	37	91	93	32	38	32	28	26	25	23	21	24	38	31	31	21	11	13	10	8	23	10	10	12	6	14	7	11	13	21	6	5	3	6	4	7	6	5	3	2	11	3	1	0	5	2	0	2	0	2	2	3	0	2	4	4	1	2	2	4	3	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	south22_active	80	1742	1047	249	234	356	210	112	83	130	115	59	46	42	64	65	29	70	12	67	60	14	17	13	16	12	7	9	13	13	30	21	21	15	4	4	4	8	18	2	8	8	3	5	6	7	7	16	2	3	2	5	1	4	4	2	1	2	9	1	0	0	3	1	0	0	0	1	1	2	0	0	0	0	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	3241	1819	554	487	694	370	243	177	245	233	126	98	95	113	112	68	127	41	111	110	33	43	34	33	31	24	24	22	29	40	31	26	22	12	11	9	10	24	9	8	14	5	13	7	14	12	22	6	5	4	6	7	7	8	5	3	1	15	3	1	0	7	2	0	1	1	2	3	1	0	2	2	4	0	2	2	3	3	0	0	0	0	2	0	0	0	1	1	0	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
