label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	49008	22396	9558	6116	3549	2658	1663	1248	962	791	857	471	384	285	365	239	131	134	80	79	61	51	41	18	23	35	18	14	5	8	12	11	3	5	2	4	0	2	0	0	0	0	1	2	0	1	0	1	1	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	27647	12971	4972	3162	1676	1270	760	560	443	385	543	208	196	149	193	139	68	78	40	36	33	33	25	7	11	25	9	8	2	3	8	8	1	4	1	3	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	50713	23066	9876	6295	3647	2699	1666	1223	939	839	906	469	393	304	341	273	135	115	94	76	70	58	46	20	20	42	21	12	11	10	13	13	3	7	1	5	2	2	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	1	0	0
0.03	north2_active	80	29082	13547	5178	3321	1762	1302	736	544	439	423	586	226	187	165	169	158	70	64	54	37	43	36	26	7	10	29	12	7	7	3	9	9	1	5	1	4	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	52305	23952	10109	6348	3698	2736	1724	1260	907	853	996	499	413	325	331	288	147	136	94	70	73	52	46	16	19	57	15	17	15	10	11	9	4	7	2	4	2	2	1	0	8	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0
0.03	north3_active	80	30288	14302	5357	3346	1820	1374	759	568	409	435	662	245	200	188	182	174	79	82	54	37	42	29	29	5	9	34	9	11	10	6	8	7	0	6	2	4	0	1	0	0	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	52863	24296	10188	6339	3729	2735	1707	1260	944	889	961	521	418	304	360	280	144	131	99	61	75	53	40	20	24	58	15	23	15	11	9	13	6	7	3	3	4	4	1	0	8	1	1	2	2	0	1	0	0	1	0	1	0	0	0	1	0	0
0.03	north4_active	80	30542	14603	5373	3352	1849	1340	754	562	415	465	627	263	200	177	210	173	76	66	54	34	37	24	25	7	13	33	9	15	12	9	7	9	3	5	2	3	2	4	0	0	8	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	52938	24464	10058	6415	3711	2777	1680	1269	940	899	917	503	420	310	358	257	132	140	95	63	64	57	39	23	24	41	8	25	11	11	9	13	5	3	4	5	2	3	1	0	8	1	2	2	2	0	1	0	0	1	0	0	2	0	0	1	0	0
0.03	north5_active	80	30625	14701	5325	3393	1857	1365	761	572	411	457	580	260	225	173	238	150	72	65	47	35	26	22	24	7	13	22	5	15	8	10	6	8	3	2	3	5	2	3	0	0	8	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north6_all	80	53117	24751	10192	6464	3765	2811	1573	1273	980	933	890	501	422	309	387	261	123	139	88	71	66	61	35	22	28	34	10	18	6	7	9	12	5	3	3	4	4	4	1	0	8	1	1	2	2	0	1	0	0	2	0	0	2	0	0	0	0	0
0.03	north6_active	80	30780	14846	5367	3418	1878	1394	719	564	439	482	542	259	237	157	258	133	55	66	44	36	27	35	19	8	16	19	7	9	4	5	5	8	4	2	2	3	4	3	0	0	8	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north7_all	80	53281	24731	10128	6516	3752	2760	1592	1273	974	919	903	455	450	299	376	297	114	128	93	78	62	66	46	19	26	27	10	18	7	3	7	12	4	2	2	4	4	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north7_active	80	30765	14760	5395	3500	1849	1391	717	568	456	468	517	237	280	149	239	166	51	60	46	37	31	41	31	9	17	15	7	9	4	1	4	9	3	2	2	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north8_all	80	53379	25037	10200	6531	3747	2709	1620	1296	968	919	963	451	465	329	354	308	113	138	85	71	74	63	46	22	23	38	16	16	8	3	7	14	3	4	3	2	3	2	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	30875	15046	5411	3511	1821	1343	723	590	457	491	557	231	281	160	222	186	45	70	40	31	40	39	31	10	16	26	10	10	4	2	4	12	2	2	2	1	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	53171	25262	10176	6455	3793	2644	1675	1300	946	905	922	472	442	324	385	275	119	138	99	65	68	66	51	27	18	37	13	15	10	5	5	15	3	2	3	2	1	2	1	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north9_active	80	30789	15207	5330	3409	1828	1314	745	591	455	482	512	238	267	161	245	175	47	65	48	36	42	39	36	15	10	27	6	9	5	3	3	13	1	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	52940	25244	10137	6525	3717	2669	1689	1349	937	918	980	490	454	328	386	267	130	130	103	58	63	61	44	27	18	40	16	17	10	10	4	15	3	4	3	3	0	3	1	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	30757	15219	5297	3407	1798	1338	747	641	445	488	562	243	255	160	254	165	63	70	52	36	39	30	29	15	12	27	7	9	5	5	2	11	0	2	1	3	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	51011	23376	9687	6159	3611	2512	1726	1315	962	904	936	485	416	312	295	256	133	135	85	80	67	59	64	22	14	25	14	16	11	8	8	6	7	5	1	3	0	1	2	1	1	1	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	29282	13828	5077	3159	1746	1201	792	615	415	456	581	230	219	163	190	151	70	72	41	45	38	26	30	13	4	12	3	8	6	3	4	4	2	3	1	1	0	1	1	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	52743	24161	10087	6392	3721	2580	1677	1275	960	921	946	495	401	325	361	242	135	128	90	82	66	53	53	23	18	22	14	17	10	8	10	10	6	5	3	3	0	1	1	1	1	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	30584	14435	5295	3339	1795	1263	753	598	400	477	602	234	219	165	234	136	71	74	42	50	38	24	24	9	10	11	6	7	3	4	4	5	1	4	2	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_all	80	53430	24554	10115	6378	3715	2678	1731	1290	980	936	969	493	410	344	417	244	147	136	103	78	84	52	52	20	26	16	16	22	20	8	11	8	5	5	3	2	1	2	2	1	3	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	31135	14742	5328	3363	1817	1314	777	637	405	502	610	243	222	179	265	132	71	77	53	45	46	27	28	9	17	9	5	13	13	5	4	5	0	4	2	1	0	2	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_all	80	53079	24687	10045	6398	3676	2757	1738	1281	964	897	982	491	398	321	438	278	132	125	104	70	83	54	43	27	24	22	18	23	20	12	11	10	4	6	3	3	2	2	2	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	30778	14778	5273	3380	1810	1395	779	649	411	491	633	236	213	160	280	154	63	74	52	40	47	29	22	16	18	8	9	12	13	6	4	6	0	6	1	1	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	53035	24895	9966	6326	3703	2777	1808	1340	958	916	1026	495	399	312	397	277	143	116	93	81	76	54	57	30	20	31	17	17	20	12	14	7	2	4	1	2	2	1	1	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	30873	14900	5270	3373	1829	1403	808	674	414	511	679	239	210	165	227	164	65	68	46	40	41	31	40	18	15	14	6	12	14	6	9	4	0	3	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	52852	24918	10103	6212	3740	2772	1803	1364	970	901	964	496	403	302	360	270	127	122	83	77	60	55	49	30	15	34	17	16	12	12	12	7	4	4	2	5	2	2	2	2	2	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	30594	14858	5393	3327	1838	1401	806	655	439	498	598	215	204	168	212	173	60	70	43	42	32	32	34	19	8	16	8	12	7	7	9	3	0	3	0	3	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	52997	24641	10177	6239	3698	2720	1782	1354	986	918	928	484	431	310	374	263	136	130	88	80	44	51	46	26	18	33	15	11	11	14	15	7	6	12	2	3	3	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	30741	14750	5445	3322	1843	1399	776	655	434	497	547	224	233	175	219	163	69	72	44	45	22	26	33	14	12	14	9	9	6	9	11	3	2	10	0	3	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	53000	24625	10104	6289	3691	2750	1715	1330	975	875	936	458	421	308	371	255	132	131	91	100	47	46	47	21	25	31	13	11	11	12	17	5	6	12	1	3	2	3	2	3	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	30424	14700	5393	3279	1810	1412	759	635	431	466	567	228	232	172	217	156	67	79	47	60	23	18	29	8	14	16	7	7	5	7	12	1	2	10	0	3	1	2	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	53078	24611	10151	6180	3708	2713	1642	1284	994	827	936	486	443	319	360	265	126	139	96	98	55	59	39	23	25	30	15	12	16	13	12	7	7	13	3	1	2	2	3	1	1	0	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	30508	14667	5485	3230	1804	1370	717	613	458	434	574	248	230	169	201	169	62	90	55	62	26	34	23	5	15	19	10	6	9	9	8	1	3	10	1	0	0	1	3	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	53009	24630	10047	6243	3748	2732	1657	1279	963	860	949	501	385	314	343	257	127	114	94	90	61	52	44	22	21	32	13	20	12	14	9	11	4	3	5	3	1	3	2	1	0	0	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	30536	14623	5348	3258	1803	1351	755	609	427	451	605	260	202	164	185	175	62	73	60	50	36	34	24	6	11	20	9	11	6	5	6	6	2	1	1	0	0	1	2	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	52741	24745	10285	6244	3719	2730	1649	1322	976	862	980	458	424	321	358	308	121	173	87	71	54	54	48	34	16	50	11	11	11	4	5	5	2	1	1	3	2	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	30525	14750	5428	3256	1822	1350	740	611	438	442	585	226	205	183	222	201	64	98	52	40	30	26	21	15	7	30	5	6	3	3	2	2	1	1	1	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	52479	24884	10328	6196	3704	2781	1626	1311	969	879	990	476	426	319	350	306	136	155	97	70	57	54	46	30	15	42	12	11	15	5	3	5	1	2	1	0	2	2	1	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	30325	14825	5419	3212	1816	1385	720	584	452	438	594	243	206	171	213	195	73	87	56	35	30	26	23	17	8	26	4	6	4	3	0	3	1	2	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	52723	24849	10403	6322	3649	2725	1641	1312	974	915	1016	465	415	294	356	278	155	148	89	66	50	56	54	34	18	34	14	15	13	9	5	5	4	8	1	1	1	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	30486	14776	5467	3290	1746	1373	735	589	458	479	628	228	192	165	213	161	82	74	47	36	24	29	30	20	10	23	5	7	4	5	3	3	3	2	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	53079	25097	10329	6353	3697	2708	1650	1344	944	900	984	448	365	295	379	263	151	146	90	61	68	54	55	34	26	33	12	15	11	10	8	6	4	9	3	1	1	5	1	0	4	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	30602	15029	5365	3288	1802	1347	739	634	417	463	595	229	195	161	240	156	78	81	51	36	39	27	37	18	12	27	4	7	4	6	4	2	3	1	0	1	0	4	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	53054	25001	10251	6282	3679	2664	1635	1351	908	868	1026	449	381	310	326	266	130	139	84	62	55	50	50	33	22	33	15	14	6	12	8	6	6	9	6	2	0	5	0	1	4	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	30485	14990	5394	3238	1774	1322	723	646	401	458	637	227	208	173	194	159	66	86	52	33	30	26	35	18	8	27	6	6	3	7	5	2	3	1	2	2	0	4	0	1	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	53059	25011	10081	6295	3760	2688	1634	1324	892	856	1026	449	409	326	340	290	140	123	92	83	67	39	51	37	20	39	15	17	6	8	9	10	4	4	7	3	0	3	0	1	4	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	30609	14990	5367	3333	1814	1303	729	637	374	466	627	231	224	189	212	191	68	76	51	40	42	21	32	22	7	30	6	8	4	4	6	7	1	1	4	2	0	3	0	1	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	52812	25002	10003	6424	3724	2714	1690	1334	910	861	1036	441	433	324	329	263	144	122	93	84	66	41	45	30	18	29	15	14	8	11	10	9	4	5	6	4	1	0	1	1	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
