label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	7213	9740	2206	1260	921	784	507	443	1057	353	223	169	125	114	218	85	96	80	36	32	41	46	45	72	14	13	12	27	25	17	9	7	18	8	6	8	3	7	5	1	3	7	1	2	0	4	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	1700	8593	1163	367	225	414	228	205	931	229	67	63	48	36	170	16	71	52	18	13	18	27	38	61	4	7	1	23	22	15	6	2	17	6	4	7	0	6	5	0	3	7	0	1	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	7292	9647	2171	1257	948	798	527	408	1066	354	208	172	129	121	227	81	109	84	40	36	37	50	26	72	13	17	11	36	22	20	12	9	18	9	5	4	1	13	6	3	2	4	1	3	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1720	8539	1149	401	218	419	244	196	951	208	60	70	51	40	179	18	80	51	21	11	15	27	21	61	4	7	2	33	20	17	8	3	16	6	4	3	0	13	6	0	2	4	0	2	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7339	9670	2201	1232	961	830	541	417	1031	355	185	163	134	121	239	94	128	91	51	49	39	40	23	68	15	15	10	39	17	19	14	4	13	8	5	13	3	14	2	4	2	4	0	2	0	4	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1708	8584	1181	392	227	438	255	193	906	200	49	66	49	40	186	23	100	58	27	16	18	20	10	56	5	5	1	36	15	17	10	1	12	4	4	12	0	14	2	0	1	3	0	2	0	3	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	7269	9573	2151	1278	958	763	566	410	1042	344	188	171	129	123	247	84	123	85	61	44	33	38	28	58	15	15	9	35	18	18	22	6	7	7	2	13	2	20	2	4	3	4	0	1	0	4	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1675	8454	1137	407	226	404	263	204	927	191	51	64	46	43	199	17	103	48	31	14	12	21	14	47	3	6	1	32	16	16	18	2	5	4	2	12	0	20	2	0	0	3	0	1	0	4	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	7322	9740	2153	1309	941	769	548	423	1049	316	212	156	131	113	249	82	110	80	60	47	39	42	38	68	17	14	10	27	21	22	19	5	11	9	2	13	2	14	2	2	5	4	0	3	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1697	8602	1109	405	227	422	273	213	940	180	69	56	47	39	199	21	89	50	30	11	16	20	22	58	4	6	1	24	19	21	14	1	9	6	2	12	0	14	2	0	2	3	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	7333	9865	2145	1273	919	778	539	444	1023	314	209	152	105	114	221	74	100	77	59	40	37	39	36	73	19	15	7	11	27	20	14	6	12	8	4	5	1	12	1	1	7	4	0	4	0	2	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1697	8702	1115	385	209	423	267	225	916	176	65	50	36	37	177	14	79	52	25	8	14	19	22	66	4	8	0	9	22	19	10	2	10	7	2	4	0	11	1	0	4	3	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	7330	9809	2245	1299	914	804	527	453	1038	299	197	150	107	109	224	78	99	74	51	41	40	40	36	76	18	20	8	6	29	19	5	4	16	8	8	5	0	6	1	1	4	4	1	4	0	0	0	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
