label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68
0.03	north1_all	80	8020	4143	2034	1298	2519	788	1481	1101	355	245	222	270	167	179	130	102	81	64	72	46	45	88	19	12	33	15	11	11	13	13	8	26	3	12	4	5	6	3	3	3	1	1	1	0	2	0	1	1	0	4	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
0.03	north1_active	80	3631	2396	834	403	2192	432	1276	970	123	48	101	193	101	127	80	56	34	27	51	11	12	80	6	3	29	6	3	3	7	2	6	25	2	12	0	3	1	0	2	1	0	0	1	0	2	0	1	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	8086	4116	2025	1331	2493	824	1459	1108	349	254	229	288	170	160	113	106	68	55	68	46	41	92	15	14	34	18	12	9	13	11	14	25	3	20	5	2	8	4	3	1	1	1	2	0	1	0	1	2	0	4	2	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north2_active	80	3628	2396	824	433	2156	450	1266	964	124	44	110	206	111	112	63	58	32	27	50	13	8	84	4	3	30	10	2	3	7	3	10	23	2	19	0	1	1	0	2	0	0	0	2	0	1	0	1	0	0	3	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north3_all	80	8123	4060	1980	1314	2366	776	1402	1109	340	259	254	245	169	172	107	109	72	57	53	43	33	108	16	19	53	18	20	11	15	10	13	15	4	21	3	5	6	3	1	1	1	1	1	0	1	0	1	2	2	4	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north3_active	80	3624	2311	769	427	2052	421	1221	966	128	47	133	165	118	125	61	58	35	23	39	14	5	97	6	4	47	10	5	3	5	3	11	13	2	19	0	2	1	0	1	0	0	0	1	0	0	0	1	0	1	3	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north4_all	80	7926	3990	2051	1273	2276	777	1375	1060	330	258	249	228	179	183	111	97	75	59	53	36	33	110	18	20	60	18	21	8	15	7	22	24	4	22	3	5	5	3	2	1	1	0	1	4	2	0	2	1	2	4	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north4_active	80	3536	2267	780	411	1966	424	1186	909	124	45	128	159	131	140	63	51	40	26	43	12	7	95	8	4	54	11	7	3	6	3	19	23	2	20	0	2	2	0	2	1	0	0	1	4	1	0	1	0	1	3	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north5_all	80	8005	3981	2111	1250	2318	755	1400	1059	313	266	239	239	183	182	98	94	77	59	58	41	34	100	22	23	64	23	19	10	18	9	22	30	5	10	1	6	6	3	4	1	1	0	1	5	4	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	3514	2225	788	394	2016	400	1220	914	117	47	130	180	137	142	54	47	41	24	46	12	9	85	8	5	59	13	7	4	10	3	21	30	3	8	0	2	3	0	3	1	0	0	0	5	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	8045	3988	2112	1256	2378	789	1378	1068	324	275	234	278	184	192	102	84	68	62	71	35	28	120	20	18	46	16	14	8	18	14	18	43	6	8	2	6	5	1	4	2	1	0	1	5	6	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3513	2252	781	376	2058	429	1198	934	120	42	129	223	133	144	57	41	34	31	52	8	8	103	7	4	44	8	8	3	13	7	17	43	4	8	1	2	3	0	3	2	0	0	0	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8205	4076	2097	1281	2533	835	1360	1028	319	279	233	307	189	169	101	82	64	69	71	36	28	94	25	21	36	19	16	8	14	18	9	35	5	6	2	6	5	3	3	4	1	1	1	6	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3629	2317	795	407	2225	454	1202	894	119	47	124	248	137	120	58	38	34	32	48	6	9	82	7	5	35	9	7	4	11	9	9	34	3	6	1	3	4	1	1	4	0	1	0	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8236	4083	2077	1307	2615	824	1321	1062	306	281	250	301	216	175	96	81	65	70	56	37	31	99	23	19	37	23	16	10	13	15	10	37	8	10	2	5	3	3	1	4	1	1	0	2	8	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3652	2338	822	410	2303	464	1143	925	110	48	126	244	158	120	58	39	33	31	31	7	11	87	4	4	31	14	9	5	12	10	10	36	5	10	1	3	2	2	0	4	0	1	0	1	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8181	4197	2079	1354	2637	837	1297	1051	321	282	253	277	223	178	98	83	65	71	45	37	36	100	24	18	32	20	18	15	8	9	15	26	8	12	1	5	5	3	2	6	1	1	0	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3726	2398	829	428	2333	471	1112	919	110	53	114	215	169	121	63	39	32	27	25	7	15	86	5	4	24	12	8	7	7	5	11	24	4	11	0	2	2	2	0	4	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8097	4142	2020	1348	2580	830	1261	1103	315	273	233	289	218	175	98	85	58	62	58	46	32	115	26	19	33	18	16	16	13	5	17	19	7	9	2	3	5	4	3	5	4	2	1	1	5	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3727	2371	820	428	2284	472	1060	973	116	50	100	229	173	120	62	35	31	27	42	12	13	102	6	5	25	9	7	6	13	1	11	17	3	8	1	1	1	2	1	1	3	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	8291	4263	2114	1324	2479	782	1485	1152	325	250	225	304	206	185	113	69	65	67	74	49	32	95	21	17	32	11	11	11	17	7	12	26	5	11	3	8	1	2	9	3	1	0	2	1	3	0	2	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	3777	2475	866	400	2146	450	1313	1017	121	52	111	234	128	138	64	31	25	25	46	11	10	85	10	4	26	6	3	3	13	1	12	25	2	9	0	6	0	1	7	2	1	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8244	4192	2104	1359	2473	803	1441	1168	349	255	237	281	196	211	116	78	71	64	72	51	34	109	21	18	36	16	9	10	11	6	12	34	6	9	6	6	0	4	8	4	1	0	2	0	3	1	4	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
