label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north1_all	80	3056	5347	1315	862	542	667	277	452	189	282	337	113	74	193	50	68	65	44	97	36	26	38	80	37	13	18	15	12	21	11	9	4	6	5	4	9	4	3	4	6	11	2	2	7	2	2	3	3	5	0	1	1	1	0	0	0	0	0	5	2	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1376	3574	715	477	281	407	153	269	104	156	192	59	37	110	22	34	38	24	67	19	13	20	51	23	4	11	4	7	16	6	4	3	0	2	1	4	2	2	3	2	9	0	1	5	1	0	2	1	2	0	1	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3068	5401	1375	870	560	642	300	439	181	268	344	130	84	187	56	71	64	46	116	29	26	27	89	31	14	15	10	11	18	12	7	7	8	4	2	4	4	7	2	5	13	4	3	7	3	2	4	4	3	0	0	2	0	0	0	1	1	0	5	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1367	3649	754	496	290	394	175	274	101	156	189	63	35	99	25	35	34	27	83	17	12	16	63	18	5	12	3	8	11	5	2	4	2	1	0	0	1	4	1	1	11	1	2	6	2	0	1	2	0	0	0	1	0	0	0	1	0	0	4	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3093	5309	1391	871	571	674	324	479	167	275	333	116	96	167	56	72	54	44	106	29	14	30	73	22	9	14	14	11	18	11	10	6	7	3	2	5	2	9	1	8	5	7	3	8	2	1	3	2	2	0	0	2	0	0	0	1	1	0	9	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1400	3612	759	505	291	443	179	303	92	165	193	61	44	90	23	42	28	26	75	20	5	21	60	12	3	9	5	4	8	3	5	4	3	1	0	0	0	6	0	5	3	4	2	5	2	0	0	2	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3144	5313	1315	852	581	682	304	485	163	287	351	131	93	163	65	82	64	53	94	33	18	27	75	17	11	14	17	13	22	9	12	5	10	5	2	5	2	10	2	6	3	8	3	8	4	0	2	2	0	0	2	1	0	0	0	1	1	0	5	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1446	3585	731	483	307	441	162	316	84	169	210	72	42	99	25	46	32	29	64	22	5	20	60	10	3	10	6	5	11	1	7	3	5	2	0	0	0	6	1	5	3	5	2	4	3	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3166	5058	1249	816	554	661	278	464	156	264	356	138	85	145	68	71	73	59	100	32	17	27	64	21	14	23	14	12	26	7	14	3	10	3	6	6	5	6	3	7	4	7	1	7	4	0	0	1	0	0	2	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1477	3377	682	442	276	419	143	292	68	153	224	74	40	84	29	41	31	30	65	21	5	17	48	12	5	16	5	4	13	1	8	3	5	1	3	2	2	3	3	6	4	4	0	3	3	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
