label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85
0.03	south35_active	80	3804	1403	1677	727	207	1068	424	311	113	735	85	280	412	142	61	18	18	24	150	66	18	43	8	118	6	34	9	51	34	4	5	9	14	6	11	8	7	2	25	2	0	0	2	11	1	0	1	7	0	0	0	1	0	1	0	10	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6405	2711	2325	1257	736	1301	626	489	290	789	205	364	434	189	142	87	72	63	227	99	53	61	33	127	20	47	14	55	33	12	11	7	16	10	12	12	7	7	25	3	2	3	5	7	2	1	2	3	3	0	3	1	0	1	2	10	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	3780	1415	1698	749	188	1088	417	337	113	716	88	297	386	128	64	12	19	23	196	58	20	45	8	122	7	42	7	51	30	2	3	6	14	8	8	10	6	2	21	1	0	1	1	6	0	1	2	3	3	0	1	1	0	1	0	10	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6420	2596	2338	1266	736	1313	627	497	274	799	216	409	415	187	136	82	75	61	233	103	53	61	31	106	26	58	22	35	34	11	7	9	14	12	7	9	20	5	10	2	5	4	4	9	2	1	1	22	3	0	3	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	3788	1337	1709	717	183	1084	425	332	99	725	88	342	374	135	64	12	15	20	204	67	21	45	9	101	7	50	12	31	31	3	1	8	11	8	3	7	10	2	7	0	1	1	1	8	0	1	1	22	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6462	2622	2387	1251	717	1392	616	491	270	813	236	391	423	193	130	75	79	57	234	115	53	68	30	98	28	74	28	48	25	14	8	13	12	10	7	10	21	7	7	3	4	6	5	17	1	4	1	27	3	0	2	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south38_active	80	3787	1333	1716	730	187	1163	411	327	96	718	107	335	390	150	67	10	18	13	215	83	18	52	9	88	8	61	11	42	20	4	2	8	10	5	5	8	11	1	5	0	1	3	2	15	0	3	1	27	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6411	2615	2377	1226	709	1332	656	456	297	917	247	427	440	211	110	82	77	63	181	109	51	67	26	124	26	66	29	48	24	12	8	13	10	17	6	15	22	5	5	4	4	6	5	16	1	5	0	27	0	0	0	0	3	1	0	0	1	0	2	1	1	0	0	9	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	3678	1332	1707	708	192	1114	443	305	120	824	113	361	396	153	63	14	17	15	168	77	16	55	8	109	8	52	11	42	19	5	3	7	8	12	4	12	12	0	2	0	1	4	2	13	1	3	0	27	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6337	2670	2385	1256	711	1302	649	466	324	925	226	387	489	202	97	79	83	61	172	96	48	72	22	150	28	61	26	66	31	13	9	9	13	15	8	14	18	6	6	5	5	5	4	13	4	4	0	9	1	0	1	1	4	1	0	7	2	0	3	0	1	0	0	9	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south40_active	80	3643	1392	1711	738	194	1092	427	308	135	837	107	322	449	147	58	17	19	16	159	79	17	58	7	136	7	49	9	56	26	6	4	3	9	12	7	10	8	1	3	0	1	3	1	10	4	2	0	9	1	0	0	1	3	1	0	7	1	0	3	0	0	0	0	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
