label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100
0.03	south33_active	80	50391	2717	14316	1520	3821	820	3007	1457	969	1771	340	840	962	336	476	185	264	257	414	95	408	285	71	72	26	106	71	48	177	21	156	22	32	74	6	98	9	43	28	25	6	24	9	7	11	2	7	1	4	6	5	4	1	3	9	3	9	2	0	2	0	2	0	5	2	3	0	0	0	0	0	1	0	1	0	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	59572	12520	17219	5429	5718	3118	3988	2349	1844	2316	1123	1260	1232	729	752	520	483	456	578	287	539	364	209	176	123	180	133	101	202	64	178	58	61	95	41	98	41	52	51	33	29	30	26	13	21	10	8	10	10	6	14	4	6	4	10	3	11	3	0	4	4	4	0	6	0	2	1	1	1	2	3	1	3	1	0	1	1	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	50028	2723	14588	1508	3948	817	3050	1431	988	1792	351	808	938	339	469	179	236	274	436	100	449	298	81	78	29	113	77	51	171	22	163	17	29	71	8	85	8	37	34	29	9	21	14	8	11	2	6	1	3	6	10	3	2	2	5	1	9	2	0	1	2	2	0	4	0	1	1	0	0	0	0	1	2	1	0	1	1	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	59340	12711	17333	5342	5810	3156	4057	2349	1830	2268	1101	1229	1264	725	744	507	466	488	608	284	573	409	201	174	122	194	129	109	204	69	190	67	62	84	51	100	35	46	41	38	31	18	24	12	19	11	14	7	8	14	16	5	7	4	14	3	11	3	1	4	4	4	0	3	0	7	3	2	1	1	3	2	3	1	0	3	1	4	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	49861	2741	14657	1478	4074	841	3110	1412	938	1763	324	770	960	346	463	166	223	326	472	88	479	348	81	79	30	134	78	54	181	15	170	19	32	57	9	90	9	29	22	31	10	9	13	8	10	2	13	1	1	11	12	4	4	2	9	0	8	3	1	2	2	2	0	2	0	6	3	1	0	0	0	1	2	1	0	2	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	59063	12774	17013	5319	5851	3069	4046	2380	1863	2269	1085	1222	1322	714	781	451	442	485	592	303	585	451	200	175	130	184	134	120	231	78	177	68	56	100	47	99	33	41	40	36	31	19	21	10	25	14	17	7	10	14	14	3	7	8	10	5	12	2	2	5	5	1	1	3	0	6	3	1	1	0	1	2	2	1	1	2	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	49673	2832	14359	1484	4094	858	3055	1403	932	1755	329	762	997	343	504	148	205	314	457	103	491	384	77	80	39	129	78	65	204	14	156	19	20	76	10	89	8	30	23	28	10	8	11	7	16	3	16	2	1	11	12	2	5	1	8	0	7	1	1	2	2	1	0	2	0	5	3	1	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	59212	12749	16661	5385	5786	3090	3876	2423	1873	2280	1118	1256	1341	730	763	458	449	505	548	295	624	476	190	180	135	179	134	119	222	82	156	77	47	118	51	102	31	41	37	38	28	20	29	10	18	13	16	11	9	21	15	15	10	9	10	15	9	5	4	5	2	2	3	0	1	7	2	2	1	0	0	2	1	4	1	2	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	49698	2730	14030	1529	4131	860	2903	1459	923	1770	357	815	1015	353	480	159	220	320	431	109	530	406	79	79	41	120	78	61	195	11	135	20	14	97	15	90	4	28	18	24	9	8	12	7	14	1	14	6	0	17	14	14	9	0	10	10	6	4	2	3	1	2	2	0	0	5	2	2	0	0	0	0	1	4	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_all	80	59583	12648	16468	5323	5699	3103	3762	2430	1914	2251	1097	1285	1304	739	770	516	474	488	539	283	591	426	180	182	139	163	124	119	159	85	150	68	53	137	45	116	30	39	33	52	34	25	24	18	20	14	14	11	11	14	10	15	7	10	8	15	7	5	6	5	3	2	3	1	1	7	0	1	1	1	0	2	0	3	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	50185	2742	13893	1500	4030	818	2805	1441	972	1764	355	860	972	368	495	190	235	291	424	97	505	351	64	82	40	106	64	60	125	16	127	20	14	123	16	106	3	30	19	38	17	14	10	10	16	1	11	7	2	11	10	14	6	0	5	11	4	4	3	2	1	1	2	1	0	5	0	1	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_all	80	59569	12703	16854	5334	5721	3086	3863	2470	1915	2169	1124	1346	1272	712	761	512	486	472	507	282	599	418	180	192	158	175	133	109	165	76	132	59	50	125	44	109	33	47	41	50	26	22	25	20	14	13	8	13	10	11	9	22	10	7	8	14	3	4	7	5	5	2	5	1	1	4	0	2	2	1	1	2	0	4	0	0	1	0	2	0	0	2	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_active	80	50048	2776	14263	1535	4051	783	2891	1476	1021	1704	378	891	958	341	481	177	237	281	386	98	507	331	68	87	52	107	71	55	131	19	113	16	16	115	16	96	5	30	23	36	15	12	9	8	10	0	6	6	2	8	8	22	7	0	5	12	0	3	3	3	2	1	3	1	0	2	0	2	0	1	1	1	0	3	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south40_all	80	59463	12847	16964	5299	5776	3093	3882	2390	1888	2226	1071	1275	1263	680	721	529	474	492	532	297	554	399	186	189	164	180	133	102	191	68	148	49	61	104	45	124	39	64	39	52	25	24	18	30	14	16	10	16	11	22	11	18	4	8	8	7	3	6	5	4	4	5	4	1	0	3	0	1	2	2	1	1	0	1	1	0	1	0	2	0	0	2	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	49946	2863	14323	1514	4009	778	2938	1414	1006	1766	358	856	968	314	440	185	221	303	415	97	472	320	67	87	57	110	74	48	161	20	129	10	20	92	13	116	10	45	25	45	17	13	6	18	7	1	8	7	4	17	10	18	1	1	5	4	1	4	2	2	1	4	1	1	0	2	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
