label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100
0.03	south24_all	80	59394	12777	16961	5512	5877	2978	4009	2395	1791	2191	1100	1312	1202	742	697	510	485	430	618	285	495	380	195	176	143	149	154	125	153	73	178	69	49	116	34	135	38	73	37	42	22	20	26	15	17	14	19	17	7	23	7	10	4	11	1	8	6	13	2	0	2	3	2	9	1	1	3	2	0	3	1	1	0	0	1	2	0	0	1	1	1	0	0	2	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	50116	2722	14298	1587	4124	779	3029	1444	941	1738	332	864	880	315	430	180	207	278	509	89	422	322	78	67	36	90	75	68	124	26	151	24	16	100	11	120	11	56	21	38	6	10	12	1	9	3	14	9	3	22	3	6	0	2	1	8	3	12	0	0	0	1	0	8	1	1	1	1	0	2	0	1	0	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	59155	12665	17000	5507	5730	2969	3924	2422	1849	2209	1132	1249	1251	751	700	514	479	456	637	278	507	358	187	191	154	156	140	117	182	84	175	80	48	112	43	100	37	84	51	43	24	18	21	12	23	12	10	19	8	20	13	6	4	13	3	7	7	6	2	3	2	2	3	3	1	2	2	1	0	1	1	0	0	0	1	3	1	1	0	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	49889	2723	14360	1547	3964	785	2930	1445	945	1726	355	788	912	343	429	173	207	296	528	90	440	301	86	66	44	90	64	66	152	27	150	25	14	97	14	86	10	69	35	39	5	10	12	3	13	3	4	11	5	18	10	5	0	3	1	7	4	6	0	0	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	59229	12723	16567	5413	5677	2950	3954	2477	1926	2151	1162	1243	1217	778	671	507	462	478	617	277	490	344	177	190	154	150	130	113	186	83	183	76	46	99	46	121	32	74	53	53	26	19	25	15	34	10	9	17	9	12	18	10	5	8	10	5	7	7	3	7	2	8	3	3	4	1	1	1	0	1	1	0	0	1	1	3	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	49816	2749	13850	1516	3926	764	2972	1474	1000	1681	361	755	877	353	389	176	203	307	496	104	418	273	74	69	47	85	59	61	153	22	161	29	17	82	15	105	11	61	43	48	9	8	12	7	24	3	3	11	4	8	15	7	1	3	8	5	4	7	0	3	1	7	0	2	4	0	0	1	0	0	1	0	0	1	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	58950	12867	16900	5382	5723	2983	3907	2432	1859	2169	1166	1274	1175	803	687	533	463	491	538	276	508	435	176	184	159	177	134	108	170	88	202	68	45	115	48	92	35	55	45	45	26	15	21	16	36	13	6	11	8	11	20	10	9	8	11	8	6	4	3	8	5	7	4	2	4	2	1	3	0	0	1	0	0	1	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	49521	2816	14202	1476	3961	765	2910	1405	989	1700	386	807	862	399	411	189	208	327	411	104	444	345	72	72	48	117	67	56	139	25	180	24	18	93	15	80	11	46	37	39	8	6	11	7	24	3	2	6	4	7	19	6	5	2	9	8	5	3	2	4	2	6	2	2	4	1	0	3	0	0	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	59020	12936	16939	5483	5923	3049	3830	2479	1836	2179	1161	1287	1123	772	725	542	474	488	540	264	476	458	199	167	152	175	147	106	166	88	207	62	40	126	45	114	34	54	47	43	20	14	21	16	34	5	5	5	9	9	23	24	9	7	11	9	2	7	5	7	5	7	4	6	3	2	1	3	1	0	1	1	0	1	0	3	1	2	1	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	49506	2792	14185	1502	4085	780	2843	1442	978	1689	361	845	845	368	434	198	220	326	406	99	418	365	71	62	43	120	80	51	141	26	184	20	19	96	15	102	9	45	39	35	6	4	10	8	25	0	3	3	3	5	20	20	7	1	10	8	2	6	4	4	1	6	2	6	3	1	0	3	0	0	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	59366	12851	17078	5575	5981	3012	3865	2425	1781	2203	1131	1247	1225	786	706	549	485	467	549	270	510	449	201	156	157	176	150	114	152	82	168	69	39	145	41	105	30	47	36	27	18	18	29	9	19	5	10	5	8	7	19	22	13	5	6	10	4	8	4	8	4	0	3	12	1	1	1	2	1	2	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_active	80	49919	2774	14343	1578	4105	781	2859	1441	951	1691	321	826	940	369	409	195	231	301	418	90	454	354	73	58	49	125	82	58	126	29	145	24	15	117	13	95	6	38	27	21	4	6	10	2	12	1	7	1	1	5	16	21	10	0	4	9	4	6	4	3	1	0	2	12	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	59263	12719	17059	5578	5980	3082	3890	2461	1799	2145	1130	1203	1299	728	750	507	518	459	574	290	485	421	199	176	162	163	160	117	147	82	156	73	45	130	40	100	30	39	42	37	18	14	23	14	14	9	12	10	7	13	11	24	15	4	13	9	6	12	4	4	2	1	7	11	0	0	1	0	1	2	1	1	0	0	1	5	0	0	1	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_active	80	49838	2709	14346	1579	4132	788	2887	1479	951	1650	289	806	1007	343	446	175	242	276	440	91	418	328	79	68	51	114	83	58	118	27	132	25	20	98	8	91	4	33	32	30	4	5	7	3	8	4	8	3	2	13	9	24	11	0	7	8	5	10	3	0	1	1	7	11	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_all	80	59552	12661	17004	5453	5706	2984	3875	2394	1857	2280	1083	1344	1286	682	749	512	521	452	526	293	469	394	195	167	152	173	110	131	210	85	212	61	50	113	37	113	43	55	36	24	25	24	15	20	19	10	13	9	9	16	15	9	6	9	7	7	13	4	4	6	1	4	3	5	8	3	0	0	1	1	1	1	1	1	1	5	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	49921	2842	14377	1540	3934	785	2944	1394	1001	1758	344	883	983	315	457	184	267	257	400	103	391	306	71	76	53	107	62	62	171	24	186	20	21	96	8	94	11	43	27	15	7	11	6	9	13	1	7	0	3	8	12	8	4	3	6	5	12	4	2	4	0	2	2	3	7	2	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	59799	12590	16995	5438	5576	3064	3903	2430	1850	2255	1109	1292	1247	723	765	500	497	462	518	262	486	372	198	169	133	166	126	121	220	73	192	67	52	117	38	109	41	59	38	25	25	37	19	13	19	13	10	10	12	8	8	7	7	8	11	8	9	5	4	4	1	4	0	5	6	5	0	1	0	2	0	1	0	1	1	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	50236	2761	14385	1529	3810	826	2948	1453	977	1738	368	863	949	327	469	175	257	244	392	91	411	293	65	76	41	102	71	55	183	28	170	21	24	103	7	92	6	45	28	17	7	25	7	8	10	1	4	0	5	4	6	6	3	2	8	6	8	4	2	2	0	1	0	3	5	3	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	59962	12499	16912	5381	5553	3136	3926	2394	1850	2292	1076	1304	1252	727	783	538	496	453	554	257	486	359	183	163	121	173	127	102	216	67	170	71	61	93	39	115	46	61	41	31	25	30	21	11	21	12	10	11	11	6	8	5	4	6	12	4	11	3	2	4	1	4	0	7	3	5	0	1	0	2	3	1	1	1	0	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
