label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107
0.03	south28_all	80	22448	15197	6854	4432	4835	3523	3823	2152	1259	1098	1724	1125	862	537	741	1283	742	329	573	300	374	313	310	156	269	195	107	195	76	66	63	122	52	73	52	42	75	27	27	26	21	14	42	17	14	17	30	7	7	6	9	14	6	5	8	6	2	4	5	2	2	3	3	0	3	3	0	0	2	0	1	0	0	0	1	0	0	4	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south28_active	80	9880	8437	3277	1953	2641	1967	2305	1169	538	534	1034	646	482	230	400	828	459	174	375	156	221	194	181	79	180	110	53	137	34	29	30	81	24	45	30	15	48	17	16	10	7	4	32	10	7	11	5	6	5	3	6	8	3	2	6	3	1	2	4	0	2	2	2	0	1	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	22554	15285	6890	4401	4845	3497	3771	2116	1284	1042	1569	1132	895	555	704	1204	713	352	590	290	383	306	300	145	282	207	97	177	83	61	63	114	62	67	44	41	70	35	23	41	24	14	35	13	13	9	31	5	8	9	8	12	5	7	7	5	9	3	8	4	2	2	1	3	3	1	1	5	2	0	1	1	1	1	0	3	0	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	9926	8387	3278	1921	2675	1939	2211	1127	550	505	951	647	482	243	374	824	422	181	391	158	219	175	179	74	181	117	53	119	43	32	29	63	30	41	22	12	47	17	14	13	7	5	26	8	6	8	9	3	4	5	5	6	2	4	5	3	7	2	6	1	2	2	0	1	1	0	1	5	2	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	22488	15350	6835	4468	4803	3486	3712	2057	1317	1043	1504	1130	925	558	696	1370	694	364	561	255	364	259	339	136	243	189	116	182	81	53	77	117	66	74	57	40	94	33	27	55	23	16	41	16	11	12	21	10	11	6	6	10	5	6	6	5	12	3	6	4	2	2	1	3	2	1	2	6	0	0	1	2	1	2	0	3	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south30_active	80	9895	8371	3228	1963	2600	1934	2138	1088	578	502	892	654	508	257	366	900	411	196	349	145	221	145	187	64	152	110	65	125	39	30	34	62	33	43	31	15	67	13	17	18	11	10	33	9	4	7	7	7	3	4	5	6	2	4	4	4	8	2	3	3	2	2	0	1	1	0	2	6	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_all	80	22063	15000	6848	4248	4813	3469	3528	2100	1192	1062	1637	1158	856	509	664	1147	746	382	560	289	385	273	431	135	252	192	125	232	82	76	74	163	44	56	40	34	59	26	25	11	21	25	19	28	14	24	23	17	8	7	6	9	7	3	32	4	10	3	3	6	5	1	4	6	4	2	4	2	1	0	1	12	0	0	9	1	0	1	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	9846	8184	3151	1896	2663	1881	2127	1162	550	510	974	632	485	228	403	695	458	216	352	136	218	136	257	60	133	98	66	152	44	35	31	114	22	38	20	16	41	13	10	5	12	9	13	18	10	12	20	2	4	3	0	5	3	3	20	2	9	3	2	4	2	1	2	5	2	1	4	1	1	0	0	7	0	0	4	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	22097	15008	6904	4179	4855	3474	3569	2130	1257	1076	1703	1186	878	515	689	1184	731	378	584	282	354	276	443	127	236	177	113	177	78	80	81	153	51	56	28	34	70	27	26	26	18	25	42	37	12	21	23	16	10	9	8	13	6	4	32	5	10	6	4	1	8	2	2	6	3	2	3	3	1	0	1	12	0	0	0	0	1	1	0	3	1	0	0	0	1	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	9879	8242	3216	1813	2781	1894	2159	1195	545	492	1023	658	489	241	405	785	445	218	352	139	194	143	252	62	115	97	53	109	42	43	43	107	34	41	14	18	45	11	13	17	9	10	28	22	10	10	20	2	6	5	1	8	3	3	21	3	8	6	2	0	5	2	2	6	2	1	3	2	1	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	22162	15101	6940	4177	4875	3469	3641	2133	1270	1034	1700	1118	891	518	672	1223	715	375	561	273	369	280	394	128	222	172	113	158	90	81	78	126	54	63	34	43	119	28	26	31	18	20	38	58	10	15	37	17	7	7	7	9	5	5	15	4	10	7	3	2	6	1	1	6	5	3	2	2	0	0	1	8	0	0	0	0	2	1	0	3	5	0	0	0	2	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	9860	8281	3242	1820	2770	1911	2206	1158	537	495	972	616	471	222	390	777	448	211	321	142	210	138	231	64	126	89	60	97	43	42	45	98	36	43	14	23	84	11	13	18	9	10	24	35	8	8	23	7	5	5	2	6	3	2	5	2	8	6	1	0	3	1	1	4	1	2	1	2	0	0	1	7	0	0	0	0	0	1	0	1	4	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	22329	14950	6886	4186	4850	3504	3713	2154	1262	1034	1558	1113	914	510	689	1227	747	375	588	260	390	299	404	111	209	169	112	154	86	74	83	129	63	69	43	48	147	32	22	38	14	19	38	52	10	14	39	14	6	7	7	10	5	5	16	5	10	6	2	2	6	2	2	7	4	1	3	7	0	1	1	1	1	0	0	0	2	0	0	2	5	0	0	1	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	9938	8254	3268	1837	2738	1957	2237	1177	524	489	886	614	480	224	381	769	494	211	359	143	222	157	265	60	121	92	60	90	39	37	48	86	41	42	19	27	98	15	13	23	7	8	24	33	6	5	25	8	4	6	2	7	2	1	9	2	3	4	1	0	3	2	1	4	1	1	2	7	0	1	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_all	80	22508	15070	6931	4197	4915	3558	3710	2115	1240	1007	1470	1118	951	528	686	1173	786	383	564	290	391	292	426	125	200	182	121	180	97	69	71	107	73	60	44	47	151	27	19	39	13	19	32	56	13	9	40	15	6	9	6	19	6	11	8	5	9	3	0	3	4	1	1	4	4	1	2	12	4	2	1	1	2	1	0	0	1	0	1	1	5	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	9953	8344	3358	1847	2714	2000	2209	1163	512	484	855	628	502	221	370	769	515	218	337	146	225	160	298	67	123	91	64	100	43	34	38	54	37	34	19	25	93	14	11	19	7	6	14	36	7	3	25	9	4	6	3	17	3	4	7	1	2	1	0	2	2	1	0	1	1	1	1	12	3	2	1	0	1	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_all	80	22559	15065	6942	4217	4864	3554	3657	2061	1267	1043	1475	1088	977	523	722	1123	702	400	586	285	424	309	436	129	206	198	118	172	94	66	71	122	63	74	44	42	117	27	15	40	14	20	21	46	13	10	39	11	7	8	5	21	6	9	9	6	10	2	1	3	1	3	1	5	0	1	2	14	4	2	0	0	2	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_active	80	9928	8343	3370	1883	2676	1981	2143	1123	542	506	871	595	539	224	396	790	449	226	348	139	246	173	305	67	120	95	55	94	45	33	40	58	30	45	22	24	64	14	5	16	5	4	11	35	6	4	21	8	3	4	1	17	3	4	8	2	5	1	0	3	0	1	0	4	0	1	1	12	3	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_all	80	22254	15189	6903	4286	4905	3564	3501	2042	1256	993	1554	1088	1006	524	727	1074	692	399	577	285	376	332	405	124	219	194	117	174	100	66	73	95	61	62	48	36	110	26	21	39	20	19	38	28	14	18	26	11	9	8	7	22	5	11	4	6	5	2	1	4	2	2	1	4	0	1	3	10	4	1	0	0	1	2	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	9689	8341	3344	1900	2665	1960	2036	1085	558	485	926	598	593	226	398	754	439	214	365	140	221	189	266	60	128	100	56	92	53	33	39	41	32	38	26	15	72	15	9	21	7	5	21	15	7	7	5	8	3	3	2	18	3	7	3	2	5	1	0	4	2	0	0	4	0	1	2	7	3	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south38_all	80	22078	15399	6877	4317	4897	3608	3541	2088	1310	1016	1598	1088	991	510	727	1066	619	389	576	275	370	344	428	120	224	181	121	158	93	72	74	88	44	62	55	43	76	31	23	44	21	22	44	22	17	17	26	10	9	9	9	11	5	9	3	3	14	3	3	8	3	3	1	4	0	1	5	4	0	0	0	0	1	5	1	0	1	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	9653	8377	3316	1941	2659	1997	2084	1115	571	490	961	595	590	221	392	691	384	214	367	142	219	199	278	48	132	101	61	90	46	31	42	47	23	38	34	19	62	18	12	24	7	7	31	8	10	8	4	5	3	2	3	2	4	7	2	1	14	1	0	7	3	1	0	4	0	1	2	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	21981	15398	6887	4275	4941	3607	3656	2102	1263	1029	1583	1074	886	529	684	1131	647	371	564	258	361	352	459	129	239	177	123	154	85	77	76	72	46	54	55	44	83	38	25	44	21	21	39	23	16	18	12	10	9	7	9	14	4	5	4	3	13	3	5	6	4	2	1	5	1	2	7	3	0	1	0	1	0	4	1	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	9703	8434	3314	1909	2661	1978	2176	1102	566	481	915	562	531	235	364	734	420	187	389	133	210	211	293	54	140	105	60	93	35	32	37	43	30	30	37	17	61	24	16	31	10	10	28	10	8	8	4	5	4	2	3	6	3	5	3	1	12	1	0	5	4	1	0	4	1	1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	22074	15676	6984	4241	4896	3568	3726	2115	1253	1045	1546	1130	885	519	719	1121	636	382	606	264	389	333	443	146	224	187	125	145	72	75	85	72	48	60	47	41	120	41	32	50	22	23	32	19	15	18	25	4	6	8	10	16	6	4	7	3	13	2	6	4	3	2	1	5	1	3	4	1	1	1	0	1	0	3	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	9788	8655	3361	1881	2608	1964	2223	1145	535	459	922	588	517	233	382	726	415	194	396	135	224	188	288	58	129	105	61	88	28	34	45	44	29	36	33	16	83	28	21	35	8	9	25	7	8	9	16	1	4	5	4	6	3	4	5	0	12	1	1	3	2	1	1	4	1	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
